ticker,INLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-06-14,2.5
2012-02-14,29168.2927
2012-02-15,-13.3333
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,-2.0
2012-02-23,2.0408
2012-02-24,-2.0
2012-02-27,9.8901
2012-02-28,1.4285999999999999
2012-02-29,7.7465
2012-03-01,11.1111
2012-03-02,1.1764999999999999
2012-03-05,-1.1628
2012-03-06,1.7647
2012-03-07,0.0
2012-03-08,-10.4046
2012-03-09,9.6774
2012-03-12,1.1764999999999999
2012-03-13,-6.2391
2012-03-14,5.4141
2012-03-15,0.0
2012-03-16,-1.4706000000000001
2012-03-19,0.2985
2012-03-20,-0.7924
2012-03-21,4.3987
2012-03-22,-3.4088
2012-03-23,0.1376
2012-03-26,3.981
2012-03-27,2.8571
2012-03-28,-2.7778
2012-03-29,4.0
2012-03-30,0.5495
2012-04-02,-7.1038
2012-04-03,-2.9412000000000003
2012-04-04,9.0909
2012-04-05,-6.6667
2012-04-09,-7.7381
2012-04-10,5.1613
2012-04-11,0.0
2012-04-12,1.227
2012-04-13,-3.0303
2012-04-16,6.25
2012-04-17,-2.9412000000000003
2012-04-18,0.0
2012-04-19,2.4242
2012-04-20,-1.1834
2012-04-23,-1.1976
2012-04-24,1.2121
2012-04-25,1.7964
2012-04-26,-1.7647
2012-04-27,-0.5988
2012-04-30,0.0
2012-05-01,-0.6024
2012-05-02,0.0
2012-05-03,0.0
2012-05-04,0.0
2012-05-08,-3.0303
2012-05-09,-0.625
2012-05-10,0.0
2012-05-11,0.0
2012-05-15,0.6289
2012-05-16,-3.125
2012-05-17,9.6774
2012-05-18,0.0
2012-05-21,-4.7059
2012-05-22,-1.2346
2012-05-23,-3.125
2012-05-24,-0.6452
2012-05-25,0.6494
2012-05-29,0.0
2012-05-31,-10.3226
2012-06-01,10.7914
2012-06-07,-5.8442
2012-06-08,0.0
2012-06-11,6.2069
2012-06-12,0.6494
2012-06-13,3.2258
2012-06-14,1.875
2012-06-15,0.0
2012-06-18,-0.6135
2012-06-19,1.8519
2012-06-20,-2.4242
2012-06-21,-0.6211
2012-06-22,0.0
2012-06-25,-6.25
2012-06-26,6.6667
2012-06-27,-3.125
2012-06-28,0.0
2012-06-29,4.5161
2012-07-02,-7.4074
2012-07-03,0.0
2012-07-05,7.8
2012-07-06,-1.0513
2012-07-09,1.25
2012-07-10,-1.2346
2012-07-11,0.0
2012-07-12,-7.5
2012-07-16,1.3514
2012-07-18,12.6667
