ticker,UWHR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-19,0.0
2000-05-22,0.0
2000-07-05,-4.3478
2003-01-28,-20.5289
2003-02-20,5.0
2003-03-10,30.9524
2004-02-06,-6.3636
2004-02-23,28.0
2004-03-16,-6.25
2004-03-17,0.0
2004-03-19,0.0
2004-03-26,6.6667
2004-04-23,-10.1563
2004-04-27,-4.1739
2004-05-05,4.3557
2004-07-23,4.3478
2004-10-18,-3.3333
2004-10-21,1.2931
2004-10-26,-1.2766
2004-12-08,-6.7672
2005-01-13,-99.9976
2005-02-25,0.0
2005-04-26,4319900.0
2005-08-12,1.8519
2005-08-25,1.8182
2005-09-07,-1.7856999999999998
2005-09-19,16.3636
2005-09-22,-10.9375
2005-09-23,-3.5088
2005-09-28,0.0
2005-09-29,-9.0909
2005-10-03,5.0
2005-10-10,13.3333
2005-11-11,-22.1008
2005-12-28,1.1111
2005-12-30,9.8901
2006-01-11,15.0
2006-01-25,-13.0435
2006-03-06,22.0
2006-03-07,-22.1311
2006-04-18,5.2632
2006-05-01,-20.0
2006-05-04,20.0
2006-05-09,-47.9167
2006-05-19,60.0
2006-05-22,6.25
2006-06-21,5.8824
2006-06-29,0.0
2006-07-07,7.7778
2006-07-12,-1.0309
2006-07-17,19.7917
2006-07-26,-14.7826
2006-07-27,0.0
2006-08-16,32.6531
2006-08-21,-7.6923
2006-08-25,-33.3333
2006-08-28,25.0
2006-09-05,0.0
2006-09-27,0.0
2006-10-17,0.0
2006-10-23,-17.6
2006-11-14,12.5
2006-11-30,11.1111
2006-12-06,10.0
2006-12-07,0.0
2006-12-20,-10.0
2007-01-11,3.0303
2007-01-12,0.0
2007-01-19,0.0
2007-02-07,-3.9215999999999998
2007-02-13,-8.1633
2007-02-14,2.2222
2007-02-16,0.0
2007-03-07,8.0435
2007-03-09,-0.4024
2007-03-26,1.0101
2007-04-05,3.0
2007-04-26,0.0
2007-04-30,0.0
2007-05-04,-2.9126
2007-05-08,5.0
2007-05-11,-2.8571
2007-06-04,0.0
2007-06-18,0.0
2007-06-27,17.647100000000002
2007-06-28,-1.6667
2007-07-02,-11.0169
2007-07-05,14.2857
2007-07-10,-0.8333
2007-07-11,0.8403
2007-07-16,0.0
2007-07-17,-10.0
2007-07-18,-5.5556
2007-07-20,1.9607999999999999
2007-07-23,-8.6538
2007-07-25,3.1579
2007-07-26,22.449
2007-07-27,1.6667
2007-07-30,-2.459
2007-07-31,0.8403
2007-08-06,0.0
2007-08-08,0.0
