ticker,SGOO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-08,450.0
2010-02-09,0.0
2010-02-10,9.0909
2010-02-11,0.0
2010-02-12,-1.6667
2010-02-17,1.6949
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,68.3333
2010-02-24,13.8614
2010-02-25,4.3478
2010-02-26,0.0
2010-03-02,0.0
2010-03-03,0.8333
2010-03-04,-4.9587
2010-03-05,0.0
2010-03-10,6.087
2010-03-11,0.0
2010-03-19,0.0
2010-03-24,-3.2787
2010-03-25,3.3898
2010-03-26,-3.2787
2010-03-29,5.0847
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,-4.8387
2010-04-05,-2.5423999999999998
2010-04-12,0.0
2010-04-13,4.3478
2010-04-19,3.3333
2010-04-23,-1.6129
2010-04-30,0.0
2010-05-06,-17.2131
2010-05-07,20.7921
2010-05-17,0.0
2010-05-18,2.459
2010-05-19,0.0
2010-05-20,-8.0
2010-06-02,-12.1739
2010-06-07,0.0
2010-06-08,-1.9802
2010-06-09,-4.0404
2010-06-14,0.0
2010-06-17,5.2632
2010-06-23,10.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,-5.4545
2010-07-06,5.7692
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,-4.5455
2010-07-14,-3.8095
2010-07-15,8.9109
2010-07-27,-4.5455
2010-07-30,4.7619
2010-08-02,-1.8182
2010-08-06,1.8519
2010-08-09,-8.1818
2010-08-18,3.9604
2010-08-19,0.0
2010-08-25,-23.8095
2010-08-26,-31.25
2010-08-27,9.0909
2010-09-01,0.0
2010-09-07,0.0
2010-09-17,-8.3333
2010-09-20,-9.0909
2010-09-21,0.0
2010-09-24,0.0
2010-10-22,-10.0
2010-11-08,0.0
2010-11-11,0.0
2010-11-12,-33.3333
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-29,16.6667
2010-11-30,5.7143
2010-12-01,-5.4054
2010-12-02,-2.8571
2010-12-03,-5.8824
2010-12-06,0.0
2010-12-07,-6.25
2010-12-08,0.0
2010-12-09,10.0
2010-12-10,-9.0909
2010-12-13,0.0
2010-12-14,-20.0
2010-12-15,-4.1667
2010-12-16,13.0435
2010-12-17,-7.6923
2010-12-20,4.1667
2010-12-21,-12.0
2010-12-22,22.7273
2010-12-23,-18.5185
2010-12-27,13.6364
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,-4.0
