ticker,CVIAQ US Equity
2018-10-19,-5.6047
2018-10-22,-7.0313
2018-10-23,-5.2101
2018-10-24,-4.2553
2018-10-25,2.2222
2018-10-26,7.4275
2018-10-29,-6.5767
2018-10-30,6.6787
2018-10-31,-2.1997
2018-11-01,1.5571000000000002
2018-11-02,-3.0664
2018-11-05,0.5272
2018-11-06,-2.972
2018-11-07,-1.4414
2018-11-08,9.3236
2018-11-09,-1.505
2018-11-12,-5.2632
2018-11-13,4.3011
2018-11-14,20.790399999999998
2018-11-15,2.1337
2018-11-16,-1.6713
2018-11-19,-0.7082
2018-11-20,-6.8474
2018-11-21,-1.6844999999999999
2018-11-23,-5.9190000000000005
2018-11-26,-5.6291
2018-11-27,2.807
2018-11-28,2.2184
2018-11-29,-0.5008
2018-11-30,-1.0067
2018-12-03,3.2203
2018-12-04,-5.7471
2018-12-06,-4.3554
2018-12-07,-4.1894
2018-12-10,-10.4563
2018-12-11,-0.4246
2018-12-12,2.9851
2018-12-13,-5.5901
2018-12-14,-3.9474
2018-12-17,-2.7397
2018-12-18,-8.6854
2018-12-19,-3.0848
2018-12-20,0.7958
2018-12-21,-7.8947
2018-12-24,0.2857
2018-12-26,-6.8376
2018-12-27,3.9755000000000003
2018-12-28,-0.2941
2018-12-31,0.885
2019-01-02,13.4503
2019-01-03,4.6392
2019-01-04,5.1724
2019-01-07,0.7026
2019-01-08,-0.6977
2019-01-09,14.2857
2019-01-10,2.459
2019-01-11,0.0
2019-01-14,6.6
2019-01-15,-0.1876
2019-01-16,-0.9398
2019-01-17,-2.277
2019-01-18,1.9417
2019-01-22,-6.8571
2019-01-23,-0.818
2019-01-24,1.0309
2019-01-25,3.8776
2019-01-28,-1.9646
2019-01-29,-3.006
2019-01-30,-2.686
2019-01-31,-0.6369
2019-02-01,3.2051
2019-02-04,10.559
2019-02-05,2.9962999999999997
2019-02-06,-2.0
2019-02-07,-7.0501
2019-02-08,-0.5988
2019-02-11,-1.004
2019-02-12,-0.4057
2019-02-13,-1.833
2019-02-14,0.0
2019-02-15,-0.4149
2019-02-19,3.5417
2019-02-20,4.2254
2019-02-21,-5.0193
2019-02-22,2.0325
2019-02-25,-0.5976
2019-02-26,-2.6052
2019-02-27,2.8807
2019-02-28,-4.8
2019-03-01,-0.4202
2019-03-04,-0.6329
2019-03-05,0.6369
2019-03-06,-3.7975
2019-03-07,-6.7982
2019-03-08,1.1764999999999999
2019-03-11,10.4651
2019-03-12,5.8947
2019-03-13,9.1451
2019-03-14,8.3789
2019-03-15,7.7311
2019-03-18,8.2683
2019-03-19,-0.4323
2019-03-20,4.3415
2019-03-21,-3.3287
2019-03-22,-6.7432
2019-03-25,-6.9231
2019-03-26,-0.9917
2019-03-27,-4.1736
2019-03-28,-4.3554
2019-03-29,1.8215
2019-04-01,3.3989
2019-04-02,2.9412000000000003
2019-04-03,-0.6723
2019-04-04,1.8613
2019-04-05,5.4817
2019-04-08,-1.7323
2019-04-09,-2.0833
2019-04-10,-1.1457
2019-04-11,-1.3245
2019-04-12,-2.5168
2019-04-15,8.4337
2019-04-16,-0.4762
2019-04-17,-0.9569
2019-04-18,0.6441
2019-04-22,0.64
2019-04-23,-0.9539
2019-04-24,-4.4944
2019-04-25,-5.3782
2019-04-26,-5.5062
2019-04-29,-1.5038
2019-04-30,-8.2061
2019-05-01,-6.4449
2019-05-02,-13.1111
2019-05-03,8.1841
2019-05-06,1.4184
2019-05-07,-2.5641
2019-05-08,-4.5455
2019-05-09,-5.7644
2019-05-10,-7.7128
2019-05-13,-3.4582
2019-05-14,-1.791
2019-05-15,-5.7751
2019-05-16,1.6129
2019-05-17,0.6349
2019-05-20,-1.2618
2019-05-21,-0.3195
2019-05-22,-6.4103
2019-05-23,-0.3425
2019-05-24,3.4364
2019-05-28,-7.6411999999999995
2019-05-29,-0.3597
2019-05-30,2.8881
2019-05-31,2.1053
2019-06-03,-8.9347
2019-06-04,-7.1698
2019-06-05,-13.0081
2019-06-06,1.8692
2019-06-07,-2.7523
2019-06-10,6.6038
2019-06-11,-5.7522
2019-06-12,-2.8169
2019-06-13,3.3816
2019-06-14,0.9346
2019-06-17,-4.1667
2019-06-18,7.7295
2019-06-19,2.2422
2019-06-20,-2.6316
2019-06-21,-0.4505
2019-06-24,-3.6199
2019-06-25,-6.1033
2019-06-26,-1.0
2019-06-27,-2.0202
2019-06-28,1.0309
2019-07-01,1.0204
2019-07-02,-7.0707
2019-07-03,-6.5217
2019-07-05,-4.0698
2019-07-08,6.6667
2019-07-09,-7.3864
2019-07-10,13.4969
2019-07-11,5.4054
2019-07-12,2.5641
2019-07-15,-2.5
2019-07-16,1.0256
2019-07-17,-5.5838
2019-07-18,-4.8387
2019-07-19,1.6949
2019-07-22,0.0
2019-07-23,1.6667
2019-07-24,-1.0929
2019-07-25,-8.2873
2019-07-26,1.2048
2019-07-29,-5.3571
2019-07-30,6.9182
2019-07-31,2.3529
2019-08-01,-10.9195
2019-08-02,5.8065
2019-08-05,0.0
2019-08-06,-5.4878
2019-08-07,-3.2258
2019-08-08,13.3333
2019-08-09,0.0
2019-08-12,6.4706
2019-08-13,-1.105
2019-08-14,-6.7039
2019-08-15,0.5988
2019-08-16,1.1905000000000001
2019-08-19,-1.7647
2019-08-20,-1.1976
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,-9.0909
2019-08-26,2.6667
2019-08-27,-4.5455
2019-08-28,-0.6803
2019-08-29,-0.6849
2019-08-30,3.4483
2019-09-03,0.0
2019-09-04,8.6667
2019-09-05,10.4294
2019-09-06,6.6667
2019-09-09,0.5208
2019-09-10,12.4352
2019-09-11,3.2258
2019-09-12,10.267900000000001
2019-09-13,8.502
2019-09-16,-1.4925
2019-09-17,-7.9545
2019-09-18,-2.4691
2019-09-19,-1.6878
2019-09-20,3.8627000000000002
2019-09-23,-1.2397
2019-09-24,-2.9289
2019-09-25,0.8621
2019-09-26,-7.6923
2019-09-27,-2.3148
2019-09-30,-4.2654
2019-10-01,-9.901
2019-10-02,-2.7473
2019-10-03,-5.6497
2019-10-04,-4.7904
2019-10-07,4.4025
2019-10-08,-4.8193
2019-10-09,2.5316
2019-10-10,-3.0864
2019-10-11,3.1847
2019-10-14,-8.0247
2019-10-15,0.6711
2019-10-16,1.3333
2019-10-17,-1.3158
2019-10-18,-0.6667
2019-10-21,6.7114
2019-10-22,6.9182
2019-10-23,1.7647
2019-10-24,-3.4682
2019-10-25,4.7904
2019-10-28,-2.8571
2019-10-29,-11.7647
2019-10-30,-2.6667
2019-10-31,-5.4795
2019-11-01,6.5217
2019-11-04,6.1224
2019-11-05,7.0513
2019-11-06,-6.5868
2019-11-07,3.8462
2019-11-08,-6.1728
2019-11-11,-1.9737
2019-11-12,-0.6711
2019-11-13,-4.0541
2019-11-14,-4.2254
2019-11-15,-1.4706000000000001
2019-11-18,-2.2388
2019-11-19,2.2901
2019-11-20,4.4776
2019-11-21,3.5714
2019-11-22,1.3793
2019-11-25,2.7211
2019-11-26,2.649
2019-11-27,-1.9355
2019-11-29,-1.9737
2019-12-02,-2.0134
2019-12-03,-2.7397
2019-12-04,-0.7042
2019-12-05,0.7092
2019-12-06,21.831
2019-12-09,-2.3121
2019-12-10,2.9586
2019-12-11,4.023
2019-12-12,1.105
2019-12-13,-5.4645
2019-12-16,1.1561
2019-12-17,8.0
2019-12-18,-1.5873
2019-12-19,-6.9892
2019-12-20,0.578
2019-12-23,14.3678
2019-12-24,1.5074999999999998
2019-12-26,-2.9703
2019-12-27,-8.6735
2019-12-30,3.9106
2019-12-31,9.6774
2020-01-02,1.9607999999999999
2020-01-03,0.9615
2020-01-06,5.2381
2020-01-07,-4.9774
2020-01-08,-3.3333
2020-01-09,-2.4631
2020-01-10,-5.5556
2020-01-13,-2.6738
2020-01-14,0.5495
2020-01-15,-0.5464
2020-01-16,2.7473
2020-01-17,2.1390000000000002
2020-01-21,-0.5236
2020-01-22,1.0526
2020-01-23,-2.0833
2020-01-24,-4.2553
2020-01-27,-5.0
2020-01-28,1.7544
2020-01-29,-3.4483
2020-01-30,-0.5952
2020-01-31,-4.1916
2020-02-03,-1.25
2020-02-04,3.7975
2020-02-05,14.6341
2020-02-06,12.234
2020-02-07,-6.1611
2020-02-10,-5.0505
2020-02-11,2.6596
2020-02-12,-2.0725
2020-02-13,-7.9365
2020-02-14,-4.5977
2020-02-18,0.0
2020-02-19,8.4337
2020-02-20,-2.2222
2020-02-21,-3.4091
2020-02-24,-11.1765
2020-02-25,-2.649
2020-02-26,-4.0816
2020-02-27,3.5461
2020-02-28,5.4795
2020-03-02,-7.7922
2020-03-03,-3.5211
2020-03-04,1.4599
2020-03-05,-2.1583
2020-03-06,-8.0882
2020-03-09,-16.8
2020-03-10,-3.9231
2020-03-11,-7.9263
2020-03-12,-2.5109
2020-03-13,0.3456
2020-03-16,-6.6556
2020-03-17,-13.7246
2020-03-18,-0.3035
2020-03-19,5.1758
2020-03-20,2.6316
2020-03-23,-7.5385
2020-03-24,3.9933
2020-03-25,-2.6667
2020-03-26,4.1096
2020-03-27,-11.8289
2020-03-30,-7.4765
2020-03-31,-7.8387
2020-04-01,-10.2205
2020-04-02,-4.4834
2020-04-03,-17.8776
2020-04-06,9.3439
2020-04-07,-4.9545
2020-04-08,-2.0086
2020-04-09,18.0332
2020-04-13,7.5667
2020-04-14,-9.4176
2020-04-15,3.7768
2020-04-16,-3.5576
2020-04-17,1.7596
2020-04-20,-6.2917
2020-04-21,-5.3135
2020-04-22,1.0096
2020-04-23,13.9005
2020-04-24,7.6327
2020-04-27,2.3512
2020-04-28,7.1878
2020-04-29,17.1103
2020-04-30,-4.0732
2020-05-01,-7.4615
2020-05-04,1.8288
2020-05-05,-5.6
2020-05-06,-1.2107
2020-05-07,-0.1926
2020-05-08,-0.8946
2020-05-11,4.4425
2020-05-12,-13.557
2020-05-13,-9.802
2020-05-14,-1.4997
2020-05-15,1.6989999999999998
2020-05-18,21.2627
2020-05-19,-13.0972
2020-05-20,1.1118
2020-05-21,-0.0611
2020-05-22,-0.3464
2020-05-26,6.2155
2020-05-27,-5.5438
2020-05-28,-0.4076
2020-05-29,2.7215
2020-06-01,5.5976
2020-06-02,18.1475
2020-06-03,-0.2076
2020-06-04,9.52
2020-06-05,29.16
2020-06-08,0.1244
2020-06-09,-9.6249
2020-06-10,-2.3875
2020-06-11,-17.6463
2020-06-12,6.5309
2020-06-15,-5.0066
2020-06-16,3.3497
2020-06-17,-12.1766
2020-06-18,-13.5771
2020-06-19,13.6337
2020-06-22,-8.4468
2020-06-23,-3.9729
2020-06-24,-9.0784
2020-06-25,-0.6685
2020-06-26,1.1507
2020-06-29,3.0264
2020-07-01,-91.6667
2020-07-02,-12.5
2020-07-06,17.1429
2020-07-07,0.2439
2020-07-08,-2.6764
2020-07-09,-10.0
2020-07-10,8.0556
2020-07-13,-5.1414
2020-07-14,-10.5691
2020-07-15,0.0
2020-07-16,-3.0303
2020-07-17,3.125
2020-07-20,-3.0303
2020-07-21,-7.8125
2020-07-22,-19.661
2020-07-23,-24.0506
2020-07-24,31.1111
2020-07-27,-15.2542
2020-07-28,14.0
2020-07-29,3.5088
2020-07-30,1.6949
2020-07-31,-30.8333
