ticker,REDW US Equity
2004-09-29,-0.2597
2004-10-07,-0.2604
2004-10-08,0.5222
2004-10-12,-0.5195
2004-10-13,0.0
2004-10-14,0.5222
2004-10-26,-0.5195
2004-11-10,1.8277
2004-11-11,-0.7692
2004-11-18,3.3592
2004-11-23,1.5
2004-12-09,-3.9409
2004-12-14,0.0
2004-12-17,1.5385
2004-12-22,0.5051
2004-12-31,0.5025
2005-01-05,0.0
2005-01-10,-0.5
2005-02-07,0.5025
2005-02-16,2.5
2005-02-17,2.439
2005-02-18,0.0
2005-03-08,4.7619
2005-03-14,-5.6818
2005-04-11,-1.2048
2005-04-20,2.439
2005-04-26,-2.3810000000000002
2005-04-27,2.439
2005-06-20,-2.3810000000000002
2005-07-08,0.0
2005-07-27,-2.439
2005-08-19,5.0
2005-09-09,1.1905000000000001
2005-10-06,-3.5294
2005-10-21,0.0
2005-10-25,2.439
2005-10-27,-2.3810000000000002
2005-10-28,2.439
2005-11-03,-2.3810000000000002
2006-02-01,0.2439
2006-02-02,-0.2433
2006-02-09,0.0
2006-02-23,-2.439
2006-03-03,5.0
2006-03-21,-2.3810000000000002
2006-04-18,0.0
2006-05-22,-2.439
2006-05-31,-2.5
2006-06-13,2.0513
2006-06-14,3.0151
2006-06-19,-3.6585
2006-06-22,-5.0633
2006-06-23,-0.5333
2006-06-30,7.2386
2006-07-20,-2.5
2006-08-31,-3.5897
2006-10-17,1.0638
2006-10-24,0.0
2006-12-05,21.0526
2006-12-06,0.4348
2006-12-07,-4.7619
2006-12-14,-9.0909
2006-12-22,0.0
2007-02-22,-14.75
2007-02-23,-5.2786
2007-02-27,-0.9288
2007-03-05,-4.6875
2007-03-09,13.1148
2007-04-05,4.3478
2007-05-25,-9.7222
2007-06-05,-1.5385
2007-06-22,0.0
2007-07-06,0.0
2007-07-10,-3.125
2007-08-01,0.0
2007-08-09,0.0
2007-08-10,0.5161
2007-09-04,-0.5135
2007-10-05,3.2258
2007-10-08,1.875
2007-10-18,0.0
2007-10-19,-3.3742
2007-10-25,0.0
2007-11-15,2.5397
2007-11-20,2.1672
2007-11-21,0.0
2007-12-13,6.0606
2007-12-14,-18.5714
2007-12-21,12.2807
2008-02-07,-6.25
2008-02-29,0.0
2008-03-12,6.6667
2008-03-17,-6.25
2008-07-07,0.0
2008-07-15,0.0
2008-07-16,-20.0
2008-07-22,25.0
2008-07-24,0.0
2008-07-25,-6.6667
2008-08-12,7.1429
2008-09-22,0.0
2008-11-18,-20.0
2008-11-19,25.0
2008-12-02,-20.0
2008-12-16,4.1667
2008-12-31,0.0
2009-01-12,0.0
2009-05-26,0.8
2009-06-12,2.3810000000000002
2009-07-22,-1.1628
2009-07-23,0.0
2009-07-30,0.0
2009-08-17,-3.9215999999999998
2009-09-11,3.6734999999999998
2009-09-29,-1.5748
2009-10-16,-1.6
2009-11-20,-1.626
2009-12-02,1.157
2009-12-08,-17.8922
2009-12-09,-10.4478
2009-12-11,11.1111
2010-01-05,1.5
2010-01-15,10.8374
2010-03-29,6.6667
2010-04-26,0.0
2010-05-06,4.1667
2010-05-10,0.0
2010-06-21,4.0
2010-08-30,0.0
2010-09-01,-3.0769
2010-09-02,-5.5556
2010-09-03,-3.3613
2010-09-08,-2.6087
2010-09-09,-1.7856999999999998
2010-09-10,-6.8182
2010-11-19,-6.3415
2011-01-07,0.0
2011-01-12,0.0
2011-02-08,25.0
2011-02-09,0.0
2011-02-10,4.1667
2011-02-28,-8.0
2011-03-07,15.2174
2011-05-17,-11.3208
2011-06-22,2.1277
2011-07-07,0.0
2011-07-20,-0.4167
2011-09-16,-2.9289
2012-11-06,20.6897
2012-12-03,9.4545
2012-12-04,2.3256
2013-02-28,0.8442
2013-06-03,60.9788
2013-11-15,-20.0
2013-12-12,5.3299
2014-01-22,34.9398
2014-01-24,0.0
2014-02-04,0.0
2014-02-05,0.0
2014-03-05,0.0
2014-04-15,0.0
2014-07-17,1.8214000000000001
2014-07-18,-0.0351
2014-08-13,0.0
2014-08-15,0.0
2014-11-26,4.386
2015-03-25,1.9022000000000001
2015-04-08,0.0
2015-04-17,0.0
2015-05-01,-0.3333
2015-05-15,0.0334
2015-05-27,1.1367
2015-05-28,-0.3306
2015-06-30,-0.4975
2015-07-01,1.6667
2015-07-20,1.6393
2015-10-05,-3.2258
2015-10-08,5.0
2015-10-15,0.4762
2015-10-21,-0.4739
2015-10-22,11.1111
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,9.2857
2015-11-24,3.268
2015-12-01,-7.5949
2015-12-02,0.9589
2015-12-03,0.0
2016-01-04,-0.0274
2016-01-13,-0.6577
2016-01-14,0.0
2016-01-29,-2.069
2016-02-23,-1.1268
2016-02-26,-0.2849
2016-02-29,0.0
2016-03-03,1.1486
2016-03-08,0.7005
2016-03-11,-0.8696
2016-04-05,1.8676
2016-04-20,0.0
2016-04-21,0.0
2016-05-25,0.0
2016-05-26,-1.3889
2016-06-23,-2.8169
2016-07-18,1.4493
2016-08-10,1.4285999999999999
2016-09-01,2.8169
2016-10-13,-1.3699
2017-01-04,5.3652
2017-01-09,0.6398
2017-01-24,5.9603
2017-02-23,0.0
2017-03-02,0.0
2017-03-29,13.0
2017-05-05,-0.4425
2017-06-26,0.0
2017-08-03,-3.3333
2017-08-07,0.0
2017-10-10,1.1494
2017-10-18,-2.8409
2017-10-19,-0.3509
2017-11-13,0.0
2017-12-13,6.7616
2017-12-14,0.0
2018-01-03,5.0
2018-01-04,1.5873
2018-01-05,0.0
2018-01-09,-6.25
2018-01-12,6.6667
2018-01-16,-6.1458
2018-01-19,4.8835
2018-01-26,3.7037
2018-02-26,-2.0408
2018-03-07,0.0
2018-04-23,0.0208
2018-04-24,5.1864
2018-06-01,0.0
2018-06-11,0.0
2018-06-12,-0.9901
2018-06-14,4.0
2018-06-15,0.0
2018-06-18,1.9231
2018-06-19,1.8868
2018-06-21,0.0
2018-06-26,0.0
2018-08-09,1.8519
2018-08-21,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-13,0.5455
2018-09-17,-0.5425
2018-09-18,2.7273
2018-10-17,0.0354
2018-10-24,0.0177
2018-10-25,0.0177
2018-11-02,0.0354
2018-11-07,0.2122
2018-11-13,0.1235
2018-11-14,0.0
2018-11-16,5.7269
2018-12-04,8.3333
2018-12-06,2.3077
2018-12-07,4.5455
2018-12-10,-4.3478
2018-12-11,0.0
2018-12-19,6.0606
2018-12-26,0.0
2018-12-31,11.4286
2019-01-03,-10.2564
2019-01-07,0.0143
2019-01-08,0.0286
2019-01-11,7.9536999999999995
2019-01-24,13.7566
2019-01-30,-2.3256
2019-01-31,0.0
2019-02-05,0.0
2019-02-07,8.3333
2019-02-20,-2.1978
2019-03-05,-5.6067
2019-03-25,13.0818
2019-03-29,0.0
2019-05-02,5.2632
2019-05-31,-5.0
2019-07-16,0.2737
2019-08-16,1.0603
2019-08-23,3.8745000000000003
2019-09-17,1.5
2019-11-06,1.9704000000000002
2019-11-07,16.6667
2019-11-14,-4.2017
2019-11-15,0.8772
2019-11-18,0.0
2020-01-24,0.0087
2020-02-25,-0.2261
2020-03-27,8.9325
2020-04-17,-12.0
2020-05-12,0.9545
2020-05-22,8.0594
2020-06-23,0.8333
2020-07-14,23.9669
2020-07-23,0.0
