ticker,REDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-4.1096
2000-01-19,-2.8571
2000-01-26,-11.7647
2000-02-01,3.3333
2000-02-09,-3.2258
2000-02-10,-5.0
2000-03-09,-15.7895
2000-03-22,2.0833
2000-04-03,-10.2041
2000-04-06,-2.2727
2000-05-09,6.9767
2000-06-26,-4.3478
2000-06-28,0.0
2000-07-07,0.0
2000-08-08,0.0
2000-11-14,90.9091
2000-11-20,0.0
2000-11-27,0.0
2000-12-01,-4.7619
2001-01-10,-23.75
2001-02-09,4.918
2001-06-11,37.5
2002-02-04,-14.4545
2002-03-01,1.7003
2002-03-27,0.0
2002-04-05,4.4932
2002-04-09,2.5
2002-04-12,-4.6829
2002-06-13,0.0
2002-06-24,1.8424
2002-06-27,-1.5074999999999998
2002-07-23,2.0408
2002-07-26,0.0
2002-08-12,20.0
2002-08-13,8.3333
2002-08-14,0.0
2002-08-21,3.8462
2002-08-22,3.7037
2002-09-10,6.0714
2002-09-20,-5.7239
2002-11-06,13.857099999999999
2002-11-20,0.0
2002-11-27,0.3764
2003-04-01,0.0
2003-09-03,12.5
2003-09-25,-4.1667
2003-10-03,10.1449
2003-10-06,-5.2632
2003-10-07,-1.6667
2003-10-16,4.5198
2003-10-17,2.7027
2003-10-22,5.2632
2003-10-24,-7.5
2003-10-28,13.5135
2003-10-30,-7.1429
2003-11-19,5.1282
2004-01-07,-4.878
2004-01-12,0.0
2004-01-13,-2.5641
2004-01-16,1.3158
2004-01-20,0.0
2004-01-28,-3.3766
2004-01-30,-1.8817
2004-02-04,0.0
2004-02-23,-1.0959
2004-03-09,0.0
2004-03-19,4.9861
2004-03-26,-4.7493
2004-04-01,1.108
2004-04-02,0.274
2004-04-12,0.0
2004-04-14,3.8251
2004-04-28,-1.3158
2004-04-29,-2.4
2004-05-04,1.0929
2004-05-25,-1.0811
2004-05-27,6.5574
2004-05-28,-1.2821
2004-06-01,-1.2987
2004-06-03,1.3158
2004-06-04,0.0
2004-06-07,1.2987
2004-06-08,0.0
2004-06-14,2.0513
2004-06-16,0.0
2004-06-17,6.7839
2004-06-18,-1.1764999999999999
2004-06-22,-5.2381
2004-06-23,0.5025
2004-06-24,3.75
2004-06-25,-2.4096
2004-06-28,-2.4691
2004-06-30,3.7975
2004-07-01,-2.439
2004-07-16,-5.0
2004-07-21,2.1053
2004-07-28,-0.7732
2004-08-03,3.8961
2004-08-13,-6.25
2004-08-24,1.3333
2004-09-02,5.2632
2004-09-08,-3.75
