ticker,BWBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-01,15.3846
2008-04-15,-26.6667
2008-04-17,-9.0909
2008-04-23,12.5
2008-05-22,-48.8889
2008-06-02,73.913
2008-06-03,-30.0
2008-06-09,5.7143
2008-06-16,1.3514
2008-08-08,-23.3333
2008-08-11,21.7391
2008-08-13,3.5714
2008-08-14,-0.6897
2008-08-19,-9.7222
2008-09-25,14.6154
2008-10-13,-59.7315
2008-10-27,0.0
2008-10-28,125.0
2008-11-14,-59.2593
2008-11-21,-78.1818
2008-11-26,-50.0
2008-11-28,1583.3333
2008-12-22,-94.0594
2008-12-29,4733.3333
2008-12-31,-81.0345
2009-01-02,0.0
2009-01-06,0.0
2009-01-08,83.6364
2009-02-06,48.5149
2009-02-19,-32.6667
2009-02-27,-25.7426
2009-03-13,-32.0
2009-04-02,-11.7647
2009-04-22,0.0
2009-04-30,-17.7778
2009-05-01,-5.4054
2009-05-04,-14.857099999999999
2009-06-12,-22.8188
2009-10-08,-86.9565
2009-10-30,0.0
2009-11-11,-33.3333
2009-11-16,250.0
2009-11-17,28.5714
2009-11-23,0.0
2009-12-07,-44.4444
2009-12-14,0.0
2009-12-21,80.0
2009-12-29,11.1111
2009-12-30,-50.0
2009-12-31,-20.0
2010-01-04,100.0
2010-01-05,-12.5
2010-01-08,-14.2857
2010-01-14,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,33.3333
2010-02-01,-25.0
2010-02-16,-16.6667
2010-02-19,-20.0
2010-03-15,0.0
2010-03-23,0.0
2010-03-30,-50.0
2010-07-28,0.0
2010-08-27,50.0
2010-08-31,166.6667
2011-06-23,-50.0
2011-08-15,0.0
2011-10-24,-50.0
2011-11-18,25.0
2012-02-24,-20.0
2012-04-16,0.0
2012-09-10,0.0
2012-10-24,0.0
2012-11-07,-25.0
2012-11-21,-73.3333
2012-11-27,0.0
2012-11-28,0.0
2012-12-13,0.0
2012-12-17,-50.0
2013-04-22,0.0
2013-04-23,-50.0
2013-07-01,100.0
2013-07-10,150.0
2013-09-12,500.0
2013-09-13,-3.75
2013-09-16,0.0
2013-09-18,-30.7359
2013-09-20,0.0
2013-09-24,0.0
2013-09-26,-25.0
2013-09-30,-13.3333
2013-10-04,15.3846
2013-10-25,-13.3333
2013-10-30,0.0
2013-11-08,0.0
2013-11-12,0.0
2013-11-15,0.0
2013-11-22,0.0
2013-12-30,0.0
2014-02-13,0.0
2014-10-23,15.3846
2015-10-30,0.0
2016-03-04,-13.3333
2016-03-07,-7.6923
2016-03-17,-8.3333
2016-05-10,-9.0909
2016-06-09,50.0
2017-03-02,-26.6667
2017-04-17,0.0
2019-05-16,-9.0909
2019-06-28,-20.0
2019-10-02,-37.5
2019-10-07,0.0
2019-10-23,-28.0
2020-07-16,-2.7778
2020-07-22,-25.7143
