ticker,MPWR US Equity
2005-04-13,-1.1574
2005-04-14,-7.377
2005-04-15,-1.0114
2005-04-18,0.2554
2005-04-19,5.6051
2005-04-20,-4.5838
2005-04-21,3.9191000000000003
2005-04-22,-11.6788
2005-04-25,7.5758
2005-04-26,3.073
2005-04-27,-0.8944
2005-04-28,0.7771
2005-04-29,0.1244
2005-05-02,-10.559
2005-05-03,-8.0556
2005-05-04,3.1722
2005-05-05,-1.8887
2005-05-06,4.7605
2005-05-09,-1.7094
2005-05-10,-1.3043
2005-05-11,-4.9927
2005-05-12,-9.4281
2005-05-13,7.8498
2005-05-16,4.2722
2005-05-17,-3.0349
2005-05-18,-2.9734
2005-05-19,6.129
2005-05-20,-1.8237
2005-05-23,0.1548
2005-05-24,3.2457
2005-05-25,5.3892
2005-05-26,5.6818
2005-05-27,-0.4032
2005-05-31,0.135
2005-06-01,0.1348
2005-06-02,1.0767
2005-06-03,-0.2663
2005-06-06,-2.8037
2005-06-07,13.7363
2005-06-08,5.1932
2005-06-09,2.7555
2005-06-10,-1.8994
2005-06-13,6.7198
2005-06-14,0.5336
2005-06-15,-1.0616
2005-06-16,2.5751
2005-06-17,-2.0921
2005-06-20,-5.7585
2005-06-21,-5.6796
2005-06-22,5.1683
2005-06-23,-1.7143000000000002
2005-06-24,7.3256
2005-06-27,-1.5168
2005-06-28,4.5105
2005-06-29,-0.2105
2005-06-30,-6.3291
2005-07-01,4.0541
2005-07-05,0.0
2005-07-06,-2.8139
2005-07-07,2.6726
2005-07-08,0.6508
2005-07-11,1.2931
2005-07-12,6.383
2005-07-13,1.1
2005-07-14,-0.1978
2005-07-15,0.5946
2005-07-18,2.5616
2005-07-19,-19.3084
2005-07-20,4.7619
2005-07-21,-1.0227
2005-07-22,13.5476
2005-07-25,-2.9323
2005-07-26,0.0
2005-07-27,-1.4583
2005-07-28,-1.0571
2005-07-29,-2.2436
2005-08-01,-0.1107
2005-08-02,0.0014
2005-08-03,-2.6258
2005-08-04,-5.8427
2005-08-05,-2.5060000000000002
2005-08-08,-3.3048
2005-08-09,1.3924
2005-08-10,-1.1236
2005-08-11,-0.8838
2005-08-12,-1.7833999999999999
2005-08-15,0.3891
2005-08-16,-2.9716
2005-08-17,0.3995
2005-08-18,-1.8568
2005-08-19,-5.4054
2005-08-22,2.0
2005-08-23,0.1401
2005-08-24,-0.979
2005-08-25,0.9887
2005-08-26,-2.0979
2005-08-29,-1.4285999999999999
2005-08-30,0.5797
2005-08-31,15.9942
2005-09-01,4.7205
2005-09-02,-0.1186
2005-09-06,-0.3563
2005-09-07,-0.5959
2005-09-08,-2.518
2005-09-09,-0.369
2005-09-12,3.8272
2005-09-13,3.6861
2005-09-14,-6.7661
2005-09-15,0.246
2005-09-16,2.0859
2005-09-19,-0.4808
2005-09-20,1.9324
2005-09-21,-0.5924
2005-09-22,0.2384
2005-09-23,0.7134
2005-09-26,0.5903
2005-09-27,-0.5869
2005-09-28,-1.771
2005-09-29,2.0433
2005-09-30,0.0
2005-10-03,3.298
2005-10-04,-0.3421
2005-10-05,13.2723
2005-10-06,-0.404
2005-10-07,1.7241
2005-10-10,-0.8973
2005-10-11,0.6036
2005-10-12,0.3
2005-10-13,8.2752
2005-10-14,0.6446
2005-10-17,-3.2022
2005-10-18,-2.4575
2005-10-19,0.969
2005-10-20,2.6871
2005-10-21,3.271
2005-10-24,8.5973
2005-10-25,-3.75
2005-10-26,-4.0693
2005-10-27,16.1552
2005-10-28,-0.0777
2005-10-31,-0.2333
2005-11-01,-5.456
2005-11-02,3.7098
2005-11-03,-0.318
2005-11-04,2.3923
2005-11-07,1.324
2005-11-08,7.6864
2005-11-09,2.7837
2005-11-10,-1.3889
2005-11-11,14.9296
2005-11-14,3.0025
2005-11-15,1.4277
2005-11-16,1.1144
2005-11-17,-7.7726
2005-11-18,-5.3459
2005-11-21,-11.2957
2005-11-22,3.5206
2005-11-23,-2.3155
2005-11-25,-4.8148
2005-11-28,4.2802
2005-11-29,-0.2239
2005-11-30,-0.4488
2005-12-01,8.565
2005-12-02,-0.0692
2005-12-05,-2.2161
2005-12-06,1.6997
2005-12-07,-2.0195
2005-12-08,1.1372
2005-12-09,-0.2811
2005-12-12,-2.4665
2005-12-13,1.7341
2005-12-14,-3.5511
2005-12-15,7.3638
2005-12-16,1.166
2005-12-19,1.6949
2005-12-20,-3.7333
2005-12-21,-1.385
2005-12-22,1.9663
2005-12-23,-1.8595000000000002
2005-12-27,-0.9123
2005-12-28,-0.3541
2005-12-29,0.7107
2005-12-30,5.7869
2006-01-03,0.6004
2006-01-04,0.0
2006-01-05,0.6631
2006-01-06,-0.2635
2006-01-09,-0.7926
2006-01-10,0.1332
2006-01-11,5.4521
2006-01-12,3.657
2006-01-13,-2.6764
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,6.875
2006-01-20,-2.6316
2006-01-23,-0.4805
2006-01-24,5.6126000000000005
2006-01-25,0.0
2006-01-26,0.7429
2006-01-27,-0.5672
2006-01-30,-2.3388
2006-01-31,0.8178
2006-02-01,0.7532
2006-02-02,2.7602
2006-02-03,1.8467
2006-02-06,0.1099
2006-02-07,-0.6037
2006-02-08,1.5461
2006-02-09,6.5253
2006-02-10,-1.3272
2006-02-13,-1.9659
2006-02-14,-6.8074
2006-02-15,5.889
2006-02-16,0.4813
2006-02-17,-3.6722
2006-02-21,-0.1105
2006-02-22,-0.3872
2006-02-23,-0.3331
2006-02-24,0.39
2006-02-27,-0.4994
2006-02-28,-4.908
2006-03-01,-1.5249000000000001
2006-03-02,0.536
2006-03-03,-0.237
2006-03-06,2.3753
2006-03-07,-0.058
2006-03-08,-0.1161
2006-03-09,-1.8013
2006-03-10,-7.6923
2006-03-13,0.3846
2006-03-14,-6.8966
2006-03-15,-0.823
2006-03-16,-0.6224
2006-03-17,-1.8789
2006-03-20,0.7092
2006-03-21,-0.2817
2006-03-22,-0.2119
2006-03-23,0.9908
2006-03-24,0.6657
2006-03-27,3.5850999999999997
2006-03-28,5.8468
2006-03-29,10.0317
2006-03-30,9.0017
2006-03-31,-1.3235000000000001
2006-04-03,1.5558
2006-04-04,-0.1057
2006-04-05,-0.4759
2006-04-06,3.4538
2006-04-07,-2.3112
2006-04-10,-4.3113
2006-04-11,-2.1978
2006-04-12,2.809
2006-04-13,-4.8087
2006-04-17,-1.0907
2006-04-18,5.3976
2006-04-19,-0.5507
2006-04-20,2.5471
2006-04-21,-0.7559
2006-04-24,0.4897
2006-04-25,0.1624
2006-04-26,1.0541
2006-04-27,-1.5779999999999998
2006-04-28,-0.7065
2006-05-01,-5.1998
2006-05-02,9.1801
2006-05-03,1.6393
2006-05-04,-3.7461
2006-05-05,0.0
2006-05-08,-5.6216
2006-05-09,-2.7491
2006-05-10,2.2379
2006-05-11,-0.288
2006-05-12,-0.6355
2006-05-15,-4.0116
2006-05-16,1.6354
2006-05-17,-3.8141
2006-05-18,-0.5576
2006-05-19,1.8692
2006-05-22,-0.7339
2006-05-23,0.0
2006-05-24,-0.3081
2006-05-25,-0.0618
2006-05-26,-3.5869
2006-05-30,-3.7845
2006-05-31,-2.3333
2006-06-01,4.6416
2006-06-02,-0.6523
2006-06-05,-3.8739
2006-06-06,-1.9125999999999999
2006-06-07,-2.8552
2006-06-08,-5.5914
2006-06-09,-1.2908
2006-06-12,-6.0769
2006-06-13,1.9656
2006-06-14,1.2851
2006-06-15,5.7891
2006-06-16,-6.1469
2006-06-19,-2.3962
2006-06-20,-0.1637
2006-06-21,-0.3279
2006-06-22,-3.4539
2006-06-23,0.6814
2006-06-26,-2.5381
2006-06-27,-4.5139
2006-06-28,2.0909
2006-06-29,2.2262
2006-06-30,3.0488
2006-07-03,0.0845
2006-07-05,-6.1655
2006-07-06,-0.18
2006-07-07,-2.8855
2006-07-10,-7.2423
2006-07-11,0.2002
2006-07-12,-2.4975
2006-07-13,2.459
2006-07-14,-1.0
2006-07-17,1.2121
2006-07-18,-5.8882
2006-07-19,15.0583
2006-07-20,-7.1889
2006-07-21,-3.9722
2006-07-24,2.6887
2006-07-25,-2.4169
2006-07-26,-1.3416000000000001
2006-07-27,-0.1046
2006-07-28,-0.733
2006-07-31,-0.211
2006-08-01,-1.7970000000000002
2006-08-02,1.9376
2006-08-03,0.3168
2006-08-04,-6.7368
2006-08-07,-0.1129
2006-08-08,-3.3898
2006-08-09,-2.3392
2006-08-10,-0.9581
2006-08-11,-1.6928999999999998
2006-08-14,1.722
2006-08-15,6.1669
2006-08-16,4.328
2006-08-17,4.1485
2006-08-18,-2.6205
2006-08-21,-5.3821
2006-08-22,3.413
2006-08-23,-2.6403
2006-08-24,1.1299
2006-08-25,1.2291
2006-08-28,-3.3113
2006-08-29,9.9315
2006-08-30,-4.2575
2006-08-31,-1.7354
2006-09-01,0.5519
2006-09-05,2.3052
2006-09-06,-2.4678
2006-09-07,4.1804
2006-09-08,-1.4784
2006-09-11,0.1072
2006-09-12,2.2484
2006-09-13,0.9424
2006-09-14,0.4149
2006-09-15,3.2025
2006-09-18,-0.6006
2006-09-19,-2.0141
2006-09-20,0.4111
2006-09-21,-4.4012
2006-09-22,5.0321
2006-09-25,2.2426
2006-09-26,-1.6949
2006-09-27,2.0284
2006-09-28,-1.9881
2006-09-29,-4.0568
2006-10-02,-2.7484
2006-10-03,3.2609
2006-10-04,3.8947000000000003
2006-10-05,2.3303
2006-10-06,-1.4851
2006-10-09,3.1156
2006-10-10,3.8012
2006-10-11,2.9108
2006-10-12,13.1387
2006-10-13,4.0323
2006-10-16,-1.5504
2006-10-17,-2.5197000000000003
2006-10-18,-2.3425000000000002
2006-10-19,3.7221
2006-10-20,-3.1898
2006-10-23,-0.7414
2006-10-24,-2.0747
2006-10-25,-1.7797
2006-10-26,2.2433
2006-10-27,-1.5190000000000001
2006-10-30,2.485
2006-10-31,-16.0535
2006-11-01,-1.5936
2006-11-02,-0.5061
2006-11-03,1.5259
2006-11-06,0.0
2006-11-07,-0.1002
2006-11-08,1.7050999999999998
2006-11-09,1.5779
2006-11-10,0.9709
2006-11-13,1.25
2006-11-14,3.5138
2006-11-15,-2.6606
2006-11-16,1.6023
2006-11-17,-0.7421
2006-11-20,2.0561
2006-11-21,-0.4579
2006-11-22,-0.828
2006-11-24,-0.2783
2006-11-27,-4.186
2006-11-28,0.0
2006-11-29,2.4272
2006-11-30,0.9479
2006-12-01,0.2817
2006-12-04,3.7453
2006-12-05,2.1661
2006-12-06,-0.7951
2006-12-07,-1.87
2006-12-08,1.3612
2006-12-11,-0.7162
2006-12-12,-0.8115
2006-12-13,-0.9091
2006-12-14,3.211
2006-12-15,-2.2222
2006-12-18,2.0909
2006-12-19,-0.4452
2006-12-20,-1.3417
2006-12-21,1.9946000000000002
2006-12-22,-1.3333
2006-12-26,0.7207
2006-12-27,-1.1628
2006-12-28,-0.4525
2006-12-29,1.0
2007-01-03,0.36
2007-01-04,0.0897
2007-01-05,-1.3441
2007-01-08,3.9055
2007-01-09,2.0979
2007-01-10,1.2842
2007-01-11,-1.0989
2007-01-12,0.3419
2007-01-16,3.5775
2007-01-17,-0.7401
2007-01-18,-2.6512000000000002
2007-01-19,2.6383
2007-01-22,-0.4975
2007-01-23,0.25
2007-01-24,2.4106
2007-01-25,-2.2727
2007-01-26,3.3223
2007-01-29,0.4823
2007-01-30,-0.96
2007-01-31,-0.5654
2007-02-01,5.199
2007-02-02,-0.3089
2007-02-05,2.3238
2007-02-06,-0.0757
2007-02-07,-1.8182
2007-02-08,-2.1605
2007-02-09,-0.4732
2007-02-12,-0.1585
2007-02-13,8.0952
2007-02-14,1.1013
2007-02-15,-0.2905
2007-02-16,-0.1457
2007-02-20,1.167
2007-02-21,-1.442
2007-02-22,1.6825
2007-02-23,-2.8777
2007-02-26,-1.6296
2007-02-27,-2.1837
2007-02-28,-2.3095
2007-03-01,2.1277
2007-03-02,0.2315
2007-03-05,-2.6944
2007-03-06,1.6614
2007-03-07,0.0778
2007-03-08,-0.2333
2007-03-09,1.7927
2007-03-12,3.7519
2007-03-13,-2.7306
2007-03-14,1.2898
2007-03-15,-1.7978
2007-03-16,1.6781000000000001
2007-03-19,1.2753
2007-03-20,-1.1111
2007-03-21,-0.1498
2007-03-22,-0.15
2007-03-23,-1.3524
2007-03-26,0.9139
2007-03-27,-1.1320999999999999
2007-03-28,-0.687
2007-03-29,0.4612
2007-03-30,-1.3007
2007-04-02,0.0
2007-04-03,-0.4651
2007-04-04,1.0125
2007-04-05,0.5397
2007-04-09,0.4601
2007-04-10,1.9083999999999999
2007-04-11,-4.6442
2007-04-12,1.4925
2007-04-13,0.8514
2007-04-16,2.8396
2007-04-17,-2.9851
2007-04-18,-0.9231
2007-04-19,0.0776
2007-04-20,-1.1637
2007-04-23,3.6107
2007-04-24,0.9848
2007-04-25,0.9752
2007-04-26,-4.0862
2007-04-27,9.0627
2007-04-30,-3.125
2007-05-01,-0.1466
2007-05-02,0.9545
2007-05-03,0.3636
2007-05-04,1.4493
2007-05-07,2.4286
2007-05-08,-1.6736
2007-05-09,0.4965
2007-05-10,-3.458
2007-05-11,2.1199
2007-05-14,-0.3579
2007-05-15,2.5862
2007-05-16,16.3866
2007-05-17,2.1661
2007-05-18,4.1814
2007-05-21,0.0565
2007-05-22,-0.2825
2007-05-23,-1.0198
2007-05-24,-2.862
2007-05-25,-1.1196
2007-05-29,1.6091
2007-05-30,-1.173
2007-05-31,0.4154
2007-06-01,3.1324
2007-06-04,-2.5788
2007-06-05,0.7059
2007-06-06,-1.6355
2007-06-07,-1.9596
2007-06-08,3.089
2007-06-11,0.6463
2007-06-12,-2.3935
2007-06-13,3.1699
2007-06-14,-0.1739
2007-06-15,-1.0453
2007-06-18,2.054
2007-06-19,0.115
2007-06-20,-2.9868
2007-06-21,2.3683
2007-06-22,-1.6194
2007-06-25,0.2352
2007-06-26,0.1173
2007-06-27,4.1593
2007-06-28,-0.3937
2007-06-29,-1.4681
2007-07-02,1.7765
2007-07-03,0.3941
2007-07-05,-1.0656
2007-07-06,0.4535
2007-07-09,-0.4515
2007-07-10,3.4013999999999998
2007-07-11,0.1645
2007-07-12,1.5873
2007-07-13,-0.5388
2007-07-16,-1.2459
2007-07-17,-0.1646
2007-07-18,-1.2637
2007-07-19,0.6121
2007-07-20,-1.3827
2007-07-23,-0.1122
2007-07-24,-1.909
2007-07-25,-2.5186
2007-07-26,-3.0534
2007-07-27,-3.089
2007-07-30,2.5625
2007-07-31,1.8891
2007-08-01,7.5359
2007-08-02,5.5617
2007-08-03,-1.1064
2007-08-06,-0.9057
2007-08-07,0.0
2007-08-08,0.5376
2007-08-09,-4.385
2007-08-10,1.8456000000000001
2007-08-13,2.1417
2007-08-14,-0.2151
2007-08-15,1.1853
2007-08-16,0.0532
2007-08-17,1.0112
2007-08-20,3.2139
2007-08-21,0.9188
2007-08-22,0.8599
2007-08-23,-0.6018
2007-08-24,1.5135999999999998
2007-08-27,-0.0497
2007-08-28,-0.2486
2007-08-29,1.3958
2007-08-30,0.1967
2007-08-31,0.4907
2007-09-04,0.7324
2007-09-05,1.2603
2007-09-06,0.4308
2007-09-07,-1.3822999999999999
2007-09-10,2.61
2007-09-11,3.3443
2007-09-12,-1.1395
2007-09-13,-4.0572
2007-09-14,-2.643
2007-09-17,0.9378
2007-09-18,6.4059
2007-09-19,1.6543999999999999
2007-09-20,15.0542
2007-09-21,-1.5324
2007-09-24,-0.2394
2007-09-25,0.44
2007-09-26,-0.8363
2007-09-27,2.8514
2007-09-28,-0.82
2007-10-01,-1.1024
2007-10-02,3.3041
2007-10-03,0.0776
2007-10-04,-10.012
2007-10-05,3.1237
2007-10-08,-2.7386
2007-10-09,0.5546
2007-10-10,-0.297
2007-10-11,-2.766
2007-10-12,1.5316999999999998
2007-10-15,-0.8621
2007-10-16,3.7826
2007-10-17,0.8798
2007-10-18,1.2458
2007-10-19,-5.8244
2007-10-22,0.9582
2007-10-23,0.9491
2007-10-24,-2.0513
2007-10-25,-2.8796
2007-10-26,1.6173
2007-10-29,3.3156
2007-10-30,-1.1125
2007-10-31,-5.106
2007-11-01,0.0456
2007-11-02,-1.4585
2007-11-05,2.6364
2007-11-06,-2.8391
2007-11-07,-3.6642
2007-11-08,-3.5628
2007-11-09,-1.0484
2007-11-12,-1.3623
2007-11-13,1.2788
2007-11-14,-0.2525
2007-11-15,-1.2658
2007-11-16,1.0769
2007-11-19,-2.8411999999999997
2007-11-20,-2.9243
2007-11-21,-1.291
2007-11-23,0.1635
2007-11-26,0.4353
2007-11-27,1.6793
2007-11-28,4.4752
2007-11-29,1.2239
2007-11-30,-3.8791
2007-12-03,-1.8344
2007-12-04,-0.961
2007-12-05,4.8518
2007-12-06,8.9974
2007-12-07,-0.0943
2007-12-10,0.7554
2007-12-11,3.8894
2007-12-12,1.7591
2007-12-13,-3.7677
2007-12-14,-4.7444
2007-12-17,-5.029
2007-12-18,0.6619
2007-12-19,8.8518
2007-12-20,0.697
2007-12-21,3.138
2007-12-24,-0.6711
2007-12-26,-0.4955
2007-12-27,-3.6668
2007-12-28,0.3289
2007-12-31,0.5621
2008-01-02,-0.4192
2008-01-03,-2.7128
2008-01-04,-2.7404
2008-01-07,-8.8482
2008-01-08,-6.1822
2008-01-09,-1.7341
2008-01-10,-1.3529
2008-01-11,-2.5641
2008-01-14,4.2228
2008-01-15,-1.7616
2008-01-16,-1.3748
2008-01-17,-2.7879
2008-01-18,1.3716
2008-01-22,-1.845
2008-01-23,0.2506
2008-01-24,2.125
2008-01-25,-2.3256
2008-01-28,3.2580999999999998
2008-01-29,-3.7621
2008-01-30,0.1261
2008-01-31,-1.5112999999999999
2008-02-01,-2.046
2008-02-04,1.0444
2008-02-05,0.1292
2008-02-06,-0.9032
2008-02-07,1.4974
2008-02-08,0.0641
2008-02-11,6.0256
2008-02-12,-2.5998
2008-02-13,5.8349
2008-02-14,-1.8768
2008-02-15,-0.1195
2008-02-19,-1.7355
2008-02-20,-1.4616
2008-02-21,-2.9048
2008-02-22,-1.2731
2008-02-25,2.1277
2008-02-26,3.1566
2008-02-27,4.1616
2008-02-28,-2.2327
2008-02-29,0.0
2008-03-03,-0.9014
2008-03-04,0.4851
2008-03-05,1.5088
2008-03-06,-4.1023
2008-03-07,1.6739000000000002
2008-03-10,-0.5488
2008-03-11,2.3912
2008-03-12,1.2575
2008-03-13,-1.8923999999999999
2008-03-14,-1.9891999999999999
2008-03-17,0.492
2008-03-18,8.9963
2008-03-19,1.123
2008-03-20,-1.2215
2008-03-24,2.0236
2008-03-25,-0.551
2008-03-26,0.0554
2008-03-27,-2.1041
2008-03-28,-0.6787
2008-03-31,0.3986
2008-04-01,2.9495
2008-04-02,2.314
2008-04-03,3.608
2008-04-04,2.5468
2008-04-07,1.6726
2008-04-08,2.1934
2008-04-09,0.0
2008-04-10,1.9024
2008-04-11,-3.0637
2008-04-14,1.4321
2008-04-15,0.0974
2008-04-16,4.572
2008-04-17,-3.3023
2008-04-18,4.1847
2008-04-21,-1.8467
2008-04-22,-1.3641
2008-04-23,0.0477
2008-04-24,1.2869
2008-04-25,-0.0471
2008-04-28,-2.1657
2008-04-29,2.1174
2008-04-30,7.9171
2008-05-01,3.8428
2008-05-02,0.5046
2008-05-05,-0.3766
2008-05-06,0.462
2008-05-07,-2.801
2008-05-08,-1.0753
2008-05-09,0.1304
2008-05-12,4.0816
2008-05-13,4.4639
2008-05-14,0.5591
2008-05-15,-0.0397
2008-05-16,-0.4768
2008-05-19,-1.9561
2008-05-20,-1.3029
2008-05-21,0.0825
2008-05-22,-4.9876000000000005
2008-05-23,0.1735
2008-05-27,-0.3898
2008-05-28,0.4348
2008-05-29,2.3377
2008-05-30,2.4958
2008-06-02,1.8159
2008-06-03,-0.8512
2008-06-04,-0.8994
2008-06-05,10.6436
2008-06-06,-3.8031
2008-06-09,-5.1938
2008-06-10,0.2862
2008-06-11,-4.4843
2008-06-12,-0.2988
2008-06-13,4.1952
2008-06-16,6.1627
2008-06-17,-3.7539
2008-06-18,-1.5682
2008-06-19,4.085
2008-06-20,-3.2967
2008-06-23,-5.4789
2008-06-24,-3.8643
2008-06-25,1.4739
2008-06-26,-5.0616
2008-06-27,-0.2782
2008-06-30,0.5114
2008-07-01,5.8742
2008-07-02,1.0922
2008-07-03,-1.0804
2008-07-07,2.1407
2008-07-08,5.2609
2008-07-09,-4.3478
2008-07-10,1.4019
2008-07-11,-3.9798999999999998
2008-07-14,1.1344
2008-07-15,-1.6393
2008-07-16,5.2632
2008-07-17,0.7083
2008-07-18,0.1241
2008-07-21,-1.1157
2008-07-22,-5.5997
2008-07-23,1.7707000000000002
2008-07-24,-1.1309
2008-07-25,-0.8799
2008-07-28,-3.5064
2008-07-29,3.3579
2008-07-30,-0.7566
2008-07-31,-2.4664
2008-08-01,8.9655
2008-08-04,6.0759
2008-08-05,-0.9149
2008-08-06,2.0474
2008-08-07,2.321
2008-08-08,-0.692
2008-08-11,8.0527
2008-08-12,-0.9316
2008-08-13,-6.2929
2008-08-14,2.4701
2008-08-15,-6.3277
2008-08-18,-3.3374
2008-08-19,-5.1581
2008-08-20,0.6579
2008-08-21,0.1743
2008-08-22,1.3049
2008-08-25,1.0734
2008-08-26,-0.2974
2008-08-27,-0.0852
2008-08-28,4.2644
2008-08-29,-0.5317
2008-09-02,3.4539
2008-09-03,-5.3259
2008-09-04,-9.7817
2008-09-05,-1.6287
2008-09-08,4.9669
2008-09-09,-7.7062
2008-09-10,1.0254
2008-09-11,-2.9
2008-09-12,-0.3484
2008-09-15,-7.5924
2008-09-16,-1.5676
2008-09-17,0.3844
2008-09-18,2.1882
2008-09-19,2.1413
2008-09-22,-1.6247
2008-09-23,0.8524
2008-09-24,2.2715
2008-09-25,0.8264
2008-09-26,-4.918
2008-09-29,-13.5237
2008-09-30,8.2243
2008-10-01,-3.0512
2008-10-02,-6.2945
2008-10-03,-1.6477
2008-10-06,-5.6701
2008-10-07,-9.153
2008-10-08,4.8872
2008-10-09,-2.0072
2008-10-10,-3.5113
2008-10-13,15.0872
2008-10-14,8.5639
2008-10-15,-11.9539
2008-10-16,9.0283
2008-10-17,-2.1492
2008-10-20,-3.23
2008-10-21,-5.741
2008-10-22,-7.8612
2008-10-23,1.9985
2008-10-24,8.7415
2008-10-27,-2.3562
2008-10-28,11.7104
2008-10-29,1.5883
2008-10-30,4.1276
2008-10-31,2.042
2008-11-03,-5.827
2008-11-04,5.6875
2008-11-05,-7.2738
2008-11-06,-10.0128
2008-11-07,3.6145
2008-11-10,-7.2503
2008-11-11,-2.4336
2008-11-12,-5.2154
2008-11-13,-3.2695
2008-11-14,-7.1723
2008-11-17,-6.0391
2008-11-18,-4.9149
2008-11-19,-3.0815
2008-11-20,-10.359
2008-11-21,-5.2632
2008-11-24,8.5749
2008-11-25,-0.4449
2008-11-26,9.6089
2008-11-28,-2.4465
2008-12-01,-11.1808
2008-12-02,2.7058999999999997
2008-12-03,0.1145
2008-12-04,-5.3776
2008-12-05,-6.4087
2008-12-08,16.5375
2008-12-09,5.765
2008-12-10,-0.5241
2008-12-11,0.7376
2008-12-12,6.7992
2008-12-15,1.5671
2008-12-16,13.4041
2008-12-17,9.949
2008-12-18,-6.1098
2008-12-19,2.3888
2008-12-22,-4.0225
2008-12-23,-0.7544
2008-12-24,-1.3514
2008-12-26,1.2842
2008-12-29,-1.268
2008-12-30,2.6541
2008-12-31,5.171
2009-01-02,4.1237
2009-01-05,3.0465
2009-01-06,3.1042
2009-01-07,-6.7384
2009-01-08,-2.7671
2009-01-09,-2.1344
2009-01-12,-3.8772
2009-01-13,-2.9412000000000003
2009-01-14,-6.3203
2009-01-15,8.3179
2009-01-16,3.0717
2009-01-20,-6.9536
2009-01-21,1.5125
2009-01-22,-1.1394
2009-01-23,4.7872
2009-01-26,5.4992
2009-01-27,3.6889
2009-01-28,4.4857
2009-01-29,-5.2554
2009-01-30,-5.0781
2009-02-02,-1.3992
2009-02-03,4.3406
2009-02-04,4.48
2009-02-05,3.7519
2009-02-06,3.7638
2009-02-09,-0.7112
2009-02-10,-5.5874
2009-02-11,-2.6555
2009-02-12,0.7794
2009-02-13,7.8886
2009-02-17,-6.0215
2009-02-18,-1.9069
2009-02-19,-1.5552000000000001
2009-02-20,-2.1327
2009-02-23,-3.067
2009-02-24,5.8285
2009-02-25,-0.3147
2009-02-26,-2.2099
2009-02-27,4.5198
2009-03-02,-3.0116
2009-03-03,-9.9522
2009-03-04,3.4483
2009-03-05,2.5641
2009-03-06,7.5833
2009-03-09,0.6971
2009-03-10,10.538499999999999
2009-03-11,2.9228
2009-03-12,3.9892
2009-03-13,-1.1053
2009-03-16,-2.3669000000000002
2009-03-17,2.2222
2009-03-18,8.0369
2009-03-19,-2.0732
2009-03-20,-4.7323
2009-03-23,8.562100000000001
2009-03-24,-6.7429
2009-03-25,-2.0013
2009-03-26,6.8511
2009-03-27,-2.651
2009-03-30,-4.1799
2009-03-31,2.4455
2009-04-01,2.0
2009-04-02,8.8552
2009-04-03,-0.2905
2009-04-06,-1.6317
2009-04-07,-3.1398
2009-04-08,-0.2446
2009-04-09,9.0742
2009-04-13,-4.8342
2009-04-14,-3.2487
2009-04-15,-2.3810000000000002
2009-04-16,3.6273
2009-04-17,1.026
