ticker,SECI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-11,0.0
2006-05-12,10.0
2006-05-15,0.0
2006-05-16,-9.0909
2006-05-17,0.0
2006-05-22,10.0
2006-05-31,-6.3636
2006-06-01,-2.9126
2006-06-02,0.0
2006-06-07,0.0
2006-06-08,0.0
2006-06-12,15.0
2006-06-13,3.4783
2006-06-14,5.042
2006-06-15,0.8
2006-06-16,-2.3810000000000002
2006-06-19,-0.813
2006-06-20,6.5574
2006-06-21,-4.6154
2006-06-22,4.0323
2006-06-23,0.7752
2006-06-26,0.0
2006-06-27,-4.6154
2006-06-28,7.2581
2006-06-29,4.5113
2006-06-30,0.0
2006-07-03,-5.036
2006-07-05,0.0
2006-07-06,2.2727
2006-07-07,2.963
2006-07-10,0.0
2006-07-11,0.7194
2006-07-12,3.5714
2006-07-13,-0.6897
2006-07-14,4.1667
2006-07-17,1.3333
2006-07-18,-1.3158
2006-07-19,-0.6667
2006-07-20,5.3690999999999995
2006-07-21,0.0
2006-07-24,3.8217
2006-07-25,1.227
2006-07-26,-1.2121
2006-07-27,4.2945
2006-07-28,5.8824
2006-07-31,1.1111
2006-08-01,1.6484
2006-08-02,-1.0811
2006-08-03,2.1858
2006-08-04,-0.5348
2006-08-07,1.0753
2006-08-08,0.5319
2006-08-09,0.0
2006-08-10,3.1746
2006-08-11,3.0769
2006-08-14,1.99
2006-08-15,-2.439
2006-08-16,2.5
2006-08-17,1.4634
2006-08-18,0.9615
2006-08-21,-3.3333
2006-08-22,2.4631
2006-08-23,2.4038
2006-08-24,-3.2864
2006-08-25,1.9417
2006-08-28,0.0
2006-08-29,1.9048
2006-08-30,-3.7382999999999997
2006-08-31,3.8834999999999997
2006-09-01,-2.8037
2006-09-05,-1.9231
2006-09-06,2.9412000000000003
2006-09-07,-3.3333
2006-09-08,3.4483
2006-09-11,1.4285999999999999
2006-09-12,-2.3474
2006-09-13,1.9231
2006-09-14,1.4151
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,-2.7907
2006-09-20,0.0
2006-09-21,-1.9139
2006-09-22,4.3902
2006-09-25,0.0
2006-09-26,-0.9346
2006-09-27,-3.3019
2006-09-28,-2.439
2006-09-29,-2.5
2006-10-02,-2.5641
2006-10-03,2.6316
2006-10-04,-2.5641
2006-10-06,0.0
2006-10-09,-5.2632
2006-10-10,-2.7778
2006-10-11,-5.7143
2006-10-12,0.0
2006-10-13,3.0303
2006-10-16,0.0
2006-10-17,-4.1176
2006-10-18,-4.908
