ticker,SRYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-12,3.4483
2003-12-29,-3.3333
2003-12-30,3.4483
2004-01-02,0.0
2004-01-26,6.6667
2004-01-27,-1.25
2004-03-10,-5.0633
2004-03-11,0.0
2004-03-19,6.6667
2004-03-22,-4.0625
2004-03-23,0.9772
2004-03-26,-1.6129
2004-03-29,0.0
2004-04-07,-1.6393
2004-04-15,-1.6667
2004-04-16,0.0
2004-05-06,5.0847
2004-05-27,-20.9677
2004-06-01,10.2041
2004-06-02,31.4815
2004-06-03,1.4085
2004-06-09,22.2222
2004-06-16,0.0
2004-06-21,0.0
2004-06-29,9.0909
2004-07-09,-8.3333
2004-07-13,0.0
2004-07-15,-18.1818
2004-07-26,11.1111
2004-07-27,1.25
2004-08-03,8.642
2004-08-05,-7.9545
2004-08-12,-8.3951
2004-09-01,-0.2695
2004-09-10,0.0
2004-09-17,2.7027
2004-09-23,0.0
2004-09-29,-1.3158
2004-10-06,1.3333
2004-10-07,0.0
2004-10-13,10.526299999999999
2004-10-18,0.0
2004-10-26,-8.0952
2004-10-28,1.5544
2004-10-29,7.1429
2004-12-07,-6.6667
2004-12-21,0.5612
2004-12-28,1.4713
2004-12-30,-1.75
2005-01-18,0.0
2005-01-26,1.7812000000000001
2005-02-15,0.0
2005-03-22,0.0
2005-04-14,-1.75
2005-04-26,0.0
2005-04-28,-2.5445
2005-05-04,-8.6162
2005-05-05,0.0571
2005-05-18,5.3684
2005-05-19,-3.794
2005-06-01,3.9436999999999998
2005-06-02,-0.542
2005-06-13,8.7193
2005-06-22,-0.2506
2005-06-27,0.5025
2005-06-28,0.0
2005-06-29,0.0
2005-06-30,-5.0
2005-07-01,5.2632
2005-07-05,0.0
2005-07-06,-2.5
2005-07-08,2.5641
2005-07-14,-1.25
2005-08-01,1.2658
2005-08-22,-4.15
2005-08-24,-0.3652
2005-08-25,0.7853
2005-08-29,-0.0519
2005-08-30,-0.7277
2005-09-21,4.712
2005-09-22,-5.0
2005-09-27,0.0
2005-09-29,0.0
2005-10-03,-3.6842
2005-10-05,2.459
2005-10-06,-1.3333
2005-10-13,-0.8108
2005-10-21,3.5422000000000002
2005-11-04,2.6316
2005-11-08,3.3333
2005-11-11,-1.9851
2005-11-29,1.2658
2005-12-02,0.0
2005-12-05,2.45
2005-12-07,-1.4153
2005-12-08,1.4851
2005-12-09,0.7317
2005-12-12,-0.4843
2005-12-13,0.0
2005-12-21,2.1898
2005-12-28,4.7619
2005-12-30,9.0909
