ticker,KC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-05-08,40.2353
2020-05-11,8.9346
2020-05-12,-6.1995000000000005
2020-05-13,-1.3136
2020-05-14,-6.4475999999999996
2020-05-15,2.7123
2020-05-18,-0.3463
2020-05-19,-1.7811
2020-05-20,-10.3936
2020-05-21,-8.687100000000001
2020-05-22,-7.1350999999999996
2020-05-26,13.9697
2020-05-27,-3.0644
2020-05-28,-2.529
2020-05-29,8.8649
2020-06-01,6.2066
2020-06-02,6.8724
2020-06-03,-3.6745
2020-06-04,-6.4487
2020-06-05,-1.9417
2020-06-08,-0.9901
2020-06-09,3.3
2020-06-10,-0.0484
2020-06-11,1.4043999999999999
2020-06-12,-2.3878
2020-06-15,5.3816
2020-06-16,-0.1857
2020-06-17,12.9767
2020-06-18,-6.5459
2020-06-19,15.3744
2020-06-22,2.2528
2020-06-23,14.9739
2020-06-24,-13.381
2020-06-25,8.4552
2020-06-26,-5.9291
2020-06-29,1.8376000000000001
2020-06-30,13.7495
2020-07-01,2.1891
2020-07-02,0.0931
2020-07-06,15.8809
2020-07-07,-3.667
2020-07-08,11.336500000000001
2020-07-09,1.2229
2020-07-10,-9.6647
2020-07-13,-9.5251
2020-07-14,-0.4223
2020-07-15,-3.0597
2020-07-16,-4.6875
2020-07-17,17.1475
2020-07-20,-0.5318
2020-07-21,1.238
2020-07-22,-10.2279
2020-07-23,-3.5913
2020-07-24,-0.1927
2020-07-27,2.574
2020-07-28,5.4893
2020-07-29,6.6607
2020-07-30,-2.6763
2020-07-31,0.5443
