ticker,TCPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-04,-1.3559
2012-04-05,1.0309
2012-04-09,-1.3605
2012-04-10,0.0
2012-04-11,0.069
2012-04-12,0.1378
2012-04-13,0.7571
2012-04-16,-0.6148
2012-04-17,-0.3436
2012-04-18,-0.069
2012-04-19,-0.7591
2012-04-20,0.4868
2012-04-23,0.2768
2012-04-24,-0.2761
2012-04-25,0.2768
2012-04-26,-1.2422
2012-04-27,1.3277
2012-04-30,-0.4828
2012-05-01,-0.7623
2012-05-02,2.7235
2012-05-03,0.2719
2012-05-04,0.0
2012-05-07,-1.3559
2012-05-08,-0.6186
2012-05-09,0.0
2012-05-10,-0.0692
2012-05-11,0.8997
2012-05-14,-0.1372
2012-05-15,-1.2706
2012-05-16,0.8696
2012-05-17,-1.3793
2012-05-18,-2.0979
2012-05-21,-1.4285999999999999
2012-05-22,4.7101
2012-05-23,-1.7993000000000001
2012-05-24,-1.5504
2012-05-25,1.2169
2012-05-29,1.1315
2012-05-30,0.0
2012-05-31,1.3986
2012-06-01,-4.8276
2012-06-04,0.5072
2012-06-05,2.3792
2012-06-06,0.9155
2012-06-07,0.0698
2012-06-08,1.1158
2012-06-11,-0.8966
2012-06-12,-1.1134
2012-06-13,2.1816
2012-06-14,0.6347
2012-06-15,0.1402
2012-06-18,0.5598
2012-06-19,-0.4175
2012-06-20,0.0
2012-06-21,-0.3494
2012-06-22,0.7013
2012-06-25,-1.6713
2012-06-26,1.2748
2012-06-27,0.6294
2012-06-28,0.6949
2012-06-29,-0.207
2012-07-02,2.0055
2012-07-03,0.2034
2012-07-05,-1.9621
2012-07-06,-0.207
2012-07-09,-0.0692
2012-07-10,-0.1384
2012-07-11,0.2079
2012-07-12,0.5533
2012-07-13,-0.3439
2012-07-16,-1.3803
2012-07-17,1.1197
2012-07-18,0.1384
2012-07-19,-1.6585999999999999
2012-07-20,0.0703
2012-07-23,0.2809
2012-07-24,-0.2101
2012-07-25,0.7018
2012-07-26,0.7666
2012-07-27,0.2766
2012-07-30,0.0
2012-07-31,0.1379
2012-08-01,-1.4463
2012-08-02,0.2096
2012-08-03,1.1158
2012-08-06,-0.069
2012-08-07,-0.207
2012-08-08,0.9682
2012-08-09,0.3425
2012-08-10,-0.0683
2012-08-13,0.8197
2012-08-14,-0.6775
2012-08-15,1.0232
2012-08-16,0.0675
2012-08-17,0.5398
2012-08-20,-0.1342
2012-08-21,-1.1425
2012-08-22,-0.068
2012-08-23,-0.068
