ticker,SMVR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-14,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-26,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-03-19,-4.7619
2010-03-22,0.0
2010-03-29,-25.0
2010-03-30,6.6667
2010-04-09,0.0
2010-04-21,12.5
2010-04-27,0.0
2010-04-30,0.0
2010-05-11,0.0
2010-05-18,3.3333
2010-05-20,7.5269
2010-05-27,10.0
2010-05-28,4.5455
2010-06-01,-8.6957
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,-9.5238
2010-06-17,-9.473700000000001
2010-06-18,4.6512
2010-06-23,-3.3333
2010-06-30,-2.2989
2010-07-12,-5.8824
2010-07-21,-1.25
2010-07-23,1.2658
2010-07-29,-6.25
2010-07-30,-6.6667
2010-08-03,1.4285999999999999
2010-08-05,5.6338
2010-08-06,-1.3333
2010-08-09,-5.4223
2010-08-10,-14.2704
2010-08-11,0.0
2010-08-19,-1.6667
2010-08-24,-6.7797
2010-08-25,0.0
2010-08-30,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-10-13,-9.0909
2010-10-14,-80.0
2010-10-15,300.0
2010-10-22,25.0
2010-10-29,-38.0
2010-11-03,12.9032
2010-11-04,-28.5714
2010-11-08,60.0
2010-11-09,-2.5
2010-11-10,-28.2051
2010-11-15,60.7143
2010-11-16,20.6667
2010-11-18,1.2891
2010-11-23,-1.8182
2010-11-29,-35.1852
2010-11-30,0.0
2010-12-03,0.0
2010-12-10,2.8571
2010-12-21,25.0
2010-12-28,11.1111
2010-12-30,-40.0
2011-02-01,20.0
2011-02-02,0.0
2011-02-07,11.1111
2011-02-18,22.5
2011-02-22,22.449
2011-02-25,16.6667
2011-02-28,14.2857
2011-03-02,0.0
2011-03-03,6.25
2011-03-04,0.0
2011-03-11,0.0
2011-04-05,-3.5294
2011-04-06,-8.5366
2011-04-07,-2.6667
2011-04-08,-4.1096
2011-04-11,0.0
2011-04-12,0.0
2011-04-18,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-27,0.0
2011-05-04,21.4286
2011-05-05,-12.9412
2011-05-06,8.1081
2011-05-09,-5.0
2011-05-11,-3.9474
2011-05-13,-17.8082
2011-05-16,16.6667
2011-05-17,4.2857
2011-05-18,1.3699
2011-05-19,-2.7027
2011-05-20,-2.7778
2011-05-25,0.0
