ticker,DLNG US Equity
2014-04-08,-2.6475
2014-04-09,2.624
2014-04-10,-1.6736
2014-04-11,0.591
2014-04-14,0.3055
2014-04-15,-0.328
2014-04-16,1.3164
2014-04-17,1.3921000000000001
2014-04-21,-1.373
2014-04-22,1.8561
2014-04-23,0.6378
2014-04-24,0.5885
2014-04-25,-2.0252
2014-04-28,-1.0565
2014-04-29,1.8106
2014-04-30,-0.5472
2014-05-01,1.6277
2014-05-02,0.0
2014-05-05,0.0459
2014-05-06,0.8253
2014-05-07,2.0009
2014-05-08,1.1592
2014-05-09,0.2204
2014-05-12,-1.3193
2014-05-13,2.451
2014-05-14,0.0
2014-05-15,-0.7824
2014-05-16,-0.0444
2014-05-19,0.4825
2014-05-20,-0.742
2014-05-21,-0.7476
2014-05-22,-3.5888
2014-05-23,3.125
2014-05-27,2.0053
2014-05-28,1.7912
2014-05-29,0.3433
2014-05-30,2.7802
2014-06-02,-0.6242
2014-06-03,-1.2563
2014-06-04,0.3393
2014-06-05,0.1268
2014-06-06,0.4221
2014-06-09,3.1526
2014-06-10,-1.1002
2014-06-11,0.5768
2014-06-12,-6.6366
2014-06-13,2.0623
2014-06-16,3.3534
2014-06-17,-1.2479
2014-06-18,1.9377
2014-06-19,4.4215
2014-06-20,-2.0973
2014-06-23,-2.9911
2014-06-24,2.4583
2014-06-25,-2.5620000000000003
2014-06-26,1.3773
2014-06-27,2.7172
2014-06-30,-2.8056
2014-07-01,0.0412
2014-07-02,3.0503
2014-07-03,-0.04
2014-07-07,-0.5202
2014-07-08,-1.8504
2014-07-09,-1.1066
2014-07-10,-1.0775
2014-07-11,3.0582
2014-07-14,-2.6016
2014-07-15,0.1669
2014-07-16,0.25
2014-07-17,0.5403
2014-07-18,1.9016
2014-07-21,-0.6085
2014-07-22,-0.898
2014-07-23,1.9357
2014-07-24,-0.6061
2014-07-25,-1.9512
2014-07-28,0.9121
2014-07-29,-1.8077
2014-07-30,-1.1297
2014-07-31,-1.2273
2014-08-01,0.8783
2014-08-04,-0.7334
2014-08-05,-2.173
2014-08-06,2.3989
2014-08-07,-0.7375
2014-08-08,0.4808
2014-08-11,3.7843
2014-08-12,-1.6345
2014-08-13,-0.4687
2014-08-14,-0.6828
2014-08-15,2.3254
2014-08-18,-2.3168
2014-08-19,2.5442
2014-08-20,1.0934
2014-08-21,-1.2479
2014-08-22,0.0426
2014-08-25,1.2205
2014-08-26,0.7903
2014-08-27,-0.3302
2014-08-28,-1.1179999999999999
2014-08-29,1.2982
2014-09-02,0.8268
2014-09-03,-1.599
2014-09-04,0.4167
2014-09-05,-0.4564
2014-09-08,-0.917
2014-09-09,0.3786
2014-09-10,-0.4191
2014-09-11,0.5051
2014-09-12,-0.6281
2014-09-15,-3.8769
2014-09-16,1.3591
2014-09-17,2.1194
2014-09-18,-0.4659
2014-09-19,0.4255
2014-09-22,0.1271
2014-09-23,-0.2121
2014-09-24,0.0429
2014-09-25,0.6359
2014-09-26,0.5055
2014-09-29,-0.3772
2014-09-30,-0.6731
2014-10-01,-2.5837
2014-10-02,0.0
2014-10-03,-0.8261
2014-10-06,-2.1482
2014-10-07,-6.3172
2014-10-08,-1.7217
2014-10-09,-3.2603
2014-10-10,-1.8109
2014-10-13,-5.0205
2014-10-14,-0.8091
2014-10-15,2.5014
2014-10-16,5.9947
2014-10-17,4.5045
2014-10-20,-0.6226
2014-10-21,1.8795
2014-10-22,0.6149
2014-10-23,2.2096999999999998
2014-10-24,1.4719
2014-10-27,-1.6319
2014-10-28,0.0922
2014-10-29,-0.5064
2014-10-30,0.6941
2014-10-31,1.1949
2014-11-03,-0.3179
2014-11-04,-3.525
2014-11-05,0.8413
2014-11-06,-1.025
2014-11-07,0.3372
2014-11-10,0.288
2014-11-11,-0.7659
2014-11-12,0.1447
2014-11-13,-2.4085
2014-11-14,-1.234
2014-11-17,-0.1
2014-11-18,0.0
2014-11-19,-1.8509
2014-11-20,-0.3058
2014-11-21,-2.3006
2014-11-24,-0.4186
2014-11-25,-2.9953
2014-11-26,-1.4085
2014-11-28,-1.3187
2014-12-01,-11.2472
2014-12-02,2.5721
2014-12-03,1.5901999999999998
2014-12-04,2.2878
2014-12-05,-3.8846
2014-12-08,-2.6944
2014-12-09,-0.4405
2014-12-10,-1.0746
2014-12-11,-5.4952
2014-12-12,-3.4483
2014-12-15,-1.9607999999999999
2014-12-16,1.5
2014-12-17,9.3596
2014-12-18,0.0
2014-12-19,8.5586
2014-12-22,1.1855
2014-12-23,-1.9332
2014-12-24,-3.9904
2014-12-26,-1.8168
2014-12-29,-0.8872
2014-12-30,4.6675
2014-12-31,-0.1222
2015-01-02,5.3823
2015-01-05,-6.9646
2015-01-06,-2.1834
2015-01-07,0.7015
2015-01-08,1.1400000000000001
2015-01-09,0.6888
2015-01-12,-4.4776
2015-01-13,-2.4089
2015-01-14,-1.4009
2015-01-15,1.7591
2015-01-16,5.8511
2015-01-20,-0.0628
2015-01-21,4.3997
2015-01-22,2.5888
2015-01-23,-0.5869
2015-01-26,0.6494
2015-01-27,-0.8798
2015-01-28,-0.8876
2015-01-29,3.403
2015-01-30,7.2748
2015-02-02,-1.0764
2015-02-03,3.3868
2015-02-04,0.8611
2015-02-05,2.2946
2015-02-06,-1.3563
2015-02-09,2.0095
2015-02-10,0.6739
2015-02-11,-1.5963
2015-02-12,-0.314
2015-02-13,2.3622
2015-02-17,2.7179
2015-02-18,-0.649
2015-02-19,2.3116
2015-02-20,-2.0138
2015-02-23,0.9023
2015-02-24,-0.6955
2015-02-25,-0.2001
2015-02-26,-1.203
2015-02-27,1.3699
2015-03-02,1.1011
2015-03-03,-1.3860999999999999
2015-03-04,0.3012
2015-03-05,1.8519
2015-03-06,0.0
2015-03-09,-2.457
2015-03-10,-3.4257
2015-03-11,3.808
2015-03-12,-1.206
2015-03-13,1.119
2015-03-16,-0.8048
2015-03-17,2.7382999999999997
2015-03-18,-0.2962
2015-03-19,-2.5248
2015-03-20,4.9264
2015-03-23,-1.7909000000000002
2015-03-24,-0.9857
2015-03-25,0.1991
2015-03-26,-0.4471
2015-03-27,1.0479
2015-03-30,-2.4198
2015-03-31,-2.4798
2015-04-01,1.0898
2015-04-02,-2.4641
2015-04-06,-0.3684
2015-04-07,0.2641
2015-04-08,0.1054
2015-04-09,-1.2631999999999999
2015-04-10,1.0128
2015-04-13,-0.8443
2015-04-14,-0.6919
2015-04-15,-1.7149
2015-04-16,-0.4907
2015-04-17,-1.4795
2015-04-20,-0.6118
2015-04-21,0.8394
2015-04-22,-0.0555
2015-04-23,9.9389
2015-04-24,0.6566
2015-04-27,-1.6056
2015-04-28,0.9689
2015-04-29,1.9697
2015-04-30,-2.0802
2015-05-01,1.4289
2015-05-04,1.6811
2015-05-05,0.8016
2015-05-06,-1.7893
2015-05-07,-3.2389
2015-05-08,0.5753
2015-05-11,1.5601
2015-05-12,-3.5337
2015-05-13,0.7968
2015-05-14,2.9489
2015-05-15,3.5294
2015-05-18,2.1739
2015-05-19,-2.0793
2015-05-20,-2.716
2015-05-21,0.3046
2015-05-22,1.2652
2015-05-26,0.5997
2015-05-27,-2.3845
2015-05-28,-1.5776
2015-05-29,-1.2927
2015-06-01,0.3143
2015-06-02,-0.3133
2015-06-03,-1.3096
2015-06-04,0.1062
2015-06-05,-1.1665
2015-06-08,-3.4871
2015-06-09,-1.5564
2015-06-10,-0.3953
2015-06-11,4.7052
2015-06-12,-1.2993999999999999
2015-06-15,1.3165
2015-06-16,-2.3281
2015-06-17,-0.8315
2015-06-18,-4.3041
2015-06-19,0.0
2015-06-22,-0.5257
2015-06-23,0.5872
2015-06-24,-0.6421
2015-06-25,-0.7638
2015-06-26,-1.7762
2015-06-29,-4.9427
2015-06-30,0.6975
2015-07-01,-0.5668
2015-07-02,-0.1267
2015-07-06,-3.234
2015-07-07,1.5727
2015-07-08,-1.7419
2015-07-09,-3.4143
2015-07-10,2.7192
2015-07-13,-0.1985
2015-07-14,-0.6631
2015-07-15,-1.4019
2015-07-16,2.7759
2015-07-17,-1.3175
2015-07-20,1.4019
2015-07-21,-0.5267
2015-07-22,-1.456
2015-07-23,0.0672
2015-07-24,-2.0805
2015-07-27,1.5079
2015-07-28,0.5402
2015-07-29,1.8133
2015-07-30,0.066
2015-07-31,-3.7574
2015-08-03,-2.6027
2015-08-04,-1.3889
2015-08-05,-7.6471
2015-08-06,-4.0605
2015-08-07,5.7261
2015-08-10,2.0408
2015-08-11,3.4615
2015-08-12,2.3048
2015-08-13,1.7442
2015-08-14,-1.1429
2015-08-17,2.8902
2015-08-18,4.5646
2015-08-19,-1.0745
2015-08-20,0.4073
2015-08-21,-5.5443
2015-08-24,-9.592
2015-08-25,1.346
2015-08-26,6.4844
2015-08-27,5.0624
2015-08-28,2.933
2015-08-31,-3.2564
2015-09-01,4.0673
2015-09-02,-2.628
2015-09-03,0.2768
2015-09-04,0.207
2015-09-08,0.4821
2015-09-09,-3.8382
2015-09-10,-3.2787
2015-09-11,-4.6426
2015-09-14,-3.864
2015-09-15,2.2508
2015-09-16,8.8836
2015-09-17,1.2274
2015-09-18,0.0713
2015-09-21,0.9979
2015-09-22,-0.2117
2015-09-23,-1.768
2015-09-24,-4.2477
2015-09-25,1.2782
2015-09-28,-3.4892
2015-09-29,-1.4615
2015-09-30,3.8251
2015-10-01,3.1579
2015-10-02,-2.9154999999999998
2015-10-05,5.2553
2015-10-06,-1.7832
2015-10-07,4.3573
2015-10-08,2.0877
2015-10-09,0.3408
2015-10-12,0.1359
2015-10-13,-2.171
2015-10-14,-0.833
2015-10-15,-2.0271
2015-10-16,6.0671
2015-10-19,-0.2692
2015-10-20,0.3374
2015-10-21,-1.2105
2015-10-22,-4.6971
2015-10-23,-0.4286
2015-10-26,4.9498
2015-10-27,-3.9645
2015-10-28,-1.4235
2015-10-29,0.4332
2015-10-30,1.8692
2015-11-02,2.3994
2015-11-03,0.5686
2015-11-04,-0.7057
2015-11-05,-1.4215
2015-11-06,1.7304
2015-11-09,1.9135
2015-11-10,-2.7121
2015-11-11,-3.7169
2015-11-12,-2.9696
2015-11-13,3.8256
2015-11-16,3.4635
2015-11-17,-0.5698
2015-11-18,-1.9341
2015-11-19,0.1461
2015-11-20,-6.1269
2015-11-23,-2.4087
2015-11-24,0.4777
2015-11-25,1.3471
2015-11-27,0.9382
2015-11-30,-1.6266
2015-12-01,-2.4409
2015-12-02,-2.0178
2015-12-03,-3.7891
2015-12-04,-4.8801
2015-12-07,-4.5005
2015-12-08,0.1885
2015-12-09,-3.3866
2015-12-10,2.3369
2015-12-11,-5.2331
2015-12-14,-2.6104000000000003
2015-12-15,-0.2062
2015-12-16,-0.5165
2015-12-17,-10.0727
2015-12-18,-7.7367
2015-12-21,9.5119
2015-12-22,3.6571
2015-12-23,4.0794
2015-12-24,4.5551
2015-12-28,-5.2685
2015-12-29,-1.8182
2015-12-30,-2.1786
2015-12-31,8.0178
2016-01-04,0.4124
2016-01-05,-2.9774000000000003
2016-01-06,-4.3386
2016-01-07,-1.5487
2016-01-08,1.7978
2016-01-11,-10.7064
2016-01-12,-7.293
2016-01-13,-8.5333
2016-01-14,11.0787
2016-01-15,-4.0682
2016-01-19,0.684
2016-01-20,-3.3967
2016-01-21,8.2982
2016-01-22,17.5325
2016-01-25,-1.105
2016-01-26,2.1229
2016-01-27,2.8446
2016-01-28,4.8936
2016-01-29,1.7241
2016-02-01,-2.6919
2016-02-02,-3.6885
2016-02-03,1.7287
2016-02-04,-0.1094
2016-02-05,-0.5476
2016-02-08,-7.2687
2016-02-09,-1.4252
2016-02-10,-2.6506
2016-02-11,-4.9505
2016-02-12,6.25
2016-02-16,6.4951
2016-02-17,7.5949
2016-02-18,-6.3102
2016-02-19,0.1142
2016-02-22,4.2189
2016-02-23,-5.9081
2016-02-24,1.1628
2016-02-25,2.069
2016-02-26,0.7883
2016-02-29,3.7989
2016-03-01,-0.5382
2016-03-02,3.8961
2016-03-03,4.7917
2016-03-04,-3.3797
2016-03-07,5.7613
2016-03-08,-5.8366
2016-03-09,0.4132
2016-03-10,-2.2634
2016-03-11,2.6316
2016-03-14,1.9487
2016-03-15,-2.4145
2016-03-16,-1.2371
2016-03-17,1.6701000000000001
2016-03-18,-3.1828
2016-03-21,-0.106
2016-03-22,0.8493
2016-03-23,-2.5263
2016-03-24,-1.6199
2016-03-28,1.2075
2016-03-29,0.5423
2016-03-30,3.7756
2016-03-31,18.5031
2016-04-01,0.1754
2016-04-04,-1.6637
2016-04-05,-1.959
2016-04-06,1.8165
2016-04-07,-1.9625
2016-04-08,4.7316
2016-04-11,7.7324
2016-04-12,8.3871
2016-04-13,4.7619
2016-04-14,-1.9176
2016-04-15,-1.9550999999999998
2016-04-18,6.4254
2016-04-19,1.3185
2016-04-20,-0.274
2016-04-21,-1.6484
2016-04-22,7.5419
2016-04-25,0.3247
2016-04-26,-2.1359
2016-04-27,2.3148
2016-04-28,0.905
2016-04-29,0.3203
2016-05-02,-5.6833
2016-05-03,-5.3318
2016-05-04,-1.4012
2016-05-05,-2.2438
2016-05-06,-0.4591
2016-05-09,-2.1522
2016-05-10,4.0848
2016-05-11,2.2641999999999998
2016-05-12,-2.952
2016-05-13,-1.2167
2016-05-16,1.9245999999999999
2016-05-17,0.3776
2016-05-18,2.9345
2016-05-19,0.2193
2016-05-20,1.3858
2016-05-23,-0.7194
2016-05-24,-0.7246
2016-05-25,1.3869
2016-05-26,0.432
2016-05-27,0.9319
2016-05-31,1.4915
2016-06-01,0.0
2016-06-02,-4.6886
2016-06-03,0.8811
2016-06-06,3.8574
2016-06-07,-0.911
2016-06-08,0.9194
2016-06-09,-0.7708
2016-06-10,-1.8362
2016-06-13,-2.1583
2016-06-14,-2.5735
2016-06-15,2.3396
2016-06-16,0.9587
2016-06-17,3.214
2016-06-20,-3.3263
2016-06-21,2.3426
2016-06-22,-3.4335
2016-06-23,1.4074
2016-06-24,-2.1914
2016-06-27,-5.9746
2016-06-28,4.2097
2016-06-29,2.2104
2016-06-30,1.7896999999999998
2016-07-01,1.6117
2016-07-05,2.5955
2016-07-06,0.0
2016-07-07,0.4216
2016-07-08,0.2974
2016-07-11,0.0719
2016-07-12,2.5144
2016-07-13,-0.8409
2016-07-14,-0.9894
2016-07-15,0.8565
2016-07-18,0.7077
2016-07-19,-1.0541
2016-07-20,0.2131
2016-07-21,-1.0631
2016-07-22,0.0716
2016-07-25,-0.6442
2016-07-26,-1.7290999999999999
2016-07-27,-1.0264
2016-07-28,-0.5185
2016-07-29,5.2122
2016-08-01,-3.1139
2016-08-02,-1.3148
2016-08-03,1.9245
2016-08-04,-0.3631
2016-08-05,3.2799
2016-08-08,5.2929
2016-08-09,-1.5415999999999999
2016-08-10,0.3404
2016-08-11,0.6784
2016-08-12,0.4043
2016-08-15,1.8121
2016-08-16,0.4614
2016-08-17,-2.1654
2016-08-18,0.5366
2016-08-19,-0.5337
2016-08-22,-0.7378
2016-08-23,1.0135
2016-08-24,-1.3378
2016-08-25,-0.7458
2016-08-26,-0.4098
2016-08-29,1.0974
2016-08-30,0.2035
2016-08-31,-0.677
2016-09-01,-0.2727
2016-09-02,1.2987
2016-09-06,0.6748
2016-09-07,2.2788
2016-09-08,0.8519
2016-09-09,-1.3645
2016-09-12,1.054
2016-09-13,-0.7171
2016-09-14,0.7879
2016-09-15,-0.5212
2016-09-16,-0.9823
2016-09-19,1.2566
2016-09-20,-0.5879
2016-09-21,0.3285
2016-09-22,0.5894
2016-09-23,0.0
2016-09-26,0.651
2016-09-27,0.7762
2016-09-28,2.5032
2016-09-29,-1.9411
2016-09-30,-1.1494
2016-10-03,0.9044
2016-10-04,1.9846
2016-10-05,0.5022
2016-10-06,1.015
2016-10-07,1.0794
2016-10-10,-0.1884
2016-10-11,-1.3845
2016-10-12,-1.8507
2016-10-13,-2.6658
2016-10-14,1.5364
2016-10-17,-0.5921
2016-10-18,1.456
2016-10-19,4.0444
2016-10-20,0.1254
2016-10-21,-0.8766
2016-10-24,-0.2527
2016-10-25,-0.2533
2016-10-26,-2.2222
2016-10-27,-1.9481000000000002
2016-10-28,-2.649
2016-10-31,-2.9252000000000002
2016-11-01,2.3125
2016-11-02,-4.589
2016-11-03,-0.7897
2016-11-04,-7.0188
2016-11-07,3.035
2016-11-08,-0.6798
2016-11-09,5.3232
2016-11-10,-0.5776
2016-11-11,-0.4357
2016-11-14,1.167
2016-11-15,1.9466
2016-11-16,0.2829
2016-11-17,-0.5642
2016-11-18,0.6383
2016-11-21,5.2149
2016-11-22,3.0141
2016-11-23,0.13
2016-11-25,-0.6494
2016-11-28,-1.634
2016-11-29,-0.3987
2016-11-30,3.469
2016-12-01,-2.8369
2016-12-02,3.0524
2016-12-05,0.1288
2016-12-06,-0.5145
2016-12-07,-1.4221
2016-12-08,-1.3115
2016-12-09,0.0
2016-12-12,-0.7309
2016-12-13,1.004
2016-12-14,-1.5242
2016-12-15,1.4805
2016-12-16,0.0
2016-12-19,1.3263
2016-12-20,-0.9817
2016-12-21,-0.5948
2016-12-22,0.3989
2016-12-23,1.2583
2016-12-27,1.8313000000000001
2016-12-28,-1.4772
2016-12-29,3.2595
2016-12-30,0.8838
2017-01-03,3.4418
2017-01-04,3.5088
2017-01-05,-0.6429
2017-01-06,1.0
2017-01-09,-0.2184
2017-01-10,-1.3166
2017-01-11,0.9096
2017-01-12,-0.1803
2017-01-13,0.301
2017-01-17,-1.3806
2017-01-18,-0.7304
2017-01-19,0.3679
2017-01-20,0.5498
2017-01-23,0.729
2017-01-24,0.8444
2017-01-25,0.2392
2017-01-26,0.6563
2017-01-27,-0.9484
2017-01-30,-2.9324
2017-01-31,1.233
2017-02-01,0.9135
2017-02-02,0.3621
2017-02-03,1.3229
2017-02-06,-0.2374
2017-02-07,-0.8328
2017-02-08,-1.4997
2017-02-09,0.1218
2017-02-10,0.0608
2017-02-13,-0.6687
2017-02-14,-1.1016
2017-02-15,0.495
2017-02-16,0.1232
2017-02-17,-0.615
2017-02-21,2.5371
2017-02-22,-1.0863
2017-02-23,1.2812999999999999
2017-02-24,0.1205
2017-02-27,-1.8652
2017-02-28,0.1226
2017-03-01,2.327
2017-03-02,-1.6158000000000001
2017-03-03,1.0949
2017-03-06,0.4212
2017-03-07,-1.2582
2017-03-08,-0.6675
2017-03-09,-1.6494
2017-03-10,0.6211
2017-03-13,1.4815
2017-03-14,2.9805
2017-03-15,1.4767000000000001
2017-03-16,-0.5821
2017-03-17,1.4052
2017-03-20,-1.2125
2017-03-21,-1.2274
2017-03-22,-2.3077
2017-03-23,1.1508
2017-03-24,1.976
2017-03-27,-0.2936
2017-03-28,2.5324
2017-03-29,1.2062
2017-03-30,-0.227
2017-03-31,0.2275
2017-04-03,0.454
2017-04-04,-0.904
2017-04-05,-4.732
2017-04-06,2.2142
2017-04-07,0.4098
2017-04-10,0.9329
2017-04-11,0.0578
2017-04-12,0.7506
2017-04-13,0.6877
2017-04-17,1.7075
2017-04-18,-0.2238
2017-04-19,-1.8368
2017-04-20,1.0539
2017-04-21,-0.0579
2017-04-24,-1.5652
2017-04-25,1.4723
2017-04-26,-0.5223
2017-04-27,-5.776
2017-04-28,0.9907
2017-05-01,2.5751
2017-05-02,-1.4344999999999999
2017-05-03,-2.8502
2017-05-04,-3.4332
2017-05-05,4.4602
2017-05-08,-1.7946
2017-05-09,-0.3781
2017-05-10,2.3403
2017-05-11,-1.0507
2017-05-12,0.5621
2017-05-15,0.0
2017-05-16,-1.677
2017-05-17,-1.5793
2017-05-18,-0.0642
2017-05-19,0.0
2017-05-22,3.982
2017-05-23,-0.3706
2017-05-24,-4.6497
2017-05-25,-5.9818
2017-05-26,0.8299
2017-05-30,-1.9889999999999999
2017-05-31,-2.7992
2017-06-01,5.6875
2017-06-02,-1.9074
2017-06-05,1.5972
2017-06-06,0.6835
2017-06-07,-0.611
2017-06-08,-1.8443
2017-06-09,2.1573
2017-06-12,4.3597
2017-06-13,-2.9373
2017-06-14,-2.2865
2017-06-15,-2.7529
2017-06-16,3.1847
2017-06-19,-2.8807
2017-06-20,-1.0593
2017-06-21,0.6424
2017-06-22,1.3475
2017-06-23,2.5892
2017-06-26,0.6139
2017-06-27,-0.0678
2017-06-28,2.7137000000000002
2017-06-29,-0.0661
2017-06-30,1.0575
2017-07-03,2.5507
2017-07-05,0.7015
2017-07-06,-2.2166
2017-07-07,-0.1133
2017-07-10,-0.7333
2017-07-11,-0.2686
2017-07-12,0.202
2017-07-13,1.1425
2017-07-14,1.1296
2017-07-17,-0.657
2017-07-18,0.1984
2017-07-19,1.1221
2017-07-20,-1.2402
2017-07-21,-0.3305
2017-07-24,-0.9947
2017-07-25,-0.2679
2017-07-26,-0.2686
2017-07-27,-0.404
2017-07-28,1.217
2017-07-31,-1.8704
2017-08-01,0.3404
2017-08-02,-0.1357
2017-08-03,-1.8342
2017-08-04,1.3841
2017-08-07,0.7509
2017-08-08,-0.4065
2017-08-09,-0.3401
2017-08-10,0.1365
2017-08-11,-1.8405
2017-08-14,0.1389
2017-08-15,-0.0693
2017-08-16,-1.1797
2017-08-17,-0.9831
2017-08-18,-0.2837
2017-08-21,-0.4979
2017-08-22,1.9299
2017-08-23,-0.561
2017-08-24,0.0705
2017-08-25,1.198
2017-08-28,-0.5571
2017-08-29,0.2101
2017-08-30,-0.6988
2017-08-31,-1.1963
2017-09-01,1.8519
2017-09-05,-6.4336
2017-09-06,1.6442
2017-09-07,0.2206
2017-09-08,0.807
2017-09-11,-1.3828
2017-09-12,-1.4022000000000001
2017-09-13,-0.0749
2017-09-14,-1.1236
2017-09-15,0.7576
2017-09-18,-0.1504
2017-09-19,1.0542
2017-09-20,2.0864
2017-09-21,-1.6787999999999998
2017-09-22,0.5197
2017-09-25,1.5510000000000002
2017-09-26,1.2364
2017-09-27,-0.6466
2017-09-28,-0.2169
2017-09-29,1.0145
2017-10-02,0.5022
2017-10-03,0.0714
2017-10-04,0.1427
2017-10-05,0.9259
2017-10-06,-1.482
2017-10-09,0.7163
2017-10-10,0.1422
2017-10-11,-0.3374
2017-10-12,1.3226
2017-10-13,-1.5954000000000002
2017-10-16,-0.5158
2017-10-17,-1.3333
2017-10-18,-0.6757
2017-10-19,0.8314
2017-10-20,0.5247
2017-10-23,-1.4914
2017-10-24,-0.0757
2017-10-25,-0.7576
2017-10-26,-0.3053
2017-10-27,0.3828
2017-10-30,-0.3051
2017-10-31,0.153
2017-11-01,0.4584
2017-11-02,-2.0532
2017-11-03,0.2329
2017-11-06,1.859
2017-11-07,1.1407
2017-11-08,-2.782
2017-11-09,2.0108
2017-11-10,0.3033
2017-11-13,-1.5873
2017-11-14,-4.3011
2017-11-15,2.0064
2017-11-16,-1.4949
2017-11-17,0.1597
2017-11-20,1.8340999999999998
2017-11-21,-0.7048
2017-11-22,1.8927
2017-11-24,5.4954
2017-11-27,-2.0543
2017-11-28,0.5243
2017-11-29,-0.8197
2017-11-30,0.6011
2017-12-01,-0.9709
2017-12-04,2.4887
2017-12-05,-1.3981
2017-12-06,-4.4030000000000005
2017-12-07,-4.9961
2017-12-08,-3.1224
2017-12-11,-3.3079
2017-12-12,-0.3509
2017-12-13,0.2641
2017-12-14,3.1607
2017-12-15,-0.3404
2017-12-18,1.8787
2017-12-19,-1.1735
2017-12-20,-0.6785
2017-12-21,1.1102
2017-12-22,-3.6318
2017-12-26,-0.1753
2017-12-27,-3.2485
2017-12-28,0.4537
2017-12-29,-1.897
2018-01-02,7.9190000000000005
2018-01-03,0.9386
2018-01-04,4.9028
2018-01-05,-1.5310000000000001
2018-01-08,1.8822
2018-01-09,-2.249
2018-01-10,2.4856
2018-01-11,-1.1618
2018-01-12,-2.0991
2018-01-16,-1.5436999999999999
2018-01-17,0.8711
2018-01-18,0.8636
2018-01-19,-0.7705
2018-01-22,2.3296
2018-01-23,0.9275
2018-01-24,0.0
2018-01-25,-0.4177
2018-01-26,0.1678
2018-01-29,-1.2563
2018-01-30,-2.5445
2018-01-31,1.0444
2018-02-01,-1.9811
2018-02-02,-1.0545
2018-02-05,-2.7531
2018-02-06,1.5525
2018-02-07,-0.3597
2018-02-08,-0.722
2018-02-09,-1.8182
2018-02-12,0.2778
2018-02-13,1.0157
2018-02-14,0.0914
2018-02-15,0.4566
2018-02-16,0.3636
2018-02-20,-1.9022000000000001
2018-02-21,-0.7387
2018-02-22,0.093
2018-02-23,-0.6506
2018-02-26,-0.9355
2018-02-27,-4.1549
2018-02-28,0.0985
2018-03-01,3.1496
2018-03-02,-0.4771
2018-03-05,0.2876
2018-03-06,0.7648
2018-03-07,-1.2334
2018-03-08,1.0567
2018-03-09,-2.5665
2018-03-12,1.2683
2018-03-13,1.8304
2018-03-14,-1.7029
2018-03-15,-1.155
2018-03-16,-1.1685
2018-03-19,-1.4778
2018-03-20,-1.3
2018-03-21,1.6211
2018-03-22,-1.0967
2018-03-23,1.4113
2018-03-26,0.0
2018-03-27,0.497
2018-03-28,-0.0989
2018-03-29,-0.9901
2018-04-02,3.4
2018-04-03,4.2553
2018-04-04,-1.6698
2018-04-05,1.7925
2018-04-06,-1.2048
2018-04-09,-3.4709
2018-04-10,0.3887
2018-04-11,3.3882
2018-04-12,-1.779
2018-04-13,-0.286
2018-04-16,0.956
