ticker,WSFT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-09,40.0
2001-03-13,28.5714
2001-04-02,0.0
2001-04-04,0.0
2001-04-11,0.0
2001-04-16,0.0
2001-04-18,0.0
2001-04-20,0.0
2002-01-08,-77.7778
2002-01-17,-99.875
2002-05-10,700.0
2002-06-24,-87.5
2002-09-17,0.0
2002-11-14,7900.0
2002-11-26,-98.75
2003-02-06,79900.0
2003-05-09,-99.875
2003-05-21,15900.0
2003-05-27,150.0
2003-07-23,70.0
2003-07-28,-99.8529
2006-03-24,1500.0
2006-11-06,-47.5
2006-11-07,0.0
2006-11-08,0.0
2006-11-15,0.0
2006-11-30,-3.8095
2007-01-12,3.9604
2007-01-19,0.0
2007-01-22,-3.8095
2007-02-08,0.9901
2007-02-12,-41.1765
2007-02-15,-58.3333
2007-03-02,0.0
2007-03-05,0.0
2007-03-07,0.0
2007-03-08,0.0
2007-03-21,-20.0
2007-03-26,70.0
2007-03-28,0.0
2007-04-02,-50.0
2007-04-04,29.4118
2007-04-05,0.0
2007-04-10,18.1818
2007-04-11,23.0769
2007-04-12,-9.375
2007-04-16,3.4483
2007-04-18,-6.6667
2007-04-24,-28.5714
2007-04-27,50.0
2007-05-10,-18.3333
2007-05-14,2.0408
2007-05-15,-8.0
2007-05-16,2.1739
2007-05-17,0.0
2007-05-18,-2.1277
2007-05-24,8.6957
2007-05-25,0.0
2007-05-30,-20.0
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,0.0
2007-06-13,0.0
2007-06-15,0.0
2007-06-18,0.0
2007-06-19,5.0
2007-06-20,-2.3810000000000002
2007-06-22,-2.439
2007-06-25,0.0
2007-06-26,-5.0
2007-06-28,5.2632
2007-06-29,-5.0
2007-07-02,5.2632
2007-07-05,-10.0
2007-07-06,5.5556
2007-07-09,0.0
2007-07-11,5.2632
2007-07-12,-5.0
2007-07-13,-10.526299999999999
2007-07-16,20.5882
2007-07-17,4.878
2007-07-18,2.3256
2007-07-20,0.0
2007-07-23,-2.2727
2007-07-25,0.0
2007-07-26,2.3256
2007-07-27,0.0
2007-07-30,0.0
2007-07-31,-9.0909
2007-08-01,-10.0
2007-08-03,0.0
2007-08-06,-5.5556
2007-08-07,0.0
2007-08-14,-5.8824
2007-08-15,6.25
2007-08-17,-36.4706
2007-08-20,112.963
2007-08-21,0.0
2007-08-27,-13.0435
2007-09-06,0.0
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,10.0
2007-09-18,-4.5455
2007-09-19,-4.7619
