ticker,WSFT US Equity
2007-09-20,5.0
2007-09-21,0.0
2007-09-25,9.5238
2007-09-26,30.4348
2007-09-27,-33.3333
2007-09-28,30.0
2007-10-01,7.6923
2007-10-02,-17.8571
2007-10-03,8.6957
2007-10-08,-8.0
2007-10-10,-4.3478
2007-10-11,18.1818
2007-10-16,-15.3846
2007-10-17,0.0
2007-10-24,13.6364
2007-10-25,0.0
2007-10-26,0.0
2007-10-30,0.0
2007-11-07,-4.0
2007-11-15,4.1667
2007-11-21,0.0
2007-11-23,-2.0
2007-11-26,-18.3673
2007-11-27,22.5
2007-11-28,2.0408
2007-11-29,0.0
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-10,0.0
2007-12-17,-12.0
2007-12-19,-31.8182
2007-12-21,60.0
2008-01-08,-16.6667
2008-01-09,-30.0
2008-01-10,28.5714
2008-01-11,-5.5556
2008-01-14,-11.7647
2008-01-15,0.0
2008-01-16,20.0
2008-01-17,-16.6667
2008-01-18,26.6667
2008-01-22,0.0
2008-01-23,-21.0526
2008-01-25,0.0
2008-01-31,26.6667
2008-02-01,0.0
2008-02-04,-21.0526
2008-02-05,0.0
2008-02-13,13.3333
2008-02-19,-47.0588
2008-02-20,-11.1111
2008-02-21,12.5
2008-02-25,33.3333
2008-03-06,0.0
2008-03-07,0.0
2008-03-12,-8.3333
2008-03-13,-18.1818
2008-03-17,0.0
2008-03-18,-11.1111
2008-03-19,12.5
2008-03-20,11.1111
2008-03-24,-10.0
2008-03-26,-22.2222
2008-03-31,0.0
2008-04-01,28.5714
2008-04-02,0.0
2008-04-04,-22.2222
2008-04-08,14.2857
2008-04-09,-12.5
2008-04-10,28.5714
2008-04-15,-22.2222
2008-04-17,0.0
2008-04-21,0.0
2008-04-24,0.0
2008-04-25,14.2857
2008-04-29,-12.5
2008-05-07,-14.2857
2008-05-09,0.0
2008-05-19,0.0
2008-05-23,0.0
2008-05-30,0.0
2008-06-04,-33.3333
2008-06-16,-25.0
2008-06-17,0.0
2008-06-18,-33.3333
2008-06-19,50.0
2008-07-01,-66.6667
2008-07-02,-50.0
2008-07-21,0.0
2008-07-28,0.0
2008-08-18,300.0
2008-08-26,50.0
2008-08-29,66.6667
2008-09-04,-90.0
2008-09-15,500.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,16.6667
2008-09-25,-42.8571
2008-10-10,-50.0
2008-10-21,50.0
2008-10-27,0.0
2008-11-11,-33.3333
2008-11-18,0.0
2008-12-15,0.0
2008-12-31,0.0
2009-02-02,0.0
2009-03-31,0.0
2009-04-13,-20.0
2009-04-14,0.0
2009-04-28,-37.5
2009-06-02,100.0
2009-07-10,-50.0
2009-07-27,0.0
2009-12-10,50.0
2009-12-11,-33.3333
2009-12-17,0.0
2010-01-19,0.0
2010-02-10,0.0
2010-03-16,0.0
2010-03-17,-40.0
2010-03-22,-29.1667
2010-03-23,-5.8824
2010-03-30,-43.75
2010-06-25,77.7778
2010-08-02,25.0
2010-08-03,0.0
2010-09-23,-20.0
2010-12-13,-84.375
2010-12-16,20.0
2010-12-29,33.3333
2011-04-05,25.0
2011-06-24,10.0
2011-07-26,0.0
2011-08-26,600.0
2011-10-05,49.3506
2011-10-06,39.1304
2011-10-10,-20.0
2011-10-18,25.0
2011-11-09,10.0
2011-12-15,-72.7273
2011-12-28,0.0
2012-04-12,0.0
2012-05-03,6.25
2012-05-16,0.0
2012-06-14,150.9804
2012-06-27,-60.1563
2012-07-06,-80.3922
2012-11-30,60.0
2012-12-19,0.0
2012-12-31,0.0
2013-06-18,0.0
2013-10-14,1900.0
2013-10-15,20.0
2013-10-22,-91.6667
2013-11-08,0.0
2013-11-19,6.25
2014-02-07,0.0
2014-03-10,-85.2941
2014-03-11,0.0
2014-03-13,0.0
2014-04-09,60.0
2014-09-22,0.0
2014-11-05,0.0
2014-12-29,400.0
2015-01-07,0.0
2015-01-08,100.0
2015-01-09,0.0
2015-01-13,20.0
2015-01-14,0.0
2015-01-16,16.6667
2015-01-23,-57.1429
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,-33.3333
2015-01-30,-50.0
2015-02-03,800.0
2015-02-04,66.6667
2015-02-06,-33.3333
2015-02-09,0.0
2015-02-11,0.0
2015-04-02,-63.75
2015-05-19,1279.3103
2015-06-09,-92.0
2015-06-12,3.125
2015-06-15,45.4545
2015-06-16,50.0
2015-07-23,5.5556
2015-08-10,5.2632
2015-12-01,-30.0
2016-01-04,0.0
2016-04-07,42.8571
2016-04-08,53.75
2016-07-13,-47.9675
2016-09-23,-2.3438
2016-10-14,-23.2
2017-03-09,0.0
2017-04-04,-66.6667
2017-04-07,0.0
2017-04-13,-25.0
2017-04-20,0.0
2017-12-20,33.3333
2018-03-14,-25.0
2018-03-23,566.6667
2018-03-26,55.0
2018-03-27,29.0323
2018-03-28,-1.0
2018-03-29,0.5051
2018-04-02,-49.7487
2018-04-23,-60.0
2018-05-10,66.6667
2018-05-14,100.0
2018-05-25,-0.005
2018-07-06,-9.9955
2018-07-17,-44.4444
2018-07-27,-45.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-03,72.7273
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-13,0.0
2018-08-17,-2.6316
2018-08-22,-1.6216
2018-08-24,0.0
2018-08-30,-1.0989
2018-09-04,10.0
2018-09-05,1.0101
2018-09-14,0.0
2018-09-25,-50.0
2018-09-26,100.0
2018-12-13,-50.0
2018-12-19,-2.0
2018-12-20,2.0408
2018-12-27,-2.0
2018-12-31,-18.3673
2019-01-07,0.0
2019-01-15,27.5
2019-01-17,96.0784
2019-01-22,20.0
2019-01-23,-16.6667
2019-01-25,0.0
2019-02-13,50.0
2019-02-15,-10.0
2019-02-25,-25.9259
2019-02-26,0.0
2019-03-01,0.0
2019-03-07,-5.0
2019-03-19,-15.7895
2019-04-01,137.5
2019-04-02,5.2632
2019-04-03,25.0
2019-04-04,-10.0
2019-04-08,-11.1111
2019-04-09,-12.5
2019-04-10,-14.2857
2019-04-11,3.3333
2019-04-12,-32.2581
2019-04-15,-4.7619
2019-04-16,-21.25
2019-04-17,26.9841
2019-04-22,0.0
2019-04-23,-21.25
2019-04-25,22.2222
2019-04-26,0.0
2019-05-01,29.8701
2019-05-02,0.0
2019-05-03,0.0
2019-05-07,4.0
2019-05-08,0.0
2019-05-09,88.4615
2019-05-10,2.0408
2019-05-13,100.0
2019-05-14,-5.0
2019-05-15,47.3684
2019-05-16,-14.2857
2019-05-17,-33.3333
2019-05-20,-25.0
2019-05-21,33.3333
2019-05-22,-6.25
2019-05-23,-20.0
2019-05-24,34.7833
2019-05-28,-1.0758
2019-05-29,-12.5
2019-06-03,-14.2857
2019-06-04,33.3333
2019-06-05,-6.25
2019-06-06,-6.6667
2019-06-07,14.2857
2019-06-12,0.0
2019-06-13,-8.75
2019-07-05,-31.5068
2019-07-08,2.0
2019-07-09,-11.7647
2019-07-11,55.5556
2019-07-12,7.4286
2019-07-15,0.0
2019-07-23,-54.4548
2019-07-24,16.7883
2019-07-29,125.0
2019-07-30,-11.1111
2019-07-31,-25.0
2019-08-01,-25.0
2019-08-02,-11.1111
2019-08-05,0.0
2019-08-07,25.0
2019-08-08,0.0
2019-08-12,0.0
2019-08-14,20.0
2019-08-19,16.6667
2019-08-20,21.4286
2019-08-22,-17.8824
2019-08-23,-12.9656
2019-08-26,5.7613
2019-08-29,-6.6148
2019-08-30,0.0
2019-09-04,16.6667
2019-09-05,-14.2857
2019-09-09,0.0
2019-09-13,-8.3333
2019-09-16,9.0909
2019-09-17,8.3333
2019-09-24,-7.6923
2019-09-26,-16.6667
2019-10-01,0.0
2019-10-03,10.0
2019-10-04,-9.0909
2019-10-14,-9.6
2019-10-15,17.2566
2019-10-16,3.7736
2019-10-18,-9.0909
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,10.0
2019-10-24,16.3636
2019-10-28,-40.625
2019-10-29,23.6842
2019-10-30,6.383
2019-11-07,-31.6
2019-11-18,0.0
2019-11-19,0.0
2019-11-21,-12.2807
2019-11-26,-13.3333
2019-11-29,-20.7692
2019-12-02,21.3592
2019-12-04,20.0
2019-12-05,-33.3267
2019-12-10,0.9999
2019-12-17,122.7502
2020-02-07,-20.0
2020-02-12,22.2222
2020-03-10,-50.0
2020-03-13,54.5455
2020-03-23,2.9412000000000003
2020-03-25,57.1429
2020-03-27,0.0
2020-03-30,-18.1818
2020-04-01,11.1111
2020-04-03,-20.0
2020-04-27,12.5
2020-05-08,-33.3333
2020-05-11,0.0
2020-05-13,-16.6667
2020-05-18,-20.0
2020-05-26,200.0
2020-06-09,-33.3333
2020-06-17,0.0
2020-06-18,19.5
2020-06-24,2.0921
2020-06-26,-2.0492
2020-06-29,2.0921
2020-06-30,0.0
2020-07-01,8.6066
2020-07-08,67.9245
2020-07-13,1.1236
