ticker,FSBW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-11,-0.1011
2012-07-12,0.8013
2012-07-13,0.7937
2012-07-16,-0.8858
2012-07-17,-0.2979
2012-07-18,-0.1992
2012-07-19,0.6986
2012-07-20,-0.892
2012-07-23,1.6
2012-07-24,-0.0984
2012-07-25,-0.4926
2012-07-26,0.396
2012-07-27,-0.1972
2012-07-30,-0.2964
2012-07-31,-0.2874
2012-08-01,1.3828
2012-08-02,0.2929
2012-08-03,0.391
2012-08-06,-0.1947
2012-08-07,-0.3902
2012-08-08,0.6844
2012-08-09,-0.6797
2012-08-10,0.8815
2012-08-13,0.3883
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,0.0
2012-08-20,0.0
2012-08-21,1.354
2012-08-22,1.7176
2012-08-23,-1.6886
2012-08-24,1.3347
2012-08-27,-0.8463
2012-08-28,0.6648
2012-08-29,-0.4717
2012-08-30,1.4218
2012-08-31,-0.2804
2012-09-04,0.0
2012-09-05,0.5623
2012-09-06,-0.1864
2012-09-07,-0.0934
2012-09-10,0.0
2012-09-11,0.0012
2012-09-12,-0.0012
2012-09-13,-0.0935
2012-09-14,0.1871
2012-09-17,-0.3735
2012-09-18,1.0309
2012-09-19,-0.4638
2012-09-20,0.932
2012-09-21,-0.9234
2012-09-24,1.5843
2012-09-25,-0.367
2012-09-26,-0.9208
2012-10-01,-0.8364
2012-10-02,0.2812
2012-10-03,0.5607
2012-10-04,-0.1847
2012-10-05,0.1851
2012-10-08,0.2788
2012-10-09,-0.3707
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.186
2012-10-15,0.7428
2012-10-16,0.0
2012-10-17,0.8295
2012-10-22,-0.3656
2012-10-23,-0.9174
2012-10-24,1.1777
2012-10-25,1.9476
2012-10-26,-1.2567
2012-10-31,5.9091000000000005
2012-11-01,3.0043
2012-11-02,0.0
2012-11-05,-0.0833
2012-11-06,-0.5004
2012-11-07,0.0
2012-11-08,0.0
2012-11-12,0.5029
2012-11-13,0.0834
2012-11-14,0.0
2012-11-15,-0.8333
2012-11-16,0.8393
2012-11-19,1.7511
2012-11-20,2.2113
2012-11-21,0.8013
2012-11-23,2.9412000000000003
2012-11-26,0.1544
2012-11-27,0.0
2012-11-28,-0.3084
2012-11-29,0.5414
2012-11-30,0.6913
2012-12-03,-0.2282
2012-12-04,-0.3063
2012-12-05,0.384
2012-12-06,1.7598
2012-12-07,-1.9548999999999999
2012-12-10,0.0
2012-12-11,-0.6902
