ticker,BYLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-01-12,-8.3333
2000-01-19,7.2727
2000-01-20,0.0
2000-01-25,-1.6949
2000-03-07,-6.8966
2000-03-27,11.1111
2000-03-31,-1.6667
2000-04-13,-1.6949
2000-08-02,0.0
2000-09-21,3.4483
2000-10-03,0.0
2000-11-15,0.0
2000-11-24,-0.8333
2000-12-15,0.8403
2000-12-29,-3.3333
2001-01-11,-1.7241
2001-01-12,0.0
2001-01-19,1.7544
2001-01-24,0.0
2001-02-09,0.0
2001-02-22,0.0
2001-03-02,1.7241
2001-03-15,1.6949
2001-04-04,-1.6667
2001-04-09,0.0
2001-04-17,0.0
2001-05-08,0.0
2001-05-10,0.0
2001-06-05,1.6949
2001-08-29,0.0
2001-09-10,-5.0
2001-10-04,0.0
2001-10-05,3.5088
2001-10-12,-3.3898
2001-10-16,-1.7544
2001-12-10,0.0
2001-12-20,1.7856999999999998
2001-12-24,-1.7544
2001-12-27,1.7856999999999998
2002-01-17,-1.7544
2002-01-23,3.5714
2002-01-24,-6.8966
2002-01-30,0.0
2002-03-20,-7.3148
2002-03-25,10.8891
2002-04-11,4.5045
2002-04-16,0.0
2002-04-29,0.0
2002-04-30,0.0
2002-05-01,-8.6207
2002-05-10,9.434
2002-05-16,0.8621
2002-05-17,0.0
2002-06-24,-0.8547
2002-07-15,0.0
2002-07-25,-1.7241
2002-08-20,5.2632
2002-08-22,0.0
2002-10-09,0.0
2002-10-21,0.0
2002-10-23,0.0
2002-10-29,0.0
2002-11-07,-1.6667
2002-11-11,1.6949
2002-12-06,3.3333
2002-12-16,0.0
2002-12-19,-1.6129
2002-12-30,-1.6393
2003-01-10,0.0
2003-01-14,0.0
2003-01-16,0.0
2003-01-17,3.3333
2003-01-21,0.0
2003-01-22,0.0
2003-01-27,-3.2258
2003-02-14,3.3333
2003-02-18,0.0
2003-02-20,0.0
2003-02-25,0.0
2003-04-03,0.0
2003-04-09,-1.6129
2003-04-17,-1.6393
2003-04-30,3.3333
2003-05-02,0.0
2003-06-03,-1.6129
2003-06-04,1.6393
2003-06-23,-1.6129
2003-07-09,1.6393
2003-07-16,0.8065
2003-07-17,-0.8
2003-07-18,-0.8065
2003-07-23,0.813
2003-09-08,-5.6452
2003-09-09,5.9829
2003-09-11,-4.8387
2003-09-15,5.0847
2003-09-16,0.0
2003-09-17,0.0
2003-09-18,0.0
2003-09-23,0.0
2003-09-29,0.0
2003-10-15,0.0
2003-10-17,0.0
