ticker,RUN US Equity
2015-12-23,2.4138
2015-12-24,2.6094
2015-12-28,-4.2658
2015-12-29,0.2571
2015-12-30,0.1709
2015-12-31,0.4266
2016-01-04,-4.7579
2016-01-05,-14.273
2016-01-06,6.1394
2016-01-07,-9.7059
2016-01-08,5.8632
2016-01-11,-4.5128
2016-01-12,-6.8743
2016-01-13,-4.8443000000000005
2016-01-14,-3.0303
2016-01-15,-3.125
2016-01-19,-4.5161
2016-01-20,15.4054
2016-01-21,5.0351
2016-01-22,-2.0067
2016-01-25,-4.3231
2016-01-26,3.805
2016-01-27,-4.4674
2016-01-28,20.5036
2016-01-29,-5.2736
2016-02-01,-6.0924
2016-02-02,-6.7114
2016-02-03,-2.8777
2016-02-04,-0.6173
2016-02-05,-1.1179999999999999
2016-02-08,-4.5226
2016-02-09,-5.2632
2016-02-10,-15.6944
2016-02-11,-16.3097
2016-02-12,-0.7874
2016-02-16,-1.5873
2016-02-17,7.4597
2016-02-18,5.6285
2016-02-19,-3.9076
2016-02-22,-6.4695
2016-02-23,1.9763
2016-02-24,-1.938
2016-02-25,4.7431
2016-02-26,3.9623
2016-02-29,1.9964
2016-03-01,-2.669
2016-03-02,11.5174
2016-03-03,4.918
2016-03-04,-2.9688
2016-03-07,6.2802
2016-03-08,1.2121
2016-03-09,-0.4491
2016-03-10,7.5188
2016-03-11,-11.1189
2016-03-14,0.0787
2016-03-15,-0.7862
2016-03-16,5.0713
2016-03-17,3.997
2016-03-18,-2.9732
2016-03-21,0.4484
2016-03-22,-2.2321
2016-03-23,-3.1963
2016-03-24,-1.8868
2016-03-28,3.6859
2016-03-29,-1.0819
2016-03-30,1.0937000000000001
2016-03-31,0.1546
2016-04-01,-0.6173
2016-04-04,-2.1739
2016-04-05,4.2857
2016-04-06,6.0122
2016-04-07,-2.6561
2016-04-08,-0.4425
2016-04-11,-0.1481
2016-04-12,0.0
2016-04-13,1.9287999999999998
2016-04-14,4.0757
2016-04-15,-1.5385
2016-04-18,0.7102
2016-04-19,-0.9873
2016-04-20,3.5613
2016-04-21,6.74
2016-04-22,1.933
2016-04-25,-3.9191000000000003
2016-04-26,1.3158
2016-04-27,8.961
2016-04-28,-4.41
2016-04-29,-1.7456
2016-05-02,1.1421000000000001
2016-05-03,-4.7679
2016-05-04,-1.581
2016-05-05,-2.6774
2016-05-06,3.1637
2016-05-09,-1.4667
2016-05-10,-13.8024
2016-05-11,0.0
2016-05-12,-3.4537
2016-05-13,7.4797
2016-05-16,-3.9334
2016-05-17,-5.1969
2016-05-18,0.3322
2016-05-19,0.6623
2016-05-20,0.4934
2016-05-23,3.928
2016-05-24,-0.1575
2016-05-25,-0.7886
2016-05-26,1.1129
2016-05-27,0.7862
2016-05-31,-1.092
2016-06-01,-1.5773000000000001
2016-06-02,1.1218
2016-06-03,-3.8035
2016-06-06,6.0956
2016-06-07,-0.1553
2016-06-08,1.3997
2016-06-09,-1.3804
2016-06-10,-2.0218
2016-06-13,-3.8095
2016-06-14,-2.4752
2016-06-15,1.692
2016-06-16,0.3328
2016-06-17,-0.1658
2016-06-20,2.6578
2016-06-21,0.8091
2016-06-22,-5.297
2016-06-23,-0.1695
2016-06-24,-5.0934
2016-06-27,-6.619
2016-06-28,5.1724
2016-06-29,2.9144
2016-06-30,4.9558
2016-07-01,-8.2631
2016-07-05,-5.5147
2016-07-06,-0.7782
2016-07-07,0.7843
2016-07-08,-1.1673
2016-07-11,0.1969
2016-07-12,3.1434
2016-07-13,-2.4762
2016-07-14,0.1953
2016-07-15,-1.1696
2016-07-18,2.7613
2016-07-19,-1.1516
2016-07-20,2.3301
2016-07-21,-2.8463000000000003
2016-07-22,0.1953
2016-07-25,-0.9747
2016-07-26,0.0
2016-07-27,3.5433
2016-07-28,-2.8517
2016-07-29,1.3699
2016-08-01,-2.1236
2016-08-02,-1.3807
2016-08-03,-1.2
2016-08-04,0.4049
2016-08-05,4.6371
2016-08-08,7.1291
2016-08-09,-1.0791
2016-08-10,-5.0909
2016-08-11,3.6398
2016-08-12,15.1571
2016-08-15,-0.321
2016-08-16,-1.9324
2016-08-17,-2.2989
2016-08-18,1.3445
2016-08-19,-0.8292
2016-08-22,0.3344
2016-08-23,1.6667
2016-08-24,-1.8033000000000001
2016-08-25,0.1669
2016-08-26,-0.8333
2016-08-29,0.8403
2016-08-30,0.1667
2016-08-31,1.1647
2016-09-01,-0.3289
2016-09-02,0.9901
2016-09-06,1.634
2016-09-07,-1.7685
2016-09-08,1.3093
2016-09-09,-2.1002
2016-09-12,0.6601
2016-09-13,-7.2131
2016-09-14,-2.1201
2016-09-15,-0.361
2016-09-16,-2.5362
2016-09-19,0.7435
2016-09-20,0.5535
2016-09-21,2.2018
2016-09-22,3.2316
2016-09-23,2.9565
2016-09-26,1.8580999999999999
2016-09-27,2.1559
2016-09-28,1.1364
2016-09-29,0.1605
2016-09-30,0.9615
2016-10-03,-2.0635
2016-10-04,-4.2139
2016-10-05,5.9222
2016-10-06,-2.2364
2016-10-07,6.0458
2016-10-10,6.4715
2016-10-11,1.5918999999999999
2016-10-12,-2.9915000000000003
2016-10-13,-3.9648
2016-10-14,-2.4465
2016-10-17,0.627
2016-10-18,1.7134
2016-10-19,1.8377
2016-10-20,0.3008
2016-10-21,-5.997
2016-10-24,-3.0303
2016-10-25,-1.6447
2016-10-26,-7.5251
2016-10-27,-2.8933
2016-10-28,-3.5382
2016-10-31,0.5792
2016-11-01,-6.7179
2016-11-02,-4.7325
2016-11-03,0.432
2016-11-04,1.2903
2016-11-07,4.4586
2016-11-08,1.4228
2016-11-09,-4.008
2016-11-10,-1.6701000000000001
2016-11-11,8.4926
2016-11-14,-2.544
2016-11-15,-1.4056
2016-11-16,-1.222
2016-11-17,-1.0309
2016-11-18,3.75
2016-11-21,-3.2129
2016-11-22,4.7718
2016-11-23,4.5545
2016-11-25,1.1364
2016-11-28,0.7491
2016-11-29,-7.2491
2016-11-30,2.2044
2016-12-01,-1.9607999999999999
2016-12-02,1.8
2016-12-05,4.5187
2016-12-06,2.6316
2016-12-07,2.1978
2016-12-08,1.2545
2016-12-09,3.5398
2016-12-12,-3.4188
2016-12-13,-4.9558
2016-12-14,-2.4209
2016-12-15,1.5267
2016-12-16,5.0752
2016-12-19,3.7567
2016-12-20,-4.3103
2016-12-21,-0.3604
2016-12-22,-1.6275
2016-12-23,-3.8603
2016-12-27,7.2658
2016-12-28,-3.0303
2016-12-29,-2.0221
2016-12-30,-0.3752
2017-01-03,5.2731
2017-01-04,4.1145
2017-01-05,-0.1718
2017-01-06,-0.1721
2017-01-09,-2.2414
2017-01-10,5.8201
2017-01-11,6.6667
2017-01-12,-3.5938
2017-01-13,1.2966
2017-01-17,-1.44
2017-01-18,-0.974
2017-01-19,-4.7541
2017-01-20,1.2048
2017-01-23,-4.932
2017-01-24,1.0733
2017-01-25,1.7699
2017-01-26,-0.8696
2017-01-27,-2.6316
2017-01-30,-5.4054
2017-01-31,0.7619
2017-02-01,5.293
2017-02-02,-1.0772
2017-02-03,2.7223
2017-02-06,-1.5901
2017-02-07,0.3591
2017-02-08,2.6834
2017-02-09,-0.1742
2017-02-10,4.5375
2017-02-13,1.1686
2017-02-14,-0.33
2017-02-15,2.1523
2017-02-16,-2.107
2017-02-17,-1.3245
2017-02-21,1.0067
2017-02-22,-3.1561
2017-02-23,1.3721999999999999
2017-02-24,-1.0152
2017-02-27,1.1966
2017-02-28,-3.8851
2017-03-01,-1.2302
2017-03-02,-2.4911
2017-03-03,-1.2774
2017-03-06,-2.9575
2017-03-07,0.381
2017-03-08,-0.5693
2017-03-09,0.0
2017-03-10,-3.4351
2017-03-13,-1.9763
2017-03-14,-1.4113
2017-03-15,2.2495
2017-03-16,2.0
2017-03-17,-2.9412000000000003
2017-03-20,-1.0101
2017-03-21,-2.0408
2017-03-22,3.75
2017-03-23,-2.8112
2017-03-24,1.4463
2017-03-27,0.611
2017-03-28,2.834
2017-03-29,3.5433
2017-03-30,-0.7605
2017-03-31,3.4483
2017-04-03,-2.2222
2017-04-04,-1.1364
2017-04-05,-3.6398
2017-04-06,2.9821
2017-04-07,3.0888
2017-04-10,3.7453
2017-04-11,-1.444
2017-04-12,-2.3810000000000002
2017-04-13,-1.8761999999999999
2017-04-17,1.3384
2017-04-18,-2.0755
2017-04-19,-0.578
2017-04-20,-0.7752
2017-04-21,0.0
2017-04-24,2.9297
2017-04-25,2.8463000000000003
2017-04-26,-1.845
2017-04-27,0.188
2017-04-28,-0.7505
2017-05-01,1.7013
2017-05-02,-3.1599
2017-05-03,-8.8292
2017-05-04,-0.8421
2017-05-05,3.1847
2017-05-08,1.2346
2017-05-09,-0.4065
2017-05-10,3.8776
2017-05-11,-1.7682
2017-05-12,-2.6
2017-05-15,0.7187
2017-05-16,-0.1019
2017-05-17,-1.8367
2017-05-18,1.8711
2017-05-19,3.0612
2017-05-22,-2.9703
2017-05-23,-0.2041
2017-05-24,0.6135
2017-05-25,-0.2033
2017-05-26,0.611
2017-05-30,1.6194
2017-05-31,0.3984
2017-06-01,1.7856999999999998
2017-06-02,-0.1949
2017-06-05,-2.3438
2017-06-06,0.4
2017-06-07,-1.7928
2017-06-08,8.3164
2017-06-09,1.3109
2017-06-12,0.5545
2017-06-13,0.7353
2017-06-14,0.1825
2017-06-15,0.5464
2017-06-16,3.9855
2017-06-19,1.9163999999999999
2017-06-20,8.7179
2017-06-21,2.5157
2017-06-22,1.9939
2017-06-23,1.5038
2017-06-26,1.1852
2017-06-27,0.8785
2017-06-28,3.0479
2017-06-29,2.3944
2017-06-30,-2.0633
2017-07-03,1.6854
2017-07-05,-6.0773
2017-07-06,-0.7353
2017-07-07,0.5926
2017-07-10,1.4727999999999999
2017-07-11,-0.2903
2017-07-12,2.7656
2017-07-13,-0.9915
2017-07-14,1.1445
2017-07-17,-0.8487
2017-07-18,1.8545
2017-07-19,1.8207
2017-07-20,-0.2751
2017-07-21,0.5517
2017-07-24,3.7037
2017-07-25,-2.7778
2017-07-26,-0.6803
2017-07-27,0.9589
2017-07-28,1.4925
2017-07-31,0.6684
2017-08-01,-1.1952
2017-08-02,-3.3602
2017-08-03,0.6954
2017-08-04,0.4144
2017-08-07,2.0633
2017-08-08,-4.9865
2017-08-09,-2.9787
2017-08-10,-2.193
2017-08-11,1.9432
2017-08-14,2.0528
2017-08-15,-0.2874
2017-08-16,-1.4409
2017-08-17,-2.7778
2017-08-18,3.0075
2017-08-21,-2.1898
2017-08-22,0.1493
2017-08-23,3.4277
2017-08-24,9.366
2017-08-25,-8.9592
2017-08-28,0.2894
2017-08-29,-1.443
2017-08-30,-0.7321
2017-08-31,-1.1799
2017-09-01,1.0448
2017-09-05,2.2157
2017-09-06,2.1676
2017-09-07,1.1315
2017-09-08,-1.5385
2017-09-11,-1.7045
2017-09-12,0.289
2017-09-13,-1.585
2017-09-14,0.4392
2017-09-15,-2.0408
2017-09-18,-4.1667
2017-09-19,-6.0559
2017-09-20,-0.4959
2017-09-21,-9.1362
2017-09-22,2.1938
2017-09-25,-7.1556
2017-09-26,4.0462
2017-09-27,4.2593
2017-09-28,-1.7762
2017-09-29,0.3617
2017-10-02,-0.3604
2017-10-03,2.17
2017-10-04,-0.354
2017-10-05,-1.5986
2017-10-06,0.722
2017-10-09,-2.6882
2017-10-10,0.3683
2017-10-11,0.367
2017-10-12,-1.4625
2017-10-13,2.4119
2017-10-16,-0.5435
2017-10-17,0.9107
2017-10-18,0.0
2017-10-19,-1.444
2017-10-20,2.0147
2017-10-23,-3.5907
2017-10-24,1.3035
2017-10-25,-0.3676
2017-10-26,0.369
2017-10-27,3.3088
2017-10-30,1.7793999999999999
2017-10-31,0.3497
2017-11-01,0.0
2017-11-02,-0.8711
2017-11-03,-0.703
2017-11-06,8.4956
2017-11-07,-4.4046
2017-11-08,0.5119
2017-11-09,5.9423
2017-11-10,-6.5705
2017-11-13,4.1166
2017-11-14,1.6474
2017-11-15,-1.4586999999999999
2017-11-16,-0.6579
2017-11-17,0.1656
2017-11-20,-0.4959
2017-11-21,-1.6611
2017-11-22,0.0
2017-11-24,0.1689
2017-11-27,2.5295
2017-11-28,-5.7566
2017-11-29,-2.9668
2017-11-30,0.7194
2017-12-01,-2.8571
2017-12-04,0.9191
2017-12-05,1.275
2017-12-06,0.0
2017-12-07,1.9784000000000002
2017-12-08,1.0582
2017-12-11,1.2216
2017-12-12,-1.8965999999999998
2017-12-13,0.0
2017-12-14,2.9877000000000002
2017-12-15,3.413
2017-12-18,0.165
2017-12-19,-1.318
2017-12-20,1.3356
2017-12-21,-0.3295
2017-12-22,-0.4959
2017-12-26,-2.99
2017-12-27,0.5137
2017-12-28,3.4072
2017-12-29,-2.8007
2018-01-02,0.339
2018-01-03,2.1959
2018-01-04,0.1653
2018-01-05,-0.8251
2018-01-08,0.6656
2018-01-09,-0.6612
2018-01-10,0.1664
2018-01-11,4.6512
2018-01-12,0.9524
2018-01-16,-4.717
2018-01-17,0.495
2018-01-18,-2.7915
2018-01-19,0.3378
2018-01-22,1.6835
2018-01-23,6.1258
2018-01-24,-0.312
2018-01-25,-0.939
2018-01-26,0.0
2018-01-29,5.2133
2018-01-30,0.1502
2018-01-31,-5.0975
2018-02-01,-4.1074
2018-02-02,-4.1186
2018-02-05,-3.6082
2018-02-06,-1.0695000000000001
2018-02-07,-0.1802
2018-02-08,-3.7906
2018-02-09,0.7505
2018-02-12,11.7318
2018-02-13,-0.5
2018-02-14,7.5377
2018-02-15,1.7134
2018-02-16,3.8285
2018-02-20,-0.7375
2018-02-21,4.9033999999999995
2018-02-22,-5.2408
2018-02-23,2.6158
2018-02-26,2.6948
2018-02-27,-4.2553
2018-02-28,-0.8889
2018-03-01,3.7369
2018-03-02,1.7290999999999999
2018-03-05,1.983
2018-03-06,3.1944
2018-03-07,-9.0175
2018-03-08,2.2189
2018-03-09,3.4732
2018-03-12,0.6993
2018-03-13,0.9722
2018-03-14,5.227
2018-03-15,-2.4837
2018-03-16,2.681
2018-03-19,-0.3916
2018-03-20,5.5046
2018-03-21,7.3292
2018-03-22,-1.9676
2018-03-23,-0.4723
2018-03-26,3.5587
2018-03-27,0.3436
2018-03-28,-0.7991
2018-03-29,2.7618
2018-04-02,1.6797
2018-04-03,0.8811
2018-04-04,7.2052
2018-04-05,1.222
2018-04-06,-14.2857
2018-04-09,-3.8731999999999998
2018-04-10,0.1221
2018-04-11,0.9756
2018-04-12,2.2947
2018-04-13,0.3542
2018-04-16,1.5293999999999999
2018-04-17,1.3905
2018-04-18,4.1143
2018-04-19,-2.1954
2018-04-20,4.0404
2018-04-23,-4.8544
2018-04-24,0.6803
2018-04-25,1.2387
2018-04-26,1.0011
2018-04-27,1.8721999999999999
2018-04-30,-0.3243
2018-05-01,-1.5184
2018-05-02,-0.2203
2018-05-03,-1.8763999999999998
2018-05-04,1.0124
2018-05-07,3.8975999999999997
2018-05-08,1.0718
2018-05-09,4.2418
2018-05-10,16.9888
2018-05-11,-7.0435
2018-05-14,1.8709
2018-05-15,-0.3673
2018-05-16,-1.9355
2018-05-17,2.0677
2018-05-18,1.105
2018-05-21,-0.6375
2018-05-22,-0.275
2018-05-23,0.0919
2018-05-24,1.1019
2018-05-25,-0.9083
2018-05-29,0.8249
2018-05-30,4.5455
2018-05-31,5.2174
2018-06-01,1.405
2018-06-04,0.4075
2018-06-05,4.0584
2018-06-06,-1.9501
2018-06-07,-2.3071
2018-06-08,3.3388
2018-06-11,-0.394
2018-06-12,6.7247
2018-06-13,3.6323
2018-06-14,1.4306
2018-06-15,-3.8787000000000003
2018-06-18,1.3940000000000001
2018-06-19,-0.2894
2018-06-20,0.5806
2018-06-21,-1.2266
2018-06-22,1.3148
2018-06-25,-3.0281
2018-06-26,0.3717
2018-06-27,-2.963
2018-06-28,-0.3817
2018-06-29,0.7663
2018-07-02,7.7567
2018-07-03,0.0706
2018-07-05,5.7123
2018-07-06,3.3356
2018-07-09,2.9697
2018-07-10,-1.0031
2018-07-11,1.0766
2018-07-12,0.0
2018-07-13,-1.3158
2018-07-16,1.2063
2018-07-17,-4.8306000000000004
2018-07-18,-0.0659
2018-07-19,1.9129
2018-07-20,-6.9256
2018-07-23,1.1127
2018-07-24,1.3755
2018-07-25,2.5102
2018-07-26,0.7942
2018-07-27,-4.0709
2018-07-30,-5.2019
2018-07-31,2.0939
2018-08-01,1.2730000000000001
2018-08-02,3.1425
2018-08-03,-6.2965
2018-08-06,0.5058
2018-08-07,0.7908
2018-08-08,1.9258
2018-08-09,0.3499
2018-08-10,-7.3222
2018-08-13,-0.602
2018-08-14,-0.3785
2018-08-15,0.7599
2018-08-16,0.9804
2018-08-17,-3.1367
2018-08-20,7.0162
2018-08-21,0.7205
2018-08-22,2.432
2018-08-23,-5.2374
2018-08-24,4.3478
2018-08-27,-1.3418
2018-08-28,-4.1518
2018-08-29,0.9709
2018-08-30,-3.1065
2018-08-31,0.1527
2018-09-04,-2.5915
2018-09-05,-1.0955
2018-09-06,-2.4525
2018-09-07,-0.5677
2018-09-10,-2.5285
2018-09-11,6.2762
2018-09-12,3.1496
2018-09-13,-0.0763
2018-09-14,0.3056
2018-09-17,-4.3412
2018-09-18,2.6273999999999997
2018-09-19,-1.0861
2018-09-20,0.7059
2018-09-21,-2.648
2018-09-24,0.08
2018-09-25,0.0799
2018-09-26,-0.4792
2018-09-27,-3.13
2018-09-28,3.0655
2018-10-01,-1.6077
2018-10-02,10.6209
2018-10-03,-5.096
2018-10-04,-2.0233
2018-10-05,-0.8737
2018-10-08,-3.9263
2018-10-09,1.0842
2018-10-10,-7.6733
2018-10-11,1.6979
2018-10-12,7.3814
2018-10-15,1.5548
2018-10-16,6.0435
2018-10-17,-0.8359
2018-10-18,-2.5286999999999997
2018-10-19,0.0786
2018-10-22,0.4713
2018-10-23,-3.2056
2018-10-24,-5.0889
2018-10-25,0.9362
2018-10-26,-3.5413
2018-10-29,0.5245
2018-10-30,4.0
2018-10-31,2.5084
2018-11-01,2.7732
2018-11-02,4.127
2018-11-05,-3.5061
2018-11-06,2.4487
2018-11-07,1.6962000000000002
2018-11-08,-4.5489
2018-11-09,-2.3034
2018-11-12,1.1381999999999999
2018-11-13,-2.492
2018-11-14,3.7923
2018-11-15,4.2097
2018-11-16,-0.3811
2018-11-19,-2.1423
2018-11-20,-7.7404
2018-11-21,4.1525
2018-11-23,1.0578
2018-11-26,4.9114
2018-11-27,8.2886
2018-11-28,2.9766
2018-11-29,1.17
2018-11-30,-0.3401
2018-12-03,1.7747000000000002
2018-12-04,-4.2254
2018-12-06,2.3109
2018-12-07,-4.449
2018-12-10,1.2894
2018-12-11,-0.1414
2018-12-12,2.0538
2018-12-13,-1.0409
2018-12-14,-8.6957
2018-12-17,0.6912
2018-12-18,-5.4157
2018-12-19,-3.7096999999999998
2018-12-20,-12.2278
2018-12-21,4.0076
2018-12-24,-3.4862
2018-12-26,6.0837
2018-12-27,-2.2401
2018-12-28,-2.8414
2018-12-31,2.7358000000000002
2019-01-02,0.8264
2019-01-03,-10.929
2019-01-04,6.135
2019-01-07,1.7341
2019-01-08,1.4205
2019-01-09,7.0962
2019-01-10,0.3487
2019-01-11,1.2163
2019-01-14,0.6867
2019-01-15,0.0853
2019-01-16,-0.4259
2019-01-17,3.2506
2019-01-18,0.7457
2019-01-22,-3.125
2019-01-23,1.1885
2019-01-24,0.755
2019-01-25,1.4988000000000001
2019-01-28,0.4102
2019-01-29,-0.0817
2019-01-30,1.3900000000000001
2019-01-31,7.2581
2019-02-01,0.1504
2019-02-04,2.5526
2019-02-05,1.9034
2019-02-06,2.9454000000000002
2019-02-07,1.8841999999999999
2019-02-08,0.5479
2019-02-11,1.4986
2019-02-12,0.2013
2019-02-13,1.4735
2019-02-14,-0.33
2019-02-15,1.0596
2019-02-19,1.3761
2019-02-20,-0.0646
2019-02-21,0.2587
2019-02-22,2.0645
2019-02-25,-0.6953
2019-02-26,-0.4456
2019-02-27,-0.3197
2019-02-28,-0.5131
2019-03-01,2.9013999999999998
2019-03-04,2.1303
2019-03-05,-4.4785
2019-03-06,-2.3121
2019-03-07,-2.4984
2019-03-08,-0.6743
2019-03-11,0.8826
2019-03-12,-0.8748
2019-03-13,0.0
2019-03-14,-1.0862
2019-03-15,1.3727
2019-03-18,0.4062
2019-03-19,-1.0115
2019-03-20,1.158
2019-03-21,1.6835
2019-03-22,-5.6291
2019-03-25,-1.193
2019-03-26,1.0653
2019-03-27,0.0
2019-03-28,0.2811
2019-03-29,-1.4716
2019-04-01,0.8535
2019-04-02,0.2821
2019-04-03,4.571
2019-04-04,-0.3362
2019-04-05,2.834
2019-04-08,0.9843
2019-04-09,-2.794
2019-04-10,5.8824
2019-04-11,0.1263
2019-04-12,-1.1349
2019-04-15,-0.3827
2019-04-16,2.9449
2019-04-17,2.6741
2019-04-18,-1.4537
2019-04-22,0.0
2019-04-23,2.5814
2019-04-24,1.3182
2019-04-25,0.1183
2019-04-26,1.0041
2019-04-29,0.1754
2019-04-30,-11.2084
2019-05-01,0.8547
2019-05-02,0.6519
2019-05-03,3.6269
2019-05-06,2.875
2019-05-07,1.7618
2019-05-08,-0.8955
2019-05-09,-6.4458
2019-05-10,-2.9619999999999997
2019-05-13,-5.1095
2019-05-14,3.2867
2019-05-15,0.0677
2019-05-16,8.728
2019-05-17,-1.6801
2019-05-20,-0.5696
2019-05-21,5.7925
2019-05-22,0.4813
2019-05-23,-7.485
2019-05-24,1.2298
2019-05-28,-0.9591
2019-05-29,0.581
2019-05-30,2.3748
2019-05-31,-1.8182
2019-06-03,1.4687000000000001
2019-06-04,0.6923
2019-06-05,1.125
2019-06-06,0.0618
2019-06-07,0.9265
2019-06-10,1.5912
2019-06-11,-0.5422
2019-06-12,-1.272
2019-06-13,3.681
2019-06-14,-2.6036
2019-06-17,3.8275
2019-06-18,6.9046
2019-06-19,-0.0547
2019-06-20,2.6835
2019-06-21,-1.2267000000000001
2019-06-24,0.8639
2019-06-25,-2.0343
2019-06-26,0.4372
2019-06-27,1.197
2019-06-28,0.8602
2019-07-01,5.7036
2019-07-02,2.5214
2019-07-03,-0.5411
2019-07-05,-0.0495
2019-07-08,-1.9297
2019-07-09,0.2523
2019-07-10,0.1007
2019-07-11,-1.2569
2019-07-12,1.3747
2019-07-15,-0.9543
2019-07-16,2.5355
2019-07-17,0.8408
2019-07-18,-2.0108
2019-07-19,-1.0511
2019-07-22,0.607
2019-07-23,-5.5304
2019-07-24,-0.479
2019-07-25,0.2139
2019-07-26,0.1601
2019-07-29,-0.6926
2019-07-30,2.5751
2019-07-31,-0.3661
2019-08-01,3.0446
2019-08-02,-0.7132
2019-08-05,-5.6952
2019-08-06,1.8498
2019-08-07,6.7308
2019-08-08,-6.2062
2019-08-09,-12.700099999999999
2019-08-12,-2.1394
2019-08-13,0.812
2019-08-14,-6.2577
2019-08-15,-2.9081
2019-08-16,4.7651
2019-08-19,2.4691
2019-08-20,0.7609
2019-08-21,-1.5104
2019-08-22,-1.1502
2019-08-23,-5.2359
2019-08-26,3.5471
2019-08-27,-2.2398
2019-08-28,-0.1348
2019-08-29,2.3617
2019-08-30,1.0547
2019-09-03,-3.5225
2019-09-04,3.6511
2019-09-05,-0.1957
2019-09-06,-1.7647
2019-09-09,-0.5323
2019-09-10,-0.1338
2019-09-11,4.7555
2019-09-12,1.2147999999999999
2019-09-13,0.8212
2019-09-16,3.1328
2019-09-17,6.1968
2019-09-18,-0.6293
2019-09-19,0.5181
2019-09-20,-0.9164
2019-09-23,1.3873
2019-09-24,-4.9031
2019-09-25,1.4988000000000001
2019-09-26,-1.7128999999999999
2019-09-27,-3.0048
2019-09-30,3.5006
2019-10-01,-2.6639
2019-10-02,-4.674
2019-10-03,1.7419
2019-10-04,2.8535
2019-10-07,1.8496000000000001
2019-10-08,0.1816
2019-10-09,0.8157
2019-10-10,1.5283
2019-10-11,3.3648
2019-10-14,-1.7133
2019-10-15,0.0291
2019-10-16,-1.6265
2019-10-17,-0.9743
2019-10-18,1.3715
2019-10-21,0.2941
2019-10-22,-10.4985
2019-10-23,4.3906
2019-10-24,-1.6320999999999999
2019-10-25,-2.7441
2019-10-28,4.0682
2019-10-29,0.6936
2019-10-30,-0.6888
2019-10-31,-2.0177
2019-11-01,0.3218
2019-11-04,-4.3297
2019-11-05,0.2347
2019-11-06,-0.6689
2019-11-07,-0.5387
2019-11-08,-0.2031
2019-11-11,-2.1031
2019-11-12,0.3812
2019-11-13,-4.9361
2019-11-14,4.5752
2019-11-15,2.1528
2019-11-18,-1.8355000000000001
2019-11-19,-2.4238
2019-11-20,-3.9035
2019-11-21,-0.8863
2019-11-22,0.5216
2019-11-25,1.9274
2019-11-26,0.2909
2019-11-27,1.4503
2019-11-29,-0.7863
2019-12-02,-2.3775
2019-12-03,-0.2952
2019-12-04,-1.1843
2019-12-05,-1.0487
2019-12-06,3.1037
2019-12-09,-2.2761
2019-12-10,-0.3757
2019-12-11,-0.5279
2019-12-12,7.4299
2019-12-13,-1.6231
2019-12-16,2.2956
2019-12-17,0.2104
2019-12-18,2.6592000000000002
2019-12-19,0.818
2019-12-20,-2.8398
2019-12-23,0.2088
2019-12-24,1.3194
2019-12-26,-0.2742
2019-12-27,-2.6804
