ticker,SHRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-12,650.0
2016-12-14,-46.6667
2016-12-15,-12.5
2017-03-07,100.0
2017-03-08,0.0
2017-03-09,2.8571
2017-03-10,0.0
2017-03-13,0.0
2017-03-14,2.7603999999999997
2017-03-15,1.3685
2017-03-16,1.3333
2017-03-17,0.0
2017-03-20,1.3158
2017-03-21,-0.2597
2017-03-22,-1.6276000000000002
2017-03-23,1.9193
2017-03-24,-2.5974
2017-03-27,4.1333
2017-03-28,-1.4085
2017-03-29,-1.2987
2017-03-30,-4.6053
2017-03-31,0.6897
2017-04-03,5.4795
2017-04-04,-6.4935
2017-04-05,-1.3889
2017-04-06,12.6761
2017-04-07,3.75
2017-04-10,2.4096
2017-04-11,1.2941
2017-04-12,1.2195
2017-04-13,1.42
2017-04-17,0.1273
2017-04-18,3.6723
2017-04-19,0.8174
2017-04-20,0.0
2017-04-21,2.7027
2017-04-24,0.0
2017-04-25,2.1053
2017-04-26,1.0309
2017-04-27,2.0408
2017-04-28,0.7
2017-05-01,1.291
2017-05-02,2.9412000000000003
2017-05-03,2.8571
2017-05-04,4.6296
2017-05-05,-2.6549
2017-05-08,-30.9091
2017-05-09,-11.3158
2017-05-10,5.3412
2017-05-11,0.7042
2017-05-12,-0.6993
2017-05-15,0.0
2017-05-16,3.5035
2017-05-17,-0.6634
2017-05-18,-1.3699
2017-05-19,5.5556
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,3.9474
2017-05-25,-2.5316
2017-05-26,3.8961
2017-05-30,-7.5
2017-05-31,1.3514
2017-06-01,0.0
2017-06-02,1.3333
2017-06-05,-1.3158
2017-06-06,0.0
2017-06-07,4.0
2017-06-08,-1.9231
2017-06-09,0.5229
2017-06-12,-2.4707
2017-06-13,-6.64
2017-06-14,-6.4553
2017-06-15,-0.916
2017-06-16,-7.5501000000000005
2017-06-19,26.6667
2017-06-20,-5.3947
2017-06-21,0.1391
2017-06-22,-4.1667
2017-06-23,-2.8986
2017-06-26,1.4925
2017-06-27,-2.9412000000000003
2017-06-28,15.9091
2017-06-29,1.3072
2017-06-30,0.0
2017-07-03,0.6452
2017-07-05,-2.5641
2017-07-06,-7.8947
2017-07-07,3.4286
2017-07-10,4.9724
2017-07-11,1.3158
2017-07-12,-1.2987
2017-07-13,0.0789
2017-07-14,-0.0789
2017-07-17,1.3158
2017-07-18,-8.961
2017-07-19,-0.1427
2017-07-20,-1.4285999999999999
2017-07-21,8.6957
2017-07-24,-4.0
