ticker,SLGX US Equity
2010-09-24,-7.1429
2010-09-27,-16.9231
2010-10-01,-5.5556
2010-10-04,7.8431
2010-10-06,-7.2727
2010-10-11,-19.6078
2010-10-12,14.6341
2010-10-13,-4.2553
2010-10-14,0.0
2010-10-15,4.4444
2010-10-18,-14.8936
2010-10-19,0.0
2010-10-20,25.0
2010-10-25,-10.0
2010-10-26,-2.2222
2010-10-29,-6.8182
2010-11-03,0.0
2010-11-08,34.1463
2010-11-09,-12.7273
2010-11-22,0.0
2010-11-24,25.0
2010-12-02,-8.3333
2010-12-03,-5.4545
2010-12-09,-28.8462
2010-12-10,21.6216
2010-12-13,-26.6667
2010-12-15,0.0
2010-12-21,-9.0909
2010-12-23,0.0
2011-01-04,13.3333
2011-01-05,-2.9412000000000003
2011-01-06,-9.0909
2011-01-14,13.3333
2011-02-04,-11.7647
2011-02-11,-23.3333
2011-02-15,30.4348
2011-02-24,-23.3333
2011-02-28,26.087
2011-03-04,-24.1379
2011-03-07,0.0
2011-03-08,-27.2727
2011-03-09,0.0
2011-03-14,-25.0
2011-03-16,33.3333
2011-03-18,-12.5
2011-03-21,-28.5714
2011-03-24,-50.0
2011-03-25,20.0
2011-03-28,-16.6667
2011-03-29,10.0
2011-03-30,-27.2727
2011-03-31,25.0
2011-04-06,-20.0
2011-04-08,87.5
2011-04-13,-40.0
2011-04-14,-22.2222
2011-04-18,28.5714
2011-04-19,0.0
2011-04-21,-8.8889
2011-05-02,21.9512
2011-05-03,50.0
2011-05-09,-34.6667
2011-05-11,-18.3673
2011-05-12,0.0
2011-05-17,0.0
2011-05-24,50.0
2011-05-26,-16.6667
2011-05-27,20.0
2011-05-31,16.6667
2011-06-01,-14.2857
2011-06-02,-50.0
2011-06-06,50.0
2011-06-07,11.1111
2011-06-08,-30.0
2011-06-15,-42.8571
2011-06-16,50.0
2011-06-17,0.0
2011-06-21,-16.6667
2011-06-22,-16.0
2011-06-23,100.0
2011-06-24,-40.4762
2011-06-27,20.0
2011-07-06,0.0
2011-07-13,16.6667
2011-07-19,-28.5714
2011-07-20,-20.0
2011-07-21,5.0
2011-07-26,0.0
2011-07-28,-4.7619
2011-07-29,100.0
2011-08-01,0.0
2011-08-02,-17.5
2011-08-05,-9.0909
2011-08-09,-16.6667
2011-08-10,0.0
2011-08-11,20.0
2011-08-16,46.6667
2011-08-29,22.7273
2011-09-06,-11.1111
2011-09-07,0.0
2011-09-08,0.0
2011-09-19,-47.9167
2011-09-23,20.0
2011-10-05,-33.3333
2011-10-07,50.0
2011-10-10,-35.0
2011-10-11,-48.7179
2011-10-12,10.0
2011-10-13,9.0909
2011-10-14,50.0
2011-10-17,-11.1111
2011-10-18,6.25
2011-10-19,-11.7647
2011-10-20,-20.0
2011-10-24,41.6667
2011-10-25,0.0
2011-10-26,-11.0294
2011-10-27,0.4132
2011-10-28,-14.4033
2011-11-02,0.0
2011-11-04,-6.7308
2011-11-09,18.5567
2011-11-16,-15.6522
2011-11-17,0.5155
2011-11-21,15.8974
2011-11-29,-14.1593
2011-12-01,0.0
2011-12-05,18.5567
2011-12-06,-9.5652
2011-12-07,-11.538499999999999
2011-12-08,13.0435
2011-12-12,10.5769
2011-12-13,4.3478
2011-12-14,33.3333
2011-12-19,-25.0
2011-12-20,0.0
2011-12-21,26.6667
2011-12-27,-21.0526
2011-12-30,13.3333
2012-01-03,-8.8235
2012-01-05,-6.4516
2012-01-06,-10.3448
2012-01-09,0.0
2012-01-10,23.0769
2012-01-11,0.0
2012-01-12,0.0
2012-01-17,-18.75
2012-01-19,0.0
2012-01-20,0.0
2012-01-25,-7.6923
2012-02-02,-16.6667
2012-02-06,0.0
2012-02-08,0.0
2012-02-13,20.0
2012-02-15,0.0
2012-02-27,-16.6667
2012-02-28,-10.0
2012-03-01,44.4444
2012-03-02,-46.1538
2012-03-06,0.0
2012-03-07,35.7143
2012-03-14,5.2632
2012-03-26,-35.0
2012-03-30,38.4615
2012-04-10,5.5556
2012-04-18,-5.2632
2012-04-20,0.0
2012-04-24,22.2222
2012-04-25,0.0
2012-04-26,-9.0909
2012-04-27,-18.75
2012-04-30,-1.5385
2012-05-04,62.5
2012-05-07,15.3846
2012-05-08,-3.3333
2012-05-09,3.4483
2012-05-11,0.0
2012-05-15,-3.3333
2012-05-17,0.0
2012-05-18,-17.2414
2012-05-21,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-29,0.0
2012-05-31,8.3333
2012-06-06,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,15.3846
2012-06-20,-6.6667
2012-06-21,-14.2857
2012-06-22,0.0
2012-06-25,16.6667
2012-06-26,-7.1429
2012-06-27,0.0
2012-07-03,-30.7692
2012-07-31,0.0
2012-08-14,0.0
2012-08-29,0.0
2012-09-10,-37.5
2012-09-12,6.6667
2012-09-20,-16.6667
2012-10-23,-16.25
2012-11-08,329.8507
2012-11-09,-33.3333
2012-11-12,0.0
2012-11-13,-50.0
2012-11-14,66.6667
2012-11-15,-10.0
2012-11-16,-33.3333
2012-11-19,-16.6667
2012-11-20,20.0
2012-11-21,33.3333
2012-11-26,25.0
2012-11-27,-15.0
2012-11-28,11.7647
2012-11-29,-1.3158
2012-11-30,-4.0
2012-12-03,-33.3333
2012-12-04,0.0
2012-12-06,0.0
2012-12-07,16.6667
2012-12-10,-14.2857
2012-12-11,0.0
2012-12-13,16.6667
2012-12-17,14.2857
2012-12-19,-12.5
2012-12-20,-14.2857
2012-12-21,0.0
2012-12-26,33.3333
2012-12-27,-25.0
2012-12-31,-16.6667
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,-12.5
2013-01-08,-8.5714
2013-01-14,0.0
2013-01-16,0.0
2013-01-17,25.0
2013-01-25,0.0
2013-01-31,0.0
2013-02-14,-20.0
2013-03-11,12.5
2013-03-13,-11.1111
2013-03-18,25.0
2013-03-27,100.0
2013-03-28,-40.0
2013-04-01,-16.6667
2013-04-02,0.0
2013-04-04,0.0
2013-04-17,100.0
2013-04-18,90.0
2013-04-19,-21.0526
2013-04-22,33.3333
2013-04-23,0.0
2013-04-25,-15.0
2013-04-30,-23.5294
2013-05-01,0.0
2013-05-07,-23.0769
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-20,-15.0
2013-05-28,-5.8824
2013-06-06,-6.25
2013-06-12,-53.3333
2013-06-14,110.7143
2013-06-19,-5.0847
2013-06-24,0.0
2013-07-09,-14.2857
2013-07-23,-16.6667
2013-07-25,0.0
2013-07-30,0.0
2013-08-12,40.0
2013-08-13,-14.2857
2013-08-23,0.0
2013-08-26,0.0
2013-08-30,16.6667
2013-09-03,0.0
2013-09-04,-14.2857
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-24,0.0
2013-09-26,0.0
2013-10-07,-50.0
2013-10-28,66.6667
2013-11-08,-20.0
2013-11-18,-25.0
2013-11-25,0.0
2013-11-26,-33.3333
2013-11-27,-34.375
2013-12-16,52.381
2013-12-17,-9.375
2013-12-18,-17.2414
2013-12-20,41.6667
2013-12-23,-29.4118
2013-12-27,0.0
2013-12-31,33.3333
2014-01-03,0.0
2014-01-08,0.0
2014-01-14,0.0
2014-01-28,0.0
2014-02-05,0.0
2014-02-25,25.0
2014-03-03,-27.5
2014-03-05,0.0
2014-03-07,0.0
2014-03-11,37.931
2014-03-13,15.0
2014-03-14,4.3478
2014-03-19,16.6667
2014-03-20,0.0
2014-04-10,-28.5714
2014-04-29,0.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-19,-12.5
2014-06-12,-17.1429
2014-06-13,-17.2414
2014-07-15,8.3333
2014-07-31,0.0
2014-08-04,-7.6923
2014-08-05,-8.3333
2014-08-07,-4.5455
2014-08-12,0.0
2014-09-26,4.7619
2014-10-07,0.0
2014-10-20,0.0
2014-10-23,0.0
2014-10-28,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,-4.5455
2014-12-31,0.0
2015-04-10,-23.8095
2015-04-13,37.5
2015-04-14,-13.6364
2015-04-15,-5.2632
2015-04-21,0.0
2015-04-22,44.4444
2015-04-23,-19.2308
2015-04-30,4.7619
2015-05-18,-13.6364
2015-06-01,-5.2632
2015-06-02,5.5556
2015-06-17,0.0
2015-06-29,-15.7895
2015-07-17,12.5
2015-07-20,0.0
2015-07-27,0.0
2015-08-14,0.0
2015-09-14,-11.1111
2015-10-05,31.25
2015-11-02,23.8095
2015-11-03,23.0769
2015-12-09,-34.375
2015-12-28,0.0
2016-01-04,0.0
2016-01-15,0.0
2016-01-29,-9.5238
2016-02-25,15.7895
2016-02-29,0.0
2016-03-23,-4.5455
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,-9.5238
2016-04-01,-15.7895
2016-04-07,0.0
2016-05-17,0.0
2016-05-19,-12.5
2016-06-27,0.0
2016-07-07,0.0
2016-07-08,28.5714
2016-07-13,33.3333
2016-07-14,0.0
2016-07-20,0.0
2016-07-28,0.0
2016-08-25,-8.3333
2016-09-02,0.0
2016-09-27,-18.1818
2016-10-18,0.0
2016-11-25,-27.7778
2016-12-01,0.0
2016-12-02,0.0
2017-01-11,0.0
2017-03-01,84.6154
2017-03-02,12.5
2017-03-03,0.0
2017-03-06,-29.6296
2017-03-08,42.1053
2017-03-10,-29.6296
2017-03-15,-5.2632
2017-04-13,0.0
2017-05-01,33.3333
2017-05-11,-20.8333
2017-05-12,26.3158
2017-05-15,8.3333
2017-05-16,-19.2308
2017-05-17,-9.5238
2017-05-18,0.0
2017-05-31,0.0
2017-06-08,9.473700000000001
2017-06-14,0.0
2017-06-15,-7.6923
2017-06-27,0.0
2017-06-28,25.0
2017-06-30,-33.3333
2017-07-05,10.0
2017-07-13,72.7273
2017-07-14,-42.1053
2017-08-07,0.0
2017-08-25,0.0
2017-10-09,0.0
2017-10-19,63.6364
2017-11-07,-16.6667
2017-11-10,73.3333
2017-12-08,-34.6154
2017-12-20,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-22,76.4706
2018-02-08,0.0
2018-02-09,-6.6667
2018-02-13,51.0714
2018-02-15,6.383
2018-02-20,-33.3333
2018-03-13,-30.3333
2018-03-27,-4.3062000000000005
2018-04-04,-5.0
2018-04-05,-10.0
2018-05-22,5.2632
2018-05-25,0.0
2018-06-11,-16.6667
2018-08-07,66.6667
2018-08-24,-52.0
2018-09-17,25.0
2018-09-27,-6.6667
2018-10-17,120.0
2018-10-18,-22.0779
2018-10-19,-12.5
2018-10-22,-33.3333
2018-10-23,42.8571
2018-10-25,-35.0
2018-11-05,7.6923
2018-11-16,0.0
2018-11-20,0.0
2018-12-03,0.0
2019-01-09,-7.1429
2019-01-15,-7.6923
2019-01-24,8.3333
2019-01-30,53.8462
2019-03-15,-25.0
2019-03-18,0.0
2019-05-14,0.0
2019-06-04,0.0
2019-06-13,0.0
2019-06-27,66.6667
2019-07-12,104.0
2019-07-15,-21.5686
2019-07-16,-10.0
2019-07-17,66.6667
2019-07-18,-31.6667
2019-07-19,0.0
2019-07-22,46.3415
2019-07-23,50.0
2019-07-24,-2.2222
2019-07-25,-37.5
2019-07-26,45.4545
2019-07-29,12.5
2019-07-30,-22.2222
2019-07-31,-14.2857
2019-08-05,25.0
2019-08-07,0.0
2019-08-08,6.6667
2019-08-13,62.5
2019-08-14,-19.2308
2019-08-15,-19.0476
2019-08-16,15.2941
2019-08-19,-6.1224
2019-08-20,27.1739
2019-08-21,-21.3675
2019-08-22,0.0
2019-08-23,0.0
2019-08-27,0.0
2019-08-28,8.6957
2019-08-30,20.0
2019-09-03,-1.25
2019-09-04,-22.3629
2019-09-05,19.5652
2019-09-06,18.1818
2019-09-09,-15.3846
2019-09-11,6.3636
2019-09-12,-10.2564
2019-09-13,14.2857
2019-09-16,-17.5
2019-09-17,9.0909
2019-09-18,-21.2963
2019-09-20,3.5294
2019-09-25,13.4091
2019-10-02,0.2004
2019-10-04,-20.0
2019-10-07,35.0
2019-10-14,-12.037
2019-10-16,-10.526299999999999
2019-10-18,0.0
2019-10-21,29.0
2019-10-22,14.9111
2019-10-23,6.3492
2019-10-24,-2.2388
2019-10-28,-31.2977
2019-10-30,55.5556
2019-10-31,-14.2857
2019-11-01,-12.5
2019-11-04,-12.381
2019-11-05,-28.2609
2019-11-06,-13.4848
2019-11-07,31.3485
2019-11-08,26.6667
2019-11-11,-21.0526
2019-11-12,0.0
2019-11-13,10.6667
2019-11-14,-8.4337
2019-11-15,39.4737
2019-11-19,-24.5283
2019-11-25,1.25
2019-12-02,0.0
2019-12-05,-7.4074
2019-12-06,-3.3333
2019-12-09,29.6552
2019-12-11,-29.7872
2019-12-13,14.3939
2019-12-16,-13.9073
2019-12-20,15.3846
2019-12-26,-26.6667
2019-12-27,36.3636
2019-12-31,-18.6667
2020-01-02,45.7377
2020-01-03,-24.6344
2020-01-06,0.0
2020-01-08,-2.9851
2020-01-27,7.6923
2020-01-31,-7.1429
2020-02-04,36.9231
2020-02-07,-37.0787
2020-02-10,-7.1429
2020-02-18,7.6923
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,-17.8571
2020-02-26,8.6957
2020-02-28,25.0
2020-03-02,-26.4
2020-03-03,0.0
2020-03-06,-2.1739
2020-03-18,4.4444
2020-03-23,-12.766
2020-03-24,0.0
2020-03-26,0.0
2020-04-07,0.0
2020-04-17,0.0
2020-04-20,-2.439
2020-04-24,-2.5
2020-04-28,7.6923
2020-04-29,-28.5714
2020-04-30,-16.6667
2020-05-01,210.0
2020-05-04,-4.5161
2020-05-07,-41.8919
2020-05-11,36.0465
2020-05-18,-24.7863
2020-05-26,0.0
2020-06-02,59.0909
2020-06-05,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-24,-21.4286
2020-06-29,17.2727
2020-07-01,-14.7287
2020-07-13,-20.0
2020-07-14,59.0909
2020-07-16,-11.4286
2020-07-17,9.354800000000001
2020-07-22,0.295
2020-07-24,-4.4118
2020-07-27,-16.1538
2020-07-29,-4.5872
