ticker,MRMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-11,-58.3542
2012-05-15,-19.96
2012-05-16,-50.0
2012-05-17,90.0
2012-05-18,0.0
2012-05-22,-47.3684
2012-05-25,0.0
2012-05-29,-30.0
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,7.1429
2012-06-05,106.6667
2012-06-06,-41.9355
2012-06-08,11.1111
2012-06-11,-25.0
2012-06-12,0.0
2012-06-13,0.0
2012-06-15,0.0
2012-06-19,0.0
2012-06-25,-13.3333
2012-06-27,-7.6923
2012-06-28,0.0
2012-07-02,8.3333
2012-07-03,0.0
2012-07-05,7.6923
2012-07-06,0.0
2012-07-09,21.4286
2012-07-11,0.0
2012-07-12,0.0
2012-07-17,29.4118
2012-07-19,9.0909
2012-07-24,0.0
2012-07-31,-33.3333
2012-08-01,-12.5
2012-08-02,-14.2857
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,8.3333
2012-08-10,-7.6923
2012-08-13,0.0
2012-08-14,-8.3333
2012-08-16,0.0
2012-08-20,-9.0909
2012-08-22,0.0
2012-08-24,0.0
2012-08-27,20.0
2012-08-31,-16.6667
2012-09-05,4.0
2012-09-06,-3.8462
2012-09-10,2.0
2012-09-11,7.8431
2012-09-17,-18.1818
2012-09-28,0.0
2012-10-02,0.0
2012-10-08,-6.6667
2012-10-09,-4.7619
2012-10-10,-5.0
2012-10-11,0.0
2012-10-12,-7.8947
2012-10-15,0.0
2012-10-22,0.0
2012-10-31,-8.5714
2012-11-12,9.375
2012-11-15,0.0
2012-11-21,-17.1429
2012-11-27,37.931
2012-11-29,-37.5
2012-12-04,0.0
2012-12-11,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,0.0
2012-12-28,0.0
2013-01-03,0.0
2013-01-04,90.0
2013-01-07,55.7895
2013-01-08,-18.9189
2013-01-11,-1.6667
2013-01-15,1.6949
2013-01-16,8.3333
2013-01-23,-1.5385
2013-01-24,0.0
2013-01-25,1.5625
2013-01-29,0.0
2013-01-30,-33.8462
2013-01-31,0.0
2013-02-01,51.1628
2013-02-08,0.0
2013-02-11,-23.0769
2013-02-13,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,20.0
2013-02-27,33.3333
2013-02-28,12.5
2013-03-01,-16.6667
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,6.6667
2013-03-07,-6.25
2013-03-13,13.3333
2013-03-14,0.0
2013-03-15,0.0
2013-03-18,23.5294
2013-03-19,14.2857
