ticker,BBDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-15,6.6667
2007-02-16,-6.25
2007-02-20,2.0
2007-02-21,-0.9804
2007-02-22,0.5941
2007-02-23,-2.231
2007-02-26,-2.2148
2007-02-27,-0.4804
2007-02-28,1.7241
2007-03-01,-2.9153000000000002
2007-03-02,0.7682
2007-03-05,0.2772
2007-03-06,-1.1057
2007-03-07,-0.0699
2007-03-08,-1.5385
2007-03-09,0.0
2007-03-12,4.4033999999999995
2007-03-13,-4.4218
2007-03-14,2.0641
2007-03-15,-1.4644
2007-03-16,-1.2739
2007-03-19,1.4337
2007-03-20,-0.5654
2007-03-21,-0.1421
2007-03-22,-1.2811
2007-03-23,0.9373
2007-03-26,-1.5714000000000001
2007-03-27,-2.3948
2007-03-28,3.3457
2007-03-29,-2.1583
2007-03-30,0.3676
2007-04-02,2.7106
2007-04-03,0.5706
2007-04-04,0.6383
2007-04-05,-1.1276
2007-04-09,1.3542
2007-04-10,2.1097
2007-04-11,1.584
2007-04-12,-3.1186
2007-04-13,0.5598
2007-04-16,0.9047
2007-04-17,2.7586
2007-04-18,-2.0805
2007-04-19,-0.5483
2007-04-20,1.8608
2007-04-23,-0.6529
2007-04-24,-0.16
2007-04-25,-1.0914
2007-04-26,-0.6897
2007-04-27,-2.7083
2007-04-30,0.7138
2007-05-01,0.567
2007-05-02,1.8323
2007-05-03,-0.4844
2007-05-04,-0.2086
2007-05-07,1.7422
2007-05-08,-0.3416
2007-05-09,1.0301
2007-05-10,0.068
2007-05-11,0.9517
2007-05-14,0.6734
2007-05-15,-0.3344
2007-05-16,0.6711
2007-05-17,-0.6667
2007-05-18,-1.0067
2007-05-21,-1.0169
2007-05-22,-1.3014000000000001
2007-05-23,0.4858
2007-05-24,0.2762
2007-05-25,0.551
2007-05-29,1.7808000000000002
2007-05-30,-0.2719
2007-05-31,0.2045
2007-06-01,-1.0204
2007-06-04,0.6873
2007-06-05,0.6826
2007-06-06,-0.4746
2007-06-07,0.6131
2007-06-08,-1.2187000000000001
2007-06-11,-1.0966
2007-06-12,1.1781
2007-06-13,0.0685
2007-06-14,0.8214
2007-06-15,1.6293
2007-06-18,-0.4676
2007-06-19,-0.3356
2007-06-20,0.0
2007-06-21,-1.2121
2007-06-22,-1.1588
2007-06-25,-0.6897
2007-06-26,-1.3889
2007-06-27,-0.6338
2007-06-28,-0.8505
2007-06-29,1.2866
2007-07-02,1.976
2007-07-03,0.9689
2007-07-05,0.7539
2007-07-06,1.0204
