ticker,BX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-22,13.0968
2007-06-25,-7.4729
2007-06-26,-5.2096
2007-06-27,-2.6992000000000003
2007-06-28,-0.7687
2007-06-29,-1.4146
2007-07-02,0.0
2007-07-03,1.5373999999999999
2007-07-05,3.0619
2007-07-06,2.8404
2007-07-09,-0.0635
2007-07-10,-4.9238
2007-07-11,-2.5058
2007-07-12,2.8101000000000003
2007-07-13,-0.5
2007-07-16,-0.536
2007-07-17,-1.6167
2007-07-18,-2.773
2007-07-19,-3.7676
2007-07-20,-5.0494
2007-07-23,1.6185
2007-07-24,-2.5028
2007-07-25,-0.7779
2007-07-26,0.7448
2007-07-27,-5.4475
2007-07-30,0.7407
2007-07-31,-1.9199000000000002
2007-08-01,1.2495
2007-08-02,4.1958
2007-08-03,-3.711
2007-08-06,0.574
2007-08-07,1.5084
2007-08-08,1.4859
2007-08-09,-1.385
2007-08-10,1.4445999999999999
2007-08-13,1.7008999999999999
2007-08-14,-4.4341
2007-08-15,-3.5816
2007-08-16,0.8864
2007-08-17,0.7531
2007-08-20,-2.8654
2007-08-21,0.513
2007-08-22,6.0825
2007-08-23,1.3232
2007-08-24,-3.3637
2007-08-27,-2.5389
2007-08-28,-3.1933
2007-08-29,-0.2604
2007-08-30,-1.0444
2007-08-31,1.7149999999999999
2007-09-04,-0.0865
2007-09-05,-4.8897
2007-09-06,0.8189
2007-09-07,-2.7978
2007-09-10,1.5785
2007-09-11,4.6161
2007-09-12,1.6164
2007-09-13,0.6449
2007-09-14,2.1786
2007-09-17,-1.1288
2007-09-18,3.8055
2007-09-19,4.5214
2007-09-20,1.1302
2007-09-21,-2.4277
2007-09-24,-3.1201
2007-09-25,-0.5707
2007-09-26,2.05
2007-09-27,0.8839
2007-09-28,-0.1195
2007-10-01,1.9936
2007-10-02,1.9546999999999999
2007-10-03,4.1794
2007-10-04,1.509
2007-10-05,5.4387
2007-10-08,-2.9574
2007-10-09,0.815
2007-10-10,0.7381
2007-10-11,-1.0816
2007-10-12,-2.1164
2007-10-15,-2.3784
2007-10-16,-3.8391
2007-10-17,1.4203000000000001
2007-10-18,0.3028
2007-10-19,-3.7358000000000002
2007-10-22,2.156
2007-10-23,1.1512
2007-10-24,-0.4932
2007-10-25,-2.4781
2007-10-26,0.0391
2007-10-29,-0.3517
2007-10-30,-0.8235
2007-10-31,0.5536
2007-11-01,-2.2021
2007-11-02,-3.1363
2007-11-05,-0.6227
2007-11-06,-1.1278
