ticker,ROAD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-04,0.8333
2018-05-07,-0.4132
2018-05-08,0.0
2018-05-09,-0.249
2018-05-10,-0.1664
2018-05-11,0.25
2018-05-14,0.9144
2018-05-15,0.1647
2018-05-16,-0.9868
2018-05-17,0.5814
2018-05-18,2.2296
2018-05-21,0.0808
2018-05-22,-1.1299
2018-05-23,-0.0816
2018-05-24,-0.3268
2018-05-25,0.4918
2018-05-29,-1.876
2018-05-30,0.7481
2018-05-31,0.2475
2018-06-01,4.4444
2018-06-04,-1.576
2018-06-05,-1.6013
2018-06-06,0.0
2018-06-07,-1.546
2018-06-08,0.3306
2018-06-11,5.1895
2018-06-12,-0.5482
2018-06-13,7.6378
2018-06-14,2.0483
2018-06-15,-4.8746
2018-06-18,4.5215
2018-06-19,-0.2163
2018-06-20,-4.1908
2018-06-21,1.3575
2018-06-22,0.5208
2018-06-25,-3.5529
2018-06-26,-0.2302
2018-06-27,-1.5385
2018-06-28,1.875
2018-06-29,0.9969
2018-07-02,-1.2149
2018-07-03,0.3075
2018-07-05,-2.9119
2018-07-06,0.4736
2018-07-09,-0.0786
2018-07-10,0.5503
2018-07-11,-2.2674
2018-07-12,0.88
2018-07-13,-1.5067
2018-07-16,1.6907999999999999
2018-07-17,-0.8709
2018-07-18,-1.1182
2018-07-19,0.5654
2018-07-20,-0.5622
2018-07-23,-0.6462
2018-07-24,0.6504
2018-07-25,2.9079
2018-07-26,-2.4333
2018-07-27,0.4827
2018-07-30,-1.3611
2018-07-31,-0.6494
2018-08-01,-0.3268
2018-08-02,-4.2623
2018-08-03,-1.8836
2018-08-06,-0.6981
2018-08-07,-0.8787
2018-08-08,-2.3936
2018-08-09,3.1789
2018-08-10,-2.2007
2018-08-13,7.0207
2018-08-14,0.0841
2018-08-15,0.0
2018-08-16,1.3445
2018-08-17,-0.1658
2018-08-20,-0.6645
2018-08-21,0.5017
2018-08-22,-0.7488
2018-08-23,0.5868
2018-08-24,-0.25
2018-08-27,0.7519
2018-08-28,-0.7463
2018-08-29,0.1671
2018-08-30,0.0834
2018-08-31,1.25
2018-09-04,0.4938
2018-09-05,1.1466
2018-09-06,-0.4858
2018-09-07,1.7901
2018-09-10,-0.8793
2018-09-11,-0.7258
2018-09-12,0.6499
2018-09-13,-1.2913999999999999
2018-09-14,-0.1635
2018-09-17,0.4914
2018-09-18,-0.5705
2018-09-19,0.0
2018-09-20,1.8033000000000001
2018-09-21,1.6907999999999999
