ticker,SSKN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-28,54.2
2005-10-31,-18.1582
2005-11-01,-11.8859
2005-11-02,-8.2734
2005-11-03,0.3922
2005-11-04,8.3984
2005-11-07,6.1261
2005-11-08,4.2445
2005-11-09,-0.6515
2005-11-10,3.1148
2005-11-11,3.3386
2005-11-14,9.8462
2005-11-15,8.5434
2005-11-16,3.2258
2005-11-17,-1.25
2005-11-18,-6.962
2005-11-21,-4.7619
2005-11-22,12.7143
2005-11-23,-1.0139
2005-11-25,-0.128
2005-11-28,2.4359
2005-11-29,-7.3842
2005-11-30,1.3514
2005-12-01,-9.3333
2005-12-02,0.7353
2005-12-05,-0.7299
2005-12-06,-0.7353
2005-12-07,-4.2963000000000005
2005-12-08,11.4551
2005-12-09,-3.3333
2005-12-12,-5.8908000000000005
2005-12-13,-9.0076
2005-12-14,-4.698
2005-12-15,-3.5211
2005-12-16,0.365
2005-12-19,-2.7273
2005-12-20,-0.5607
2005-12-21,3.1955
2005-12-22,1.439
2005-12-23,0.1975
2005-12-27,1.9355
2005-12-28,-6.1181
2005-12-29,2.0599
2005-12-30,-2.2018
2006-01-03,-2.0638
2006-01-04,7.2797
2006-01-05,4.8214
2006-01-06,0.8518
2006-01-09,1.3514
2006-01-10,0.0
2006-01-11,-5.0
2006-01-12,1.7544
2006-01-13,-4.3103
2006-01-17,-3.6036
2006-01-18,-1.6822
2006-01-19,6.4639
2006-01-20,0.0
2006-01-23,-3.3929
2006-01-24,-1.2639
2006-01-25,2.7777
2006-01-26,-1.275
2006-01-27,-0.369
2006-01-30,4.8148
2006-01-31,-5.3004
2006-02-02,1.1194
2006-02-03,-0.369
2006-02-06,0.7407
2006-02-07,-0.7353
2006-02-08,5.3704
2006-02-09,-2.2847
2006-02-10,-1.0791
2006-02-13,-2.1818
2006-02-14,0.3717
2006-02-15,2.4074
2006-02-16,-1.4466999999999999
2006-02-17,10.2752
2006-02-21,-2.8286
2006-02-22,-0.6849
2006-02-27,-4.8276
2006-03-02,1.4493
2006-03-03,-1.4285999999999999
2006-03-07,5.7971
2006-03-08,3.0822
2006-03-09,1.1628
2006-03-10,0.1642
2006-03-13,-9.6721
2006-03-14,-0.1815
2006-03-15,2.7273
2006-03-16,0.0
2006-03-17,0.177
2006-03-20,5.5123999999999995
2006-03-21,-2.0429
2006-03-22,-0.6838
2006-03-23,1.0327
2006-03-27,1.8739
2006-03-28,-2.0067
2006-03-29,-2.7304
2006-03-30,2.2807
