ticker,SBT US Equity
2018-04-12,-0.2244
2018-04-13,-1.4243000000000001
2018-04-16,1.597
2018-04-17,-1.4222000000000001
2018-04-18,-0.1519
2018-04-19,-0.3042
2018-04-20,0.3051
2018-04-23,1.3688
2018-04-24,-0.8252
2018-04-25,-2.9501
2018-04-26,1.0133
2018-04-27,0.3086
2018-04-30,-2.0
2018-05-01,5.4945
2018-05-02,-0.5952
2018-05-03,-0.9731
2018-05-04,0.1512
2018-05-07,0.5283
2018-05-08,0.5255
2018-05-09,0.5228
2018-05-10,0.5944
2018-05-11,0.8124
2018-05-14,-1.7582
2018-05-15,2.0134
2018-05-16,1.9737
2018-05-17,-0.3584
2018-05-18,-0.7914
2018-05-21,0.0725
2018-05-22,-0.3623
2018-05-23,0.5091
2018-05-24,0.6512
2018-05-25,-0.9353
2018-05-29,0.7262
2018-05-30,0.4326
2018-05-31,-2.2254
2018-06-01,2.0558
2018-06-04,2.6619
2018-06-05,-1.5417
2018-06-06,-0.4982
2018-06-07,-1.0014
2018-06-08,-0.0723
2018-06-11,-0.6508
2018-06-12,-0.2911
2018-06-13,-1.7518
2018-06-14,0.2229
2018-06-15,0.9637
2018-06-18,0.5874
2018-06-19,1.3139
2018-06-20,0.3602
2018-06-21,-2.5126
2018-06-22,3.0928
2018-06-25,-0.5714
2018-06-26,-2.4425
2018-06-27,-0.7364
2018-06-28,-1.1128
2018-06-29,0.2251
2018-07-02,1.7216
2018-07-03,0.0
2018-07-05,2.1339
2018-07-06,-0.5764
2018-07-09,0.7246
2018-07-10,-1.6547
2018-07-11,0.3658
2018-07-12,-0.7289
2018-07-13,-1.1747
2018-07-16,-0.1486
2018-07-17,-0.2232
2018-07-18,-1.044
2018-07-19,-2.0347
2018-07-20,1.9231
2018-07-23,0.8302
2018-07-24,2.021
2018-07-25,-0.9538
2018-07-26,-1.037
2018-07-27,0.2246
2018-07-30,-2.6886
2018-07-31,-1.6117
2018-08-01,-0.078
2018-08-02,-0.7026
2018-08-03,-2.8302
2018-08-06,-2.5080999999999998
2018-08-07,-2.8216
2018-08-08,2.3057
2018-08-09,-1.0017
2018-08-10,-1.1804000000000001
2018-08-13,-3.0717
2018-08-14,-0.088
2018-08-15,-1.7621
2018-08-16,1.7936999999999999
2018-08-17,-0.8811
2018-08-20,1.3333
2018-08-21,0.7895
2018-08-22,-0.2611
2018-08-23,0.6108
2018-08-24,4.1667
2018-08-27,-4.0833
2018-08-28,3.0408
2018-08-29,1.4334
2018-08-30,1.995
2018-08-31,-0.163
2018-09-04,5.2245
2018-09-05,-3.1808
2018-09-06,1.6827
2018-09-07,0.0
2018-09-10,-0.1576
2018-09-11,-0.0789
2018-09-12,-1.5008
2018-09-13,0.2406
2018-09-14,1.52
2018-09-17,0.788
2018-09-18,-1.7983
2018-09-19,3.9809
2018-09-20,0.3063
2018-09-21,-5.2672
2018-09-24,-3.7067
2018-09-25,-2.3431
2018-09-26,-0.9426
2018-09-27,-4.8443000000000005
2018-09-28,2.8182
2018-10-01,2.0336
2018-10-02,-0.7799
2018-10-03,2.0087
2018-10-04,-0.3425
2018-10-05,-1.0309
2018-10-08,1.7361
2018-10-09,-1.1945000000000001
2018-10-10,-2.8497
2018-10-11,-0.4444
2018-10-12,-2.6786
2018-10-15,0.7339
2018-10-16,2.5501
2018-10-17,-1.1545
2018-10-18,-2.336
2018-10-19,-1.5638999999999998
2018-10-22,-1.4019
2018-10-23,-3.5071
2018-10-24,-5.9921
2018-10-25,4.5977
2018-10-26,-1.0989
2018-10-29,1.4141
2018-10-30,0.0
2018-10-31,3.0876
2018-11-01,-1.5459
2018-11-02,-2.3553
2018-11-05,-4.7236
2018-11-06,-1.4768
2018-11-07,2.2484
2018-11-08,-2.6178
2018-11-09,1.7204000000000002
2018-11-12,-1.3742
2018-11-13,2.4116
2018-11-14,-3.2967
2018-11-15,2.4892
2018-11-16,-0.2112
2018-11-19,-1.5873
2018-11-20,-3.6559
2018-11-21,-0.3348
2018-11-23,-0.7848
2018-11-26,-1.6949
2018-11-27,0.1149
2018-11-28,-0.1148
2018-11-29,-0.3448
2018-11-30,-2.7682
2018-12-03,0.4745
2018-12-04,-9.209
2018-12-06,3.3810000000000002
2018-12-07,-0.3774
2018-12-10,2.2727
2018-12-11,1.4815
2018-12-12,4.5012
2018-12-13,1.2806
2018-12-14,-3.5632
2018-12-17,-3.4565
2018-12-18,-2.5926
2018-12-19,-2.9151
2018-12-20,-0.9138
2018-12-21,-4.4796
2018-12-24,-1.7931
2018-12-26,0.4213
2018-12-27,-0.8392
2018-12-28,0.141
2018-12-31,-2.1127
2019-01-02,3.3094
2019-01-03,0.8357
2019-01-04,7.8729
2019-01-07,-5.2497
2019-01-08,2.1622
2019-01-09,1.0582
2019-01-10,-2.8796
2019-01-11,10.6469
2019-01-14,2.5579
2019-01-15,-0.2375
2019-01-16,0.5952
2019-01-17,-1.0651
2019-01-18,0.1196
2019-01-22,-4.779
2019-01-23,-1.0038
2019-01-24,1.3942
2019-01-25,3.75
2019-01-28,-2.4096
2019-01-29,8.642
2019-01-30,0.5682
2019-01-31,-2.8249
2019-02-01,1.8605
2019-02-04,5.0228
2019-02-05,-2.2826
2019-02-06,0.7786
2019-02-07,3.532
2019-02-08,3.0917
2019-02-11,1.5512000000000001
2019-02-12,1.3237999999999999
2019-02-13,1.5074999999999998
2019-02-14,-1.4851
2019-02-15,2.4121
2019-02-19,0.3925
2019-02-20,1.0753
2019-02-21,-0.1934
2019-02-22,-0.097
2019-02-25,-1.7476
2019-02-26,0.2964
2019-02-27,-3.1527
2019-02-28,2.645
2019-03-01,0.2973
2019-03-04,-2.0751
2019-03-05,-0.1009
2019-03-06,-2.8283
2019-03-07,-0.2079
2019-03-08,-0.5208
2019-03-11,4.712
2019-03-12,-0.8
2019-03-13,-2.2177
2019-03-14,2.8866
2019-03-15,0.4008
2019-03-18,4.99
2019-03-19,-4.4677
2019-03-20,1.0945
2019-03-21,-1.3780000000000001
2019-03-22,-4.0918
2019-03-25,-2.1852
2019-03-26,6.0638
2019-03-27,-0.2006
2019-03-28,0.7035
2019-03-29,1.1976
2019-04-01,0.2959
2019-04-02,-1.7699
2019-04-03,0.0
2019-04-04,1.8018
2019-04-05,-1.2783
2019-04-08,-0.5976
2019-04-09,-0.6012
2019-04-10,-0.8065
2019-04-11,1.626
2019-04-12,0.7
2019-04-15,-1.8868
2019-04-16,0.5061
2019-04-17,-0.7049
2019-04-18,-1.217
2019-04-22,-2.0534
2019-04-23,2.3061
2019-04-24,0.2049
2019-04-25,-1.9426999999999999
2019-04-26,0.4171
2019-04-29,3.4268
2019-04-30,-1.7067999999999999
2019-05-01,-2.4515000000000002
2019-05-02,2.7225
2019-05-03,0.6116
2019-05-06,0.0
2019-05-07,0.5066
2019-05-08,0.4032
2019-05-09,0.8032
2019-05-10,0.2988
2019-05-13,-3.2771
2019-05-14,1.3347
2019-05-15,-0.6079
2019-05-16,0.5097
2019-05-17,0.0
2019-05-20,1.0142
2019-05-21,1.1044
2019-05-22,-0.6951
2019-05-23,-4.3
2019-05-24,1.2551999999999999
2019-05-28,-1.5495999999999999
2019-05-29,-1.6789
2019-05-30,-2.1345
2019-05-31,-3.0534
2019-06-03,3.2621
2019-06-04,3.3769
2019-06-05,-0.5269
2019-06-06,-0.3178
2019-06-07,1.8066
2019-06-10,0.9395
2019-06-11,1.0341
2019-06-12,0.3071
2019-06-13,-0.7143
2019-06-14,0.925
2019-06-17,3.7678000000000003
2019-06-18,-0.1963
2019-06-19,-2.5564999999999998
2019-06-20,-0.9082
2019-06-21,2.444
2019-06-24,-1.5905
2019-06-25,-1.9192
2019-06-26,0.7209
2019-06-27,2.6585
2019-06-28,-0.6972
2019-07-01,-0.6018
2019-07-02,1.5135999999999998
2019-07-03,-0.1988
2019-07-05,0.5976
2019-07-08,-0.495
2019-07-09,2.2886
2019-07-10,-2.2374
2019-07-11,-1.791
2019-07-12,2.1277
2019-07-15,-1.3889
2019-07-16,-0.1006
2019-07-17,1.2085
2019-07-18,0.2985
2019-07-19,-1.4881
2019-07-22,0.5035
2019-07-23,-0.3006
2019-07-24,2.9146
2019-07-25,-2.2461
2019-07-26,-0.7992
2019-07-29,-0.7049
2019-07-30,-0.4057
2019-07-31,0.0
2019-08-01,-1.3237999999999999
2019-08-02,-0.2064
2019-08-05,-1.9647999999999999
2019-08-06,-0.3165
2019-08-07,-1.0582
2019-08-08,-1.1764999999999999
2019-08-09,0.7576
2019-08-12,-2.3631
2019-08-13,0.5501
2019-08-14,-1.3129
2019-08-15,0.3326
2019-08-16,4.5304
2019-08-19,1.4799
2019-08-20,0.3125
2019-08-21,-0.1038
2019-08-22,1.1435
2019-08-23,-2.572
2019-08-26,2.0063
2019-08-27,-4.5549
2019-08-28,2.3861
2019-08-29,-0.6356
2019-08-30,-0.533
2019-09-03,-2.1436
2019-09-04,0.8762
2019-09-05,2.4973
2019-09-06,-1.4830999999999999
2019-09-09,3.871
2019-09-10,1.9668999999999999
2019-09-11,1.6244
2019-09-12,0.1998
2019-09-13,1.3958
2019-09-16,-1.1799
2019-09-17,0.0995
2019-09-18,-1.2922
2019-09-19,-0.6042
2019-09-20,2.5329
2019-09-23,-0.6917
2019-09-24,-0.796
2019-09-25,-0.3009
2019-09-26,-0.4024
2019-09-27,-1.8182
2019-09-30,0.4115
2019-10-01,-0.2049
2019-10-02,1.9506999999999999
2019-10-03,-1.8127
2019-10-04,0.9231
2019-10-07,0.1016
2019-10-08,-0.4061
2019-10-09,1.2232
2019-10-10,-0.6042
2019-10-11,0.4053
2019-10-14,0.4036
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.5025
2019-10-18,-0.1
2019-10-21,0.1001
2019-10-22,-0.1
2019-10-23,0.1001
2019-10-24,-0.5
2019-10-25,0.5025
2019-10-28,0.0
2019-10-29,-2.2
2019-10-30,-0.818
2019-10-31,-0.1031
2019-11-01,0.6192
2019-11-04,1.0256
2019-11-05,1.5228000000000002
2019-11-06,-0.1
2019-11-07,0.1001
2019-11-08,0.1
2019-11-11,0.3996
2019-11-12,-0.597
2019-11-13,-0.5005
2019-11-14,0.0
2019-11-15,-0.2012
2019-11-18,-0.2016
2019-11-19,0.303
2019-11-20,-0.8056
2019-11-21,0.203
2019-11-22,0.4053
2019-11-25,-2.0202
2019-11-26,-0.4124
2019-11-27,-0.4141
2019-11-29,0.7277
2019-12-02,-0.9288
2019-12-03,-1.0417
2019-12-04,-0.2105
2019-12-05,-0.1055
2019-12-06,-0.2112
2019-12-09,-22.8571
2019-12-10,-3.7037
2019-12-11,-0.1425
2019-12-12,3.709
2019-12-13,-1.9257
2019-12-16,4.4881
2019-12-17,3.8926
2019-12-18,0.2584
2019-12-19,-0.1289
2019-12-20,2.3226
2019-12-23,-1.0088
2019-12-24,0.5096
2019-12-26,-0.6337
2019-12-27,1.9133
2019-12-30,0.5006
2019-12-31,0.8717
2020-01-02,0.4938
2020-01-03,-2.3342
2020-01-06,-0.7547
2020-01-07,-1.1407
2020-01-08,0.641
2020-01-09,1.1465
2020-01-10,-1.3854
2020-01-13,0.894
2020-01-14,-1.2658
2020-01-15,-1.2821
2020-01-16,1.9481000000000002
2020-01-17,-2.293
2020-01-21,-1.3038
2020-01-22,-1.7173
2020-01-23,-0.5376
2020-01-24,0.6757
2020-01-27,2.4161
2020-01-28,0.0
2020-01-29,0.6553
2020-01-30,-0.2604
2020-01-31,-4.3081
2020-02-03,2.1828
2020-02-04,-1.0681
2020-02-05,-0.2699
2020-02-06,-1.2179
2020-02-07,-0.8219
2020-02-10,0.2762
2020-02-11,-0.8264
2020-02-12,1.3889
2020-02-13,0.5479
2020-02-14,-0.2725
2020-02-18,-1.2295
2020-02-19,-1.1065
2020-02-20,1.6783000000000001
2020-02-21,-1.5152
2020-02-24,0.4196
2020-02-25,-1.2535
2020-02-26,1.2694
2020-02-27,-1.1142
2020-02-28,-1.4085
2020-03-02,1.4285999999999999
2020-03-03,0.0
2020-03-04,0.1408
2020-03-05,-4.2194
2020-03-06,-2.0558
2020-03-09,-26.8366
2020-03-10,-0.6148
2020-03-11,-10.5155
2020-03-12,-2.9954
2020-03-13,2.6128
2020-03-16,-8.7963
2020-03-17,15.2284
2020-03-18,-35.2423
2020-03-19,4.7619
2020-03-20,3.8961
2020-03-23,-0.3125
2020-03-24,33.2288
2020-03-25,9.4118
2020-03-26,-8.8172
2020-03-27,-8.0189
2020-03-30,-2.0513
2020-03-31,12.5654
2020-04-01,-10.4651
2020-04-02,-9.0909
2020-04-03,-5.7143
2020-04-06,9.3939
2020-04-07,-4.9861
2020-04-08,13.7026
2020-04-09,1.0256
2020-04-13,-4.0609
2020-04-14,-2.6455
2020-04-15,-8.6957
2020-04-16,-5.9524
2020-04-17,-0.6329
2020-04-20,-0.9554
2020-04-21,-6.7524
2020-04-22,-4.1379
2020-04-23,-0.7194
2020-04-24,0.0
2020-04-27,13.7681
2020-04-28,0.9554
2020-04-29,28.7066
2020-04-30,-11.5196
2020-05-01,-7.2022
2020-05-04,4.1791
2020-05-05,-6.3037
2020-05-06,-4.5872
2020-05-07,4.1667
2020-05-08,9.538499999999999
2020-05-11,-1.6854
2020-05-12,-10.0
2020-05-13,-2.5397
2020-05-14,-1.6287
2020-05-15,-6.2914
2020-05-18,3.1802
2020-05-19,-3.7671
2020-05-20,0.7117
2020-05-21,-2.4735
2020-05-22,0.0
2020-05-26,-3.9855
2020-05-27,12.0755
2020-05-28,3.367
2020-05-29,-7.1661
2020-06-01,-3.1579
2020-06-02,-2.8986
2020-06-03,7.8358
2020-06-04,29.4118
2020-06-05,1.0695000000000001
2020-06-08,7.9365
2020-06-09,-6.6176
2020-06-10,9.1864
2020-06-11,-11.7788
2020-06-12,1.0899
2020-06-15,0.8086
2020-06-16,-4.2781
2020-06-17,-4.7486
2020-06-18,-6.1584
2020-06-19,2.8125
2020-06-22,-2.1277
2020-06-23,0.6211
2020-06-24,-4.9383
2020-06-25,0.0
2020-06-26,2.2727
2020-06-29,7.619
2020-06-30,5.6047
2020-07-01,-2.7933
2020-07-02,-0.5747
2020-07-06,4.0462
2020-07-07,-8.3333
2020-07-08,3.0303
2020-07-09,-5.0
2020-07-10,2.1672
2020-07-13,0.4545
2020-07-14,-1.3575
2020-07-15,5.1988
2020-07-16,-1.7442
2020-07-17,2.071
2020-07-20,-4.058
2020-07-21,3.9275
2020-07-22,-2.6163
2020-07-23,-3.8806000000000003
2020-07-24,-1.2422
2020-07-27,1.8868
2020-07-28,-0.6173
2020-07-29,-1.8634
2020-07-30,-1.8987
2020-07-31,-1.6129
