ticker,LKFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.2551999999999999
2000-01-05,-0.4132
2000-01-06,1.5602
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.823
2000-01-13,1.2245
2000-01-14,4.8387
2000-01-18,-5.3846
2000-01-19,0.0
2000-01-20,0.813
2000-01-21,-1.2097
2000-01-24,6.1224
2000-01-25,8.461500000000001
2000-01-26,-12.0567
2000-01-31,8.0645
2000-02-01,-4.4776
2000-02-03,-1.5625
2000-02-04,-2.3810000000000002
2000-02-07,-1.626
2000-02-08,1.6529
2000-02-09,4.065
2000-02-10,-5.4687
2000-02-17,0.8264
2000-02-18,-2.0492
2000-02-22,-0.4184
2000-02-23,4.2017
2000-02-24,0.0
2000-02-25,-3.2258
2000-02-28,0.0
2000-03-02,-6.6667
2000-03-03,0.0
2000-03-06,-1.7856999999999998
2000-03-08,-1.8182
2000-03-09,0.0
2000-03-10,-1.8519
2000-03-13,0.0
2000-03-14,3.7736
2000-03-15,1.8182
2000-03-16,0.0
2000-03-17,-1.7856999999999998
2000-03-20,0.0
2000-03-21,0.0
2000-03-23,-3.6364
2000-03-27,-1.8868
2000-03-28,3.8462
2000-03-29,-3.7037
2000-03-30,-0.9615
2000-03-31,2.9126
2000-04-05,-0.9434
2000-04-06,1.9428999999999998
2000-04-10,-2.8302
2000-04-12,3.3981
2000-04-13,-0.4695
2000-04-14,0.0
2000-04-17,-1.8868
2000-04-18,0.9615
2000-04-19,0.9524
2000-04-20,-3.3019
2000-04-25,0.4878
2000-04-26,-2.9126
2000-04-28,-4.0
2000-05-01,2.0833
2000-05-02,14.2857
2000-05-03,0.8929
2000-05-09,-5.3097
2000-05-10,-9.3458
2000-05-11,1.0309
2000-05-12,10.2041
2000-05-15,-14.8148
2000-05-17,4.3478
2000-05-18,8.3333
2000-05-23,-5.7692
2000-05-24,2.0408
2000-05-25,2.0
2000-05-26,1.9607999999999999
2000-05-30,-3.8462
2000-06-02,4.0
2000-06-05,0.0
2000-06-07,3.8462
2000-06-09,-3.7037
2000-06-12,3.8462
2000-06-14,-3.7037
2000-06-15,-3.8462
2000-06-19,4.0
2000-06-20,-3.8462
2000-06-28,0.0
2000-06-29,1.0
2000-06-30,-8.9109
2000-07-03,0.0
2000-07-05,0.0
2000-07-06,5.4783
2000-07-07,0.0
2000-07-10,3.125
2000-07-11,1.0101
2000-07-13,-1.5
2000-07-18,-2.5381
2000-07-19,1.5625
2000-07-20,0.5128
2000-07-21,5.6122
