ticker,URBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-05,0.0
2009-11-06,17.647100000000002
2009-11-09,0.0
2009-11-10,6.0
2009-11-11,13.2075
2009-11-12,5.8333
2009-11-13,-1.5748
2009-11-16,-13.6
2009-11-17,4.6296
2009-11-18,5.7522
2009-11-19,-1.2551999999999999
2009-11-20,-0.8475
2009-11-23,5.1282
2009-11-24,1.626
2009-11-25,1.2
2009-11-27,0.0791
2009-11-30,-15.5608
2009-12-01,-0.8419
2009-12-02,3.7736
2009-12-03,8.1818
2009-12-04,-2.521
2009-12-07,-5.1724
2009-12-08,5.4545
2009-12-09,0.0
2009-12-10,-0.8621
2009-12-11,-4.3478
2009-12-14,1.8182
2009-12-15,-1.7856999999999998
2009-12-16,0.0
2009-12-17,-1.8182
2009-12-18,-7.4074
2009-12-21,-13.5
2009-12-22,17.9191
2009-12-23,0.0
2009-12-24,-11.7647
2009-12-28,11.1111
2009-12-29,2.0
2009-12-30,-1.9607999999999999
2009-12-31,-5.0
2010-01-04,-3.1579
2010-01-05,-2.1739
2010-01-06,7.7778
2010-01-07,-4.1237
2010-01-08,0.0
2010-01-11,-3.2258
2010-01-12,0.0
2010-01-13,-4.4444
2010-01-14,4.0698
2010-01-15,0.5587
2010-01-19,-2.2222
2010-01-20,4.5455
2010-01-21,1.087
2010-01-22,-5.3763
2010-01-25,-7.9545
2010-01-26,-9.8765
2010-01-27,24.6575
2010-01-28,-2.1978
2010-01-29,-6.7416
2010-02-01,-2.4096
2010-02-02,-4.9383
2010-02-03,-2.5974
2010-02-04,0.0
2010-02-05,-1.3333
2010-02-08,-2.7027
2010-02-09,-5.5556
2010-02-10,-17.647100000000002
2010-02-11,7.1429
2010-02-12,-3.3333
2010-02-16,-22.4138
2010-02-17,11.1111
2010-02-18,-6.0
2010-02-19,0.0
2010-02-22,6.383
2010-02-23,0.0
2010-02-24,-6.0
2010-02-25,6.383
2010-02-26,0.0
2010-03-01,-12.0
2010-03-02,4.5455
2010-03-03,-4.3478
2010-03-04,-2.2727
2010-03-05,-2.3256
2010-03-08,-2.3810000000000002
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,2.439
2010-03-12,-4.7619
2010-03-15,-5.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,5.2632
2010-03-19,0.0
2010-03-22,2.5
2010-03-23,-2.439
2010-03-24,0.0
2010-03-25,-20.0
2010-03-26,18.75
2010-03-29,0.0
2010-03-30,-15.7895
2010-03-31,0.0
