ticker,FINV US Equity
2018-04-06,-0.5618
2018-04-09,0.0
2018-04-10,-0.8475
2018-04-11,0.0
2018-04-12,-0.7123
2018-04-13,-1.4346999999999999
2018-04-16,-2.329
2018-04-17,1.1923
2018-04-18,0.4418
2018-04-19,-1.7595
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.8955
2018-04-25,-1.3314
2018-04-26,0.2999
2018-04-27,0.5979
2018-04-30,1.0401
2018-05-01,-3.3824
2018-05-02,-0.3044
2018-05-03,-0.3053
2018-05-04,0.0
2018-05-07,0.4594
2018-05-08,-0.6098
2018-05-09,2.6074
2018-05-10,2.0927
2018-05-11,-1.4641
2018-05-14,2.2288
2018-05-15,15.9884
2018-05-16,4.6366
2018-05-17,-3.2335
2018-05-18,-7.9208
2018-05-21,-1.6129
2018-05-22,0.8197
2018-05-23,-0.4065
2018-05-24,1.0884
2018-05-25,-0.9421
2018-05-29,1.087
2018-05-30,0.0
2018-05-31,-0.1344
2018-06-01,3.4993
2018-06-04,-9.7529
2018-06-05,-4.611
2018-06-06,2.2659000000000002
2018-06-07,0.2954
2018-06-08,-3.2401
2018-06-11,-0.9132
2018-06-12,-0.6144
2018-06-13,-0.7728
2018-06-14,-3.271
2018-06-15,6.6023
2018-06-18,-0.1511
2018-06-19,-5.1437
2018-06-20,1.7544
2018-06-21,-0.7837
2018-06-22,-2.0537
2018-06-25,-3.3871
2018-06-26,-2.5042
2018-06-27,1.0274
2018-06-28,1.1864
2018-06-29,-0.335
2018-07-02,-1.3445
2018-07-03,-2.8961
2018-07-05,1.5789
2018-07-06,0.1727
2018-07-09,-5.3448
2018-07-10,-11.8397
2018-07-11,-6.6116
2018-07-12,1.5487
2018-07-13,-5.0109
2018-07-16,0.6881
2018-07-17,0.9112
2018-07-18,-4.2889
2018-07-19,-5.8962
2018-07-20,2.5063
2018-07-23,3.1785
2018-07-24,11.6114
2018-07-25,4.6709
2018-07-26,-0.4057
2018-07-27,-2.8513
2018-07-30,-1.8868
2018-07-31,-2.9915000000000003
2018-08-01,-11.674
2018-08-02,2.9925
2018-08-03,1.6949
2018-08-06,-0.4762
2018-08-07,4.067
2018-08-08,-0.6897
2018-08-09,1.8519
2018-08-10,-8.4091
2018-08-13,1.737
2018-08-14,5.122
2018-08-15,-2.7842000000000002
2018-08-16,1.9093
2018-08-17,13.5831
2018-08-20,5.567
2018-08-21,1.3672
2018-08-22,5.973
2018-08-23,0.0
2018-08-24,8.1818
2018-08-27,-4.0336
2018-08-28,1.9264000000000001
2018-08-29,2.9210000000000003
2018-08-30,2.0033
2018-08-31,6.383
2018-09-04,4.9231
2018-09-05,-1.0264
2018-09-06,-7.8519
2018-09-07,0.1608
2018-09-10,-7.0626
2018-09-11,1.5544
2018-09-12,1.5306
2018-09-13,-0.67
2018-09-14,2.1922
2018-09-17,-0.33
2018-09-18,-2.8146
2018-09-19,-0.1704
2018-09-20,0.5119
2018-09-21,12.0543
2018-09-24,-9.2424
2018-09-25,-3.8397
2018-09-26,-6.7708
2018-09-27,-0.3724
2018-09-28,0.5607
2018-10-01,-1.487
2018-10-02,-0.7547
2018-10-03,6.4639
2018-10-04,2.6786
2018-10-05,4.0
2018-10-08,0.8361
2018-10-09,-0.6633
2018-10-10,-1.5025
2018-10-11,-0.678
2018-10-12,0.6826
2018-10-15,1.5253999999999999
2018-10-16,0.0
2018-10-17,0.8347
2018-10-18,-2.3179
2018-10-19,-1.1864
2018-10-22,-1.8868
2018-10-23,-3.8462
2018-10-24,-1.2727
2018-10-25,5.8932
2018-10-26,-2.087
2018-10-29,-0.8881
2018-10-30,-2.1505
2018-10-31,4.5788
2018-11-01,8.9317
2018-11-02,1.1254
2018-11-05,-5.4054
2018-11-06,-4.8739
2018-11-07,1.5901
2018-11-08,0.1739
2018-11-09,-2.0833
2018-11-12,-3.5461
2018-11-13,3.8603
2018-11-14,6.0177
2018-11-15,-1.3356
2018-11-16,-6.7682
2018-11-19,-1.2704
2018-11-20,5.6985
2018-11-21,7.6522
2018-11-23,0.8078
2018-11-26,-0.8013
2018-11-27,0.1616
2018-11-28,1.129
2018-11-29,-10.0478
2018-11-30,-1.5957
2018-12-03,1.6216
2018-12-04,-10.461
2018-12-06,-0.198
2018-12-07,-0.7937
2018-12-10,-1.0
2018-12-11,-10.5051
2018-12-12,0.9029
2018-12-13,10.0671
2018-12-14,-10.7724
2018-12-17,-8.656
2018-12-18,-2.7431
2018-12-19,-3.0769
2018-12-20,-0.5291
2018-12-21,2.6596
2018-12-24,-1.0363
2018-12-26,-3.1414
2018-12-27,-2.7027
2018-12-28,1.6667
2018-12-31,-1.6393
2019-01-02,2.5
2019-01-03,-1.626
2019-01-04,2.2039
2019-01-07,4.8518
2019-01-08,-3.0848
2019-01-09,0.2653
2019-01-10,2.1164
2019-01-11,1.2953000000000001
2019-01-14,-5.3708
2019-01-15,0.5405
2019-01-16,1.8817
2019-01-17,-0.5277
2019-01-18,-2.3872999999999998
2019-01-22,-4.0761
2019-01-23,-7.0822
2019-01-24,-5.4878
2019-01-25,7.7419
2019-01-28,-2.0958
2019-01-29,5.5046
2019-01-30,0.5797
2019-01-31,2.5937
2019-02-01,1.1236
2019-02-04,-2.7778
2019-02-05,0.5714
2019-02-06,-1.4205
2019-02-07,0.2882
2019-02-08,-2.2989
2019-02-11,2.9412000000000003
2019-02-12,4.2857
2019-02-13,0.5479
2019-02-14,1.6349
2019-02-15,4.8257
2019-02-19,4.0921
2019-02-20,-0.2457
2019-02-21,6.1576
2019-02-22,2.7842000000000002
2019-02-25,13.3183
2019-02-26,6.9721
2019-02-27,-3.7244
2019-02-28,-6.7698
2019-03-01,10.9959
2019-03-04,1.1215
2019-03-05,-2.2181
2019-03-06,-2.8355
2019-03-07,-4.2802
2019-03-08,-7.7236
2019-03-11,5.0661
2019-03-12,0.2096
2019-03-13,3.3473
2019-03-14,0.8097
2019-03-15,-1.6064
2019-03-18,-6.5306
2019-03-19,0.4367
2019-03-20,-6.7391
2019-03-21,0.9324
2019-03-22,-7.6212
2019-03-25,0.75
2019-03-26,-3.9702
2019-03-27,0.0
2019-03-28,-0.2584
2019-03-29,-2.0725
2019-04-01,0.7937
2019-04-02,4.1995000000000005
2019-04-03,4.2821
2019-04-04,2.4154999999999998
2019-04-05,8.8889
2019-04-08,9.5238
2019-04-09,1.8634
2019-04-10,-1.4228
2019-04-11,3.0928
2019-04-12,5.8
2019-04-15,-1.1342
2019-04-16,4.3977
2019-04-17,0.9158
2019-04-18,-2.3593
2019-04-22,0.7435
2019-04-23,3.69
2019-04-24,-2.1352
2019-04-25,-5.8182
2019-04-26,3.668
2019-04-29,0.0
2019-04-30,-2.7933
2019-05-01,-3.8314
2019-05-02,9.9602
2019-05-03,9.058
2019-05-06,-2.4917
2019-05-07,-3.4072
2019-05-08,-2.1164
2019-05-09,-4.5045
2019-05-10,3.5849
2019-05-13,-8.561
2019-05-14,8.5657
2019-05-15,-2.7523
2019-05-16,7.3585
2019-05-17,-0.8787
2019-05-20,-15.6028
2019-05-21,12.395
2019-05-22,0.3738
2019-05-23,-6.8901
2019-05-24,2.8
2019-05-28,-3.1128
2019-05-29,-1.6064
2019-05-30,-1.0204
2019-05-31,-2.8866
2019-06-03,2.9724
2019-06-04,2.0619
2019-06-05,-4.8485
2019-06-06,-1.0616
2019-06-07,-0.6438
2019-06-10,4.9676
2019-06-11,2.8807
2019-06-12,-9.6
2019-06-13,-1.7699
2019-06-14,-10.1351
2019-06-17,-0.7519
2019-06-18,2.0202
2019-06-19,5.6931
2019-06-20,8.1967
2019-06-21,-9.7403
2019-06-24,3.5971
2019-06-25,-2.0833
2019-06-26,0.2364
2019-06-27,0.4717
2019-06-28,2.1127
2019-07-01,1.3793
2019-07-02,7.7097999999999995
2019-07-03,-4.6316
2019-07-05,-1.766
2019-07-08,-4.2697
2019-07-09,4.2254
2019-07-10,-2.027
2019-07-11,4.1379
2019-07-12,-1.3245
2019-07-15,0.4474
2019-07-16,-2.2272
2019-07-17,0.4556
2019-07-18,-4.0816
2019-07-19,-5.6738
2019-07-22,0.0
2019-07-23,4.2607
2019-07-24,0.7212
2019-07-25,-5.4893
2019-07-26,0.0
2019-07-29,-0.5051
2019-07-30,-2.7919
2019-07-31,1.3054999999999999
2019-08-01,-1.0309
2019-08-02,-0.2604
2019-08-05,-3.1332
2019-08-06,-0.2695
2019-08-07,0.0
2019-08-08,0.5405
2019-08-09,-7.2581
2019-08-12,-1.1594
2019-08-13,-4.3988
2019-08-14,-6.7485
2019-08-15,12.8289
2019-08-16,6.1224
2019-08-19,1.3736
2019-08-20,0.271
2019-08-21,0.0
2019-08-22,-4.5946
2019-08-23,4.2493
2019-08-26,5.4348
2019-08-27,-2.8350999999999997
2019-08-28,0.5305
2019-08-29,1.5831
2019-08-30,-2.8571
2019-09-03,-2.4064
2019-09-04,2.4657999999999998
2019-09-05,1.8717000000000001
2019-09-06,-0.7874
2019-09-09,3.4392
2019-09-10,0.0
2019-09-11,1.023
2019-09-12,-2.2785
2019-09-13,1.5544
2019-09-16,-3.3163
2019-09-17,-6.3325
2019-09-18,-3.662
2019-09-19,0.8772
2019-09-20,0.5797
2019-09-23,3.4582
2019-09-24,-6.6852
2019-09-25,-0.597
2019-09-26,-6.9069
2019-09-27,-6.4516
2019-09-30,0.0
2019-10-01,-3.1034
2019-10-02,3.5587
2019-10-03,-1.3746
2019-10-04,-1.0453
2019-10-07,-2.1127
2019-10-08,-5.036
2019-10-09,7.197
2019-10-10,-0.7067
2019-10-11,0.7117
2019-10-14,-1.0601
2019-10-15,-0.3571
2019-10-16,1.0753
2019-10-17,4.6099
2019-10-18,-1.3559
2019-10-21,-2.4055
2019-10-22,-0.3521
2019-10-23,-4.5936
2019-10-24,3.3333
2019-10-25,-1.0753
2019-10-28,7.2464
2019-10-29,2.3649
2019-10-30,-2.6403
2019-10-31,-5.0847
2019-11-01,4.6429
2019-11-04,0.3413
2019-11-05,0.0
2019-11-06,-1.3605
2019-11-07,3.1034
2019-11-08,-0.3344
2019-11-11,2.6846
2019-11-12,-1.9607999999999999
2019-11-13,-1.6667
2019-11-14,1.0169
2019-11-15,1.0067
2019-11-18,-4.6512
2019-11-19,-23.3449
2019-11-20,0.4545
2019-11-21,-6.7873
2019-11-22,4.3689
2019-11-25,8.8372
2019-11-26,5.1282
2019-11-27,9.7561
2019-11-29,8.5185
2019-12-02,-11.6041
2019-12-03,-5.7915
2019-12-04,-3.2787
2019-12-05,-2.9661
2019-12-06,6.1135
2019-12-09,-3.7037
2019-12-10,0.0
2019-12-11,2.1368
2019-12-12,-2.9289
2019-12-13,-4.7414
2019-12-16,4.9774
2019-12-17,0.431
2019-12-18,-0.4292
2019-12-19,0.8621
2019-12-20,-1.7094
2019-12-23,-3.4783
2019-12-24,1.3514
2019-12-26,6.6667
2019-12-27,2.5
2019-12-30,1.626
2019-12-31,6.0
2020-01-02,5.6604
2020-01-03,0.7143
2020-01-06,-9.2199
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,3.9063
2020-01-10,-4.1353
2020-01-13,5.4902
2020-01-14,-1.8587
2020-01-15,-2.6515
2020-01-16,-8.9494
2020-01-17,-0.4274
2020-01-21,0.0
2020-01-22,3.0043
2020-01-23,-7.0833
2020-01-24,-4.4843
2020-01-27,-0.939
2020-01-28,1.8957000000000002
2020-01-29,-0.9302
2020-01-30,-4.6948
2020-01-31,-0.4926
2020-02-03,-3.4653
2020-02-04,7.6923
2020-02-05,-3.8095
2020-02-06,0.9901
2020-02-07,-1.9607999999999999
2020-02-10,-3.0
2020-02-11,-1.0309
2020-02-12,11.4583
2020-02-13,-5.6075
2020-02-14,-2.9703
2020-02-18,-3.0612
2020-02-19,1.0526
2020-02-20,3.6458
2020-02-21,-2.0101
2020-02-24,-2.0513
2020-02-25,-7.3298
2020-02-26,-1.1299
2020-02-27,9.1429
2020-02-28,3.6649000000000003
2020-03-02,0.0
2020-03-03,-3.0303
2020-03-04,-1.5625
2020-03-05,-3.1746
2020-03-06,-8.7432
2020-03-09,-7.7844
2020-03-10,9.0909
2020-03-11,-1.7856999999999998
2020-03-12,-8.4848
2020-03-13,10.596
2020-03-16,-14.9701
2020-03-17,-0.7042
2020-03-18,-7.8014
2020-03-19,11.538499999999999
2020-03-20,-2.069
2020-03-23,0.0
2020-03-24,6.338
2020-03-25,-3.3113
2020-03-26,11.6438
2020-03-27,-3.0675
2020-03-30,-5.6962
2020-03-31,19.4631
2020-04-01,7.8652
2020-04-02,-10.4167
2020-04-03,-2.3256
2020-04-06,5.3571
2020-04-07,3.6364
2020-04-08,-3.5088
2020-04-09,3.0303
2020-04-13,-4.1176
2020-04-14,1.8405
2020-04-15,-1.8072
2020-04-16,0.6135
2020-04-17,1.2195
2020-04-20,4.2169
2020-04-21,0.0
2020-04-22,-2.8902
2020-04-23,0.5952
2020-04-24,-1.7751000000000001
2020-04-27,8.4337
2020-04-28,0.0
2020-04-29,3.3333
2020-04-30,3.2258
2020-05-01,-7.2917
2020-05-04,-6.7416
2020-05-05,-5.4217
2020-05-06,1.9108
2020-05-07,0.0
2020-05-08,2.5
2020-05-11,0.6098
2020-05-12,-3.0303
2020-05-13,-5.0
2020-05-14,3.2895
2020-05-15,1.9108
2020-05-18,0.625
2020-05-19,-3.1056
2020-05-20,0.0
2020-05-21,-3.8462
2020-05-22,-4.6667
2020-05-26,3.4965
2020-05-27,5.4054
2020-05-28,-5.7692
2020-05-29,3.4013999999999998
2020-06-01,-1.3158
2020-06-02,-0.6667
2020-06-03,8.7248
2020-06-04,3.0864
2020-06-05,11.3772
2020-06-08,2.1505
2020-06-09,3.1579
2020-06-10,7.6531
2020-06-11,-21.327
2020-06-12,-11.4458
2020-06-15,10.2041
2020-06-16,-1.2346
2020-06-17,-1.875
2020-06-18,3.1847
2020-06-19,2.4691
2020-06-22,0.6024
2020-06-23,1.1976
2020-06-24,1.1834
2020-06-25,1.7544
2020-06-26,0.0
2020-06-29,-4.5977
2020-06-30,9.0361
2020-07-01,4.9724
2020-07-02,-3.1579
2020-07-06,6.5217
2020-07-07,-1.0204
2020-07-08,7.732
2020-07-09,0.0
2020-07-10,3.3493
2020-07-13,-0.463
2020-07-14,-8.8372
2020-07-15,1.5306
2020-07-16,3.0151
2020-07-17,-4.3902
2020-07-20,4.0816
2020-07-21,9.8039
2020-07-22,-3.5714
2020-07-23,-7.4074
2020-07-24,-7.5
2020-07-27,9.7297
2020-07-28,-3.9409
2020-07-29,0.5128
2020-07-30,-0.5102
2020-07-31,4.1026
