ticker,MOBQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-14,140.0
2005-06-15,16.6667
2005-06-17,-85.7143
2005-06-21,0.0
2005-07-12,200.0
2005-07-13,6.6667
2005-07-14,-37.5
2005-07-15,-1.0
2005-07-18,-34.3434
2005-07-19,23.0769
2005-07-20,12.5
2005-07-21,-22.2222
2005-07-22,28.5714
2005-07-25,-5.5556
2005-07-27,5.8824
2005-07-28,11.1111
2005-07-29,1.0
2005-08-02,-10.8911
2005-08-03,77.7778
2005-08-04,-25.0
2005-08-05,33.3333
2005-08-08,-28.125
2005-08-10,-2.6087
2005-08-11,0.0
2005-08-12,-1.7856999999999998
2005-08-15,-7.2727
2005-08-17,-2.9412000000000003
2005-08-18,-9.0909
2005-08-19,22.2222
2005-08-22,21.8182
2005-08-23,-6.7164
2005-08-24,21.6
2005-08-25,-0.6579
2005-08-29,-20.5298
2005-08-30,-37.5
2005-08-31,33.3333
2005-09-02,14.0
2005-09-08,-3.5088
2005-09-09,-8.1818
2005-09-14,-0.9901
2005-09-27,-29.0
2005-09-28,40.8451
2005-09-30,0.0
2005-10-03,0.0
2005-10-04,20.0
2005-10-05,0.0
2005-10-06,-0.8333
2005-10-10,0.8403
2005-10-11,0.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-19,0.0
2005-10-24,-51.6667
2005-10-25,29.3103
2005-10-26,0.0
2005-10-27,34.6667
2005-10-28,8.9109
2005-11-01,40.9091
2005-11-04,22.5806
2005-11-09,2.6316
2005-11-10,-7.6923
2005-11-11,-5.5556
2005-11-17,0.0
2005-11-21,-40.5882
2005-11-23,23.7624
2005-11-25,16.0
2005-11-28,-5.1724
2005-11-29,-9.0909
2005-11-30,8.0
2005-12-01,11.1111
2005-12-02,-16.6667
2005-12-05,20.0
2005-12-06,-16.6667
2005-12-08,0.0
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,0.0
2005-12-14,0.0
2005-12-15,0.0
2005-12-20,-4.0
2005-12-22,-4.1667
2005-12-23,0.0
2006-01-03,-12.1739
2006-01-04,3.9604
2006-01-06,0.0
2006-01-10,4.7619
2006-01-13,0.0
2006-01-17,-4.5455
2006-01-19,14.2857
2006-01-25,25.0
2006-01-26,-16.6667
2006-01-27,0.0
2006-01-30,-18.4
2006-01-31,7.8431
2006-02-01,0.0
2006-02-02,-7.2727
2006-02-08,1.9607999999999999
2006-02-13,20.1923
2006-02-14,20.0
2006-02-15,0.0
2006-02-16,6.6667
2006-02-17,0.0
