ticker,EOLS US Equity
2018-07-02,6.538
2018-07-03,-6.271
2018-07-05,0.1073
2018-07-06,-2.2159
2018-07-09,-2.8509
2018-07-10,-9.4808
2018-07-11,13.3416
2018-07-12,-0.9534
2018-07-13,-3.11
2018-07-16,-3.974
2018-07-17,-11.1421
2018-07-18,-4.5231
2018-07-19,-7.364
2018-07-20,2.7848
2018-07-23,-1.0345
2018-07-24,-2.7875
2018-07-25,2.5602
2018-07-26,0.0999
2018-07-27,-2.394
2018-07-30,-2.4527
2018-07-31,2.9859
2018-08-01,-3.4079
2018-08-02,-1.3691
2018-08-03,7.4746
2018-08-06,0.7452
2018-08-07,1.2821
2018-08-08,-0.8763
2018-08-09,-0.7859
2018-08-10,2.7723
2018-08-13,-3.6609
2018-08-14,-0.6
2018-08-15,-3.672
2018-08-16,-1.9843
2018-08-17,5.2211
2018-08-20,2.1266
2018-08-21,-0.8924
2018-08-22,0.2001
2018-08-23,-3.1453
2018-08-24,3.6082
2018-08-27,-0.4478
2018-08-28,1.0995
2018-08-29,17.647100000000002
2018-08-30,12.563
2018-08-31,-4.4793
2018-09-04,1.8757000000000001
2018-09-05,0.6904
2018-09-06,-1.4857
2018-09-07,-4.4084
2018-09-10,-2.2654
2018-09-11,1.2831000000000001
2018-09-12,-8.8271
2018-09-13,-4.4823
2018-09-14,-0.657
2018-09-17,-11.6675
2018-09-18,0.9091
2018-09-19,0.159
2018-09-20,0.582
2018-09-21,-0.9995
2018-09-24,-4.0383
2018-09-25,-0.6645
2018-09-26,-3.5117000000000003
2018-09-27,3.0618
2018-09-28,4.3722
2018-10-01,2.3093
2018-10-02,1.2598
2018-10-03,-1.8662999999999998
2018-10-04,-6.4976
2018-10-05,-2.7119
2018-10-08,-4.4715
2018-10-09,-0.1216
2018-10-10,-10.4687
2018-10-11,-5.5065
2018-10-12,1.0791
2018-10-15,-6.4057
2018-10-16,6.5399
2018-10-17,2.9265
2018-10-18,-4.5076
2018-10-19,-3.6311
2018-10-22,1.5072
2018-10-23,2.9696
2018-10-24,-4.1096
2018-10-25,5.7143
2018-10-26,-2.2048
2018-10-29,-1.9636
2018-10-30,4.5994
2018-10-31,5.1064
2018-11-01,4.0486
2018-11-02,5.9014
2018-11-05,-3.9192
2018-11-06,-1.9439
2018-11-07,4.3874
2018-11-08,0.4359
2018-11-09,-5.4557
2018-11-12,-3.4754
2018-11-13,-0.6793
2018-11-14,-6.5663
2018-11-15,7.9063
2018-11-16,0.2714
2018-11-19,-6.3599
2018-11-20,0.2168
2018-11-21,5.9841
2018-11-23,0.6803
2018-11-26,1.0135
2018-11-27,-2.408
2018-11-28,2.1247
2018-11-29,-0.604
2018-11-30,1.0128
2018-12-03,-0.2005
2018-12-04,-2.2103
2018-12-06,-3.6986
2018-12-07,-2.2048
2018-12-10,-0.2909
2018-12-11,-5.1787
2018-12-12,-7.8462
2018-12-13,2.7546
2018-12-14,2.8432
2018-12-17,-2.6856
2018-12-18,0.0812
2018-12-19,-2.1898
2018-12-20,-6.3018
2018-12-21,-6.4602
2018-12-24,3.5951
2018-12-26,5.2968
2018-12-27,-4.2498
2018-12-28,7.7899
2018-12-31,0.0
2019-01-02,4.4538
2019-01-03,1.6895
2019-01-04,7.5158000000000005
2019-01-07,13.6865
2019-01-08,3.9482
2019-01-09,1.3699
2019-01-10,-1.9656
2019-01-11,1.3784
2019-01-14,-2.1632
2019-01-15,2.1478
2019-01-16,-1.0513
2019-01-17,0.5625
2019-01-18,-0.6837
2019-01-22,1.627
2019-01-23,-0.3079
2019-01-24,-11.118
2019-01-25,3.6136
2019-01-28,0.5366
2019-01-29,0.6671
2019-01-30,3.5122999999999998
2019-01-31,4.6735
2019-02-01,12.1101
2019-02-04,11.8385
2019-02-05,26.0
2019-02-06,-6.8525
2019-02-07,20.1579
2019-02-08,-7.6098
2019-02-11,6.14
2019-02-12,-6.3139
2019-02-13,-2.1084
2019-02-14,4.8462
2019-02-15,0.4402
2019-02-19,-2.8853
2019-02-20,-2.8205999999999998
2019-02-21,-4.5666
2019-02-22,-0.0406
2019-02-25,0.5274
2019-02-26,1.8967
2019-02-27,7.6436
2019-02-28,-2.7226
2019-03-01,4.5764
2019-03-04,-5.0271
2019-03-05,0.6855
2019-03-06,-7.1483
2019-03-07,3.0143
2019-03-08,-2.1352
2019-03-11,3.3131
2019-03-12,-0.5475
2019-03-13,0.1573
2019-03-14,-2.4342
2019-03-15,-0.0805
2019-03-18,-3.9468
2019-03-19,11.4046
2019-03-20,-5.4949
2019-03-21,2.3497
2019-03-22,-6.5759
2019-03-25,-11.9534
2019-03-26,-3.0274
2019-03-27,-3.9024
2019-03-28,6.599
2019-03-29,7.4762
2019-04-01,1.4621
2019-04-02,-1.31
2019-04-03,4.9558
2019-04-04,0.9275
2019-04-05,4.553
2019-04-08,5.9129000000000005
2019-04-09,-2.716
2019-04-10,-0.349
2019-04-11,-4.5525
2019-04-12,-0.2038
2019-04-15,1.4706000000000001
2019-04-16,1.8115999999999999
2019-04-17,-4.5077
2019-04-18,3.4369
2019-04-22,-2.4019
2019-04-23,6.3987
2019-04-24,1.9275
2019-04-25,4.8411
2019-04-26,2.3088
2019-04-29,-7.8632
2019-04-30,-6.6973
2019-05-01,-0.8203
2019-05-02,-2.3987
2019-05-03,5.0847
2019-05-06,0.8065
2019-05-07,-5.68
2019-05-08,3.2655
2019-05-09,-1.191
2019-05-10,-2.286
2019-05-13,-5.6146
2019-05-14,3.1095
2019-05-15,-2.6661
2019-05-16,-17.4225
2019-05-17,-12.4524
2019-05-20,7.9503
2019-05-21,0.8631
2019-05-22,-0.057
2019-05-23,-3.3105
2019-05-24,-5.0767
2019-05-28,-9.7637
2019-05-29,1.5851
2019-05-30,-4.9525
2019-05-31,-2.9265
2019-06-03,4.1912
2019-06-04,-0.7057
2019-06-05,16.2047
2019-06-06,2.8135
2019-06-07,-13.8013
2019-06-10,-2.3464
2019-06-11,-6.7844999999999995
2019-06-12,2.4261
2019-06-13,3.1828
2019-06-14,-1.076
2019-06-17,1.0877
2019-06-18,-5.0215
2019-06-19,3.2477
2019-06-20,1.3899
2019-06-21,-2.1645
2019-06-24,1.0324
2019-06-25,4.0876
2019-06-26,-2.2439999999999998
2019-06-27,3.0846
2019-06-28,1.7397
2019-07-01,-0.6156
2019-07-02,-4.267
2019-07-03,1.2221
2019-07-05,5.8949
2019-07-08,0.6036
2019-07-09,1.5333
2019-07-10,3.4143
2019-07-11,-0.1905
2019-07-12,-0.1908
2019-07-15,1.912
2019-07-16,6.0663
2019-07-17,5.0708
2019-07-18,11.5039
2019-07-19,-4.3785
2019-07-22,-2.7368
2019-07-23,-5.8442
2019-07-24,-0.0575
2019-07-25,-5.8654
2019-07-26,7.8192
2019-07-29,2.4929
2019-07-30,1.2713999999999999
2019-07-31,-3.1114
2019-08-01,-4.0563
2019-08-02,-0.5872
2019-08-05,-2.8352
2019-08-06,0.6079
2019-08-07,2.7795
2019-08-08,6.7019
2019-08-09,-1.0468
2019-08-12,-1.392
2019-08-13,-9.6556
2019-08-14,-6.5625
2019-08-15,-2.7425
2019-08-16,-3.37
2019-08-19,5.2669
2019-08-20,-0.7437
2019-08-21,3.1335
2019-08-22,2.7081
2019-08-23,-3.7942
2019-08-26,2.0722
2019-08-27,-6.2213
2019-08-28,4.9581
2019-08-29,4.7904
2019-08-30,9.4603
2019-09-03,-6.5545
2019-09-04,-2.1726
2019-09-05,1.0787
2019-09-06,-2.6993
2019-09-09,-1.0968
2019-09-10,5.0881
2019-09-11,3.9727
2019-09-12,0.1791
2019-09-13,1.6091
2019-09-16,-0.2346
2019-09-17,0.9994
2019-09-18,0.6985
2019-09-19,1.5607
2019-09-20,6.5452
2019-09-23,-4.594
2019-09-24,-3.4154999999999998
2019-09-25,1.1014
2019-09-26,-6.8807
2019-09-27,-5.2956
2019-09-30,1.5605
2019-10-01,-3.3291
2019-10-02,2.7152
2019-10-03,-1.8053
2019-10-04,-1.4445000000000001
2019-10-07,-5.7961
2019-10-08,0.1414
2019-10-09,0.0
2019-10-10,-0.4944
2019-10-11,-0.5678
2019-10-14,2.2841
2019-10-15,4.3964
2019-10-16,-0.7353
2019-10-17,1.0101
2019-10-18,1.3333
2019-10-21,6.7763
2019-10-22,0.0
2019-10-23,2.5878
2019-10-24,-0.1802
2019-10-25,0.4212
2019-10-28,4.0743
2019-10-29,-1.7847
2019-10-30,-0.6448
2019-10-31,-5.8997
2019-11-01,-0.0627
2019-11-04,-3.5759
2019-11-05,1.4314
2019-11-06,-10.1988
2019-11-07,7.7857
2019-11-08,-5.6991
2019-11-11,2.4596
2019-11-12,1.6461000000000001
2019-11-13,-2.4966
2019-11-14,-2.9066
2019-11-15,0.1426
2019-11-18,-3.5587
2019-11-19,2.8413
2019-11-20,1.4711
2019-11-21,-1.2023
2019-11-22,-0.1432
2019-11-25,1.7921
2019-11-26,-1.4788999999999999
2019-11-27,-0.4289
2019-11-29,0.4307
2019-12-02,-0.5004
2019-12-03,-1.0057
2019-12-04,-7.8374
2019-12-05,-1.5354
2019-12-06,-0.04
2019-12-09,-2.4
2019-12-10,-2.541
2019-12-11,1.0934
2019-12-12,2.995
2019-12-13,-2.2617
2019-12-16,2.8926
2019-12-17,-2.49
2019-12-18,-1.0708
2019-12-19,3.4971
2019-12-20,-0.7241
2019-12-23,-3.0794
2019-12-24,0.7525
2019-12-26,0.9129
2019-12-27,-2.2204
2019-12-30,-2.6071999999999997
2019-12-31,5.095
2020-01-02,-1.0682
2020-01-03,-3.9036999999999997
2020-01-06,-2.0743
2020-01-07,-1.3239
2020-01-08,9.2129
2020-01-09,-4.7501999999999995
2020-01-10,-6.6208
2020-01-13,-1.5654
2020-01-14,2.6193
2020-01-15,-1.1851
2020-01-16,3.0443
2020-01-17,1.0743
2020-01-21,-1.1515
2020-01-22,-9.4982
2020-01-23,0.8911
2020-01-24,-3.5329
2020-01-27,3.7640000000000002
2020-01-28,-2.549
2020-01-29,0.6036
2020-01-30,0.6
2020-01-31,1.6899
2020-02-03,-0.5865
2020-02-04,2.1632
2020-02-05,-0.2887
2020-02-06,-2.4131
2020-02-07,-4.2532
2020-02-10,0.1033
2020-02-11,-2.6832000000000003
2020-02-12,0.7423
2020-02-13,-1.6842000000000001
2020-02-14,3.7473
2020-02-18,2.4768
2020-02-19,3.6254
2020-02-20,1.7492999999999999
2020-02-21,-2.2923
2020-02-24,-8.6022
2020-02-25,-7.1658
2020-02-26,4.0323
2020-02-27,-5.5371
2020-02-28,0.7034
2020-03-02,-0.2328
2020-03-03,-4.5508
2020-03-04,-9.1687
2020-03-05,-5.6528
2020-03-06,2.9957000000000003
2020-03-09,-11.6343
2020-03-10,-5.3292
2020-03-11,-2.1523
2020-03-12,-16.0745
2020-03-13,0.0
2020-03-16,-28.8306
2020-03-17,15.2975
2020-03-18,-10.0737
2020-03-19,7.6503
2020-03-20,-7.868
2020-03-23,2.7548
2020-03-24,10.7239
2020-03-25,4.8426
2020-03-26,3.9261
2020-03-27,-8.4444
2020-03-30,-1.9417
2020-03-31,2.7228
2020-04-01,-6.506
2020-04-02,-2.5773
2020-04-03,2.1164
2020-04-06,0.7772
2020-04-07,-9.2545
2020-04-08,9.0652
2020-04-09,2.8571
2020-04-13,5.5556
2020-04-14,8.134
2020-04-15,-1.7699
2020-04-16,-2.9279
2020-04-17,2.7842000000000002
2020-04-20,2.9345
2020-04-21,-7.0175
2020-04-22,0.7075
2020-04-23,3.7471
2020-04-24,-3.8375
2020-04-27,2.5822000000000003
2020-04-28,1.373
2020-04-29,-1.5800999999999998
2020-04-30,-4.5872
2020-05-01,-8.1731
2020-05-04,5.2356
2020-05-05,3.4826
2020-05-06,2.6442
2020-05-07,-1.6393
2020-05-08,-1.4285999999999999
2020-05-11,4.5894
2020-05-12,0.2309
2020-05-13,-8.7558
2020-05-14,-8.3333
2020-05-15,3.0303
2020-05-18,5.8824
2020-05-19,-3.7879
2020-05-20,1.8373
2020-05-21,4.8969000000000005
2020-05-22,10.0737
2020-05-26,2.9018
2020-05-27,11.7137
2020-05-28,2.9126
2020-05-29,-13.7736
2020-06-01,12.4726
2020-06-02,-7.393
2020-06-03,3.5714
2020-06-04,3.0426
2020-06-05,7.2835
2020-06-08,13.211
2020-06-09,-4.8622
2020-06-10,-6.3032
2020-06-11,-12.9091
2020-06-12,4.3841
2020-06-15,1.6
2020-06-16,4.1339
2020-06-17,-4.9149
2020-06-18,6.163
2020-06-19,1.8727
2020-06-22,6.25
2020-06-23,1.7301
2020-06-24,-4.2517
2020-06-25,-0.5329
2020-06-26,-0.7143
2020-06-29,-2.6978
2020-06-30,-2.0333
2020-07-01,1.8868
2020-07-02,1.4815
2020-07-06,-2.9196999999999997
2020-07-07,-27.4436
2020-07-08,-13.2124
2020-07-09,-9.5522
2020-07-10,5.6106
2020-07-13,-4.375
2020-07-14,2.9412000000000003
2020-07-15,6.9841
2020-07-16,2.0772
2020-07-17,-1.7442
2020-07-20,-3.8462
2020-07-21,1.2308
2020-07-22,-0.6079
2020-07-23,2.1407
2020-07-24,1.1976
2020-07-27,2.071
2020-07-28,-1.1594
2020-07-29,2.0528
2020-07-30,-0.8621
2020-07-31,-5.5072
