ticker,ELTZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-08,0.0
2016-02-01,25.0
2016-03-31,-39.2
2016-04-01,0.0
2016-04-04,-26.3158
2016-04-06,-8.9286
2016-04-20,47.0588
2016-04-21,-13.3333
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,-7.6923
2016-04-29,-8.3333
2016-05-04,9.0909
2016-05-05,-8.3333
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,-9.0909
2016-05-11,0.0
2016-05-16,-10.0
2016-05-17,-11.1111
2016-05-18,0.0
2016-05-23,-12.5
2016-05-24,0.0
2016-06-01,0.0
2016-06-07,0.0
2016-06-09,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-24,-15.5714
2016-06-29,1.5228000000000002
2016-07-13,0.0
2016-07-15,0.0
2016-07-22,-16.6667
2016-07-25,20.0
2016-07-27,-16.6667
2016-07-28,0.0
2016-07-29,-20.0
2016-08-01,0.0
2016-08-02,-20.0
2016-08-03,0.0
2016-08-04,-25.0
2016-08-05,-8.3333
2016-08-09,-9.0909
2016-08-10,-40.0
2016-08-17,66.6667
2016-08-18,-30.0
2016-08-19,-28.5714
2016-08-23,0.0
2016-08-24,20.0
2016-08-25,0.0
2016-08-26,-16.6667
2016-08-29,-20.0
2016-08-30,100.0
2016-08-31,-50.0
2016-09-01,0.0
2016-09-02,-12.5
2016-09-06,-25.7143
2016-09-07,-3.8462
2016-09-08,-36.0
2016-09-09,0.0
2016-09-12,-6.25
2016-09-13,0.0
2016-09-15,0.0
2016-09-16,5.8333
2016-09-20,0.0
2016-09-21,70.0787
2016-09-22,11.1111
2016-09-23,-0.4167
2016-09-27,-20.7113
2016-09-30,26.6491
2016-10-05,-21.0417
2016-10-07,26.6491
2016-10-11,-23.3333
2016-10-25,0.5435
2016-10-28,18.9189
2016-10-31,5.0
2016-11-01,59.3074
2016-11-02,29.3478
2016-11-03,-15.9664
2016-11-04,-9.75
2016-11-07,13.0194
2016-11-08,-9.8039
2016-11-14,-34.7826
2016-11-15,-48.3333
2016-11-16,-3.2258
2016-11-17,-6.6667
2016-11-18,0.8929
2016-11-21,-35.8407
2016-11-22,64.1379
2016-11-23,22.6891
2016-11-25,9.589
2016-11-28,-50.0
2016-11-29,50.0
2016-11-30,6.6667
2016-12-01,-34.375
2016-12-02,-23.8095
2016-12-05,37.5
2016-12-06,-11.931799999999999
2016-12-07,-32.9032
2016-12-08,-10.5769
