ticker,HTBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-11,17.0
2012-07-12,1.9658
2012-07-13,0.5868
2012-07-16,-0.5833
2012-07-17,0.5868
2012-07-18,0.0833
2012-07-19,-0.0833
2012-07-20,0.3333
2012-07-23,1.6611
2012-07-24,0.0
2012-07-25,1.3889
2012-07-26,0.7252
2012-07-27,-0.32
2012-07-30,-0.9631
2012-07-31,0.6483
2012-08-01,0.2415
2012-08-02,0.241
2012-08-03,-0.0801
2012-08-06,-0.8019
2012-08-07,0.485
2012-08-08,-0.0805
2012-08-09,-0.0795
2012-08-10,0.3213
2012-08-13,-1.1245
2012-08-14,0.3249
2012-08-15,0.081
2012-08-16,0.3236
2012-08-17,0.4839
2012-08-20,-0.2408
2012-08-21,0.2414
2012-08-22,0.321
2012-08-23,0.0
2012-08-24,0.08
2012-08-27,0.3197
2012-08-28,1.3546
2012-08-29,-0.8648
2012-08-30,0.3172
2012-08-31,-0.5534
2012-09-04,0.8744
2012-09-05,0.3152
2012-09-06,0.3142
2012-09-07,-0.4699
2012-09-10,-0.1574
2012-09-11,-0.4728
2012-09-12,-0.3167
2012-09-13,0.8737
2012-09-14,-0.0787
2012-09-17,-0.5516
2012-09-18,1.4263
2012-09-19,0.3906
2012-09-20,0.2335
2012-09-21,0.6988
2012-09-24,-0.3084
2012-09-25,1.0828
2012-09-26,0.9181
2012-09-27,-1.5163
2012-09-28,2.0015
2012-10-01,-0.3774
2012-10-02,0.303
2012-10-03,-0.4532
2012-10-04,1.2898
2012-10-05,2.1723
2012-10-08,0.0733
2012-10-09,-0.1465
2012-10-10,-0.2201
2012-10-11,0.2206
2012-10-12,-1.1739
2012-10-15,0.1485
2012-10-16,0.9637
2012-10-17,-0.8811
2012-10-18,-0.2963
2012-10-19,-1.5602
2012-10-22,1.5849
2012-10-23,0.3715
2012-10-24,-1.0363
2012-10-25,0.2992
2012-10-26,0.2237
2012-10-31,1.5625
2012-11-01,-0.2198
2012-11-02,-1.8942999999999999
2012-11-05,1.2572999999999999
2012-11-06,-0.1478
2012-11-07,-2.7387
2012-11-08,-3.4247
2012-11-09,0.5516
2012-11-12,1.7241
2012-11-13,0.0
2012-11-14,-1.0015
2012-11-15,-0.6226
2012-11-16,0.5482
2012-11-19,0.7009
2012-11-20,-0.1547
2012-11-21,0.1549
2012-11-23,0.7734
2012-11-26,0.1535
2012-11-27,0.1533
2012-11-28,0.6886
2012-11-29,-0.076
2012-11-30,-2.3574
2012-12-03,2.9595000000000002
