ticker,WOGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-16,0.0
2010-10-08,0.0
2011-01-06,0.0
2011-03-09,50.0
2011-04-26,-16.6667
2011-05-17,80.0
2011-05-27,-55.5556
2011-06-15,100.0
2011-07-26,-25.0
2011-08-05,50.0
2011-08-08,-44.4444
2011-08-09,0.0
2011-08-10,60.0
2011-08-11,0.0
2011-08-26,-62.5
2011-09-20,133.3333
2011-10-03,471.4286
2011-10-07,-90.0
2011-10-12,-50.0
2011-11-21,100.0
2011-11-30,-25.0
2011-12-01,0.0
2011-12-07,-46.6667
2012-01-26,150.0
2012-02-02,25.0
2012-02-03,104.0
2012-02-06,-23.5294
2012-02-08,-48.7179
2012-02-09,-12.5
2012-02-10,71.4286
2012-02-13,63.3333
2012-02-14,-28.5714
2012-02-15,-8.5714
2012-02-16,-11.875
2012-02-17,-11.3475
2012-02-21,16.0
2012-02-22,-10.3448
2012-02-27,0.0
2012-02-28,-11.538499999999999
2012-02-29,52.1739
2012-03-05,-42.8571
2012-03-06,0.0
2012-03-09,45.0
2012-03-12,-36.2069
2012-03-14,-18.9189
2012-03-20,66.6667
2012-03-21,15.6
2012-03-22,-30.7958
2012-03-23,20.0
2012-03-26,20.4167
2012-03-28,-42.2145
2012-03-30,49.7006
2012-04-02,80.0
2012-04-03,-60.0
2012-04-04,0.0
2012-04-05,16.6667
2012-04-10,-14.2857
2012-04-11,-16.6667
2012-04-16,0.0
2012-04-17,0.0
2012-04-19,0.0
2012-04-20,0.0
2012-04-26,40.0
2012-04-27,0.0
2012-05-02,-14.2857
2012-05-03,6.6667
2012-05-10,-6.25
2012-05-14,25.0
2012-05-15,-20.0
2012-05-18,-16.6667
2012-05-21,0.0
2012-05-22,28.0
2012-05-23,57.8125
2012-05-24,-0.9901
2012-05-25,-15.0
2012-05-29,0.0
2012-05-30,-29.4118
2012-05-31,-15.0
2012-06-01,-1.9607999999999999
2012-06-07,40.0
2012-06-11,-35.7143
2012-06-12,2.2222
2012-06-13,-1.087
2012-06-21,119.7802
2012-06-22,-21.0
2012-06-25,-11.3924
2012-06-27,7.1429
2012-06-28,33.3333
2012-06-29,0.0
2012-07-06,-10.0
2012-07-09,0.0
2012-07-11,-11.1111
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,0.0
2012-07-18,-12.5
2012-07-19,0.0
2012-07-23,-14.2857
2012-07-24,33.3333
2012-07-25,-37.5
2012-08-01,20.0
2012-08-03,-16.6667
2012-08-06,0.0
