ticker,TRRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-19,60.0
2008-08-28,212.5
2008-08-29,186.84
2008-09-02,-51.980199999999996
2008-09-03,-31.9588
2008-09-04,36.3636
2008-09-05,44.4444
2008-09-09,0.0
2008-09-12,15.3846
2008-09-15,-13.3333
2008-09-18,-7.6923
2008-09-23,50.0
2008-10-01,0.0
2008-10-06,-27.7778
2008-10-13,50.7692
2008-10-14,0.0
2008-11-12,-7.1429
2008-11-20,-43.956
2008-11-25,0.0
2008-12-18,66.6667
2009-01-06,29.4118
2009-01-07,-8.1818
2009-01-09,-1.9802
2009-01-16,0.0
2009-01-27,1.0101
2009-02-12,-56.0
2009-03-11,4.5455
2009-03-13,80.4348
2009-03-16,-7.2289
2009-04-17,29.8701
2009-04-30,0.0
2009-05-07,-58.0
2009-05-18,-9.5238
2009-05-19,-7.8947
2009-05-20,182.8571
2009-05-27,-64.6465
2009-05-29,171.4286
2009-06-01,0.0
2009-06-16,-68.4211
2009-06-19,213.3333
2009-06-23,5.3191
2009-06-26,0.0
2009-08-11,-50.5051
2009-08-17,89.7959
2009-08-18,0.0
2009-08-26,-1.0753
2009-08-28,-44.5652
2009-08-31,15.6863
2009-09-01,13.5593
2009-09-02,5.2239
2009-09-03,-4.9645
2009-09-04,19.403
2009-09-08,-1.25
2009-09-09,1.2658
2009-09-10,0.0
2009-09-11,-0.125
2009-09-14,-9.8874
2009-09-15,2.7778
2009-09-16,1.3514
2009-09-17,-6.6667
2009-09-18,-4.4286
2009-09-21,0.0
2009-09-22,-22.272
2009-09-23,3.8462
2009-09-24,-6.4815
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,-5.9406
2009-10-08,-7.3684
2009-10-09,14.7727
2009-10-13,-3.9604
2009-10-19,-3.0928
2009-10-20,-55.3191
2009-10-21,123.8095
2009-10-26,-4.2553
2009-10-28,-11.1111
2009-10-30,0.0
2009-11-02,-1.25
2009-11-03,-46.8354
2009-11-04,40.4762
2009-11-09,69.4915
2009-11-10,-8.0
2009-11-11,0.0
2009-11-18,0.0
2009-11-25,-65.2174
2009-11-30,87.5
2009-12-01,0.0
2009-12-14,-46.6667
2009-12-15,181.25
2009-12-16,-33.3333
2009-12-17,-21.6667
2009-12-18,14.8936
2009-12-21,9.2593
2009-12-24,-49.1525
2009-12-28,96.6667
2010-01-11,-11.8644
