ticker,CNMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.9324
2000-01-04,0.7389
2000-01-05,0.978
2000-01-06,0.7264
2000-01-07,1.6827
2000-01-10,2.1277
2000-01-11,2.3148
2000-01-12,-2.2624
2000-01-13,3.2407
2000-01-14,-4.4843
2000-01-18,-0.2347
2000-01-19,-0.2353
2000-01-20,0.0
2000-01-21,-0.1179
2000-01-24,0.1181
2000-01-25,-1.6509
2000-01-26,-0.2398
2000-01-27,-0.7212
2000-01-28,0.9685
2000-01-31,-1.199
2000-02-01,8.2524
2000-02-02,-6.2780000000000005
2000-02-03,1.6745999999999999
2000-02-04,1.1764999999999999
2000-02-07,0.2326
2000-02-08,5.5684000000000005
2000-02-09,2.1978
2000-02-10,5.5914
2000-02-11,0.2037
2000-02-14,-1.626
2000-02-15,-3.0992
2000-02-16,-5.3305
2000-02-17,-0.9009
2000-02-18,0.9091
2000-02-22,-0.6757
2000-02-23,-1.5873
2000-02-24,0.0
2000-02-25,-2.3041
2000-02-28,2.8302
2000-02-29,0.9174
2000-03-01,0.4545
2000-03-02,-0.4525
2000-03-03,1.3636
2000-03-06,-2.2422
2000-03-07,1.6055000000000001
2000-03-08,3.6117
2000-03-09,-1.9607999999999999
2000-03-10,-0.6667
2000-03-13,0.2237
2000-03-14,-1.7856999999999998
2000-03-15,1.1364
2000-03-16,-11.4607
2000-03-17,5.8376
2000-03-20,1.199
2000-03-21,1.8957000000000002
2000-03-22,-0.2326
2000-03-23,1.6317
2000-03-24,-2.7523
2000-03-27,-3.066
2000-03-28,-6.0827
2000-03-29,-6.4767
2000-03-30,14.6814
2000-03-31,-3.1401
2000-04-03,8.9776
2000-04-04,0.4577
2000-04-05,-0.2278
2000-04-06,0.4566
2000-04-07,0.2273
2000-04-10,-0.6803
2000-04-11,-2.7397
2000-04-12,-1.4085
2000-04-13,3.3333
2000-04-14,-0.9217
2000-04-17,-4.186
2000-04-18,3.8834999999999997
2000-04-19,0.4673
2000-04-20,-3.0233
2000-04-24,0.2398
2000-04-25,-0.4785
2000-04-26,1.4423
2000-04-27,-1.4218
2000-04-28,0.4808
2000-05-01,-0.2392
2000-05-02,-1.6787
2000-05-03,0.9756
2000-05-04,-0.4831
2000-05-05,-1.2136
2000-05-08,2.457
2000-05-09,-0.2398
2000-05-10,-1.4423
2000-05-11,1.4634
2000-05-12,-4.8077
2000-05-15,-0.5051
2000-05-16,0.0
2000-05-17,-2.2843
2000-05-18,-1.8182
2000-05-19,1.5873
