ticker,MNAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-23,0.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-01,7.1429
2005-12-05,-4.0
2005-12-14,2.7778
2005-12-29,-2.7027
2006-01-04,0.6944
2006-01-05,-2.069
2006-01-06,0.0
2006-01-09,1.4085
2006-01-13,-1.3889
2006-01-27,2.8169
2006-02-07,0.0
2006-03-01,-2.7397
2006-03-24,2.8169
2006-03-29,-2.7397
2006-04-05,0.0
2006-04-07,5.6338
2006-04-20,-5.3333
2006-04-28,0.0
2006-05-25,2.8169
2006-06-02,-2.7397
2006-07-24,0.0
2006-08-17,2.8169
2006-08-24,-1.3699
2006-09-07,2.7778
2006-09-12,1.3514
2006-10-09,20.0
2006-10-10,33.3333
2006-10-11,-8.3333
2006-10-16,13.7273
2006-10-31,-0.0799
2006-11-02,0.8
2006-11-13,-8.7302
2006-11-15,8.6957
2006-11-16,16.0
2006-11-17,10.3448
2006-11-20,43.75
2006-11-22,4.3478
2006-11-24,8.3333
2006-11-27,5.7692
2006-11-28,3.6364
2006-11-29,8.7719
2006-11-30,4.8387
2006-12-01,-0.3077
2006-12-04,-0.9259
2006-12-05,0.3115
2006-12-06,1.8634
2006-12-07,0.6098
2006-12-08,3.0303
2006-12-11,5.8824
2006-12-12,13.8889
2006-12-13,-2.439
2006-12-15,3.5
2006-12-18,-0.9662
2006-12-19,-1.4634
2006-12-20,1.4851
2006-12-21,2.9268
2006-12-22,2.8436
2006-12-28,-2.765
2007-01-03,2.8436
2007-01-04,-2.765
2007-01-05,0.0
2007-01-08,4.2654
2007-01-09,3.1818
2007-01-10,-0.8811
2007-01-11,0.8889
2007-01-12,1.7621
2007-01-16,13.4199
2007-01-17,-4.5802
2007-01-18,0.0
2007-01-19,4.8
2007-01-22,1.9083999999999999
2007-01-23,-0.7491
2007-01-24,0.0
2007-01-25,4.5283
2007-01-26,3.6101
2007-01-29,-2.439
2007-01-30,5.3571
2007-01-31,0.678
2007-02-01,-2.3569
2007-02-02,2.4138
2007-02-05,-1.6835
2007-02-06,-0.6849
2007-02-07,-1.7241
2007-02-08,1.7544
2007-02-09,1.3793
2007-02-12,-3.0612
2007-02-13,3.1579
2007-02-14,0.0
2007-02-15,1.3605
2007-02-16,-3.6913
2007-02-20,2.7875
2007-02-21,-1.6949
2007-02-22,0.0
2007-02-23,1.7241
2007-02-26,0.0
2007-02-27,-1.0169
2007-02-28,-2.3973
2007-03-01,5.614
2007-03-02,-1.9933999999999998
