ticker,PNRC US Equity
2009-04-23,0.0
2009-04-28,0.0
2009-04-29,-45.0
2009-04-30,-9.0909
2009-05-01,0.0
2009-05-04,-15.0
2009-05-05,135.2941
2009-05-06,-25.0
2009-05-07,6.6667
2009-05-08,21.875
2009-05-12,-39.7436
2009-05-13,27.6596
2009-05-14,-33.3333
2009-05-15,0.0
2009-05-18,25.0
2009-05-20,0.0
2009-05-21,28.0
2009-05-22,50.0
2009-05-26,-10.4167
2009-05-27,-1.1628
2009-05-29,0.0
2009-06-01,-4.7059
2009-06-02,20.9877
2009-06-03,-13.2653
2009-06-04,0.5882
2009-06-05,-6.4035
2009-06-10,3.7176
2009-06-11,8.4337
2009-06-12,-33.3333
2009-06-15,56.6667
2009-06-17,-21.2766
2009-06-19,-5.4054
2009-06-22,-20.0
2009-06-23,-5.3571
2009-06-24,-5.6604
2009-06-29,40.0
2009-06-30,0.0
2009-07-02,-8.5714
2009-07-07,18.75
2009-07-14,-10.526299999999999
2009-07-17,0.0
2009-07-21,11.7647
2009-07-22,-10.526299999999999
2009-07-24,-11.4706
2009-07-28,0.0
2009-07-29,12.9568
2009-08-03,-5.8824
2009-08-04,0.0
2009-08-13,-3.125
2009-08-14,-2.9032
2009-08-19,-13.6213
2009-08-20,0.0
2009-08-21,0.0
2009-09-02,15.3846
2009-09-03,0.0
2009-09-04,0.0
2009-09-09,46.6667
2009-09-10,0.0
2009-09-14,70.4545
2009-09-15,-46.6667
2009-09-16,0.0
2009-09-18,1.25
2009-09-21,0.0
2009-09-22,20.9877
2009-10-01,2.0408
2009-10-02,-11.475
2009-10-06,1.6662
2009-10-07,46.6667
2009-10-08,-16.6667
2009-10-09,10.9091
2009-10-12,3.2787
2009-10-13,-23.8095
2009-10-14,4.1667
2009-10-16,-15.4
2009-10-19,-5.4374
2009-10-20,2.5
2009-10-21,0.0
2009-10-22,-8.5366
2009-10-23,41.3333
2009-10-26,-5.6604
2009-10-27,0.0
2009-10-28,16.0
2009-10-29,-5.1724
2009-10-30,0.0
2009-11-02,18.1818
2009-11-03,-4.6154
2009-11-04,-3.2056
2009-11-05,1.1456
2009-11-06,3.7891
2009-11-09,1.5873
2009-11-10,-1.5625
2009-11-11,-1.5873
2009-11-12,3.2258
2009-11-13,-1.5625
2009-11-16,8.7302
2009-11-17,5.1095
2009-11-18,0.0
2009-11-19,9.2101
2009-11-20,1.7407
2009-11-23,11.875
2009-11-24,0.0
2009-11-25,0.5587
2009-11-27,0.5556
2009-11-30,6.0773
2009-12-01,-3.6328
2009-12-02,9.1744
2009-12-03,3.9604
2009-12-04,-2.3810000000000002
2009-12-07,-0.4878
2009-12-08,1.9607999999999999
2009-12-09,-3.8462
2009-12-10,-39.0
2009-12-11,-20.4918
2009-12-14,27.8351
2009-12-15,0.0
2009-12-16,4.8387
2009-12-17,9.2308
2009-12-18,6.338
2009-12-21,7.2848
2009-12-22,-7.4074
2009-12-23,-10.65
2009-12-24,-10.4645
2009-12-28,13.3333
2009-12-29,-2.9228
2009-12-30,6.0405
2010-01-04,8.5714
2010-01-05,3.2895
2010-01-06,-5.7325
2010-01-07,5.4054
2010-01-08,-3.8462
2010-01-11,6.6667
2010-01-12,-1.25
2010-01-13,0.0
2010-01-14,-1.2658
2010-01-15,-3.8462
2010-01-19,-0.6667
2010-01-20,-12.7517
2010-01-21,-3.0769
2010-01-22,7.9365
2010-01-25,2.2059
2010-01-26,-0.7194
2010-01-27,-2.8986
2010-01-28,4.4776
2010-01-29,-10.0
2010-02-01,-17.4603
2010-02-02,0.024
2010-02-03,-26.9166
2010-02-04,18.3821
2010-02-05,-6.6667
2010-02-08,-9.5238
2010-02-09,-28.947400000000002
2010-02-10,-7.4074
2010-02-11,4.4
2010-02-12,14.9425
2010-02-16,-6.6667
2010-02-17,-3.5714
2010-02-18,-15.1852
2010-02-19,-21.3974
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,-16.6667
2010-02-25,-22.6667
2010-02-26,72.4138
2010-03-01,38.0
2010-03-02,-20.2899
2010-03-03,-16.7614
2010-03-04,36.5188
2010-03-05,-0.4
2010-03-09,-19.6787
2010-03-10,10.0
2010-03-11,0.0
2010-03-12,13.6364
2010-03-15,0.0
2010-03-16,8.0
2010-03-18,3.7037
2010-03-19,-10.7143
2010-03-22,0.0
2010-03-23,12.0
2010-03-26,-0.3571
2010-03-29,-8.9606
2010-04-01,-15.3543
2010-04-05,-4.6512
2010-04-06,-7.3171
2010-04-07,0.0658
2010-04-08,10.9796
2010-04-09,13.7441
2010-04-12,-8.3333
2010-04-15,9.0909
2010-04-19,-18.75
2010-04-21,-6.1538
2010-04-22,-0.5464
2010-04-23,0.0
2010-04-26,-1.0989
2010-04-30,22.2222
2010-05-04,-5.5114
2010-05-05,-23.0307
2010-05-06,-18.125
2010-05-10,22.1374
2010-05-11,-21.25
2010-05-12,-14.2857
2010-05-13,1.8519
2010-05-14,-4.5455
2010-05-17,-4.7619
2010-05-18,-4.0
2010-05-19,-19.7917
2010-05-21,0.1623
2010-05-24,23.1767
2010-05-25,-15.7895
2010-05-26,-12.5
2010-05-27,-14.2857
2010-05-28,-3.3333
2010-06-01,3.4483
2010-06-02,-3.5417
2010-06-03,3.4557
2010-06-04,0.0
2010-06-08,-29.5407
2010-06-09,4.5926
2010-06-10,0.0
2010-06-11,0.1416
2010-06-14,13.1542
2010-06-15,0.0
2010-06-16,-10.0
2010-06-17,-22.2222
2010-06-18,22.8571
2010-06-21,18.6047
2010-06-22,7.8431
2010-06-23,0.0
2010-06-24,-5.4545
2010-06-30,-11.538499999999999
2010-07-07,10.8696
2010-07-09,17.647100000000002
2010-07-13,-1.6667
2010-07-15,-31.9915
2010-07-16,47.0405
2010-07-30,-15.2542
2010-08-09,18.0
2010-08-13,5.0847
2010-08-26,4.8387
2010-08-27,0.0
2010-08-31,-3.0769
2010-09-01,-12.6984
2010-09-07,3.6364
2010-09-08,-12.2807
2010-09-14,0.0
2010-09-15,0.0
2010-09-20,0.0
2010-09-28,20.0
2010-09-29,-5.0
2010-10-04,-12.2807
2010-10-07,10.0
2010-10-08,-9.0909
2010-10-15,0.0
2010-10-18,0.0
2010-10-20,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-11-05,64.0
2010-11-08,-51.2195
2010-11-12,70.0
2010-11-17,-4.4118
2010-11-18,-4.6154
2010-11-23,-19.3548
2010-11-30,-28.0
2010-12-02,0.0
2010-12-08,2.7778
2010-12-14,0.0
2010-12-16,32.4324
2010-12-17,2.0408
2010-12-20,-26.0
2010-12-23,-45.9459
2010-12-29,0.0
2010-12-30,0.0
2011-01-13,50.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-24,-33.3333
2011-01-25,50.0
2011-01-31,-26.6667
2011-02-03,-9.0909
2011-02-08,-25.0
2011-02-10,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-17,-6.6667
2011-02-23,0.0
2011-02-24,-7.1429
2011-02-25,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,-7.6923
2011-03-09,0.0
2011-03-10,0.0
2011-03-15,16.6667
2011-03-16,0.0
2011-03-22,-28.5714
2011-03-23,-15.0
2011-03-24,-29.4118
2011-03-25,0.0
2011-03-28,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,-16.6667
2011-04-08,0.0
2011-04-12,30.0
2011-04-13,-7.6923
2011-04-14,0.0
2011-04-28,0.0
2011-04-29,-25.0
2011-05-02,-11.1111
2011-05-05,0.0
2011-05-06,25.0
2011-05-13,0.0
2011-05-16,80.0
2011-05-18,-42.3611
2011-05-19,73.494
2011-05-20,75.6944
2011-06-06,-79.0514
2011-07-13,24.5283
2011-07-20,0.0
2011-08-02,0.0
2011-08-08,0.0
2011-08-18,0.0
2011-08-31,0.0
2011-10-03,0.0
2011-10-12,0.0
2011-11-02,-36.3636
2011-11-30,14.2857
2011-12-06,0.0
2011-12-12,-16.6667
2011-12-14,100.0
2011-12-15,30.0
2011-12-21,0.0
2011-12-27,0.0
2011-12-28,0.0
2012-01-06,0.0
2012-01-13,0.0
2012-02-22,7.6923
2012-03-07,0.0
2012-03-09,-71.4286
2012-03-12,250.0
2012-03-13,-28.5714
2012-03-15,-50.0
2012-03-19,20.0
2012-03-27,66.6667
2012-03-29,-60.0
2012-04-12,150.0
2012-04-17,-20.0
2012-05-02,0.0
2012-05-10,12.5
2012-05-15,0.0
2012-05-29,-52.7778
2012-06-13,0.0
2012-06-22,0.0
2012-07-10,0.0
2012-07-13,-29.4118
2012-07-17,33.3333
2012-08-08,-25.0
2012-08-23,566.6667
2012-08-27,-88.75
2012-09-06,283.3333
2012-09-12,-72.4638
2012-09-14,0.0
2012-10-12,226.3158
2012-11-28,-22.5806
2012-12-04,-33.3333
2012-12-05,0.0
2012-12-17,0.0
2012-12-18,-25.0
2012-12-19,220.8333
2012-12-20,-76.6234
2012-12-21,-11.1111
2012-12-26,12.5
2012-12-28,33.3333
2013-01-02,0.0
2013-01-07,91.6667
2013-02-05,63.0435
2013-02-06,-57.3333
2013-02-07,-18.75
2013-02-08,-7.6923
2013-02-11,58.3333
2013-02-13,-71.0526
2013-02-20,190.9091
2013-02-21,18.75
2013-02-22,26.3158
2013-02-27,-60.4167
2013-02-28,0.0
2013-03-04,0.0
2013-03-06,0.0
2013-03-07,142.1053
2013-03-08,-58.6957
2013-04-04,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-23,0.0
2013-04-24,10.526299999999999
2013-04-30,0.0
2013-05-07,0.0
2013-05-15,0.0
2013-05-16,14.2857
2013-05-20,0.0
2013-05-23,0.0
2013-05-28,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-10,0.0
2013-06-20,-12.5
2013-06-25,-33.3333
2013-06-26,221.4286
2013-06-27,0.0
2013-07-02,0.0
2013-07-24,-57.7778
2013-08-02,0.0
2013-08-06,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-15,0.0
2013-08-16,15.7895
2013-08-19,0.0
2013-08-20,0.0
2013-08-27,-40.9091
2013-08-28,0.0
2013-09-05,7.6923
2013-09-11,0.0
2013-09-12,0.0
2013-09-19,0.0
2013-09-20,0.0
2013-09-25,0.0
2013-10-08,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-17,0.0
2013-10-23,-21.4286
2013-10-25,72.7273
2013-10-29,0.0
2013-11-05,26.3158
2013-11-07,100.0
2013-11-08,0.0
2013-11-12,-43.75
2013-11-15,-11.1111
2013-11-25,0.0
2013-11-29,0.0
2013-12-02,0.0
2013-12-05,0.0
2013-12-09,0.0
2013-12-12,0.0
2013-12-13,-20.8333
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-27,-5.2632
2013-12-30,0.0
2014-01-08,5.5556
2014-01-09,-5.2632
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,0.0
2014-01-23,0.0
2014-01-28,-11.1111
2014-02-07,-18.75
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-20,0.0
2014-04-02,23.0769
2014-04-03,100.0
2014-04-07,0.0
2014-04-17,-40.625
2014-04-21,100.0
2014-04-24,-50.0
2014-05-02,68.4211
2014-05-05,0.0
2014-06-03,193.75
2014-06-05,-23.4043
2014-06-06,-59.7222
2014-06-12,0.0
2014-06-13,0.0
2014-06-19,37.931
2014-06-20,95.0
2014-06-24,-65.3846
2014-06-26,18.5185
2014-06-30,25.0
2014-07-07,-20.0
2014-07-08,0.0
2014-07-18,0.0
2014-07-24,0.0
2014-07-25,6.25
2014-07-28,88.2353
2014-08-19,-50.0
2014-09-04,0.0
2014-09-08,0.0
2014-09-11,0.0
2014-09-15,0.0
2014-09-17,0.0
2014-09-19,0.0
2014-09-26,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,-50.0
2014-10-13,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-20,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-21,-50.0
2014-11-24,0.0
2014-11-28,-25.0
2014-12-01,0.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-29,0.0
2014-12-30,0.0
2015-01-06,0.0
2015-01-21,33.3333
2015-01-22,0.0
2015-02-27,100.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,-12.5
2015-03-11,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-25,0.0
2015-04-02,0.0
2015-04-20,0.0
2015-04-24,0.0
2015-06-12,14.2857
2015-06-30,0.0
2015-07-13,0.0
2015-07-24,0.0
2015-08-20,0.0
2015-08-27,0.0
2015-09-09,0.0
2015-09-15,0.0
2015-11-11,0.0
2015-11-27,0.0
2015-12-22,0.0
2016-01-12,-37.5
2016-02-11,0.0
2016-02-23,0.0
2016-04-08,0.0
2016-05-13,10.0
2016-05-24,-9.0909
2016-08-05,0.0
2016-08-31,0.0
2016-10-19,0.0
2016-11-04,0.0
2016-11-18,60.0
2016-12-01,62.5
2016-12-16,-69.2308
2016-12-19,0.0
2017-01-10,0.0
2017-01-12,0.0
2017-01-26,0.0
2017-03-08,0.0
2017-03-16,62.5
2017-03-17,7.6923
2017-03-20,71.4286
2017-03-24,-45.8333
2017-03-29,0.0
2017-04-28,0.0
2017-05-05,0.0
2017-05-10,0.0
2017-07-14,10.7692
2017-08-09,-11.1111
2017-08-15,17.25
2017-10-09,-14.7122
2017-11-03,-12.5
2017-11-15,0.0
2017-12-11,0.0
2017-12-18,0.0
2018-01-31,0.0
2018-02-08,-57.1429
2018-03-08,533.3333
2018-03-12,-57.8947
2018-03-13,0.0
2018-03-14,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-04-11,0.0
2018-05-15,0.0
2018-05-16,13.75
2018-06-04,-12.0879
2018-06-25,0.0
2018-08-20,0.0
2018-08-22,25.0
2018-09-18,0.0
2018-09-20,0.0
2018-09-24,0.0
2018-10-12,0.0
2018-10-15,-20.0
2018-11-12,12.5
2018-11-28,-11.1111
2018-12-03,25.0
2018-12-06,0.0
2019-01-09,-20.0
2019-01-25,0.0
2019-03-05,0.0
2019-05-14,0.0
2019-06-19,12.5
2019-06-28,0.0
2019-07-16,-11.1111
2019-09-10,0.0
2019-10-02,-37.5
2019-10-03,0.0
2019-10-08,-20.0
2019-10-16,0.0
2019-10-21,25.0
2019-10-23,0.0
2020-01-24,-20.0
2020-01-27,0.0
2020-02-04,0.0
2020-02-14,0.0
2020-03-27,0.0
2020-06-01,100.0
2020-06-02,50.0
2020-06-09,0.0
2020-06-11,-16.6667
2020-06-29,-30.0
