ticker,OKTA US Equity
2017-08-28,-1.8853
2017-08-29,0.1226
2017-08-30,7.4315999999999995
2017-08-31,2.5846
2017-09-01,-1.482
2017-09-05,-0.9026
2017-09-06,2.5427
2017-09-07,0.3701
2017-09-08,11.7257
2017-09-11,-0.363
2017-09-12,-2.6168
2017-09-13,0.5442
2017-09-14,-1.9959
2017-09-15,-1.2081
2017-09-18,2.2013
2017-09-19,0.7179
2017-09-20,-1.0183
2017-09-21,0.823
2017-09-22,-0.6803
2017-09-25,-1.3699
2017-09-26,-0.9028
2017-09-27,2.0673
2017-09-28,-0.4806
2017-09-29,-2.6906
2017-10-02,-1.9851
2017-10-03,1.302
2017-10-04,-3.463
2017-10-05,2.6257
2017-10-06,0.8649
2017-10-09,0.0357
2017-10-10,2.0
2017-10-11,0.035
2017-10-12,-0.21
2017-10-13,-3.0866
2017-10-16,-3.8002000000000002
2017-10-17,0.7148
2017-10-18,3.6235
2017-10-19,1.0094
2017-10-20,2.07
2017-10-23,-2.4126
2017-10-24,-0.9316
2017-10-25,-0.3617
2017-10-26,0.1452
2017-10-27,1.1961
2017-10-30,-0.967
2017-10-31,4.5931
2017-11-01,0.1729
2017-11-02,-1.7259
2017-11-03,0.1054
2017-11-06,1.5439
2017-11-07,-1.4167
2017-11-08,2.2082
2017-11-09,-0.5487
2017-11-10,0.6552
2017-11-13,-0.1199
2017-11-14,-0.0171
2017-11-15,-1.8182
2017-11-16,3.7386
2017-11-17,-1.5157
2017-11-20,1.026
2017-11-21,1.4895
2017-11-22,0.0334
2017-11-24,4.3014
2017-11-27,-1.4386
2017-11-28,1.2650000000000001
2017-11-29,-5.7976
2017-11-30,-0.68
2017-12-01,-1.6775
2017-12-04,-1.4276
2017-12-05,0.1766
2017-12-06,0.3526
2017-12-07,2.4947
2017-12-08,-6.8906
2017-12-11,-2.4669
2017-12-12,-3.5108
2017-12-13,1.9171
2017-12-14,0.0384
2017-12-15,-0.4221
2017-12-18,-2.7746
2017-12-19,0.9909
2017-12-20,-0.314
2017-12-21,1.1024
2017-12-22,-0.6231
2017-12-26,2.1552
2017-12-27,-0.2301
2017-12-28,-0.9612
2017-12-29,-0.5823
2018-01-02,3.319
2018-01-03,0.1134
2018-01-04,0.302
2018-01-05,-0.1129
2018-01-08,-0.5652
2018-01-09,0.1137
2018-01-10,0.3407
2018-01-11,0.2263
2018-01-12,1.6183999999999998
2018-01-16,-2.4074
2018-01-17,1.6319
2018-01-18,0.8215
2018-01-19,8.0741
2018-01-22,2.1247
2018-01-23,1.9463
2018-01-24,1.3496000000000001
2018-01-25,-0.8769
2018-01-26,1.5072
2018-01-29,-1.8399
2018-01-30,-2.0059
2018-01-31,-1.1745
2018-02-01,1.3921999999999999
2018-02-02,-1.8754
2018-02-05,-2.628
2018-02-06,1.0866
2018-02-07,1.9417
2018-02-08,-2.8571
2018-02-09,1.0854
2018-02-12,6.0963
2018-02-13,3.0689
2018-02-14,7.4437999999999995
2018-02-15,-1.6509
2018-02-16,4.1667
2018-02-20,3.1367
2018-02-21,-1.423
2018-02-22,1.3869
2018-02-23,1.8705
2018-02-26,3.316
2018-02-27,0.1061
2018-02-28,2.2523
2018-03-01,-5.675
2018-03-02,2.967
2018-03-05,3.6286
2018-03-06,-1.5963
2018-03-07,2.4071
2018-03-08,8.8401
2018-03-09,-6.784
2018-03-12,-0.0504
2018-03-13,2.0408
2018-03-14,-1.9752999999999998
2018-03-15,-2.4181
2018-03-16,-0.4388
2018-03-19,-1.5038
2018-03-20,2.6323
2018-03-21,1.3336999999999999
2018-03-22,-0.7593
2018-03-23,-2.1168
2018-03-26,3.6997999999999998
2018-03-27,-3.3668
2018-03-28,-0.494
2018-03-29,4.1286
2018-04-02,-2.0828
2018-04-03,-0.0769
2018-04-04,1.4619
2018-04-05,-1.4661
2018-04-06,-0.8722
2018-04-09,0.0518
2018-04-10,1.4485000000000001
2018-04-11,2.8811999999999998
2018-04-12,0.9913
2018-04-13,-0.3926
2018-04-16,0.0246
2018-04-17,2.3645
2018-04-18,-0.0481
2018-04-19,-1.1074
2018-04-20,2.1665
2018-04-23,3.2166
2018-04-24,-3.1394
2018-04-25,0.0953
2018-04-26,1.8571
2018-04-27,-2.431
2018-04-30,2.5635
2018-05-01,1.4716
2018-05-02,2.6243
2018-05-03,2.1534
2018-05-04,0.4831
2018-05-07,2.8191
2018-05-08,1.4878
2018-05-09,3.2042
2018-05-10,2.2727
2018-05-11,0.1984
2018-05-14,-4.6535
2018-05-15,0.7684
2018-05-16,0.9687
2018-05-17,0.4899
2018-05-18,0.9953
2018-05-21,1.6492
2018-05-22,-4.0166
2018-05-23,2.082
2018-05-24,2.3425000000000002
2018-05-25,2.3678
2018-05-29,3.431
2018-05-30,3.1681
2018-05-31,1.5354
2018-06-01,2.0281
2018-06-04,0.0174
2018-06-05,-4.8466000000000005
2018-06-06,-0.8062
2018-06-07,-6.0214
2018-06-08,0.7862
2018-06-11,0.6435
2018-06-12,2.577
2018-06-13,-0.6611
2018-06-14,0.4183
2018-06-15,3.1623
2018-06-18,0.9545
2018-06-19,-3.7636
2018-06-20,1.4359
2018-06-21,-0.8754
2018-06-22,-2.4991
2018-06-25,-5.5309
2018-06-26,1.1219999999999999
2018-06-27,-2.5419
2018-06-28,4.2848
2018-06-29,-0.0198
2018-07-02,2.0846
2018-07-03,-1.1669
2018-07-05,1.5152
2018-07-06,1.8996
2018-07-09,-1.3506
2018-07-10,-1.7933
2018-07-11,0.4516
2018-07-12,6.8413
2018-07-13,-0.933
2018-07-16,-0.1477
2018-07-17,3.255
2018-07-18,0.9314
2018-07-19,-0.6566
2018-07-20,0.6252
2018-07-23,1.4557
2018-07-24,-3.5521000000000003
2018-07-25,4.1001
2018-07-26,0.7145
2018-07-27,-4.6375
2018-07-30,-9.6171
2018-07-31,-0.3212
2018-08-01,4.7533
2018-08-02,4.9606
2018-08-03,-3.0408
2018-08-06,4.6288
2018-08-07,-0.9209
2018-08-08,0.0729
2018-08-09,3.2781000000000002
2018-08-10,-1.058
2018-08-13,-2.1208
2018-08-14,1.1653
2018-08-15,-1.9978
2018-08-16,0.753
2018-08-17,0.6744
2018-08-20,1.4485000000000001
2018-08-21,0.0892
2018-08-22,2.1041
2018-08-23,2.183
2018-08-24,2.4611
2018-08-27,-0.7339
2018-08-28,1.6132
2018-08-29,2.431
2018-08-30,-0.4036
2018-08-31,0.2269
2018-09-04,2.0864
2018-09-05,-5.1331
2018-09-06,0.5344
2018-09-07,19.4684
2018-09-10,0.2225
2018-09-11,1.1376
2018-09-12,1.7421
2018-09-13,-2.2651
2018-09-14,-0.4966
2018-09-17,-3.6323
2018-09-18,0.5179
2018-09-19,-0.0429
2018-09-20,1.6609
2018-09-21,-3.5211
2018-09-24,0.0292
2018-09-25,1.3135
2018-09-26,0.2449
2018-09-27,1.1783
2018-09-28,-0.071
2018-10-01,2.075
2018-10-02,-5.1796
2018-10-03,0.2496
2018-10-04,-4.6726
2018-10-05,0.0461
2018-10-08,-5.8363
2018-10-09,-2.6423
2018-10-10,-7.1536
2018-10-11,-1.4074
2018-10-12,5.399
2018-10-15,1.0939
2018-10-16,6.338
2018-10-17,0.5653
2018-10-18,-4.6097
2018-10-19,-6.1121
2018-10-22,2.977
2018-10-23,-0.2612
2018-10-24,-7.8401
2018-10-25,4.0925
2018-10-26,-5.4605
2018-10-29,1.0397
2018-10-30,2.0008
2018-10-31,9.023
2018-11-01,2.6902
2018-11-02,-3.6042
2018-11-05,-2.1464
2018-11-06,-0.7607
2018-11-07,11.586500000000001
2018-11-08,-1.7732
2018-11-09,-3.5941
2018-11-12,-7.861
2018-11-13,0.6957
2018-11-14,-0.2545
2018-11-15,5.7600999999999996
2018-11-16,-0.5343
2018-11-19,-15.6645
2018-11-20,-1.7465000000000002
2018-11-21,8.0928
2018-11-23,0.6965
2018-11-26,5.7253
2018-11-27,-2.8166
2018-11-28,8.7135
2018-11-29,5.5556
2018-11-30,3.7152
2018-12-03,1.9167
2018-12-04,-6.5053
2018-12-06,10.3875
2018-12-07,-6.826
2018-12-10,3.4787
2018-12-11,-0.0155
2018-12-12,3.8581
2018-12-13,0.358
2018-12-14,-0.6838
2018-12-17,-9.5195
2018-12-18,3.8213
2018-12-19,-0.1434
2018-12-20,-6.2231
2018-12-21,-7.1125
2018-12-24,-1.5387
2018-12-26,11.293
2018-12-27,2.658
2018-12-28,0.3257
2018-12-31,3.5545999999999998
2019-01-02,-0.8464
2019-01-03,-5.8489
2019-01-04,6.0275
2019-01-07,4.9406
2019-01-08,3.9686
2019-01-09,-0.1742
2019-01-10,0.0872
2019-01-11,-0.6246
2019-01-14,3.0259
2019-01-15,2.7809
2019-01-16,0.5798
2019-01-17,4.8586
2019-01-18,1.9634
2019-01-22,-0.8729
2019-01-23,1.3598
2019-01-24,1.3543
2019-01-25,0.3656
2019-01-28,-0.7913
2019-01-29,-2.38
2019-01-30,2.3343
2019-01-31,4.4608
2019-02-01,1.3709
2019-02-04,-2.6089
2019-02-05,0.897
2019-02-06,-0.7916
2019-02-07,-0.9698
2019-02-08,3.099
2019-02-11,-0.2886
2019-02-12,2.0379
2019-02-13,-1.2054
2019-02-14,1.9139
2019-02-15,-0.5164
2019-02-19,0.3775
2019-02-20,-1.2811
2019-02-21,-2.286
2019-02-22,2.5587999999999997
2019-02-25,0.0713
2019-02-26,-0.5699
2019-02-27,1.791
2019-02-28,-0.434
2019-03-01,1.8260999999999998
2019-03-04,-7.9486
2019-03-05,0.6913
2019-03-06,-0.1623
2019-03-07,1.5379
2019-03-08,-3.4232
2019-03-11,3.1875999999999998
2019-03-12,-0.3707
2019-03-13,-0.1984
2019-03-14,2.9949
2019-03-15,-4.4281
2019-03-18,4.6206
2019-03-19,-2.0273
2019-03-20,0.7144
2019-03-21,4.5249
2019-03-22,-5.1714
2019-03-25,1.3695
2019-03-26,1.631
2019-03-27,-3.2814
2019-03-28,0.681
2019-03-29,1.7464
2019-04-01,1.8131
2019-04-02,1.8521
2019-04-03,4.1497
2019-04-04,-4.432
2019-04-05,1.6864
2019-04-08,0.9329
2019-04-09,5.7166
2019-04-10,0.1187
2019-04-11,2.4364
2019-04-12,0.2315
2019-04-15,0.4725
2019-04-16,-1.5362
2019-04-17,-2.1439
2019-04-18,-0.282
2019-04-22,3.883
2019-04-23,5.8004
2019-04-24,0.6729
2019-04-25,-0.0786
2019-04-26,1.3182
2019-04-29,0.3981
2019-04-30,0.6093
2019-05-01,-1.8072
2019-05-02,1.4586000000000001
2019-05-03,2.3447
2019-05-06,1.6216
2019-05-07,-2.4863
2019-05-08,0.4472
2019-05-09,0.7672
2019-05-10,-0.752
2019-05-13,-5.2372
2019-05-14,3.7677
2019-05-15,2.2152
2019-05-16,3.3731999999999998
2019-05-17,1.112
2019-05-20,-1.857
2019-05-21,0.7165
2019-05-22,0.0365
2019-05-23,-1.5589
2019-05-24,1.5281
2019-05-28,-0.9395
2019-05-29,-2.8637
2019-05-30,1.0522
2019-05-31,6.2101
2019-06-03,-3.7008
2019-06-04,4.5492
2019-06-05,4.825
2019-06-06,3.4145
2019-06-07,3.0266
2019-06-10,2.0501
2019-06-11,-1.9781
2019-06-12,1.7746
2019-06-13,0.5709
2019-06-14,-1.074
2019-06-17,-0.8918
2019-06-18,0.7277
2019-06-19,2.8509
2019-06-20,0.7402
2019-06-21,-1.6719
2019-06-24,-4.6893
2019-06-25,-3.2
2019-06-26,-1.0579
2019-06-27,2.5225999999999997
2019-06-28,0.6273
2019-07-01,-0.8825
2019-07-02,2.908
2019-07-03,1.2065
2019-07-05,0.1647
2019-07-08,1.8558
2019-07-09,2.9367
2019-07-10,1.18
2019-07-11,0.8341
2019-07-12,-0.9663
2019-07-15,2.0548
2019-07-16,-2.3322
2019-07-17,2.3508
2019-07-18,0.4637
2019-07-19,-1.7812999999999999
2019-07-22,0.6829
2019-07-23,-1.0793
2019-07-24,1.0174
2019-07-25,-0.2919
2019-07-26,2.862
2019-07-29,-5.6216
2019-07-30,-0.4825
2019-07-31,-0.8789
2019-08-01,1.7198
2019-08-02,-0.3832
2019-08-05,-4.7522
2019-08-06,2.8986
2019-08-07,1.8933
2019-08-08,2.8552
2019-08-09,-1.4466999999999999
2019-08-12,-2.7571
2019-08-13,2.023
2019-08-14,-4.7093
2019-08-15,0.3862
2019-08-16,0.6438
2019-08-19,-1.8256000000000001
2019-08-20,4.6885
2019-08-21,4.0458
2019-08-22,-2.3346
2019-08-23,-1.0533
2019-08-26,0.7398
2019-08-27,1.2215
2019-08-28,-1.4067
2019-08-29,-4.498
2019-08-30,-0.5347
2019-09-03,1.336
2019-09-04,-0.195
2019-09-05,-2.8842
2019-09-06,-2.4145
2019-09-09,-9.8887
2019-09-10,-1.8671
2019-09-11,-0.5969
2019-09-12,-0.197
2019-09-13,-4.0237
2019-09-16,1.6652
2019-09-17,1.8016999999999999
2019-09-18,-1.9213
2019-09-19,-0.1254
2019-09-20,2.57
2019-09-23,-0.9797
2019-09-24,-2.597
2019-09-25,0.2735
2019-09-26,-0.5454
2019-09-27,-4.9456
2019-09-30,1.4424000000000001
2019-10-01,5.3118
2019-10-02,-0.6076
2019-10-03,10.7607
2019-10-04,2.085
2019-10-07,2.1797
2019-10-08,-3.2586
2019-10-09,2.6218
2019-10-10,-3.0793
2019-10-11,1.4576
2019-10-14,-0.4043
2019-10-15,0.0777
2019-10-16,-8.165
2019-10-17,-1.3252
2019-10-18,-6.1244
2019-10-21,2.638
2019-10-22,-1.8486
2019-10-23,1.5107
2019-10-24,7.1535
2019-10-25,-0.0093
2019-10-28,-0.6852
2019-10-29,0.1958
2019-10-30,4.5133
2019-10-31,-2.8849
2019-11-01,1.8336999999999999
2019-11-04,-3.4213
2019-11-05,-0.4381
2019-11-06,1.339
2019-11-07,-2.7811
2019-11-08,4.2197
2019-11-11,1.1308
2019-11-12,2.3084
2019-11-13,2.8556
2019-11-14,-0.6341
2019-11-15,1.3453
2019-11-18,3.0888
2019-11-19,4.0693
2019-11-20,2.6412
2019-11-21,-1.1823
2019-11-22,-0.1642
2019-11-25,0.7441
2019-11-26,1.3216999999999999
2019-11-27,-0.2762
2019-11-29,-0.1385
2019-12-02,-6.0333
2019-12-03,2.3288
2019-12-04,-2.356
2019-12-05,-2.2076000000000002
2019-12-06,-0.7133
2019-12-09,2.2906
2019-12-10,-1.1651
2019-12-11,-1.6387
2019-12-12,-3.7399
2019-12-13,3.0375
2019-12-16,-0.3942
2019-12-17,-1.8326
2019-12-18,1.1394
2019-12-19,0.3033
2019-12-20,0.406
2019-12-23,1.609
2019-12-24,0.7875
2019-12-26,1.1595
2019-12-27,-0.3987
2019-12-30,-4.6865
2019-12-31,0.9361
2020-01-02,1.6815
2020-01-03,0.8354
2020-01-06,4.3453
2020-01-07,-0.4375
2020-01-08,2.1645
2020-01-09,2.3656
2020-01-10,0.6769
2020-01-13,1.3679999999999999
2020-01-14,-1.624
2020-01-15,-0.3565
2020-01-16,-0.1322
2020-01-17,-2.0016
2020-01-21,-0.453
2020-01-22,-0.1916
2020-01-23,2.2556
2020-01-24,1.4237
2020-01-27,-2.9616
2020-01-28,1.3114
2020-01-29,1.2003
2020-01-30,3.0543
2020-01-31,-3.6784
2020-02-03,1.0152
2020-02-04,4.1825
2020-02-05,-3.7771
2020-02-06,0.3239
2020-02-07,2.0755
2020-02-10,2.2366
2020-02-11,1.1123
2020-02-12,0.2258
2020-02-13,-1.6499000000000001
2020-02-14,1.2711999999999999
2020-02-18,0.6349
2020-02-19,1.1602999999999999
2020-02-20,-0.681
2020-02-21,-3.5799
2020-02-24,-5.0827
2020-02-25,-3.0205
2020-02-26,3.9441
2020-02-27,-3.1216
2020-02-28,3.416
2020-03-02,4.1933
2020-03-03,-1.5664
2020-03-04,0.0
2020-03-05,-1.7436
2020-03-06,-2.3867
2020-03-09,-8.8275
2020-03-10,3.7963
2020-03-11,-3.7413
2020-03-12,-7.5556
2020-03-13,1.1406
2020-03-16,-10.4483
2020-03-17,13.5616
2020-03-18,-6.4614
2020-03-19,11.65
2020-03-20,1.3164
2020-03-23,2.5552
2020-03-24,4.7044
2020-03-25,-5.0012
2020-03-26,4.6956
2020-03-27,-1.8248
2020-03-30,3.2135
2020-03-31,-2.145
2020-04-01,-2.2002
2020-04-02,-2.9941
2020-04-03,2.5433
2020-04-06,7.7181999999999995
2020-04-07,-2.0137
2020-04-08,2.0312
2020-04-09,2.2406
2020-04-13,2.5199
2020-04-14,4.1561
2020-04-15,1.8807
2020-04-16,3.4814
2020-04-17,0.4477
2020-04-20,3.0454
2020-04-21,-2.7457000000000003
2020-04-22,2.1764
2020-04-23,0.244
2020-04-24,2.1972
2020-04-27,-2.195
2020-04-28,-2.8169
2020-04-29,1.2867
2020-04-30,1.1634
2020-05-01,-1.6259000000000001
2020-05-04,3.9304
2020-05-05,2.6117
2020-05-06,3.591
2020-05-07,3.5638
2020-05-08,-0.5344
2020-05-11,2.9224
2020-05-12,-0.3901
2020-05-13,2.1365
2020-05-14,-0.0226
2020-05-15,2.4137
2020-05-18,-1.1949
2020-05-19,0.7524
2020-05-20,3.8279
2020-05-21,0.0213
2020-05-22,2.5301
2020-05-26,-4.3223
2020-05-27,-2.5791
2020-05-28,2.5080999999999998
2020-05-29,6.3397
2020-06-01,4.704
2020-06-02,-2.4661
2020-06-03,-2.2631
2020-06-04,-4.5694
2020-06-05,-3.0544
2020-06-08,2.5083
2020-06-09,-2.7332
2020-06-10,0.7664
2020-06-11,-1.4219
2020-06-12,0.2069
2020-06-15,4.5805
2020-06-16,0.3468
2020-06-17,3.3068
2020-06-18,1.0241
2020-06-19,0.9577
2020-06-22,0.5046
2020-06-23,-1.7923
2020-06-24,0.1022
2020-06-25,4.2897
2020-06-26,-0.3575
2020-06-29,-1.7936999999999999
2020-06-30,0.1952
2020-07-01,5.3389
2020-07-02,-1.4982
2020-07-06,-0.2407
2020-07-07,0.0386
2020-07-08,5.9998000000000005
2020-07-09,1.4424000000000001
2020-07-10,-1.8928
2020-07-13,-8.5219
2020-07-14,3.3285
2020-07-15,-1.3059
2020-07-16,-0.7498
2020-07-17,2.3998
2020-07-20,2.8257
2020-07-21,-0.9051
2020-07-22,-0.2319
2020-07-23,-1.9211
2020-07-24,-0.5465
2020-07-27,0.1751
2020-07-28,-0.4563
2020-07-29,2.8382
2020-07-30,4.0023
2020-07-31,0.7569
