ticker,OCBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-11,-3.0435
2000-08-22,4.4843
2000-09-18,-24.8927
2000-12-27,11.4286
2001-05-08,23.0769
2001-07-31,2.0833
2001-08-15,2.0408
2001-08-17,-10.0
2001-09-07,9.4444
2001-10-17,0.5076
2001-11-20,0.0
2001-11-28,1.0101
2001-12-17,4.0
2002-04-03,1.9231
2002-04-09,-1.6981000000000002
2002-04-22,1.7274
2002-05-03,0.9434
2002-05-06,8.411200000000001
2002-05-08,-5.1724
2002-05-15,5.4545
2002-05-16,-6.0345
2002-05-17,10.0917
2002-05-20,-2.5
2002-05-21,0.0
2002-06-10,0.8547
2002-06-24,-0.8475
2002-07-18,3.9316
2002-07-23,0.0
2002-08-15,0.0
2002-09-09,0.0
2002-09-24,3.2895
2002-11-05,-2.8662
2002-11-06,3.2787
2002-11-07,-3.9683
2002-11-12,0.8264
2002-12-09,0.1639
2002-12-10,3.1097
2003-01-02,0.0
2003-02-06,-0.6349
2003-03-11,5.4313
2003-04-15,18.1818
2003-04-16,-12.8205
2003-04-17,7.7941
2003-06-03,7.7763
2003-06-30,-2.4051
2003-07-02,-9.2088
2003-07-11,10.0
2003-07-21,0.0
2003-07-23,0.0
2003-07-29,3.8961
2003-07-31,5.0
2003-08-06,-2.3810000000000002
2003-09-02,21.9512
2003-09-03,0.0
2003-09-24,-15.0
2003-09-25,0.0
2003-09-26,0.0
2003-09-29,0.0
2003-10-10,-1.1764999999999999
2003-10-14,1.1905000000000001
2003-10-29,7.6471
2003-10-31,-2.7321999999999997
2003-11-20,0.5618
2003-11-24,-5.8659
2003-12-12,8.6053
2003-12-23,0.0
2003-12-29,0.5464
2004-01-13,2.1739
2004-01-21,6.383
2004-01-26,-1.5
2004-02-05,-3.5533
2004-02-06,5.2632
2004-02-09,-4.0
2004-02-11,3.6458
2004-02-12,-2.0101
2004-02-13,0.0
2004-02-18,-1.5385
2004-02-20,3.6458
2004-03-03,-3.5176
2004-03-15,0.0
2004-03-16,0.0
2004-03-22,-1.0417
2004-04-05,1.0526
2004-04-12,-1.0417
2004-04-16,0.0
2004-04-20,4.2105
2004-04-21,0.0
2004-05-03,1.0101
2004-05-06,0.0
2004-05-07,0.0
2004-05-10,0.0
2004-05-11,0.5
2004-05-12,0.0
2004-05-14,0.0
2004-05-17,0.0
2004-05-18,-2.4876
2004-05-21,0.0
2004-05-24,2.551
2004-06-03,-0.199
2004-06-08,-2.2931
2004-06-09,2.3468999999999998
