ticker,UTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-17,28.5366
2003-12-18,-1.1006
2003-12-19,5.9094
2003-12-22,1.4493
2003-12-23,0.4643
2003-12-24,-0.1066
2003-12-26,1.2811
2003-12-29,2.6001
2003-12-30,1.7466
2003-12-31,0.9761
2004-01-02,0.0
2004-01-05,0.6667
2004-01-06,5.4305
2004-01-07,-0.2198
2004-01-08,0.724
2004-01-09,-2.0625
2004-01-12,-1.3401
2004-01-13,-3.9457
2004-01-14,-2.0202
2004-01-15,-0.5155
2004-01-16,-0.5181
2004-01-20,1.0417
2004-01-21,0.0
2004-01-22,3.4708
2004-01-23,3.7861000000000002
2004-01-26,8.192
2004-01-27,-7.276
2004-01-28,0.319
2004-01-29,2.0668
2004-01-30,0.0
2004-02-02,0.1558
2004-02-03,-0.2488
2004-02-04,-0.0624
2004-02-05,0.0
2004-02-06,-0.0936
2004-02-09,-0.0625
2004-02-10,1.7187000000000001
2004-02-11,1.0753
2004-02-12,13.6778
2004-02-13,0.2674
2004-02-17,0.1067
2004-02-18,-0.2397
2004-02-19,-0.1335
2004-02-20,0.107
2004-02-23,-0.3739
2004-02-24,-0.7507
2004-02-25,-0.5943
2004-02-26,2.1739
2004-02-27,0.7447
2004-03-01,0.3168
2004-03-02,0.2632
2004-03-03,3.0446
2004-03-04,1.9358
2004-03-05,0.1499
2004-03-08,-0.025
2004-03-09,2.296
2004-03-10,3.1959
2004-03-11,-6.6194
2004-03-12,-2.1013
2004-03-15,0.3103
2004-03-16,0.5414
2004-03-17,0.7949
2004-03-18,-0.1526
2004-03-19,-5.3248
2004-03-22,-4.7363
2004-03-23,2.2599
2004-03-24,1.9889999999999999
2004-03-25,3.1961
2004-03-26,-0.7874
2004-03-29,1.5873
2004-03-30,3.5156
2004-03-31,0.7547
2004-04-01,0.824
2004-04-02,1.9069
2004-04-05,-0.1215
2004-04-06,-0.2433
2004-04-07,2.0732
2004-04-08,-0.1434
2004-04-12,-0.7179
2004-04-13,-1.181
2004-04-14,-0.6341
2004-04-15,-1.1291
2004-04-16,-0.72
2004-04-19,-0.7502
2004-04-20,0.0252
2004-04-21,2.1411
2004-04-22,1.3564
2004-04-23,3.1387
2004-04-26,-5.2843
2004-04-27,3.3624
2004-04-28,4.9879999999999995
2004-04-29,3.6263
2004-04-30,-1.4618
2004-05-03,1.1463
2004-05-04,0.6667
2004-05-05,1.9868000000000001
2004-05-06,-0.4762
2004-05-07,0.0217
2004-05-10,-2.8266999999999998
