ticker,CRSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-17,-26.6667
2017-10-18,0.0
2017-10-19,-16.0606
2017-10-20,6.4982
2017-10-23,3.7288
2017-10-24,2.9412000000000003
2017-10-25,-4.7619
2017-10-26,6.0
2017-10-27,-0.9434
2017-10-30,4.7619
2017-10-31,0.0
2017-11-01,-4.5455
2017-11-02,-0.9524
2017-11-03,-1.9231
2017-11-06,3.5948
2017-11-07,-5.3628
2017-11-08,-1.6667
2017-11-09,-8.4746
2017-11-10,1.8519
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,5.4545
2017-11-17,3.4483
2017-11-20,5.0
2017-11-21,1.5873
2017-11-22,0.0
2017-11-27,-9.375
2017-11-28,8.6207
2017-11-29,-4.7619
2017-11-30,5.0
2017-12-01,0.0
2017-12-05,-1.5873
2017-12-06,0.371
2017-12-07,1.2373
2017-12-08,-1.5873
2017-12-11,-6.4516
2017-12-12,2.3793
2017-12-13,-2.324
2017-12-14,3.4483
2017-12-15,-1.6667
2017-12-18,0.0
2017-12-19,11.8644
2017-12-20,3.6364
2017-12-21,-0.5848
2017-12-22,7.3529
2017-12-26,-4.1096
2017-12-27,0.0
2017-12-28,-1.4285999999999999
2017-12-29,8.1159
2018-01-02,5.8981
2018-01-03,-1.2658
2018-01-04,1.2821
2018-01-05,-1.7722
2018-01-08,0.5155
2018-01-09,3.8462
2018-01-10,0.8519
2018-01-11,-2.0688
2018-01-12,9.275
2018-01-16,-2.997
2018-01-17,-3.5377
2018-01-18,3.9095
2018-01-19,-3.2918
2018-01-22,7.056
2018-01-23,2.2727
2018-01-24,-5.5556
2018-01-25,1.1764999999999999
2018-01-26,1.1628
2018-01-29,0.0
2018-01-30,-9.1954
2018-01-31,7.5949
2018-02-01,7.2941
2018-02-02,0.0
2018-02-05,-1.3158
2018-02-06,-3.5556
2018-02-07,-1.8433000000000002
2018-02-08,-3.5211
2018-02-09,2.6764
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,4.2654
2018-02-16,2.2727
2018-02-20,-3.3333
2018-02-22,-2.7586
2018-02-23,-1.4184
2018-02-26,-4.0767
2018-02-27,-0.25
2018-03-01,-4.7619
2018-03-06,0.5263
2018-03-07,4.712
2018-03-08,0.0
2018-03-09,2.5
2018-03-13,-3.6585
2018-03-15,1.2658
2018-03-16,-0.75
2018-03-19,-0.5038
2018-03-21,0.2532
2018-03-23,-3.2828
2018-03-26,3.1332
2018-04-02,0.0
