ticker,CRSS US Equity
2018-04-03,-1.2658
2018-04-04,-2.5641
2018-04-06,1.3158
2018-04-09,0.2597
2018-04-11,-0.2591
2018-04-12,-1.2987
2018-04-13,0.2632
2018-04-17,2.3622
2018-04-19,-2.0513
2018-04-20,0.7853
2018-04-24,1.2987
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,1.2821
2018-04-30,1.2658
2018-05-01,0.0
2018-05-02,1.25
2018-05-03,1.2346
2018-05-04,-1.2195
2018-05-07,1.2346
2018-05-10,0.0
2018-05-11,-1.2195
2018-05-16,-0.4938
2018-05-17,-0.7444
2018-05-21,0.0
2018-05-22,-4.25
2018-05-23,4.4386
2018-05-24,6.25
2018-05-25,-0.2353
2018-05-29,1.4151
2018-05-30,9.3023
2018-05-31,2.1277
2018-06-01,4.1667
2018-06-04,0.0
2018-06-05,10.0
2018-06-06,-0.9091
2018-06-07,-8.2569
2018-06-08,49.0
2018-06-11,-6.0403
2018-06-12,3.5714
2018-06-13,0.6897
2018-06-14,2.3288
2018-06-15,-6.2918
2018-06-18,-1.4285999999999999
2018-06-19,0.0
2018-06-20,8.6957
2018-06-22,3.6
2018-06-25,1.5444
2018-06-26,-0.507
2018-06-28,-1.9108
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,3.8961
2018-07-09,0.0
2018-07-10,-4.375
2018-07-11,-1.9607999999999999
2018-07-16,-5.3333
2018-07-17,0.0
2018-07-19,-1.5493000000000001
2018-07-23,-1.2876
2018-07-24,8.6957
2018-07-25,-4.0
2018-07-26,0.0
2018-07-27,-2.7778
2018-07-30,0.0
2018-07-31,0.0
2018-08-02,0.0
2018-08-03,7.1429
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-13,-1.3333
2018-08-14,0.0
2018-08-15,0.0
2018-08-17,-0.1351
2018-08-21,-5.2774
2018-08-22,3.5714
2018-08-24,6.8966
2018-08-27,-2.5806
2018-08-28,2.649
2018-08-30,-0.129
2018-09-04,-3.1008
2018-09-05,-0.1333
2018-09-06,0.1335
2018-09-07,6.9333
2018-09-10,-6.4838000000000005
2018-09-12,0.6667
2018-09-13,-0.6623
2018-09-14,-1.3333
2018-09-18,0.0
2018-09-19,-5.4054
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,-3.5714
2018-09-26,0.0
2018-09-27,10.963
2018-10-01,-6.5421
2018-10-02,0.0
2018-10-05,3.5714
2018-10-08,-3.4483
2018-10-09,0.0
2018-10-10,-0.2857
2018-10-11,0.1433
2018-10-12,0.2861
2018-10-15,3.4237
2018-10-16,0.0
2018-10-18,-3.4483
2018-10-22,-6.1429
2018-10-23,6.5449
2018-10-25,0.0
2018-10-29,-4.2857
2018-10-31,2.9851
2018-11-01,1.4493
2018-11-09,-4.2857
2018-11-12,4.4776
2018-11-16,-3.5714
2018-11-19,0.0
2018-11-20,-0.7407
2018-11-21,0.0
2018-11-23,0.0
2018-11-26,3.7313
2018-11-28,0.7194
2018-11-29,0.0
2018-11-30,7.1429
2018-12-07,-6.6667
2018-12-10,0.0
2018-12-12,0.7143
2018-12-13,13.4752
2018-12-14,0.0
2018-12-18,-2.5
2018-12-19,-3.8462
2018-12-20,-3.5467
2018-12-21,-3.6494
2018-12-24,0.4304
2018-12-27,4.1429
2018-12-28,-0.5487
2018-12-31,3.4483
2019-01-02,0.0
2019-01-08,6.6667
2019-01-10,-3.125
2019-01-14,6.4516
2019-01-15,-3.0303
2019-01-16,3.125
2019-01-18,0.6061
2019-01-22,2.4096
2019-01-23,-2.3529
2019-01-25,0.0
2019-01-29,2.4096
2019-01-30,-1.1764999999999999
2019-02-01,-1.1905000000000001
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,-1.2048
2019-02-08,-2.439
2019-02-11,-2.5
2019-02-12,5.1282
2019-02-13,0.0
2019-02-14,-0.122
2019-02-15,-2.3199
2019-02-20,1.25
2019-02-25,1.2346
2019-02-27,9.7561
2019-02-28,-3.8889
2019-03-04,-1.7341
2019-03-05,-2.9412000000000003
2019-03-07,0.0
2019-03-11,-3.0303
2019-03-13,3.125
2019-03-14,-4.9697
2019-03-15,2.0408
2019-03-20,6.0
2019-03-21,-5.6604
2019-03-25,-2.5
2019-03-26,-1.2821
2019-03-27,-9.0909
2019-03-29,14.2857
2019-04-02,-3.75
2019-04-03,3.8961
2019-04-04,0.0
2019-04-09,0.0
2019-04-10,1.5625
2019-04-11,-3.0154
2019-04-12,-0.3807
2019-04-15,1.2739
2019-04-16,-2.5157
2019-04-18,2.5806
2019-04-22,-1.2579
2019-04-23,1.6561
2019-04-24,0.2506
2019-04-25,0.0
2019-04-29,0.0
2019-05-01,-3.75
2019-05-02,0.0
2019-05-03,0.487
2019-05-07,-0.4847
2019-05-08,1.2987
2019-05-09,2.5641
2019-05-16,-6.25
2019-05-17,6.6667
2019-05-20,-3.75
2019-05-21,0.0
2019-05-22,0.0
2019-05-28,1.2987
2019-05-29,1.6346
2019-05-30,-1.6082999999999998
2019-05-31,0.641
2019-06-05,1.2739
2019-06-06,0.6289
2019-06-07,0.0
2019-06-13,0.0
2019-06-17,3.125
2019-06-19,-3.0303
2019-06-20,0.0
2019-06-24,0.0
2019-06-26,0.0
2019-07-01,0.0
2019-07-05,6.25
2019-07-08,-5.8824
2019-07-12,3.125
2019-07-15,8.9697
2019-07-16,-8.2314
2019-07-17,-3.0303
2019-07-18,0.625
2019-07-19,-3.1056
2019-07-25,2.5641
2019-07-31,-1.25
2019-08-01,4.1139
2019-08-05,-3.9514
2019-08-07,-0.6329
2019-08-13,1.9108
2019-08-15,0.0
2019-08-20,0.0
2019-08-23,0.0
2019-08-27,3.125
2019-08-30,-3.0303
2019-09-03,3.0
2019-09-05,3.1553
2019-09-06,1.7647
2019-09-09,-1.7341
2019-09-10,5.8824
2019-09-12,0.0
2019-09-26,0.5556
2019-09-30,0.0
2019-10-01,-0.5525
2019-10-03,-13.8889
2019-10-04,9.6774
2019-10-07,-5.8824
2019-10-08,0.0
2019-10-09,9.375
2019-10-21,-8.5714
2019-10-23,0.0
2019-10-25,6.25
2019-11-01,0.0
2019-11-07,-5.8824
2019-11-14,-2.25
2019-11-18,6.1381
2019-11-20,0.0
2019-11-22,-2.6506
2019-11-25,-0.9901
2019-11-26,-1.625
2019-12-04,1.6518000000000002
2019-12-05,0.625
2019-12-09,-0.1242
2019-12-10,1.3682
2019-12-11,33.1288
2019-12-17,-23.7788
2019-12-18,14.873
2019-12-19,5.4737
2019-12-20,-0.1996
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,-4.6
2019-12-27,4.8218
2019-12-30,0.0
2019-12-31,8.9
2020-01-02,-3.5813
2020-01-03,-4.6667
2020-01-06,-0.999
2020-01-07,0.9082
2020-01-08,-10.9
2020-01-09,17.8451
2020-01-10,-3.3333
2020-01-14,0.9852
2020-01-15,2.439
2020-01-16,-0.8571
2020-01-17,-1.537
2020-01-22,0.0
2020-01-27,-0.4878
2020-01-29,2.9412000000000003
2020-01-30,-2.3810000000000002
2020-01-31,2.439
2020-02-04,-3.3333
2020-02-05,-0.4926
2020-02-07,-0.8911
2020-02-12,-4.7952
2020-02-14,0.2099
2020-02-18,0.0
2020-02-21,4.712
2020-02-27,0.0
2020-02-28,-0.5
2020-03-02,-2.0101
2020-03-04,0.0
2020-03-09,-7.5897
2020-03-10,-2.3307
2020-03-12,-9.0909
2020-03-16,-6.25
2020-03-17,6.6667
2020-03-18,-9.375
2020-03-20,-3.4483
2020-03-23,-2.8571
2020-03-24,0.7353
2020-03-25,2.1898
2020-03-26,3.5714
2020-03-27,-0.6897
2020-03-30,0.0
2020-03-31,6.9444
2020-04-03,0.0
2020-04-06,-1.9481000000000002
2020-04-07,0.0
2020-04-08,0.7947
2020-04-09,1.8397000000000001
2020-04-13,0.0
2020-04-14,3.2258
2020-04-15,0.0
2020-04-16,-2.5
2020-04-17,10.2564
2020-04-28,1.7442
2020-05-05,-8.5714
2020-05-07,-11.625
2020-05-12,6.082
2020-05-13,0.0
2020-05-15,-4.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-21,0.0
2020-05-26,-0.6944
2020-06-03,11.8881
2020-06-05,0.0
2020-06-08,-3.125
2020-06-12,7.0968
2020-06-16,-1.8072
2020-06-18,-11.411
2020-06-19,1.2465
2020-06-22,-1.2312
2020-06-24,7.3407
2020-06-25,0.0
2020-06-29,1.2903
2020-06-30,1.2739
2020-07-08,0.6289
