ticker,SVMK US Equity
2019-02-15,4.2194
2019-02-19,5.1012
2019-02-20,1.6179000000000001
2019-02-21,-0.3033
2019-02-22,2.7376
2019-02-25,-3.0348
2019-02-26,-0.0763
2019-02-27,9.0909
2019-02-28,6.2325
2019-03-01,-1.1206
2019-03-04,-2.0667
2019-03-05,0.1361
2019-03-06,1.8355000000000001
2019-03-07,2.8705
2019-03-08,-1.3628
2019-03-11,1.6447
2019-03-12,2.2006
2019-03-13,-1.5199
2019-03-14,-2.701
2019-03-15,1.6522999999999999
2019-03-18,0.4551
2019-03-19,-1.4887000000000001
2019-03-20,-0.5913
2019-03-21,0.4627
2019-03-22,-1.1842
2019-03-25,1.4647000000000001
2019-03-26,10.3675
2019-03-27,1.0702
2019-03-28,4.7059
2019-03-29,2.3034
2019-04-01,0.4942
2019-04-02,-1.5301
2019-04-03,0.5549
2019-04-04,-2.2075
2019-04-05,-0.6772
2019-04-08,-1.875
2019-04-09,1.0423
2019-04-10,2.9226
2019-04-11,-1.5032999999999999
2019-04-12,-3.2222
2019-04-15,0.0
2019-04-16,1.1098
2019-04-17,0.4044
2019-04-18,0.5754
2019-04-22,-2.746
2019-04-23,3.2941
2019-04-24,0.2278
2019-04-25,0.4545
2019-04-26,0.3394
2019-04-29,1.2965
2019-04-30,-0.3895
2019-05-01,-2.067
2019-05-02,0.0
2019-05-03,1.8824999999999998
2019-05-06,0.5599
2019-05-07,-0.8352
2019-05-08,-0.4492
2019-05-09,0.1128
2019-05-10,-5.2394
2019-05-13,-4.459
2019-05-14,0.0622
2019-05-15,2.4876
2019-05-16,1.335
2019-05-17,1.976
2019-05-20,-1.6442
2019-05-21,1.2537
2019-05-22,0.1179
2019-05-23,0.0
2019-05-24,0.7067
2019-05-28,1.462
2019-05-29,-0.4035
2019-05-30,-1.4468
2019-05-31,0.9982
2019-06-03,-5.7558
2019-06-04,-0.5552
2019-06-05,1.3027
2019-06-06,2.3882
2019-06-07,1.4354
2019-06-10,-0.7665
2019-06-11,-1.2478
2019-06-12,-1.3237
2019-06-13,-2.7439
2019-06-14,2.1944
2019-06-17,-0.1227
2019-06-18,2.5183999999999997
2019-06-19,2.0971
2019-06-20,0.1174
2019-06-21,-3.3411
2019-06-24,1.5767
2019-06-25,-3.2239
2019-06-26,-2.2824999999999998
2019-06-27,0.6313
2019-06-28,3.5759
2019-07-01,-0.424
2019-07-02,0.2433
2019-07-03,1.0922
2019-07-05,0.0
2019-07-08,-2.0408
2019-07-09,1.2868
2019-07-10,-0.4235
2019-07-11,-0.729
2019-07-12,1.224
2019-07-15,0.2418
2019-07-16,0.3619
2019-07-17,1.9832
2019-07-18,-0.5303
2019-07-19,0.8294
2019-07-22,1.7626
2019-07-23,-0.5774
2019-07-24,2.6713
2019-07-25,0.6222
2019-07-26,5.7336
2019-07-29,-3.5619
2019-07-30,-2.8666
2019-07-31,-3.689
2019-08-01,-2.7107
2019-08-02,17.9285
2019-08-05,-6.9851
2019-08-06,3.9205
2019-08-07,-1.2752
2019-08-08,0.1615
2019-08-09,0.6985
2019-08-12,-1.8677000000000001
2019-08-13,-2.2838
2019-08-14,-0.8347
2019-08-15,-0.7295
2019-08-16,-1.6393
2019-08-19,-2.1839
2019-08-20,2.8202
2019-08-21,2.0571
2019-08-22,3.0795
2019-08-23,-2.2814
2019-08-26,-0.8338
2019-08-27,-1.8498
2019-08-28,-1.1993
2019-08-29,-1.0983
2019-08-30,-2.1625
2019-09-03,-2.9869
2019-09-04,2.2167
2019-09-05,1.4458
2019-09-06,-0.6532
2019-09-09,-0.8966
2019-09-10,1.146
2019-09-11,3.0411
2019-09-12,2.4306
2019-09-13,-2.2599
2019-09-16,2.1387
2019-09-17,3.339
2019-09-18,0.3286
2019-09-19,0.0546
2019-09-20,-1.3639000000000001
2019-09-23,0.0
2019-09-24,-2.9314
2019-09-25,-0.1709
2019-09-26,-2.911
2019-09-27,-0.3821
2019-09-30,0.9147
2019-10-01,1.4035
2019-10-02,-1.2976
2019-10-03,4.7035
2019-10-04,1.0603
2019-10-07,0.5522
2019-10-08,-2.8556
2019-10-09,3.2222
2019-10-10,-2.0811
2019-10-11,-1.0626
2019-10-14,-0.8762
2019-10-15,4.8189
2019-10-16,0.7073
2019-10-17,-0.5943
2019-10-18,-5.0543
2019-10-21,0.5724
2019-10-22,-1.5367
2019-10-23,0.4046
2019-10-24,2.8785
2019-10-25,1.8467
2019-10-28,1.2088
2019-10-29,-0.7058
2019-10-30,1.4215
2019-10-31,-0.8086
2019-11-01,0.3261
2019-11-04,-3.467
2019-11-05,-0.6173
2019-11-06,-1.6657
2019-11-07,-1.0336
2019-11-08,-7.2817
2019-11-11,3.7547
2019-11-12,-2.1713
2019-11-13,1.2947
2019-11-14,1.6433
2019-11-15,2.3952
2019-11-18,-0.4678
2019-11-19,-0.0588
2019-11-20,0.5879
2019-11-21,-0.4091
2019-11-22,-0.0587
2019-11-25,1.6442
2019-11-26,-1.2709
2019-11-27,0.9947
2019-11-29,-1.1008
2019-12-02,-0.5858
2019-12-03,2.7696
2019-12-04,0.4014
2019-12-05,0.0
2019-12-06,-0.2284
2019-12-09,-0.7155
2019-12-10,-1.5278
2019-12-11,2.7518000000000002
2019-12-12,1.5385
2019-12-13,-1.0662
2019-12-16,0.9075
2019-12-17,0.787
2019-12-18,-0.4462
2019-12-19,-0.8964
2019-12-20,1.4132
2019-12-23,-0.5017
2019-12-24,1.1764999999999999
2019-12-26,0.3322
2019-12-27,-1.2141
2019-12-30,-0.7821
2019-12-31,0.6194
2020-01-02,3.0778
2020-01-03,-0.2172
2020-01-06,0.1088
2020-01-07,-0.4076
2020-01-08,2.2647
2020-01-09,1.7076
2020-01-10,0.787
2020-01-13,3.0193
2020-01-14,0.9096
2020-01-15,-0.4006
2020-01-16,3.0166
2020-01-17,-3.8555
2020-01-21,-1.0152
2020-01-22,-3.8718
2020-01-23,0.1334
2020-01-24,-0.9057
2020-01-27,-2.957
2020-01-28,1.108
2020-01-29,-2.3014
2020-01-30,-0.0561
2020-01-31,-0.954
2020-02-03,0.3399
2020-02-04,2.2021
2020-02-05,-1.105
2020-02-06,3.4078
2020-02-07,0.108
2020-02-10,-0.5397
2020-02-11,-1.5192999999999999
2020-02-12,1.8733
2020-02-13,-0.2163
2020-02-14,18.2114
2020-02-18,-2.2467
2020-02-19,-0.2345
2020-02-20,-2.4918
2020-02-21,0.1446
2020-02-24,-4.7183
2020-02-25,-2.2233
2020-02-26,-1.3437000000000001
2020-02-27,-2.4096
2020-02-28,-2.1471
2020-03-02,-3.3461
2020-03-03,-1.9864000000000002
2020-03-04,1.5055
2020-03-05,-1.7684
2020-03-06,-3.1359
2020-03-09,-8.2734
2020-03-10,3.4641
2020-03-11,-7.3279
2020-03-12,-7.9073
2020-03-13,1.1843
2020-03-16,-17.9225
2020-03-17,-1.3369
2020-03-18,-8.7624
2020-03-19,5.6436
2020-03-20,3.2802
2020-03-23,0.8167
2020-03-24,14.5815
2020-03-25,0.2357
2020-03-26,10.0313
2020-03-27,-2.9202
2020-03-30,0.5136
2020-03-31,-1.3869
2020-04-01,-5.9215
2020-04-02,-5.1928
2020-04-03,-2.9876
2020-04-06,6.7579
2020-04-07,-0.9615
2020-04-08,3.479
2020-04-09,6.0985
2020-04-13,-0.7369
2020-04-14,5.5679
2020-04-15,-1.4064999999999999
2020-04-16,-3.2096999999999998
2020-04-17,8.0324
2020-04-20,-0.955
2020-04-21,-1.7218
2020-04-22,4.1345
2020-04-23,0.6057
2020-04-24,2.6087
2020-04-27,2.8683
2020-04-28,-1.2041
2020-04-29,3.0148
2020-04-30,-2.2416
2020-05-01,-7.4522
2020-05-04,3.1659
2020-05-05,3.469
2020-05-06,2.3211
2020-05-07,7.0573
2020-05-08,8.711
2020-05-11,0.379
2020-05-12,1.0248
2020-05-13,1.1746
2020-05-14,0.9499
2020-05-15,0.2091
2020-05-18,-0.8868
2020-05-19,2.3158
2020-05-20,0.5144
2020-05-21,-1.5352999999999999
2020-05-22,2.9626
2020-05-26,1.161
2020-05-27,-0.5988
2020-05-28,-1.6566
2020-05-29,2.8586
2020-06-01,2.4814
2020-06-02,3.293
2020-06-03,1.5002
2020-06-04,-0.1848
2020-06-05,-1.4808
2020-06-08,1.9727999999999999
2020-06-09,0.0461
2020-06-10,0.5064
2020-06-11,-5.5428
2020-06-12,1.6004
2020-06-15,2.5298
2020-06-16,2.8399
2020-06-17,-1.9013
2020-06-18,3.784
2020-06-19,1.3784
2020-06-22,0.5263
2020-06-23,0.6545
2020-06-24,-0.2167
2020-06-25,3.8662
2020-06-26,-3.1368
2020-06-29,-0.6908
2020-06-30,2.3478
2020-07-01,3.4834
2020-07-02,-2.9146
2020-07-06,0.296
2020-07-07,-1.0961
2020-07-08,1.023
2020-07-09,0.6329
2020-07-10,-0.5451
2020-07-13,-6.0287
2020-07-14,3.0956
2020-07-15,-0.5657
2020-07-16,-1.9256
2020-07-17,1.4726
2020-07-20,3.8698
2020-07-21,-1.0161
2020-07-22,-0.8982
2020-07-23,-1.7694999999999999
2020-07-24,-1.8014000000000001
2020-07-27,4.519
2020-07-28,-1.1558
2020-07-29,2.6418
2020-07-30,2.1097
2020-07-31,-0.9091
