ticker,EIPC US Equity
2007-08-22,33.3333
2007-08-23,-6.25
2007-08-24,6.6667
2007-08-28,0.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-11,0.0
2007-09-12,0.0
2007-09-13,0.0
2007-09-18,0.0
2007-09-19,12.5
2007-09-24,0.0
2007-09-25,77.7778
2007-09-26,37.5
2007-09-27,4.5455
2007-09-28,8.6957
2007-10-01,-16.0
2007-10-02,0.0
2007-10-03,0.0
2007-10-04,21.4286
2007-10-05,-9.8039
2007-10-08,0.0
2007-10-09,-4.3478
2007-10-10,13.6364
2007-10-11,88.0
2007-10-12,-25.5319
2007-10-15,0.0
2007-10-16,0.0
2007-10-17,-14.2857
2007-10-18,13.3333
2007-10-19,17.647100000000002
2007-10-22,-17.5
2007-10-23,-9.0909
2007-10-24,10.0
2007-10-25,-9.0909
2007-10-26,6.6667
2007-10-30,3.125
2007-10-31,-3.0303
2007-11-02,-6.25
2007-11-05,-23.3333
2007-11-06,0.0
2007-11-09,0.0
2007-11-13,0.0
2007-11-14,-13.0435
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,-15.0
2007-11-26,0.0
2007-11-28,-11.7647
2007-11-29,-42.0
2007-11-30,3.4483
2007-12-03,33.3333
2007-12-04,8.3333
2007-12-05,7.6923
2007-12-06,-14.2857
2007-12-07,16.6667
2007-12-10,-14.2857
2007-12-11,-8.3333
2007-12-13,9.0909
2007-12-14,0.0
2007-12-17,-16.6667
2007-12-18,25.0
2007-12-19,0.0
2007-12-20,4.0
2007-12-21,-11.538499999999999
2007-12-26,0.0
2007-12-27,-8.6957
2007-12-28,9.5238
2007-12-31,0.0
2008-01-02,0.0
2008-01-04,-13.0435
2008-01-07,-10.0
2008-01-08,5.5556
2008-01-09,21.0526
2008-01-10,-4.3478
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,18.1818
2008-01-18,0.0
2008-01-22,0.0
2008-01-25,-7.6923
2008-01-28,0.0
2008-01-29,-8.3333
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,-9.0909
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-12,15.0
2008-02-14,-8.6957
2008-02-19,0.0
2008-02-20,-4.7619
2008-02-21,-20.0
2008-02-22,25.0
2008-02-27,-15.0
2008-02-28,15.2941
2008-03-04,-4.0816
2008-03-05,-4.2553
2008-03-06,0.0
2008-03-07,4.4444
2008-03-10,-2.1277
2008-03-11,-2.1739
2008-03-12,-2.2222
2008-03-14,2.2727
2008-03-17,-11.1111
2008-03-18,8.75
2008-03-20,-2.2989
2008-03-24,0.0
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,5.8824
2008-04-03,11.1111
2008-04-04,0.0
2008-04-08,0.0
2008-04-10,0.0
2008-04-14,-10.0
2008-04-16,5.5556
2008-04-17,-6.3158
2008-04-18,16.8539
2008-04-23,-13.461500000000001
2008-04-24,-11.1111
2008-04-25,0.0
2008-04-29,0.0
2008-04-30,12.5
2008-05-06,11.1111
2008-05-12,-20.0
2008-05-13,-1.25
2008-05-14,1.2658
2008-05-15,12.5
2008-05-16,14.4444
2008-05-19,-2.9126
2008-05-20,-1.0
2008-05-21,-9.0909
2008-05-23,0.0
2008-05-27,5.5556
2008-05-29,0.0
2008-05-30,-5.2632
2008-06-03,-33.3333
2008-06-04,16.6667
2008-06-05,37.1429
2008-06-09,-6.25
2008-06-11,0.0
2008-06-16,0.0
2008-06-17,-11.1111
2008-06-18,0.0
2008-06-19,-12.5
2008-06-20,-1.4285999999999999
2008-06-23,14.4928
2008-06-24,-11.3924
2008-06-25,0.0
2008-06-26,-7.1429
2008-06-27,38.4615
2008-06-30,-22.2222
2008-07-01,0.0
2008-07-02,21.4286
2008-07-09,-29.4118
2008-07-10,16.6667
2008-07-11,0.0
2008-07-15,14.2857
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,2.5
2008-07-21,-14.6341
2008-07-22,42.8571
2008-07-23,20.0
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,-4.1667
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,-8.6957
2008-08-01,-0.9524
2008-08-04,-3.8462
2008-08-05,20.0
2008-08-06,-4.1667
2008-08-07,-4.3478
2008-08-11,-10.9091
2008-08-12,-8.1633
2008-08-13,11.1111
2008-08-14,-10.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,-11.1111
2008-08-20,31.25
2008-08-22,0.0
2008-08-26,-14.2857
2008-08-27,-11.1111
2008-08-28,-18.75
2008-08-29,-7.6923
2008-09-02,0.0
2008-09-03,16.6667
2008-09-04,0.0
2008-09-08,-14.2857
2008-09-09,0.0
2008-09-10,0.0
2008-09-11,33.3333
2008-09-15,0.0
2008-09-16,-25.0
2008-09-17,33.3333
2008-09-18,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,-12.5
2008-09-26,14.2857
2008-09-30,-1.25
2008-10-01,-5.0633
2008-10-02,-20.0
2008-10-03,33.3333
2008-10-06,-12.5
2008-10-07,-35.7143
2008-10-08,11.1111
2008-10-09,-18.0
2008-10-10,-2.439
2008-10-13,0.0
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,0.0
2008-10-17,0.0
2008-10-20,50.0
2008-10-21,-33.3333
2008-10-22,45.0
2008-10-23,-3.4483
2008-10-24,-1.7856999999999998
2008-10-28,27.2727
2008-10-29,-14.2857
2008-10-30,16.6667
2008-11-03,-14.2857
2008-11-06,-33.3333
2008-11-07,37.5
2008-11-10,-27.2727
2008-11-11,0.0
2008-11-12,-12.5
2008-11-13,14.2857
2008-11-14,0.0
2008-11-17,0.0
2008-11-18,0.0
2008-11-19,10.0
2008-11-20,-9.0909
2008-11-21,0.0
2008-11-24,-2.5
2008-11-25,-48.7179
2008-11-26,50.0
2008-12-01,0.0
2008-12-02,33.3333
2008-12-03,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-15,-25.0
2008-12-17,33.3333
2008-12-19,-25.0
2008-12-22,-33.3333
2008-12-23,0.0
2008-12-24,0.0
2008-12-26,25.0
2009-01-02,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,-31.5
2009-01-08,16.7883
2009-01-09,99.375
2009-01-12,-49.8433
2009-01-13,25.0
2009-01-16,-32.0
2009-01-20,17.647100000000002
2009-01-21,0.0
2009-01-22,49.375
2009-01-23,0.4184
2009-01-26,-16.6667
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-02-02,-12.0
2009-02-03,22.7273
2009-02-04,11.1111
2009-02-05,0.0
2009-02-06,-6.6667
2009-02-09,-10.7143
2009-02-10,12.0
2009-02-11,-10.7143
2009-02-12,-20.0
2009-02-13,0.0
2009-02-17,50.0
2009-02-18,0.0
2009-02-19,0.0
2009-02-20,0.0
2009-02-25,-16.6667
2009-02-26,0.0
2009-02-27,-6.0
2009-03-10,6.383
2009-03-12,8.0
2009-03-13,0.0
2009-03-17,-7.4074
2009-03-18,60.0
2009-03-19,50.0
2009-03-20,0.0
2009-03-23,-16.6667
2009-03-24,20.0
2009-03-25,-1.6667
2009-03-26,0.0
2009-03-27,-15.2542
2009-03-30,20.0
2009-03-31,-16.6667
2009-04-01,0.0
2009-04-02,-10.0
2009-04-03,-2.2222
2009-04-07,2.2727
2009-04-08,-22.2222
2009-04-09,0.0
2009-04-13,-28.5714
2009-04-14,0.0
2009-04-15,8.0
2009-04-17,-1.8519
2009-04-20,-3.7736
2009-04-23,-21.5686
2009-04-24,0.0
2009-04-27,0.0
2009-04-28,0.0
2009-04-29,0.0
2009-05-01,0.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,5.0
2009-05-11,-4.7619
2009-05-13,-10.0
2009-05-14,0.0
2009-05-15,11.1111
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,45.0
2009-05-26,-17.2414
2009-05-27,-29.1667
2009-05-28,-2.2059
2009-06-01,10.526299999999999
2009-06-02,0.0
2009-06-03,8.8435
2009-06-04,10.0
2009-06-05,-9.0909
2009-06-08,0.0
2009-06-10,0.0
2009-06-11,-10.0
2009-06-12,0.0
2009-06-15,5.5556
2009-06-17,-21.0526
2009-06-18,26.6667
2009-06-19,-3.2895
2009-06-23,-2.0408
2009-06-24,0.0
2009-06-25,-32.6389
2009-06-30,48.4536
2009-07-01,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,11.1111
2009-07-21,-10.0
2009-07-23,11.1111
2009-07-28,24.375
2009-07-29,-19.598
2009-07-30,-10.0
2009-08-04,-0.6944
2009-08-06,11.8881
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,-10.0
2009-08-13,-16.6667
2009-08-18,12.5
2009-08-19,0.0
2009-08-21,14.8148
2009-08-24,0.0
2009-08-26,-7.0968
2009-08-27,7.6389
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-04,-22.5806
2009-09-08,26.6667
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,1.9737
2009-09-14,-17.4194
2009-09-15,25.0
2009-09-16,-1.5625
2009-09-17,-1.5873
2009-09-18,-1.9355
2009-09-21,5.2632
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-28,0.0
2009-09-29,-0.625
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,-5.0314
2009-10-08,0.6623
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-16,0.0
2009-10-19,-15.1316
2009-10-20,-0.7752
2009-10-21,6.25
2009-10-22,-11.0294
2009-10-23,12.3967
2009-10-27,5.8824
2009-10-28,0.0
2009-10-29,-11.1111
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,3.125
2009-11-09,-3.0303
2009-11-10,0.0
2009-11-11,-6.25
2009-11-12,-3.3333
2009-11-13,6.8966
2009-11-17,0.0
2009-11-18,-3.2258
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,-6.6667
2009-11-27,14.2857
2009-11-30,-6.25
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,6.6667
2009-12-04,0.0
2009-12-07,-6.25
2009-12-08,13.3333
2009-12-09,-5.8824
2009-12-10,-43.75
2009-12-11,77.7778
2009-12-14,-6.25
2009-12-15,0.0
2009-12-16,13.3333
2009-12-18,0.0
2009-12-21,-11.7647
2009-12-22,0.0
2009-12-23,0.0
2009-12-28,-13.3333
2009-12-29,7.6923
2009-12-30,0.0
2009-12-31,-14.2857
2010-01-04,-8.3333
2010-01-05,9.0909
2010-01-06,0.0
2010-01-07,-8.3333
2010-01-08,9.0909
2010-01-11,16.6667
2010-01-12,-7.1429
2010-01-13,-7.6923
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,8.3333
2010-01-20,-7.6923
2010-01-21,0.0
2010-01-22,-16.6667
2010-01-25,0.0
2010-01-26,20.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,-8.3333
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,-9.0909
2010-02-11,0.0
2010-02-16,0.0
2010-02-17,8.75
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,-3.4483
2010-02-25,-4.7619
2010-02-26,-1.25
2010-03-01,1.2658
2010-03-02,0.0
2010-03-03,10.0
2010-03-04,0.0
2010-03-09,0.0
2010-03-10,-9.0909
2010-03-11,0.0
2010-03-15,10.0
2010-03-16,-9.0909
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-25,0.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-13,0.0
2010-04-14,-10.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-20,0.0
2010-04-23,0.0
2010-04-28,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-07,0.0
2010-05-11,0.0
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-21,-11.1111
2010-05-24,10.9375
2010-05-25,-0.7042
2010-05-26,0.0
2010-05-28,-9.2199
2010-06-03,0.0
2010-06-04,0.0
2010-06-08,-25.0
2010-06-09,25.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-18,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,6.6667
2010-06-25,0.0
2010-06-28,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-13,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-23,0.0
2010-07-26,10.1562
2010-07-27,13.4752
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-03,-3.125
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-11,-7.0968
2010-08-13,0.0
2010-08-16,-2.0833
2010-08-17,0.0
2010-08-19,0.0
2010-08-24,-10.6383
2010-08-25,0.0
2010-08-26,0.0
2010-08-30,50.0
2010-08-31,-6.8783
2010-09-01,18.1818
2010-09-02,-23.0769
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,30.0
2010-09-13,-23.0769
2010-09-14,-20.0
2010-09-15,0.0
2010-09-16,-12.5
2010-09-17,0.0
2010-09-21,-14.2857
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,-8.3333
2010-09-27,-3.4091
2010-09-28,-5.8824
2010-09-29,0.0
2010-09-30,20.0
2010-10-01,-33.3333
2010-10-04,-17.1875
2010-10-05,81.1321
2010-10-06,25.0
2010-10-14,-6.6667
2010-10-15,0.0
2010-10-20,14.2857
2010-10-21,0.0
2010-10-22,12.5
2010-10-25,-11.1111
2010-10-26,0.0
2010-10-27,-12.5
2010-11-02,0.0
2010-11-03,-7.1429
2010-11-04,7.6923
2010-11-05,-12.5
2010-11-08,-2.0408
2010-11-09,2.0833
2010-11-10,0.0
2010-11-11,-2.0408
2010-11-15,0.0
2010-11-19,0.0
2010-11-24,0.0
2010-11-29,16.6667
2010-12-02,-14.2857
2010-12-03,-2.0833
2010-12-06,2.1277
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-15,-5.2083
2010-12-16,-6.5934
2010-12-17,-18.8235
2010-12-20,-7.2464
2010-12-21,25.0
2010-12-22,-2.5
2010-12-23,0.0
2010-12-27,12.8205
2010-12-28,-9.0909
2010-12-29,2.5
2010-12-30,-2.439
2010-12-31,0.0
2011-01-04,10.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-11,-9.0909
2011-01-12,17.5
2011-01-13,-14.8936
2011-01-14,0.0
2011-01-18,0.0
2011-01-20,0.0
2011-01-21,16.25
2011-01-24,0.0
2011-01-25,0.0
2011-01-27,0.0
2011-01-28,-3.2258
2011-01-31,0.0
2011-02-01,-11.1111
2011-02-03,-2.5
2011-02-04,0.0
2011-02-09,0.0
2011-02-14,0.0
2011-02-15,-1.2821
2011-02-16,-3.8961
2011-02-17,-2.7027
2011-02-22,-6.9444
2011-02-23,-1.4925
2011-02-24,0.0
2011-02-28,0.0
2011-03-01,-3.0303
2011-03-02,4.6875
2011-03-04,0.0
2011-03-08,-4.4776
2011-03-09,-7.8125
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,0.0
2011-03-17,0.0
2011-03-21,0.0
2011-03-23,0.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-04-01,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,-15.2542
2011-04-15,18.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,52.5424
2011-04-28,-11.1111
2011-04-29,12.5
2011-05-02,-4.4444
2011-05-03,58.1395
2011-05-04,-4.4118
2011-05-05,4.6154
2011-05-06,0.0
2011-05-09,0.0
2011-05-10,13.2353
2011-05-11,-1.2987
2011-05-12,3.2895
2011-05-13,-13.3758
2011-05-16,17.647100000000002
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,20.0
2011-05-20,-16.6667
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,-5.0
2011-05-26,15.7895
2011-05-27,-9.0909
2011-05-31,0.0
2011-06-01,20.0
2011-06-03,-16.6667
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,-10.0
2011-06-10,66.6667
2011-06-13,-14.1667
2011-06-14,-6.7961
2011-06-15,-15.1042
2011-06-16,0.0
2011-06-17,-1.8405
2011-06-20,10.0
2011-06-21,0.0
2011-06-22,18.1818
2011-06-23,-7.6923
2011-06-24,-11.4583
2011-06-27,12.9412
2011-06-28,25.0
2011-06-29,-3.3333
2011-06-30,-3.4483
2011-07-01,14.2857
2011-07-05,6.25
2011-07-06,26.4706
2011-07-07,-20.9302
2011-07-08,23.5294
2011-07-11,-2.3810000000000002
2011-07-12,0.0
2011-07-13,21.9512
2011-07-14,2.0
2011-07-15,17.647100000000002
2011-07-18,20.0
2011-07-19,-19.4444
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,-6.8966
2011-07-25,-3.7037
2011-07-26,3.8462
2011-07-27,18.5185
2011-07-28,9.375
2011-07-29,-0.3571
2011-08-01,-13.9785
2011-08-02,0.0
2011-08-03,-10.0
2011-08-04,11.1111
2011-08-05,0.0
2011-08-08,-12.9167
2011-08-09,13.6364
2011-08-10,-2.9474
2011-08-11,-4.5553
2011-08-12,0.0
2011-08-15,0.0
2011-08-17,-5.4545
2011-08-18,0.0
2011-08-22,-4.3269
2011-08-23,0.0
2011-08-25,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-08,-15.5779
2011-09-09,18.4524
2011-09-12,0.0
2011-09-13,-9.5477
2011-09-14,0.0
2011-09-15,0.0
2011-09-19,6.6667
2011-09-20,3.6458
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,-15.5779
2011-09-28,-14.2857
2011-09-29,-11.1111
2011-09-30,55.4688
2011-10-04,-19.598
2011-10-05,5.0
2011-10-06,7.1429
2011-10-10,0.0
2011-10-11,-11.1111
2011-10-12,0.0
2011-10-14,0.0
2011-10-17,5.0
2011-10-18,7.1429
2011-10-21,-11.1111
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,7.5
2011-10-28,0.0
2011-10-31,-6.9767
2011-11-02,-5.0
2011-11-03,-26.3158
2011-11-04,35.7143
2011-11-07,-26.3158
2011-11-08,35.7143
2011-11-09,-5.2632
2011-11-10,0.0
2011-11-11,-5.5556
2011-11-14,5.8824
2011-11-15,-11.1111
2011-11-16,12.5
2011-11-17,0.0
2011-11-22,-11.1111
2011-11-23,0.0
2011-11-25,18.75
2011-11-29,13.1579
2011-12-01,-2.3256
2011-12-06,-61.9048
2011-12-07,87.5
2011-12-08,40.0
2011-12-14,-4.7619
2011-12-15,-25.0
2011-12-16,40.0
2011-12-21,-28.5714
2011-12-22,100.0
2011-12-27,-30.625
2011-12-28,-27.9279
2011-12-29,38.75
2012-01-05,-13.5135
2012-01-06,5.5556
2012-01-10,-10.526299999999999
2012-01-11,11.7647
2012-01-12,-5.2632
2012-01-17,-5.5556
2012-01-19,0.0
2012-01-23,0.0
2012-01-24,0.0
2012-01-25,-5.8824
2012-01-26,18.75
2012-01-27,10.526299999999999
2012-01-30,0.0
2012-02-02,-9.5238
2012-02-03,5.2632
2012-02-09,0.0
2012-02-10,0.0
2012-02-13,-10.0
2012-02-14,0.0
2012-02-15,-17.3611
2012-02-16,7.563
2012-02-17,0.0
2012-02-21,-7.0313
2012-02-22,7.563
2012-02-23,-6.25
2012-02-27,3.3333
2012-02-28,3.2258
2012-02-29,25.0
2012-03-01,15.0
2012-03-02,-43.4783
2012-03-05,0.0
2012-03-06,15.3846
2012-03-07,0.0
2012-03-09,13.3333
2012-03-13,0.0
2012-03-14,16.5441
2012-03-15,12.9338
2012-03-16,-6.1453
2012-03-19,33.3333
2012-03-20,7.1429
2012-03-21,-9.5833
2012-03-22,3.2258
2012-03-23,1.3393
2012-03-26,-18.9427
2012-03-27,21.1957
2012-03-28,-28.2511
2012-03-29,25.0
2012-03-30,0.0
2012-04-02,12.0
2012-04-03,0.0
2012-04-04,-3.5714
2012-04-05,3.2407
2012-04-10,0.4484
2012-04-11,0.0
2012-04-12,-3.5714
2012-04-13,-3.7037
2012-04-16,7.6923
2012-04-17,-27.9018
2012-04-18,2.4768
2012-04-19,11.1782
2012-04-23,-10.8696
2012-04-24,2.439
2012-04-25,-9.5238
2012-04-26,9.8684
2012-04-27,-4.1916
2012-04-30,3.125
2012-05-01,-12.7273
2012-05-02,14.5833
2012-05-03,-7.8788
2012-05-07,-21.0526
2012-05-08,-6.6667
2012-05-09,-0.8929
2012-05-10,0.9009
2012-05-11,-25.0
2012-05-14,0.0
2012-05-15,-4.7619
2012-05-16,10.0
2012-05-17,-18.1818
2012-05-18,0.0
2012-05-21,55.5556
2012-05-22,-14.2857
2012-05-23,-33.3333
2012-05-24,25.0
2012-05-25,30.0
2012-05-31,7.6923
2012-06-01,-28.5714
2012-06-04,40.0
2012-06-05,28.5714
2012-06-06,-41.6667
2012-06-07,14.2857
2012-06-08,-13.5417
2012-06-11,-3.6145
2012-06-12,-35.0
2012-06-13,51.9231
2012-06-14,0.0
2012-06-18,48.7342
2012-06-19,-18.2979
2012-06-20,-8.3333
2012-06-21,0.0
2012-06-22,-4.5455
2012-06-25,-1.1905000000000001
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,-8.4337
2012-06-29,-26.3158
2012-07-02,42.8571
2012-07-05,25.0
2012-07-06,-12.0
2012-07-09,-6.25
2012-07-10,0.0
2012-07-11,-3.0303
2012-07-12,5.0
2012-07-13,-14.2857
2012-07-17,22.2222
2012-07-18,-9.0909
2012-07-19,10.0
2012-07-20,-4.5455
2012-07-23,0.0
2012-07-24,-4.7619
2012-07-25,-5.0
2012-07-26,0.0
2012-07-27,26.3158
2012-07-30,16.6667
2012-07-31,2.2321
2012-08-01,39.738
2012-08-02,-20.0
2012-08-03,0.0
2012-08-07,-0.7813
2012-08-09,-5.5118
2012-08-14,3.3333
2012-08-15,-16.129
2012-08-16,7.6923
2012-08-17,-3.5714
2012-08-21,0.0
2012-08-22,0.9259
2012-08-23,11.0092
2012-08-24,0.0
2012-08-27,-8.2645
2012-08-28,0.0
2012-08-29,1.8018
2012-08-30,-3.0973
2012-08-31,0.0
2012-09-04,16.895
2012-09-05,-6.25
2012-09-07,-4.1667
2012-09-10,-23.4783
2012-09-11,30.6818
2012-09-13,0.0
2012-09-17,-3.4783
2012-09-18,-7.2072
2012-09-19,-2.9126
2012-09-20,4.0
2012-09-24,-2.8846
2012-09-25,-20.7921
2012-09-26,-1.25
2012-09-27,1.2658
2012-09-28,0.0
2012-10-02,0.0
2012-10-04,-1.25
2012-10-05,-2.5316
2012-10-08,0.6494
2012-10-09,0.0
2012-10-12,-17.4194
2012-10-15,21.0938
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,-7.0968
2012-10-22,11.1111
2012-10-23,-1.25
2012-10-24,1.2658
2012-10-25,0.0
2012-10-26,-5.0
2012-10-31,5.2632
2012-11-01,-5.0
2012-11-05,5.2632
2012-11-06,-5.0
2012-11-07,5.2632
2012-11-08,-10.0
2012-11-12,11.1111
2012-11-13,0.0
2012-11-15,-10.0
2012-11-16,11.1111
2012-11-19,-11.875
2012-11-20,11.3475
2012-11-21,-6.3694
2012-11-23,0.0
2012-11-26,-7.483
2012-11-27,-5.8824
2012-11-29,8.5938
2012-11-30,2.1583
2012-12-03,-9.8592
2012-12-04,0.0
2012-12-05,-4.6875
2012-12-06,-1.6393
2012-12-07,6.6667
2012-12-10,0.0
2012-12-11,-6.25
2012-12-12,-6.6667
2012-12-14,7.1429
2012-12-17,-20.0
2012-12-18,6.25
2012-12-19,54.902
2012-12-24,-10.1266
2012-12-26,-9.8592
2012-12-28,0.0
2012-12-31,0.0
2013-01-03,-6.25
2013-01-04,-5.0
2013-01-07,-15.7895
2013-01-08,16.6667
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-15,0.0
2013-01-17,0.0
2013-01-22,14.2857
2013-01-23,50.0
2013-01-24,0.0
2013-01-25,-26.0417
2013-01-28,12.6761
2013-01-29,-6.25
2013-01-30,0.0
2013-01-31,-7.3333
2013-02-01,1.4388
2013-02-04,2.1277
2013-02-05,11.1111
2013-02-06,-21.875
2013-02-07,2.4
2013-02-08,22.6563
2013-02-11,0.6369
2013-02-12,0.0
