ticker,BKSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.5088
2000-01-04,0.0
2000-01-06,1.8182
2000-01-07,0.0
2000-01-11,0.0
2000-01-12,1.7856999999999998
2000-01-13,0.0
2000-01-14,-1.7544
2000-01-20,-7.1429
2000-01-24,0.0
2000-01-26,0.9615
2000-01-31,10.4762
2000-02-01,-11.2069
2000-02-07,0.9709
2000-02-11,-0.9615
2000-02-23,-6.7961
2000-02-24,0.0
2000-02-25,2.0833
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-03,2.0408
2000-03-08,2.0
2000-03-09,-1.9607999999999999
2000-03-14,8.0
2000-03-17,-7.4074
2000-03-20,0.0
2000-03-22,0.0
2000-03-23,-4.0
2000-03-24,6.25
2000-03-28,-1.9607999999999999
2000-03-29,2.7199999999999998
2000-03-30,-6.8627
2000-03-31,0.0
2000-04-03,1.0526
2000-04-05,-2.0833
2000-04-06,2.1277
2000-04-10,0.0
2000-04-13,1.0417
2000-04-14,-9.2784
2000-04-17,9.0909
2000-04-27,0.0
2000-04-28,-6.25
2000-05-01,11.1111
2000-05-08,-2.0
2000-05-09,-2.0408
2000-05-18,4.1667
2000-05-19,0.0
2000-05-23,-4.0
2000-05-26,0.0
2000-05-30,4.1667
2000-06-01,0.0
2000-06-09,-4.0
2000-06-12,4.1667
2000-06-13,-4.0
2000-06-15,0.0
2000-06-26,0.0
2000-06-27,4.1667
2000-06-29,-3.1477
2000-07-05,0.0
2000-07-07,2.0833
2000-07-10,-2.0408
2000-07-11,0.0
2000-07-12,-4.1667
2000-07-13,0.0
2000-07-14,4.3478
2000-07-18,-4.1667
2000-07-20,6.5217
2000-07-21,0.0
2000-07-24,0.0
2000-07-27,0.0
2000-07-28,-1.0204
2000-08-01,-1.0309
2000-08-07,-6.25
2000-08-09,6.6667
2000-08-11,0.0
2000-08-14,-6.25
2000-08-16,0.0
2000-08-22,0.5556
2000-08-23,7.1823
2000-08-24,0.0
2000-08-25,0.0
2000-08-28,2.5773
2000-08-29,-0.5025
2000-08-31,0.0
2000-09-01,2.0202
2000-09-06,-3.7129
2000-09-07,14.1388
2000-09-20,-12.1622
2000-09-22,-0.5128
2000-09-25,0.0
2000-09-28,4.0
2000-10-03,-0.5
2000-10-09,0.0
2000-10-16,0.1256
2000-10-19,0.3764
2000-10-20,2.0
2000-10-24,0.0
2000-10-26,-1.9607999999999999
2000-10-27,0.0
2000-10-30,5.0
2000-10-31,0.0
2000-11-02,2.8571
