ticker,KICK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-20,-50.0
2000-03-27,0.0
2000-05-11,0.0
2000-08-28,-50.0
2000-09-08,100.0
2000-09-22,0.0
2000-10-17,0.0
2000-11-21,-90.0
2000-12-11,900.0
2000-12-15,400.0
2000-12-28,-80.0
2001-01-16,0.0
2001-01-19,0.0
2001-02-05,400.0
2001-02-06,0.0
2001-02-12,0.0
2001-02-23,0.0
2001-03-01,0.0
2001-05-10,-80.0
2001-11-26,0.0
2001-11-29,1.25
2001-12-14,0.0
2001-12-26,0.0
2002-01-10,0.0
2002-01-31,0.0
2002-03-04,196.2963
2002-10-11,-66.25
2002-10-14,0.0
2003-04-21,-50.6173
2003-04-23,0.0
2003-07-16,0.0
2003-08-14,60.0
2003-08-18,0.0
2003-10-21,0.0
2003-10-28,0.0
2003-11-04,-37.5
2003-12-04,0.0
2003-12-23,0.0
2004-01-21,100.0
2004-02-05,100.0
2004-02-18,-50.0
2004-06-24,100.0
2004-10-06,-50.0
2005-02-22,-30.0
2005-02-28,-42.8571
2005-03-01,-50.0
2005-03-18,50.0
2005-03-24,0.0
2005-04-11,0.0
2005-05-26,0.0
2005-06-06,233.3333
2005-07-11,-80.0
2005-11-11,300.0
2005-11-29,-75.0
2005-12-21,0.0
2006-01-09,0.0
2006-01-31,0.0
2006-08-10,400.0
2007-01-23,0.0
2007-02-26,0.0
2007-03-20,0.0
2007-04-10,-10.0
2007-04-26,-22.2222
2007-07-02,0.0
2007-07-17,0.0
2007-07-27,0.0
2007-10-18,28.5714
2008-01-04,11.1111
2008-01-29,-40.0
2008-02-28,66.6667
2008-03-04,10.0
2008-03-10,81.8182
2008-03-11,0.0
2008-03-19,0.0
2008-03-24,0.0
2008-04-09,0.0
2008-04-17,0.0
2008-06-09,-25.0
2008-06-18,-33.3333
2008-08-12,-20.0
2008-09-12,-37.5
2008-12-22,0.0
2009-01-02,100.0
2009-01-09,-50.0
2009-01-12,0.0
2009-01-14,0.0
2009-01-15,40.0
2009-02-03,-28.5714
2009-03-10,-40.0
2009-05-07,900.0
2009-10-15,-50.0
2009-11-12,0.0
2009-11-25,0.0
2009-12-14,33.3333
2010-03-05,0.0
2010-03-22,0.0
2010-04-27,0.0
2010-07-15,50.0
2010-11-26,0.0
2011-03-16,0.0
2011-07-21,-33.3333
2012-02-17,0.0
2015-02-10,-50.0
2015-04-22,0.0
2015-05-29,100.0
2015-07-02,-50.0
2016-01-15,0.0
2016-04-20,133.125
2016-04-21,-35.6568
2016-04-25,3.3333
2016-12-12,-19.3548
2018-09-13,40.0
2018-09-20,-14.2857
2018-09-24,0.0
2018-09-28,0.0
2018-10-11,0.0
2018-12-26,-13.3333
2019-04-05,130.7692
2019-04-08,0.0
2019-04-09,-31.6667
2019-04-16,-2.439
2019-07-25,-25.0
2019-10-01,0.0
2019-10-02,-16.6667
2020-01-15,-60.0
2020-01-16,-30.0
2020-03-27,0.0
2020-04-30,185.7143
2020-05-07,250.0
2020-05-08,-16.8571
2020-05-15,-5.4983
2020-05-27,-16.3636
2020-06-19,-2.1739
2020-06-24,-22.2222
2020-06-25,0.0
