ticker,MBST US Equity
2010-03-12,-19.0
2010-03-15,-25.9259
2010-03-16,0.0
2010-03-17,33.3333
2010-03-22,-20.0
2010-03-23,-6.25
2010-03-24,-26.0417
2010-03-25,21.6901
2010-03-26,-7.4074
2010-03-29,-32.0
2010-03-30,-37.1324
2010-03-31,2.924
2010-04-01,9.0909
2010-04-05,3.125
2010-04-06,-19.1919
2010-04-07,48.125
2010-04-08,-15.6118
2010-04-09,8.0
2010-04-12,-3.7037
2010-04-13,15.3846
2010-04-14,-13.3333
2010-04-15,-19.2308
2010-04-16,-4.7619
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,25.0
2010-04-22,-8.0
2010-04-23,4.3478
2010-04-26,0.0
2010-04-27,-16.6667
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-03,-20.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,-6.25
2010-05-07,0.0
2010-05-10,20.0
2010-05-11,11.1111
2010-05-12,0.0
2010-05-18,-10.0
2010-05-19,-22.2222
2010-05-20,-11.607099999999999
2010-05-21,2.0202
2010-05-25,-1.9802
2010-05-26,13.1313
2010-05-27,0.0
2010-05-28,-21.4286
2010-06-01,0.0
2010-06-02,-9.0909
2010-06-03,43.75
2010-06-04,0.0
2010-06-08,-30.4348
2010-06-10,-20.0
2010-06-11,25.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-23,40.0
2010-06-25,0.0
2010-06-28,-28.5714
2010-06-29,40.0
2010-07-02,-14.2857
2010-07-07,0.0
2010-07-08,-16.6667
2010-07-12,-57.5
2010-07-14,2.9412000000000003
2010-07-21,122.8571
2010-07-22,0.0
2010-07-23,23.0769
2010-07-26,0.0
2010-07-27,-16.6667
2010-07-28,90.0
2010-07-29,-15.7895
2010-07-30,0.0
2010-08-02,-18.75
2010-08-03,7.6923
2010-08-04,14.2857
2010-08-05,-6.25
2010-08-06,0.0
2010-08-09,0.0
2010-08-11,-20.0
2010-08-12,-6.25
2010-08-17,-46.6667
2010-08-18,100.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,33.3333
2010-09-02,0.0
2010-09-03,-12.5
2010-09-07,0.0
2010-09-08,14.2857
2010-09-09,-12.5
2010-09-10,14.2857
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,12.5
2010-09-16,11.1111
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,-10.0
2010-09-29,-11.1111
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,12.5
2010-10-05,-33.3333
2010-10-06,0.0
2010-10-07,-21.875
2010-10-08,36.0
2010-10-11,-8.8235
2010-10-12,-13.9785
2010-10-13,10.0
2010-10-14,11.3636
2010-10-15,-10.2041
2010-10-18,-18.1818
2010-10-19,0.0
2010-10-20,11.1111
2010-10-21,40.0
2010-10-22,-5.3571
2010-10-25,0.9434
2010-10-26,2.8037
2010-10-27,1.8182
2010-10-28,-25.8929
2010-10-29,18.0723
2010-11-01,25.5102
2010-11-02,-2.439
2010-11-03,6.6667
2010-11-04,0.0
2010-11-05,12.5
2010-11-08,4.1667
2010-11-09,32.0
2010-11-10,9.0909
2010-11-11,24.537
2010-11-12,-10.7807
2010-11-15,6.6667
2010-11-16,-18.75
2010-11-17,-19.2308
2010-11-18,-4.7619
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,-1.875
2010-11-24,-18.4713
2010-11-26,22.6563
2010-11-29,-1.2739
2010-11-30,3.2258
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,55.0
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,-9.6774
2010-12-10,-7.1429
2010-12-13,0.0
2010-12-14,0.0
2010-12-15,-23.0769
2010-12-16,0.0
2010-12-17,20.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,-16.6667
2010-12-23,0.0
2010-12-27,-1.25
2010-12-28,-8.8608
2010-12-29,0.0
2010-12-30,-22.2222
2010-12-31,42.8571
2011-01-03,-10.0
2011-01-04,0.0
2011-01-05,-33.3333
2011-01-06,0.0
2011-01-07,16.6667
2011-01-11,42.8571
2011-01-12,-40.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,-14.5833
2011-01-19,17.0732
2011-01-20,-13.5417
2011-01-21,54.2169
2011-01-24,0.0
2011-01-26,0.0
2011-01-27,-12.5
2011-01-28,14.2857
2011-01-31,12.5
2011-02-01,-22.2222
2011-02-04,0.0
2011-02-07,-11.607099999999999
2011-02-08,13.1313
2011-02-10,0.0
2011-02-11,-14.2857
2011-02-14,16.6667
2011-02-17,-7.1429
2011-02-18,-7.6923
2011-02-22,-13.5417
2011-02-23,2.4096
2011-02-24,3.5294
2011-02-28,0.0
2011-03-01,-5.6818
2011-03-03,-3.6145
2011-03-04,0.0
2011-03-08,-40.0
2011-03-11,33.3333
2011-03-14,0.0
2011-03-16,20.3125
2011-03-17,0.0
2011-03-18,-6.4935
2011-03-21,-11.1111
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,-12.5
2011-03-25,14.2857
2011-03-28,-45.3125
2011-03-29,28.5714
2011-03-30,0.0
2011-03-31,42.2222
2011-04-01,-3.125
2011-04-04,-14.5161
2011-04-05,20.7547
2011-04-06,12.5
2011-04-07,0.0
2011-04-11,-2.7778
2011-04-12,18.5714
2011-04-13,-25.3012
2011-04-14,-22.5806
2011-04-15,-16.6667
2011-04-18,-7.5
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,-5.4054
2011-04-25,31.4286
2011-04-26,-2.1739
2011-04-27,6.6667
2011-04-28,-16.6667
2011-04-29,15.0
2011-05-02,4.3478
2011-05-03,-10.4167
2011-05-05,11.6279
2011-05-06,-12.5
2011-05-09,7.1429
2011-05-10,-4.4444
2011-05-11,0.0
2011-05-12,-25.5814
2011-05-13,-6.25
2011-05-17,60.0
2011-05-18,-22.9167
2011-05-19,8.1081
2011-05-23,-27.5
2011-05-24,10.3448
2011-05-25,0.0
2011-05-26,6.25
2011-06-01,-14.7059
2011-06-02,10.3448
2011-06-06,-25.0
2011-06-07,20.8333
2011-06-08,-10.3448
2011-06-09,23.0769
2011-06-10,-15.625
2011-06-13,7.4074
2011-06-16,37.931
2011-06-17,-15.0
2011-06-21,-5.8824
2011-06-28,-25.0
2011-06-29,0.0
2011-06-30,12.5
2011-07-01,0.0
2011-07-07,18.5185
2011-07-08,25.0
2011-07-12,60.0
2011-07-13,-50.0
2011-07-14,25.0
2011-07-15,-25.0
2011-07-18,0.0
2011-07-20,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,16.6667
2011-07-28,-22.8571
2011-07-29,29.6296
2011-08-01,0.0
2011-08-04,0.0
2011-08-05,-2.8571
2011-08-08,-23.5294
2011-08-09,30.7692
2011-08-10,32.3529
2011-08-11,-42.2222
2011-08-12,0.0
2011-08-15,-7.6923
2011-08-16,12.5
2011-08-17,7.4074
2011-08-18,-34.4828
2011-08-19,0.0
2011-08-22,36.8421
2011-08-25,-26.9231
2011-08-29,0.0
2011-08-30,52.6316
2011-09-02,-34.4828
2011-09-06,-26.3158
2011-09-07,50.0
2011-09-08,-23.8095
2011-09-09,0.0
2011-09-12,-18.75
2011-09-13,0.0
2011-09-14,7.6923
2011-09-15,-21.4286
2011-09-19,0.0
2011-09-20,45.4545
2011-09-21,0.0
2011-09-22,-31.25
2011-09-23,45.4545
2011-09-26,0.0
2011-09-29,12.5
2011-09-30,0.0
2011-10-03,-11.1111
2011-10-04,18.75
2011-10-05,0.0
2011-10-07,26.3158
2011-10-10,0.0
2011-10-11,-20.8333
2011-10-12,-5.2632
2011-10-13,0.0
2011-10-14,0.0
2011-10-19,5.5556
2011-10-20,10.526299999999999
2011-10-24,0.0
2011-10-28,-9.5238
2011-11-09,-31.5789
2011-11-10,0.0
2011-11-15,-23.0769
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-30,-20.0
2011-12-05,-25.0
2011-12-07,0.0
2011-12-12,-16.6667
2011-12-13,-40.0
2011-12-14,0.0
2011-12-16,66.6667
2011-12-19,0.0
2011-12-21,0.0
2011-12-22,180.0
2011-12-23,-42.8571
2011-12-27,-25.0
2011-12-28,0.0
2011-12-29,-16.6667
2011-12-30,0.0
2012-01-03,0.0
2012-01-05,-40.0
2012-01-06,233.3333
2012-01-09,-20.0
2012-01-10,-37.5
2012-01-13,100.0
2012-01-17,0.0
2012-01-18,-40.0
2012-01-24,0.0
2012-01-25,83.3333
2012-01-26,-9.0909
2012-01-27,60.0
2012-01-30,31.25
2012-01-31,80.9524
2012-02-01,-21.0526
2012-02-02,-10.0
2012-02-03,-11.1111
2012-02-06,-25.0
2012-02-07,-22.2222
2012-02-08,28.5714
2012-02-09,-27.7778
2012-02-10,7.6923
2012-02-13,14.2857
2012-02-14,-37.5
2012-02-15,10.0
2012-02-16,-45.4545
2012-02-17,-16.6667
2012-02-21,0.0
2012-02-22,20.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,-16.6667
2012-02-28,20.0
2012-02-29,0.0
2012-03-01,-16.6667
2012-03-05,-55.2
2012-03-12,42.8571
2012-03-15,-30.0
2012-03-26,71.4286
2012-03-27,0.0
2012-03-29,0.0
2012-04-03,-16.6667
2012-04-04,0.0
2012-04-05,-30.0
2012-04-09,0.0
2012-04-11,0.0
2012-04-12,385.7143
2012-04-13,-12.5
2012-04-17,-34.7899
2012-04-19,23.7113
2012-04-20,-16.7188
2012-04-25,-12.4453
2012-04-30,-71.4286
2012-05-02,250.0
2012-05-07,-67.4286
2012-05-08,207.0175
2012-05-09,-67.4286
2012-05-15,207.0175
2012-05-21,-67.8929
2012-05-22,-11.0122
2012-05-24,0.0
2012-05-29,90.0
2012-06-11,-47.3684
2012-06-29,90.0
2012-07-25,-21.0526
2012-08-07,-4.0
2012-08-10,4.1667
2012-08-21,-8.0
2012-09-04,0.0
2012-09-07,1.4493
2012-10-23,-85.7143
2012-11-28,0.0
2012-12-05,0.0
2013-05-15,-98.125
2014-08-27,-33.3333
2014-10-15,50.0
2014-11-24,0.0
2014-12-05,0.0
2014-12-12,0.0
2014-12-26,0.0
2014-12-29,-33.3333
2015-01-21,0.0
2015-02-18,700.0
2015-12-31,-87.5
2016-12-07,0.0
2016-12-08,0.0
2018-01-09,-99.2
2018-04-02,9900.0
2018-09-17,0.0
2019-05-16,-90.0
2020-03-24,9900.0003
2020-05-04,-90.0
2020-05-19,900.0
