ticker,KAMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.4854
2000-01-04,-8.7805
2000-01-05,-5.8824
2000-01-06,-1.1364
2000-01-07,-1.1494
2000-01-10,8.1395
2000-01-11,-5.3763
2000-01-12,-3.9773
2000-01-13,1.7751000000000001
2000-01-14,-2.3256
2000-01-18,-1.7856999999999998
2000-01-19,1.2121
2000-01-20,0.0
2000-01-21,0.2994
2000-01-24,-2.0896
2000-01-25,1.2195
2000-01-26,-6.0241
2000-01-27,-5.1282
2000-01-28,6.7568
2000-01-31,-2.5316
2000-02-01,-3.2468
2000-02-02,4.698
2000-02-03,4.4872
2000-02-04,2.454
2000-02-07,-5.3892
2000-02-08,0.0
2000-02-09,0.6329
2000-02-10,0.6289
2000-02-11,-1.25
2000-02-14,0.9494
2000-02-15,3.4483
2000-02-16,-1.2121
2000-02-17,-0.6135
2000-02-18,-0.6173
2000-02-22,-1.2422
2000-02-23,0.0
2000-02-24,0.6289
2000-02-25,0.0
2000-02-28,1.25
2000-02-29,-1.8519
2000-03-01,0.6289
2000-03-02,0.3125
2000-03-03,-0.9346
2000-03-06,-6.9182
2000-03-07,0.0
2000-03-08,-1.3514
2000-03-09,0.6849
2000-03-10,-0.6803
2000-03-13,0.6849
2000-03-14,-0.6803
2000-03-15,-1.3699
2000-03-16,11.1111
2000-03-17,2.5
2000-03-20,-1.2195
2000-03-21,0.0
2000-03-22,2.4691
2000-03-23,1.0602
2000-03-24,-12.0482
2000-03-27,4.1096
2000-03-28,1.9737
2000-03-29,3.2258
2000-03-30,0.0
2000-03-31,-2.5
2000-04-03,0.0
2000-04-04,-2.2436
2000-04-05,6.2295
2000-04-06,3.7037
2000-04-07,9.5238
2000-04-10,-3.2609
2000-04-11,-3.3708
2000-04-12,2.3256
2000-04-13,-4.5455
2000-04-14,-5.9524
2000-04-17,2.5316
2000-04-18,4.9383
2000-04-19,0.0
2000-04-20,0.5882
2000-04-24,0.5848
2000-04-25,0.0
2000-04-26,-1.1628
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,-2.3529
2000-05-03,0.0
2000-05-04,-1.2048
2000-05-05,1.2195
2000-05-08,-1.2048
2000-05-09,1.2195
2000-05-10,0.0
2000-05-11,-2.4096
2000-05-12,-2.4691
2000-05-15,1.2658
2000-05-16,1.875
2000-05-17,-1.227
2000-05-18,0.0
2000-05-19,0.6211
2000-05-22,-4.321
2000-05-23,5.8065
2000-05-24,-2.2866
2000-05-25,2.9641
