ticker,MWWC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-19,10.0
2006-11-14,0.0
2006-11-27,-27.2727
2006-11-29,0.0
2006-12-04,2.5
2006-12-05,0.0
2006-12-14,-2.439
2006-12-22,0.0
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,7.5
2007-01-16,-6.9767
2007-01-18,0.0
2007-01-19,12.5
2007-01-22,-8.8889
2007-01-25,-2.439
2007-01-29,12.5
2007-01-30,0.0
2007-01-31,0.0
2007-02-14,0.0
2007-02-15,-1.1111
2007-02-16,6.7416
2007-02-20,5.2632
2007-02-21,-23.0
2007-02-22,-12.987
2007-02-23,-2.9851
2007-02-26,-21.5385
2007-02-27,7.8431
2007-02-28,0.0
2007-03-01,-9.0909
2007-03-02,20.0
2007-03-05,16.6667
2007-03-08,0.0
2007-03-15,0.0
2007-03-27,0.0
2007-04-11,-28.5714
2007-04-12,20.0
2007-04-16,8.3333
2007-04-17,-7.6923
2007-04-19,15.0
2007-04-20,23.1884
2007-04-27,17.647100000000002
2007-05-02,-55.0
2007-05-15,122.2222
2007-05-18,-55.0
2007-05-31,108.8889
2007-06-05,1.0638
2007-06-12,-47.3684
2007-06-14,0.0
2007-06-22,90.0
2007-06-27,0.0
2007-06-29,6.3158
2007-07-10,-10.8911
2007-07-25,5.5556
2007-07-31,-15.7895
2007-08-07,18.75
2007-08-08,-14.7368
2007-08-14,0.0
2007-08-31,4.9383
2007-09-12,-11.7647
2007-09-17,0.0
2007-10-01,26.6667
2007-10-22,-52.6316
2007-10-23,111.1111
2007-10-31,-21.0526
2007-11-07,-32.0
2007-11-12,86.2745
2007-11-13,-5.2632
2007-11-30,0.0
2007-12-04,0.0
2007-12-13,0.0
2007-12-18,0.0
2007-12-31,0.0
2008-01-16,-43.3333
2008-01-17,47.0588
2008-01-24,-32.0
2008-01-25,56.8627
2008-02-05,-43.75
2008-02-06,0.0
2008-02-08,11.1111
2008-02-12,-10.0
2008-02-14,0.0
2008-02-22,0.0
2008-02-26,-22.2222
2008-02-27,28.5714
2008-03-04,-11.1111
2008-03-06,-12.5
2008-03-10,0.0
2008-03-25,0.0
2008-03-26,14.2857
2008-03-27,0.0
2008-03-31,-22.5
2008-04-01,0.0
2008-04-02,0.0
2008-04-04,-6.4516
2008-04-08,0.0
2008-04-28,-10.3448
2008-04-30,0.0
2008-05-02,0.0
2008-05-15,0.0
2008-05-29,57.6923
2008-05-30,0.0
2008-06-02,-12.1951
2008-06-03,13.8889
