ticker,BST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0006
2014-11-04,0.1494
2014-11-05,-0.1498
2014-11-06,0.0006
2014-11-07,0.1494
2014-11-10,-0.1498
2014-11-11,0.0
2014-11-12,0.0309
2014-11-13,0.169
2014-11-14,0.2994
2014-11-17,0.0
2014-11-18,-0.4969
2014-11-19,-0.0006
2014-11-20,0.01
2014-11-21,-0.01
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,0.0006
2014-12-02,-0.0006
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,1.04
2014-12-08,-5.9283
2014-12-09,-0.526
2014-12-10,-0.1586
2014-12-11,-4.0254
2014-12-12,-3.8079
2014-12-15,-3.0407
2014-12-16,-1.716
2014-12-17,4.5154
2014-12-18,-0.288
2014-12-19,0.1743
2014-12-22,2.0882
2014-12-23,0.1136
2014-12-24,-1.3620999999999999
2014-12-26,0.6904
2014-12-29,-0.5714
2014-12-30,1.6092
2014-12-31,-0.509
2015-01-02,1.0802
2015-01-05,-1.9685000000000001
2015-01-06,0.2869
2015-01-07,1.2014
2015-01-08,2.4308
2015-01-09,0.3863
2015-01-12,-0.3299
2015-01-13,-0.4964
2015-01-14,0.5574
2015-01-15,-1.3959
2015-01-16,-0.2709
2015-01-20,-0.6764
2015-01-21,0.5108
2015-01-22,0.734
2015-01-23,0.8969
2015-01-26,1.6667
2015-01-27,-0.3825
2015-01-28,-0.8228
2015-01-29,0.4425
2015-01-30,-0.5507
2015-02-02,-1.938
2015-02-03,1.3552
2015-02-04,0.9471
2015-02-05,0.4415
2015-02-06,-0.3297
2015-02-09,-0.0193
2015-02-10,0.0193
2015-02-11,0.2205
2015-02-12,-0.5531
2015-02-13,2.0022
2015-02-17,-1.4722
2015-02-18,0.2767
2015-02-19,-0.0552
2015-02-20,-0.2209
2015-02-23,-0.1107
2015-02-24,-0.7756
2015-02-25,1.4461
2015-02-26,-0.4348
2015-02-27,-0.1658
2015-03-02,0.2769
2015-03-03,0.9939
2015-03-04,-0.5467
2015-03-05,-0.3848
2015-03-06,-1.5453000000000001
2015-03-09,-0.4484
2015-03-10,-1.9707
2015-03-11,0.3446
2015-03-12,-0.4606
2015-03-13,0.347
2015-03-16,-0.1153
2015-03-17,-0.1154
2015-03-18,1.2132
2015-03-19,0.6849
2015-03-20,-0.1134
2015-03-23,-0.3405
2015-03-24,0.0
