ticker,STXB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-04,4.0476
2018-05-07,1.373
2018-05-08,-0.2709
2018-05-09,-0.1358
2018-05-10,-3.4451
2018-05-11,0.3756
2018-05-14,0.5613
2018-05-15,-1.2093
2018-05-16,-0.1412
2018-05-17,-0.1886
2018-05-18,-0.3307
2018-05-21,1.8483
2018-05-22,-2.2801
2018-05-23,0.0952
2018-05-24,-0.333
2018-05-25,0.6205
2018-05-29,1.7551999999999999
2018-05-30,-1.0256
2018-05-31,-1.0834
2018-06-01,0.5714
2018-06-04,-0.2367
2018-06-05,-0.0475
2018-06-06,0.0
2018-06-07,0.1899
2018-06-08,-1.4218
2018-06-11,0.2885
2018-06-12,-0.767
2018-06-13,-0.7246
2018-06-14,-0.292
2018-06-15,-0.1952
2018-06-18,0.978
2018-06-19,0.7264
2018-06-20,0.9615
2018-06-21,-0.8571
2018-06-22,0.1441
2018-06-25,-1.0552
2018-06-26,0.5332
2018-06-27,-0.4339
2018-06-28,0.0484
2018-06-29,-0.2904
2018-07-02,-0.1456
2018-07-03,-0.2917
2018-07-05,0.0
2018-07-06,-0.3413
2018-07-09,0.1468
2018-07-10,0.4885
2018-07-11,-0.3889
2018-07-12,-0.6345
2018-07-13,-0.5403
2018-07-16,0.9877
2018-07-17,-0.7335
2018-07-18,0.2956
2018-07-19,0.442
2018-07-20,5.5257
2018-07-23,0.1854
2018-07-24,-0.3238
2018-07-25,0.1856
2018-07-26,0.0463
2018-07-27,0.1852
2018-07-30,-0.647
2018-07-31,1.7673999999999999
2018-08-01,-1.0512
2018-08-02,0.0
2018-08-03,0.6467
2018-08-06,-1.285
2018-08-07,-0.093
2018-08-08,0.1629
2018-08-09,0.0232
2018-08-10,-0.2322
2018-08-13,0.3259
2018-08-14,0.1392
2018-08-15,-0.2317
2018-08-16,1.0218
2018-08-17,3.4483
2018-08-20,-1.8667
2018-08-21,0.1359
2018-08-22,-0.588
2018-08-23,-0.2275
2018-08-24,0.1368
2018-08-27,-0.8652
2018-08-28,0.3215
2018-08-29,-1.2363
2018-08-30,1.159
2018-08-31,-1.1457
2018-09-04,1.2517
2018-09-05,-0.1374
2018-09-06,0.1834
2018-09-07,1.6934
2018-09-10,-0.135
2018-09-11,-0.5858
2018-09-12,0.4986
2018-09-13,-2.4356999999999998
2018-09-14,0.601
2018-09-17,0.2298
2018-09-18,-0.9629
2018-09-19,0.463
2018-09-20,0.553
2018-09-21,0.8249
2018-09-24,-2.0455
