ticker,SBSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7027
2000-01-04,-2.0833
2000-01-05,-1.4184
2000-01-06,0.7194
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,-1.4285999999999999
2000-01-20,-0.7246
2000-01-21,3.6496
2000-01-24,-4.2254
2000-01-25,2.9412000000000003
2000-01-26,2.8571
2000-01-28,-2.7778
2000-01-31,0.0
2000-02-01,-0.7143
2000-02-03,-1.4388
2000-02-04,2.9196999999999997
2000-02-08,0.0
2000-02-09,5.6738
2000-02-10,0.0
2000-02-11,-6.0403
2000-02-14,7.8571
2000-02-16,-8.6093
2000-02-17,4.3478
2000-02-18,0.0
2000-02-22,-2.7778
2000-02-23,-0.3571
2000-02-28,-2.509
2000-02-29,1.4706000000000001
2000-03-01,1.4493
2000-03-02,-2.5
2000-03-06,5.4945
2000-03-08,-4.8611
2000-03-09,2.0438
2000-03-13,-2.1583
2000-03-14,3.6765
2000-03-15,0.0
2000-03-16,-0.7092
2000-03-17,2.8571
2000-03-20,-8.3333
2000-03-23,9.0909
2000-03-24,-4.1667
2000-03-27,3.9855
2000-03-28,-5.2265
2000-03-29,5.8824
2000-03-30,-4.8611
2000-03-31,-0.7299
2000-04-03,1.4706000000000001
2000-04-04,-3.6231999999999998
2000-04-05,0.7519
2000-04-06,0.7463
2000-04-07,-0.7407
2000-04-11,1.4925
2000-04-12,0.0
2000-04-13,-0.3676
2000-04-14,3.321
2000-04-17,-2.8571
2000-04-18,0.0
2000-04-19,-2.9412000000000003
2000-04-20,5.303
2000-04-24,-2.1583
2000-04-25,5.8824
2000-04-26,8.3333
2000-04-27,2.5641
2000-04-28,-9.375
2000-05-01,-0.6897
2000-05-03,-1.3889
2000-05-04,3.5211
2000-05-05,-7.483
2000-05-08,2.2059
2000-05-09,0.0
2000-05-10,2.1583
2000-05-12,-1.4085
2000-05-15,2.5
2000-05-16,1.7422
2000-05-17,-4.1096
2000-05-18,3.5714
2000-05-19,0.0
2000-05-22,4.1379
2000-05-23,-4.6358
2000-05-24,-2.7778
2000-05-25,0.0
2000-05-26,1.4285999999999999
2000-05-30,1.4085
2000-05-31,-1.3889
2000-06-01,-4.2254
2000-06-02,7.3529
2000-06-05,0.0
2000-06-06,-1.3699
2000-06-07,0.0
2000-06-08,0.6944
2000-06-09,-2.069
2000-06-12,0.0
2000-06-13,1.9718
2000-06-15,-2.0833
