ticker,OPXS US Equity
2009-10-20,-2.7397
2009-10-21,-12.6761
2009-10-22,-6.4516
2009-10-23,-6.8966
2009-10-26,-9.2593
2009-10-27,-12.2449
2009-10-28,6.9767
2009-10-29,4.3478
2009-10-30,-4.1667
2009-11-02,-13.4783
2009-11-03,-14.5729
2009-11-04,5.8824
2009-11-05,0.0
2009-11-06,5.5556
2009-11-09,-5.2632
2009-11-10,-5.5556
2009-11-11,-2.9412000000000003
2009-11-12,3.0303
2009-11-13,8.8235
2009-11-16,-13.5135
2009-11-17,-6.25
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,-19.9167
2009-11-23,-4.2664
2009-11-24,-12.1739
2009-11-25,8.9109
2009-11-27,27.2727
2009-11-30,-13.5714
2009-12-01,-0.8264
2009-12-02,1.6667
2009-12-03,-9.8361
2009-12-04,10.7955
2009-12-07,-17.9487
2009-12-08,10.0
2009-12-09,9.0909
2009-12-10,-8.3333
2009-12-11,0.9091
2009-12-14,-0.4505
2009-12-15,-2.2624
2009-12-16,-6.4815
2009-12-17,-10.8911
2009-12-18,0.0
2009-12-21,12.2222
2009-12-22,13.8614
2009-12-23,-4.3478
2009-12-24,-4.5455
2009-12-28,-4.7619
2009-12-29,-1.0
2009-12-30,-7.0707
2009-12-31,57.6087
2010-01-04,-3.4483
2010-01-05,-14.2857
2010-01-06,10.8333
2010-01-07,-2.2556
2010-01-08,-12.3077
2010-01-11,5.2632
2010-01-12,15.0
2010-01-13,-5.7971
2010-01-14,6.1538
2010-01-15,-5.7971
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,7.5962
2010-01-26,-14.2091
2010-01-27,0.0
2010-01-28,-4.1667
2010-01-29,13.0435
2010-02-01,-1.5385
2010-02-02,-14.0625
2010-02-03,9.0909
2010-02-04,-8.3333
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,-4.5455
2010-02-11,0.119
2010-02-12,-9.6314
2010-02-16,0.0
2010-02-17,-5.2632
2010-02-18,10.9722
2010-02-19,0.0
2010-02-22,0.1252
2010-02-23,-9.0
2010-02-24,31.8681
2010-02-25,-4.1667
2010-02-26,0.0
2010-03-01,-13.0435
2010-03-02,0.0
2010-03-03,2.5
2010-03-04,-2.439
2010-03-05,-9.0
2010-03-08,9.8901
2010-03-09,9.0
2010-03-10,-8.2569
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,-9.0
2010-03-19,0.0
2010-03-22,-6.5934
2010-03-23,5.8824
2010-03-24,4.4444
2010-03-25,-4.2553
2010-03-26,0.0
2010-03-29,-2.2222
2010-03-30,-3.4091
2010-03-31,-2.9412000000000003
2010-04-01,-3.0303
2010-04-05,9.375
2010-04-06,0.5714
2010-04-07,-7.9545
2010-04-08,0.0
2010-04-09,8.642
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,-7.8125
2010-04-15,-1.3867
2010-04-16,0.0
2010-04-19,-6.25
2010-04-20,6.5
2010-04-21,0.1565
2010-04-22,-12.5
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,-7.1429
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,20.0
2010-05-03,-21.7949
2010-05-04,14.7541
2010-05-05,-12.857099999999999
2010-05-06,14.7541
2010-05-07,-14.2857
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,8.3333
2010-05-13,-26.1538
2010-05-14,25.0
2010-05-17,16.6667
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,-21.4286
2010-05-24,1.8182
2010-05-25,7.1429
2010-05-26,-16.6667
2010-05-27,20.0
2010-05-28,0.0
2010-06-01,-8.3333
2010-06-02,-9.0909
2010-06-03,-8.0
2010-06-04,18.4783
2010-06-07,-15.5963
2010-06-08,8.6957
2010-06-09,-8.0
2010-06-10,0.0
2010-06-11,6.5217
2010-06-14,-6.1224
2010-06-15,6.5217
2010-06-16,-7.1429
2010-06-17,5.4945
2010-06-18,-8.3333
2010-06-21,9.0909
2010-06-22,-8.3333
2010-06-23,2.2727
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,4.4444
2010-06-30,14.8936
2010-07-01,-12.963
2010-07-02,-7.4468
2010-07-06,-13.0747
2010-07-07,-7.438
2010-07-08,-3.3929
2010-07-09,-6.8392
2010-07-12,6.3492
2010-07-14,19.403
2010-07-15,-12.5
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,8.5714
2010-07-21,0.0
2010-07-22,-15.7895
2010-07-23,9.375
2010-07-26,8.5714
2010-07-27,5.2632
2010-07-28,25.0
2010-07-29,-30.0
2010-07-30,0.5357
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,-0.5329
2010-08-06,0.0
2010-08-09,-5.7143
2010-08-11,17.803
2010-08-12,-9.9678
2010-08-13,11.4286
2010-08-16,-10.2564
2010-08-17,0.0
2010-08-18,-5.7143
2010-08-23,-3.0303
2010-08-24,21.875
2010-08-25,0.0
2010-08-26,-15.3846
2010-09-01,-6.0606
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,22.5806
2010-09-08,-18.4211
2010-09-09,6.4516
2010-09-10,0.0
2010-09-13,-9.0909
2010-09-14,3.3333
2010-09-15,-19.3548
2010-09-16,16.0
2010-09-17,-6.8966
2010-09-20,11.1111
2010-09-23,0.0
2010-09-24,-6.6667
2010-09-27,0.0
2010-09-28,-21.4286
2010-09-29,27.2727
2010-09-30,-17.8571
2010-10-01,-4.3478
2010-10-04,0.0
2010-10-05,13.6364
2010-10-06,-8.0
2010-10-07,-13.0435
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,10.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,-9.0909
2010-10-18,-10.0
2010-10-19,11.1111
2010-10-20,0.0
2010-10-21,5.0
2010-10-22,-4.7619
2010-10-25,0.0
2010-10-27,-5.0
2010-10-28,-15.7895
2010-10-29,25.0
2010-11-01,0.0
2010-11-02,25.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,-12.0
2010-11-09,0.0
2010-11-11,-9.0909
2010-11-12,-5.0
2010-11-15,0.0
2010-11-16,5.2632
2010-11-17,-19.375
2010-11-18,0.0
2010-11-22,5.4264
2010-11-23,11.7647
2010-11-24,0.0
2010-11-26,-15.7895
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,6.25
2010-12-03,0.0
2010-12-06,5.8824
2010-12-07,-5.5556
2010-12-08,0.0
2010-12-09,-5.8824
2010-12-10,-25.0
2010-12-13,66.6667
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,-20.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,6.25
2011-01-03,0.0
2011-01-05,0.0
2011-01-07,-5.8824
2011-01-10,0.0
2011-01-11,-6.25
2011-01-13,0.0
2011-01-14,13.3333
2011-01-18,5.8824
2011-01-19,11.1111
2011-01-20,-15.0
2011-01-21,17.647100000000002
2011-01-24,-35.0
2011-01-25,15.3846
2011-01-26,32.5
2011-01-27,-8.805
2011-01-31,0.0
2011-02-01,-22.069
2011-02-08,0.4425
2011-02-14,5.7269
2011-02-17,-5.8333
2011-02-18,40.2655
2011-02-22,-1.5773000000000001
2011-02-23,-27.5641
2011-02-24,0.4425
2011-02-28,33.0396
2011-03-01,5.9603
2011-03-02,-1.5625
2011-03-03,-27.9365
2011-03-04,33.9207
2011-03-07,2.6316
2011-03-08,-12.8205
2011-03-09,11.7647
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,-10.526299999999999
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-23,-16.5441
2011-03-24,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-04,0.0
2011-04-05,-0.4405
2011-04-06,13.2743
2011-04-07,-11.7188
2011-04-12,9.7345
2011-04-13,0.0
2011-04-14,0.0
2011-04-18,-8.871
2011-04-19,-15.0442
2011-04-20,-56.7708
2011-04-21,92.7711
2011-04-27,0.0
2011-04-28,30.0
2011-04-29,-23.0769
2011-05-04,10.0
2011-05-05,0.0
2011-05-06,18.1818
2011-05-10,-0.9615
2011-05-18,47.5728
2011-05-19,5.2632
2011-05-23,-10.0
2011-05-25,-26.0417
2011-05-26,5.1643
2011-05-27,42.8571
2011-06-01,0.0
2011-06-02,-5.0
2011-06-03,0.0
2011-06-06,-21.0526
2011-06-07,0.0
2011-06-08,-6.6667
2011-06-10,28.5714
2011-06-14,-16.6667
2011-06-15,6.6667
2011-06-16,12.5
2011-06-20,-26.7361
2011-06-21,36.4929
2011-06-22,5.5556
2011-06-28,-5.2632
2011-06-30,-26.7361
2011-07-12,44.0758
2011-07-15,-42.1053
2011-07-18,54.5455
2011-07-20,0.0
2011-07-22,2.9412000000000003
2011-07-26,8.5714
2011-07-28,0.0
2011-08-01,-10.526299999999999
2011-08-02,-29.4118
2011-08-03,-16.6667
2011-08-04,0.0
2011-08-05,50.0
2011-08-08,-62.5
2011-08-09,131.1111
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,-42.3077
2011-08-15,33.3333
2011-08-16,20.0
2011-08-17,0.0
2011-08-18,4.1667
2011-08-22,-4.0
2011-08-23,0.0
2011-08-25,0.0
2011-08-29,0.0
2011-08-31,0.0
2011-09-08,-16.6667
2011-09-09,-40.0
2011-09-12,5.2083
2011-09-13,10.8911
2011-09-14,0.0
2011-09-21,42.8571
2011-09-22,-10.0
2011-09-23,0.0
2011-09-26,11.1111
2011-09-27,0.0
2011-10-04,0.0
2011-10-05,-35.0
2011-10-14,38.4615
2011-10-17,0.0
2011-10-18,-11.1111
2011-10-19,-21.0938
2011-10-20,-36.6337
2011-10-21,0.0
2011-10-24,12.5
2011-10-25,0.0
2011-10-26,-33.3333
2011-10-27,100.0
2011-10-28,50.0
2011-10-31,-11.1111
2011-11-01,-3.9063
2011-11-02,-4.065
2011-11-07,-5.0847
2011-11-09,0.0
2011-11-14,-7.1429
2011-11-15,-38.4615
2011-11-23,50.0
2011-11-29,0.0
2011-12-01,16.6667
2011-12-02,0.0
2011-12-05,-14.2857
2011-12-06,0.0
2011-12-07,16.6667
2011-12-13,-28.5714
2011-12-14,40.0
2011-12-16,-28.5714
2011-12-19,-40.0
2011-12-20,-33.3333
2011-12-21,50.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,12.5
2011-12-28,3.7037
2011-12-29,42.8571
2011-12-30,-56.25
2012-01-04,14.2857
2012-01-05,55.0
2012-01-06,-9.6774
2012-01-09,14.2857
2012-01-10,25.0
2012-01-11,30.0
2012-01-12,0.0
2012-01-13,-1.9231
2012-01-17,1.9607999999999999
2012-01-18,0.0
2012-01-19,38.4615
2012-01-20,77.7778
2012-01-23,-6.25
2012-01-24,-13.3333
2012-01-25,-7.6923
2012-01-26,-25.0
2012-01-27,31.9444
2012-01-30,9.473700000000001
2012-01-31,7.6923
2012-02-01,-7.1429
2012-02-02,7.6923
2012-02-06,7.1429
2012-02-07,-6.6667
2012-02-08,0.0
2012-02-09,0.0
2012-02-10,0.0
2012-02-14,0.0
2012-02-15,7.1429
2012-02-17,26.6667
2012-02-21,31.5789
2012-02-22,20.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,-6.6667
2012-02-28,0.0
2012-02-29,-14.2857
2012-03-01,12.5
2012-03-02,7.4074
2012-03-05,0.0
2012-03-06,-17.2414
2012-03-07,20.8333
2012-03-08,-13.7931
2012-03-09,-24.0
2012-03-12,-10.526299999999999
2012-03-13,-11.7647
2012-03-14,0.0
2012-03-15,-20.0
2012-03-16,8.3333
2012-03-19,11.538499999999999
2012-03-20,-3.4483
2012-03-21,-7.1429
2012-03-23,0.0
2012-03-27,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-04-03,0.0
2012-04-04,0.0
2012-04-09,0.0
2012-04-11,0.0
2012-04-12,15.3846
2012-04-16,-6.6667
2012-04-17,14.2857
2012-04-18,0.0
2012-04-19,0.0
2012-04-20,-42.9688
2012-04-23,69.863
2012-04-24,3.2258
2012-04-25,25.0
2012-04-26,0.0
2012-04-27,25.0
2012-04-30,0.0
2012-05-01,-4.0
2012-05-02,-4.1667
2012-05-03,-13.0435
2012-05-04,5.0
2012-05-07,-14.2857
2012-05-09,30.5556
2012-05-10,-14.8936
2012-05-14,0.0
2012-05-15,0.0
2012-05-16,0.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-21,-2.5
2012-05-22,-53.8462
2012-05-23,-26.3889
2012-05-24,73.5849
2012-05-25,-13.0435
2012-05-29,20.0
2012-05-30,15.1042
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,73.7557
2012-06-07,0.0
2012-06-11,-4.1667
2012-06-12,-34.7826
2012-06-13,-35.8333
2012-06-14,55.8442
2012-06-18,0.0
2012-06-20,0.0
2012-06-22,-6.6667
2012-06-26,28.5714
2012-06-27,0.0
2012-06-28,0.0
2012-07-02,-11.1111
2012-07-05,0.0
2012-07-10,-18.75
2012-07-12,-7.6923
2012-07-13,-1.0417
2012-07-16,-7.3684
2012-07-17,0.0
2012-07-19,0.0
2012-07-24,-9.0909
2012-07-30,0.0
2012-07-31,0.0
2012-08-02,0.0
2012-08-03,135.0
2012-08-06,-19.1489
2012-08-07,-34.2105
2012-08-08,12.0
2012-08-09,35.7143
2012-08-10,5.2632
2012-08-13,0.0
2012-08-14,-12.5
2012-08-15,-2.8571
2012-08-17,-5.8824
2012-08-20,-23.8281
2012-08-21,-17.9487
2012-08-22,-3.75
2012-08-23,-1.2987
2012-08-24,-3.2895
2012-08-27,30.6122
2012-08-28,-23.4375
2012-08-29,45.5782
2012-08-30,-25.2336
2012-08-31,0.0
2012-09-05,-8.125
2012-09-06,8.8435
2012-09-10,40.0
2012-09-12,-34.375
2012-09-13,8.8435
2012-09-17,0.0
2012-09-18,-8.125
2012-09-20,30.6122
2012-09-21,-16.6667
2012-09-24,0.0
2012-09-27,0.0
2012-10-01,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-09,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-23,10.0
2012-10-24,-9.0909
2012-10-25,0.0
2012-10-26,10.0
2012-11-05,0.0
2012-11-07,0.0
2012-11-08,-13.6364
2012-11-09,15.7895
2012-11-12,9.0909
2012-11-13,8.3333
2012-11-14,7.6923
2012-11-15,-14.2857
2012-11-16,0.0
2012-11-19,-8.3333
2012-11-20,9.0909
2012-11-23,16.6667
2012-11-26,0.0
2012-11-27,-28.5714
2012-11-28,-5.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-03,3.9474
2012-12-04,1.2658
2012-12-05,-50.0
2012-12-06,80.0
2012-12-07,22.2222
2012-12-11,0.0
2012-12-13,0.0
2012-12-14,-36.3636
2012-12-18,57.1429
2012-12-19,-9.0909
2012-12-20,-10.0
2012-12-21,0.0
2012-12-26,0.0
2012-12-27,22.2222
2012-12-28,-9.0909
2012-12-31,0.0
2013-01-03,-1.875
2013-01-04,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-10,0.0
2013-01-14,12.1019
2013-01-17,-10.7955
2013-01-18,0.0
2013-01-23,-3.1847
2013-01-25,0.0
2013-01-28,-15.7895
2013-02-05,22.6563
2013-02-06,-1.2739
2013-02-08,0.0
2013-02-11,-22.5806
2013-02-12,0.0
2013-02-13,26.6667
2013-02-14,3.2895
2013-02-19,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-28,-23.5669
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-12,193.3333
2013-03-13,-13.6364
2013-03-14,-21.0526
2013-03-15,-20.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,-8.3333
2013-03-21,-4.5455
2013-03-22,-4.7619
2013-03-25,-6.25
2013-03-26,0.0
2013-03-27,65.3333
2013-03-28,-3.2258
2013-04-02,-33.3333
2013-04-03,60.0
2013-04-04,0.0
2013-04-08,-31.25
2013-04-09,45.4545
2013-04-10,-39.4531
2013-04-12,23.871
2013-04-15,-16.6667
2013-04-16,0.0
2013-04-17,15.0
2013-04-18,-17.3913
2013-04-22,5.2632
2013-04-23,-5.0
2013-04-24,26.3158
2013-04-25,-20.8333
2013-04-26,15.7895
2013-04-29,9.0909
2013-04-30,33.3333
2013-05-01,-43.75
2013-05-02,-1.3889
2013-05-03,11.2676
2013-05-06,21.519
2013-05-07,8.3333
2013-05-08,0.0
2013-05-09,-15.3846
2013-05-10,0.0
2013-05-13,-9.0909
2013-05-14,-8.125
2013-05-16,8.8435
2013-05-17,0.0
2013-05-22,-6.875
2013-05-23,0.0
2013-05-24,7.3826
2013-05-28,0.0
2013-05-29,40.0
2013-05-30,-14.2857
2013-05-31,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,8.3333
2013-06-06,0.0
2013-06-07,14.4231
2013-06-10,-15.9664
2013-06-11,0.0
2013-06-13,15.0
2013-06-14,-16.5217
2013-06-19,25.0
2013-06-20,-0.8333
2013-06-21,-20.5882
2013-06-24,-6.8783
2013-06-25,-9.0909
2013-06-26,30.0
2013-06-27,-22.1154
2013-06-28,33.3333
2013-07-01,-25.0
2013-07-03,33.3333
2013-07-05,-3.7037
2013-07-11,3.8462
2013-07-12,7.4074
2013-07-15,-27.5862
2013-07-16,38.0952
2013-07-17,0.0
2013-07-22,6.8966
2013-07-23,3.2258
2013-07-24,-18.75
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,7.6923
2013-08-01,-27.2321
2013-08-02,22.6994
2013-08-05,-18.5
2013-08-06,37.4233
2013-08-07,-21.4286
2013-08-08,-7.3864
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,44.1718
2013-08-15,-11.4894
2013-08-16,9.1346
2013-08-19,2.2026
2013-08-20,-29.7414
2013-08-22,0.0
2013-08-23,27.6074
2013-08-27,-23.0769
2013-08-29,0.0
2013-08-30,28.75
2013-09-03,-14.5631
2013-09-05,0.0
2013-09-09,17.0455
2013-09-10,16.5049
2013-09-11,-13.3333
2013-09-12,-29.3269
2013-09-13,3.4013999999999998
2013-09-16,0.0
2013-09-17,-15.7895
2013-09-18,18.75
2013-09-19,10.526299999999999
2013-09-20,0.0
2013-09-23,-5.9524
2013-09-24,-8.8608
2013-09-25,-9.7222
2013-09-26,21.5385
2013-09-27,-8.8608
2013-09-30,2.0833
2013-10-03,-2.0408
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,11.1111
2013-10-11,0.0
2013-10-14,-10.0
2013-10-16,0.0
2013-10-17,-11.1111
2013-10-18,0.0
2013-10-21,0.0
2013-10-23,17.1875
2013-10-24,-14.6667
2013-10-25,0.0
2013-10-28,37.5
2013-10-30,-27.2727
2013-10-31,-2.3438
2013-11-04,0.8
2013-11-06,-17.4603
2013-11-07,21.1538
2013-11-11,0.0
2013-11-12,-22.2222
2013-11-14,27.551
2013-11-15,-16.8
2013-11-18,15.3846
2013-11-19,0.0
2013-11-21,-20.0
2013-11-22,0.0
2013-11-25,14.5833
2013-11-27,-18.1818
2013-12-02,8.8889
2013-12-03,-10.2041
2013-12-04,9.0909
2013-12-05,0.0
2013-12-06,0.0
2013-12-09,8.3333
2013-12-10,23.0769
2013-12-12,-6.25
2013-12-13,-6.6667
2013-12-16,14.2857
2013-12-18,-12.5
2013-12-19,14.2857
2013-12-20,17.1875
2013-12-23,-14.6667
2013-12-26,16.4063
2013-12-27,-8.7248
2013-12-30,7.3529
2013-12-31,0.0
2014-01-02,0.6849
2014-01-03,1.3605
2014-01-06,-14.094
2014-01-07,-10.1563
2014-01-08,9.5652
2014-01-09,-11.1111
2014-01-10,-1.7856999999999998
2014-01-13,-8.1818
2014-01-14,0.9901
2014-01-15,7.8431
2014-01-16,28.1818
2014-01-17,-3.5461
2014-01-21,22.0588
2014-01-22,7.2289
2014-01-23,-10.1124
2014-01-24,10.0
2014-01-27,-9.0909
2014-01-28,10.0
2014-01-29,-11.931799999999999
2014-01-30,0.0
2014-01-31,-7.0968
2014-02-03,0.0
2014-02-04,4.1667
2014-02-05,24.6667
2014-02-06,28.3422
2014-02-07,26.6667
2014-02-10,-12.5
2014-02-11,8.2707
2014-02-12,-18.75
2014-02-13,-4.2735
2014-02-14,18.75
2014-02-18,20.3008
2014-02-19,14.0625
2014-02-20,-16.7123
2014-02-21,5.2632
2014-02-24,37.5
2014-02-25,-16.3636
2014-02-26,-8.6957
2014-02-27,-13.6905
2014-02-28,10.3448
2014-03-03,17.5
2014-03-04,-9.8404
2014-03-05,17.9941
2014-03-06,24.0
2014-03-07,-10.0806
2014-03-10,-3.1390000000000002
2014-03-11,16.6667
2014-03-12,1.1905000000000001
2014-03-13,2.549
2014-03-14,-16.2524
2014-03-17,2.2831
2014-03-18,19.6429
2014-03-19,16.0448
2014-03-20,-0.9646
2014-03-21,-9.4156
2014-03-24,1.4337
2014-03-25,-15.1943
2014-03-26,1.0417
2014-03-27,-4.7423
2014-03-28,-3.0303
2014-03-31,-7.1429
2014-04-01,-11.538499999999999
2014-04-02,4.3478
2014-04-03,-3.3854
2014-04-04,2.965
2014-04-07,-2.356
2014-04-08,-5.63
2014-04-09,-6.25
2014-04-11,-7.8788
2014-04-14,-15.7895
2014-04-15,23.8281
2014-04-16,-23.6593
2014-04-17,18.1818
2014-04-21,5.2448
2014-04-22,-5.9801
2014-04-23,12.3675
2014-04-24,-0.3145
2014-04-25,0.3155
2014-04-28,0.0
2014-04-29,-7.5472
2014-04-30,-7.483
2014-05-01,8.0882
2014-05-02,0.0
2014-05-05,8.1633
2014-05-06,-11.3208
2014-05-07,-10.2837
2014-05-08,7.5099
2014-05-09,11.0294
2014-05-14,-13.245
2014-05-15,-9.1603
2014-05-16,13.0252
2014-05-19,11.1524
2014-05-21,-22.408
2014-05-22,21.9828
2014-05-23,-15.1943
2014-05-27,6.6667
2014-05-28,-17.5781
2014-05-30,22.7488
2014-06-02,-7.3359
2014-06-03,6.6667
2014-06-04,-16.7969
2014-06-05,0.4695
2014-06-06,-10.2804
2014-06-09,0.0
2014-06-10,1.0417
2014-06-12,0.5155
2014-06-13,5.641
2014-06-16,-7.767
2014-06-18,-6.3158
2014-06-20,15.7303
2014-06-23,0.0
2014-06-25,-13.5922
2014-06-26,-1.1236
2014-06-27,0.0
2014-06-30,0.0
2014-07-01,-11.931799999999999
2014-07-02,8.3871
2014-07-03,0.0
2014-07-07,-4.7619
2014-07-08,-3.75
2014-07-09,-15.5844
2014-07-10,35.3846
2014-07-11,0.0
2014-07-16,0.0
2014-07-17,-6.25
2014-07-18,-1.2121
2014-07-21,0.0
2014-07-22,-5.5215
2014-07-23,-4.5455
2014-07-24,-11.5646
2014-07-25,18.4615
2014-07-28,18.1818
2014-07-30,-10.989
2014-07-31,-1.2346
2014-08-01,0.0
2014-08-05,0.0
2014-08-06,5.0
2014-08-07,4.7619
2014-08-08,0.0
2014-08-11,14.7727
2014-08-12,-3.4653
2014-08-13,-16.4103
2014-08-14,14.1104
2014-08-15,-9.6774
2014-08-20,-3.5714
2014-08-21,-1.2346
2014-08-22,18.75
2014-08-25,17.8947
2014-08-26,-7.1429
2014-08-27,15.3846
2014-08-28,6.6667
2014-09-02,-3.125
2014-09-03,-23.3871
2014-09-04,9.473700000000001
2014-09-08,-4.8077
2014-09-10,5.0505
2014-09-11,0.0
2014-09-12,-13.9423
2014-09-15,13.4078
2014-09-18,-10.3448
2014-09-19,20.3297
2014-09-22,-15.0685
2014-09-24,17.7419
2014-09-25,2.2831
2014-09-26,20.0893
2014-09-29,5.2045
2014-09-30,-21.5548
2014-10-02,-19.3694
2014-10-03,10.0559
2014-10-06,-10.6599
2014-10-07,0.0
2014-10-08,44.3182
2014-10-09,-5.5118
2014-10-10,9.1667
2014-10-14,-0.3817
2014-10-15,-32.567
2014-10-21,18.1818
2014-10-22,-7.6923
2014-10-23,16.6667
2014-10-27,-19.1964
2014-10-28,6.0773
2014-10-29,19.2708
2014-10-30,-23.1441
2014-10-31,0.0
2014-11-03,22.7273
2014-11-04,12.037
2014-11-05,-35.124
2014-11-06,25.4777
2014-11-07,12.6904
2014-11-10,-3.6036
2014-11-11,-0.4673
2014-11-13,-9.8592
2014-11-14,0.0
2014-11-18,0.0
2014-11-19,-16.6667
2014-11-20,0.0
2014-11-21,0.0
2014-11-26,11.25
2014-11-28,41.0112
2014-12-01,-0.3984
2014-12-02,-4.0
2014-12-03,-1.6667
2014-12-04,4.2373
2014-12-05,4.065
2014-12-08,-11.7188
2014-12-09,-1.7699
2014-12-10,-25.2252
2014-12-11,33.7349
2014-12-12,-4.955
2014-12-15,-14.218
2014-12-16,22.6519
2014-12-17,0.0
2014-12-18,-7.2072
2014-12-19,-7.767
2014-12-22,-3.1579
2014-12-23,19.0217
2014-12-26,-22.3744
2014-12-29,-4.7059
2014-12-30,0.6173
2014-12-31,194.4785
2015-01-02,-34.375
2015-01-05,-33.3333
2015-01-06,-0.9524
