ticker,KNDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-29,-40.0
2007-02-21,240.0
2007-07-06,396.0784
2007-07-09,12.6482
2007-07-10,1.7544
2007-07-11,16.5517
2007-07-12,0.0
2007-07-13,-1.1834
2007-07-16,-11.6766
2007-07-17,1.6949
2007-07-18,10.0
2007-07-19,6.0606
2007-07-20,2.8571
2007-07-23,3.6111
2007-07-24,-3.4853
2007-07-25,2.7778
2007-07-26,-0.5405
2007-07-27,1.9022000000000001
2007-07-30,-3.4667
2007-07-31,0.8287
2007-08-01,-2.7397
2007-08-02,-1.9718
2007-08-03,4.8850999999999996
2007-08-06,1.3699
2007-08-07,-2.7027
2007-08-08,4.7222
2007-08-09,1.8568
2007-08-10,0.2604
2007-08-13,-1.8182
2007-08-14,-3.9683
2007-08-15,4.6832
2007-08-16,-6.8421
2007-08-17,0.2825
2007-08-20,-2.8169
2007-08-21,2.8986
2007-08-22,0.0
2007-08-23,-1.1268
2007-08-24,-1.7094
2007-08-27,13.0435
2007-08-28,-2.5641
2007-08-29,2.6316
2007-08-30,-1.2821
2007-08-31,1.2987
2007-09-04,-2.5641
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,2.6316
2007-09-10,0.0
2007-09-11,-1.2821
2007-09-12,0.0
2007-09-13,-0.2597
2007-09-14,-4.9479
2007-09-17,-1.3699
2007-09-18,-4.1667
2007-09-19,1.4493
2007-09-20,1.4285999999999999
2007-09-21,11.831
2007-09-24,-5.5416
2007-09-25,4.0
2007-09-26,2.3077
2007-09-27,1.5038
2007-09-28,0.0
2007-10-01,-0.7407
2007-10-02,-0.4975
2007-10-03,7.5
2007-10-04,4.6512
2007-10-05,5.5556
2007-10-08,7.3684
2007-10-09,1.9607999999999999
2007-10-10,-2.8846
2007-10-11,0.9901
2007-10-12,0.0
2007-10-15,0.1961
2007-10-16,-1.1742
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,1.5842
2007-10-22,-3.5088
2007-10-23,2.0202
2007-10-24,0.9901
2007-10-25,-0.9804
2007-10-26,-2.9703
2007-10-29,0.0
2007-10-30,5.102
2007-10-31,-0.9709
2007-11-01,-1.9607999999999999
2007-11-02,0.0
2007-11-05,0.0
2007-11-06,-4.0
2007-11-07,-8.3333
2007-11-08,-6.8182
2007-11-09,4.878
2007-11-12,-1.1628
2007-11-13,0.0
2007-11-14,-2.3529
2007-11-15,2.4096
2007-11-16,-1.8824
2007-11-19,-1.6787
2007-11-20,7.3171
2007-11-21,-7.9545
