ticker,ASKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-09,50.0
2010-05-25,70.0
2010-06-10,-21.5686
2010-06-11,27.5
2010-06-14,-11.7647
2010-06-15,-22.2222
2010-06-17,-14.2857
2010-06-18,0.0
2010-06-21,16.6667
2010-06-22,-14.2857
2010-06-23,33.3333
2010-07-13,-20.0
2010-07-15,-21.875
2010-07-19,40.0
2010-08-02,-2.8571
2010-08-03,-2.9412000000000003
2010-08-04,-24.2424
2010-08-05,32.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-12,-12.1212
2010-08-16,3.4483
2010-08-17,0.0
2010-08-19,0.0
2010-08-20,13.3333
2010-08-23,0.0
2010-08-24,2.9412000000000003
2010-08-25,2.8571
2010-08-26,-2.7778
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,-8.5714
2010-09-03,9.375
2010-09-08,0.0
2010-09-10,-5.7143
2010-09-16,-15.1515
2010-09-22,14.2857
2010-09-27,-6.25
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,-33.3333
2010-10-13,0.0
2010-10-14,0.0
2010-10-18,5.0
2010-10-20,14.2857
2010-10-22,-16.6667
2010-10-29,-50.0
2010-11-05,90.0
2010-11-10,-36.8421
2010-11-16,-25.0
2010-11-17,-22.2222
2010-11-22,7.1429
2010-12-01,-44.0
2010-12-02,7.1429
2010-12-03,55.5556
2010-12-06,64.2857
2010-12-07,0.0
2010-12-08,73.913
2010-12-13,-25.0
2010-12-14,0.0
2010-12-16,-33.3333
2010-12-17,0.0
2010-12-20,-20.0
2010-12-21,62.5
2011-01-03,7.6923
2011-01-05,0.0
2011-01-06,0.0
2011-01-10,-21.4286
2011-01-12,0.0
2011-01-25,9.0909
2011-01-26,25.0
2011-01-27,0.0
2011-01-28,-20.0
2011-01-31,25.0
2011-02-01,-13.3333
2011-02-02,7.6923
2011-02-03,-7.1429
2011-02-23,-30.7692
2011-02-24,-11.1111
2011-02-28,12.5
2011-03-02,11.1111
2011-03-04,0.0
2011-03-07,0.0
2011-03-10,0.0
2011-03-15,-40.0
2011-03-16,0.0
2011-03-17,-8.3333
2011-03-22,-27.2727
2011-03-23,-25.0
2011-03-24,33.3333
2011-03-29,0.0
2011-04-04,150.0
2011-04-05,0.0
2011-04-06,-70.0
2011-04-28,0.0
2011-05-09,0.0
2011-06-14,-66.6667
2011-06-27,1.25
2011-07-08,-1.2346
2011-07-13,70.0
2011-07-14,0.0
2011-07-21,0.0
