ticker,CYBR US Equity
2015-02-12,9.3324
2015-02-13,14.9486
2015-02-17,12.0716
2015-02-18,2.4805
2015-02-19,6.5649999999999995
2015-02-20,9.4431
2015-02-23,-16.9581
2015-02-24,2.8928000000000003
2015-02-25,0.3327
2015-02-26,3.5648999999999997
2015-02-27,-5.1073
2015-03-02,-2.5814
2015-03-03,0.4849
2015-03-04,2.2234
2015-03-05,6.0024
2015-03-06,-4.9149
2015-03-09,-3.3289
2015-03-10,-5.3469
2015-03-11,1.6453
2015-03-12,-6.9784
2015-03-13,-3.2483
2015-03-16,0.9193
2015-03-17,5.0693
2015-03-18,-2.8081
2015-03-19,-2.2494
2015-03-20,-3.412
2015-03-23,12.7336
2015-03-24,-3.3522
2015-03-25,-5.4854
2015-03-26,5.4448
2015-03-27,-1.2105
2015-03-30,4.9588
2015-03-31,1.3681
2015-04-01,-0.2879
2015-04-02,-2.8876
2015-04-06,2.1743
2015-04-07,8.1302
2015-04-08,-1.2111
2015-04-09,0.63
2015-04-10,-0.5245
2015-04-13,-1.1907
2015-04-14,1.0673
2015-04-15,5.0247
2015-04-16,-0.8758
2015-04-17,-0.6872
2015-04-20,3.196
2015-04-21,5.9547
2015-04-22,-1.2656
2015-04-23,1.6634
2015-04-24,0.2402
2015-04-27,-0.2396
2015-04-28,-2.5368
2015-04-29,2.418
2015-04-30,-5.3383
2015-05-01,6.3065999999999995
2015-05-04,-0.1644
2015-05-05,-5.568
2015-05-06,-0.6499
2015-05-07,-1.9304000000000001
2015-05-08,7.5809
2015-05-11,-2.737
2015-05-12,-5.5193
2015-05-13,0.8721
2015-05-14,0.3263
2015-05-15,-2.065
2015-05-18,4.9643
2015-05-19,-0.0949
2015-05-20,0.0633
2015-05-21,2.5791
2015-05-22,-1.9898
2015-05-26,-1.6368
2015-05-27,2.832
2015-05-28,-0.0156
2015-05-29,-3.2213
2015-06-01,-2.3637
2015-06-02,2.2892
2015-06-03,0.2737
2015-06-04,-0.9794
2015-06-05,7.4104
2015-06-08,3.6383
2015-06-09,-4.8216
2015-06-10,-3.015
2015-06-11,-1.1204
2015-06-12,6.0485
2015-06-15,6.5914
2015-06-16,0.4941
2015-06-17,3.8072
2015-06-18,-1.8406
2015-06-19,0.9513
2015-06-22,0.2458
2015-06-23,-2.0981
2015-06-24,-2.7414
2015-06-25,-0.2003
2015-06-26,-5.6918
2015-06-29,-5.8832
2015-06-30,1.4699
2015-07-01,-0.8755
2015-07-02,-3.0352
2015-07-06,-3.892
2015-07-07,-2.1024
2015-07-08,0.2992
2015-07-09,4.0716
2015-07-10,-1.2648
2015-07-13,-1.5884
2015-07-14,2.7768
2015-07-15,-3.2253
2015-07-16,-0.7329
2015-07-17,-0.0527
2015-07-20,-3.3064
2015-07-21,3.3467000000000002
2015-07-22,1.1968
2015-07-23,7.3391
2015-07-24,2.0901
2015-07-27,-5.0468
2015-07-28,0.0
2015-07-29,-1.5043
2015-07-30,-0.5939
2015-07-31,0.9389
2015-08-03,-3.8897
2015-08-04,1.3021
2015-08-05,4.0646
2015-08-06,-2.1198
2015-08-07,2.8649
2015-08-10,4.6751000000000005
2015-08-11,-6.6756
2015-08-12,-1.6886
2015-08-13,0.2244
2015-08-14,1.1023
2015-08-17,2.0954
2015-08-18,-0.7175
2015-08-19,3.5798
2015-08-20,-10.4495
2015-08-21,-5.4719999999999995
2015-08-24,-6.9389
2015-08-25,-3.7899000000000003
2015-08-26,7.3432
2015-08-27,1.077
2015-08-28,3.3544
2015-08-31,-2.5391
2015-09-01,-1.5474999999999999
2015-09-02,1.4524
2015-09-03,-4.7068
2015-09-04,-4.2807
2015-09-08,3.8056
2015-09-09,-0.0621
2015-09-10,-1.7617
2015-09-11,2.2785
2015-09-14,-4.2079
2015-09-15,-0.9905
2015-09-16,0.5655
2015-09-17,2.3356
2015-09-18,0.6974
2015-09-21,3.7984999999999998
2015-09-22,1.1929
2015-09-23,4.9151
2015-09-24,0.3618
2015-09-25,-4.9146
2015-09-28,1.4967
2015-09-29,-4.9351
2015-09-30,3.7022
2015-10-01,1.9944
2015-10-02,3.8522
2015-10-05,0.885
2015-10-06,-2.5756
2015-10-07,1.2644
2015-10-08,0.9648
2015-10-09,-0.8619
2015-10-12,-3.8933999999999997
2015-10-13,-1.8092000000000001
2015-10-14,-3.8853999999999997
2015-10-15,4.23
2015-10-16,-0.1399
2015-10-19,1.021
2015-10-20,-1.8629
2015-10-21,-6.2803
2015-10-22,2.0039
2015-10-23,-2.6193
2015-10-26,3.2972
2015-10-27,-0.882
2015-10-28,5.3602
2015-10-29,-2.9157
2015-10-30,2.8169
2015-11-02,2.1555
2015-11-03,-0.0197
2015-11-04,1.7751000000000001
2015-11-05,-4.5543
2015-11-06,-4.1015
2015-11-09,-5.1874
2015-11-10,-9.5578
2015-11-11,-0.8148
2015-11-12,0.224
2015-11-13,-3.6761
2015-11-16,-0.361
2015-11-17,-1.4752
2015-11-18,2.8369
2015-11-19,2.6054
2015-11-20,3.4105
2015-11-23,-1.5166
2015-11-24,3.8621
2015-11-25,4.5422
2015-11-27,-1.2607
2015-11-30,-1.2995999999999999
2015-12-01,-0.3465
2015-12-02,-2.4571
2015-12-03,-4.1587
2015-12-04,1.6613
2015-12-07,-3.9268
2015-12-08,1.6502
2015-12-09,-2.8222
2015-12-10,8.7895
2015-12-11,-4.9138
2015-12-14,0.646
2015-12-15,2.0736
2015-12-16,6.3603
2015-12-17,0.5684
2015-12-18,2.7583
2015-12-21,-0.088
2015-12-22,-0.5726
2015-12-23,1.8162
2015-12-24,0.4351
2015-12-28,-1.3212
2015-12-29,-0.3073
2015-12-30,0.5284
2015-12-31,-1.1389
2016-01-04,-2.8578
2016-01-05,-0.114
2016-01-06,-3.8813
2016-01-07,-5.7245
2016-01-08,-3.5273
2016-01-11,-0.9924
2016-01-12,-0.1846
2016-01-13,19.6353
2016-01-14,3.2693
2016-01-15,3.3369
2016-01-19,-4.0778
2016-01-20,-0.0216
2016-01-21,5.0076
2016-01-22,-4.8304
2016-01-25,-3.7365
2016-01-26,-3.5000999999999998
2016-01-27,-1.9763
2016-01-28,-5.4554
2016-01-29,9.332699999999999
2016-02-01,1.262
2016-02-02,-2.6966
2016-02-03,0.9548
2016-02-04,0.7612
2016-02-05,-6.5018
2016-02-08,-8.9618
2016-02-09,-5.4061
2016-02-10,2.2747
2016-02-11,2.1407
2016-02-12,-10.7784
2016-02-16,5.1556
2016-02-17,5.367
2016-02-18,-0.9086
2016-02-19,0.1389
2016-02-22,2.1365
2016-02-23,-2.4178
2016-02-24,0.1114
2016-02-25,2.5305999999999997
2016-02-26,3.2547
2016-02-29,-1.576
2016-03-01,0.8807
2016-03-02,-0.3704
2016-03-03,2.3898
2016-03-04,2.749
2016-03-07,-2.1959
2016-03-08,-1.3677000000000001
2016-03-09,-0.471
2016-03-10,-1.5773000000000001
2016-03-11,2.9112999999999998
2016-03-14,-0.3114
2016-03-15,-1.458
2016-03-16,-0.4756
2016-03-17,6.1057
2016-03-18,4.1531
2016-03-21,2.4021
2016-03-22,-1.0321
2016-03-23,-3.6027
2016-03-24,-1.0327
2016-03-28,1.5901
2016-03-29,1.663
2016-03-30,1.1306
2016-03-31,1.4034
2016-04-01,-0.8679
2016-04-04,0.5442
2016-04-05,-0.9414
2016-04-06,1.5918
2016-04-07,-4.8176
2016-04-08,-0.9828
2016-04-11,-4.5161
2016-04-12,0.052
2016-04-13,0.7273
2016-04-14,1.6503
2016-04-15,0.482
2016-04-18,0.1262
2016-04-19,0.3278
2016-04-20,-1.533
2016-04-21,1.123
2016-04-22,-0.0505
2016-04-25,-0.8586
2016-04-26,0.8915
2016-04-27,3.5597
2016-04-28,-3.5105
2016-04-29,3.1834
2016-05-02,3.526
2016-05-03,-1.7266
2016-05-04,-4.3803
2016-05-05,1.6360000000000001
2016-05-06,1.0896
2016-05-09,-0.0245
2016-05-10,1.4457
2016-05-11,-2.4396
2016-05-12,-0.718
2016-05-13,1.3466
2016-05-16,1.2549000000000001
2016-05-17,0.3888
2016-05-18,0.4115
2016-05-19,2.5554
2016-05-20,0.8463
2016-05-23,-1.6783000000000001
2016-05-24,1.6358000000000001
2016-05-25,3.5923
2016-05-26,1.2159
2016-05-27,-2.4917
2016-05-31,3.6277
2016-06-01,1.6733
2016-06-02,2.7934
2016-06-03,-0.0421
2016-06-06,0.1475
2016-06-07,0.3367
2016-06-08,-1.6779
2016-06-09,-2.4957
2016-06-10,-0.2844
2016-06-13,0.8995
2016-06-14,-1.0654
2016-06-15,2.7473
2016-06-16,2.2246
2016-06-17,1.0462
2016-06-20,0.0621
2016-06-21,3.0008
2016-06-22,-0.8841
2016-06-23,3.4462
2016-06-24,-5.2518
2016-06-27,-7.88
2016-06-28,2.1778
2016-06-29,2.2632
2016-06-30,4.4048
2016-07-01,-0.4528
2016-07-05,2.1294
2016-07-06,1.6397
2016-07-07,0.5776
2016-07-08,2.3762
2016-07-11,1.9729
2016-07-12,0.6449
2016-07-13,-0.4146
2016-07-14,1.4950999999999999
2016-07-15,-0.0932
2016-07-18,0.9705
2016-07-19,-1.3494
2016-07-20,-1.2554
2016-07-21,-2.5047
2016-07-22,4.3207
2016-07-25,2.6119
2016-07-26,3.6
2016-07-27,-1.7901
2016-07-28,1.0543
2016-07-29,-0.2829
2016-08-01,0.1596
2016-08-02,-2.7975
2016-08-03,2.2769
2016-08-04,0.374
2016-08-05,-0.2661
2016-08-08,-1.103
2016-08-09,-0.5037
2016-08-10,-6.5088
2016-08-11,2.7461
2016-08-12,-0.3388
2016-08-15,-2.0019
2016-08-16,4.3939
2016-08-17,-0.48
2016-08-18,2.8937
2016-08-19,0.2524
2016-08-22,-1.5824
2016-08-23,2.4484
2016-08-24,-2.6752000000000002
2016-08-25,-0.788
2016-08-26,-0.628
2016-08-29,-0.2045
2016-08-30,0.3539
2016-08-31,-2.0045
2016-09-01,1.572
2016-09-02,3.2631
2016-09-06,3.7739000000000003
2016-09-07,-1.0266
2016-09-08,-3.5338000000000003
2016-09-09,-5.4857
2016-09-12,1.3884
2016-09-13,-1.4074
2016-09-14,-0.2508
2016-09-15,-1.6244
2016-09-16,-0.5504
2016-09-19,-1.1267
2016-09-20,-0.8996
2016-09-21,1.3718
2016-09-22,0.9353
2016-09-23,1.6562000000000001
2016-09-26,-1.6680000000000001
2016-09-27,0.4339
2016-09-28,-0.923
2016-09-29,-1.6452
2016-09-30,-0.1008
2016-10-03,0.1412
2016-10-04,0.6648
2016-10-05,1.2608
2016-10-06,-1.502
2016-10-07,-0.2207
2016-10-10,1.2266
2016-10-11,-0.8145
2016-10-12,-3.6852
2016-10-13,-2.1834
2016-10-14,-0.8716
2016-10-17,-2.6378
2016-10-18,2.3568
2016-10-19,-2.7329
2016-10-20,0.7965
2016-10-21,3.0509
2016-10-24,0.5751
2016-10-25,-1.4824
2016-10-26,-1.1823
2016-10-27,-1.5445
2016-10-28,2.5409
2016-10-31,0.7326
2016-11-01,-1.4973
2016-11-02,-2.4104
2016-11-03,6.364
2016-11-04,-0.1464
2016-11-07,3.5617
2016-11-08,0.1416
2016-11-09,3.7172
2016-11-10,1.4219
2016-11-11,1.8629
2016-11-14,1.2443
2016-11-15,0.54
2016-11-16,1.8892
2016-11-17,-0.9998
2016-11-18,0.0
2016-11-21,0.2938
2016-11-22,-3.1307
2016-11-23,-1.0206
2016-11-25,-0.8211
2016-11-28,-2.3296
2016-11-29,0.8476
2016-11-30,-0.2932
2016-12-01,-5.1362
2016-12-02,0.2687
2016-12-05,2.5968999999999998
2016-12-06,-1.6071
2016-12-07,0.0612
2016-12-08,-1.8364
2016-12-09,-0.582
2016-12-12,-0.3345
2016-12-13,0.4615
2016-12-14,-0.8144
2016-12-15,0.6737
2016-12-16,-0.0209
2016-12-19,-0.6693
2016-12-20,-1.2424
2016-12-21,-1.4285999999999999
2016-12-22,-0.7571
2016-12-23,0.5449
2016-12-27,0.4119
2016-12-28,-1.9646
2016-12-29,0.044
2016-12-30,0.1541
2017-01-03,1.4505
2017-01-04,1.7764
2017-01-05,1.4474
2017-01-06,1.6366
2017-01-09,2.6424
2017-01-10,1.4079
2017-01-11,1.5867
2017-01-12,-0.82
2017-01-13,2.7756
2017-01-17,-3.4285
2017-01-18,-0.7537
2017-01-19,2.8777
2017-01-20,-0.2525
2017-01-23,-1.4606
2017-01-24,2.2332
2017-01-25,0.5413
2017-01-26,-0.1538
2017-01-27,-0.597
2017-01-30,-0.1744
2017-01-31,2.9691
2017-02-01,-0.0754
2017-02-02,0.3395
2017-02-03,1.4662
2017-02-06,0.0371
2017-02-07,-0.1667
2017-02-08,-0.2597
2017-02-09,2.9012000000000002
2017-02-10,-4.4641
2017-02-13,0.0189
2017-02-14,2.7426
2017-02-15,-1.1598
2017-02-16,-3.8927
2017-02-17,1.8411
2017-02-21,-0.7041
2017-02-22,-2.2039
2017-02-23,-0.9014
2017-02-24,-0.0791
2017-02-27,0.1385
2017-02-28,-0.0395
2017-03-01,2.0957
2017-03-02,-1.5492
2017-03-03,0.7081
2017-03-06,-1.5039
2017-03-07,-2.2606
2017-03-08,0.913
2017-03-09,0.1809
2017-03-10,0.582
2017-03-13,1.7558
2017-03-14,-2.0196
2017-03-15,0.06
2017-03-16,1.16
2017-03-17,0.2768
2017-03-20,0.1577
2017-03-21,-2.6969
2017-03-22,-1.4161000000000001
2017-03-23,-0.3694
2017-03-24,0.4737
2017-03-27,0.533
2017-03-28,0.0
2017-03-29,2.2635
2017-03-30,2.3529
2017-03-31,-0.8962
2017-04-03,0.3735
2017-04-04,-0.1763
2017-04-05,1.2753
2017-04-06,0.1356
2017-04-07,0.9093
2017-04-10,0.9394
2017-04-11,0.3609
2017-04-12,0.3974
2017-04-13,-2.0735
2017-04-17,1.7902
2017-04-18,-0.6619
2017-04-19,-0.2094
2017-04-20,-1.0683
2017-04-21,0.0386
2017-04-24,1.4071
2017-04-25,0.2851
2017-04-26,-0.1895
2017-04-27,2.3737
2017-04-28,-1.8549
2017-05-01,0.5103
2017-05-02,0.1692
2017-05-03,-2.4404
2017-05-04,3.3096
2017-05-05,0.9685
2017-05-08,0.535
2017-05-09,0.5321
2017-05-10,0.8396
2017-05-11,-0.181
2017-05-12,-12.4388
2017-05-15,-0.9733
2017-05-16,1.192
2017-05-17,-3.4511
2017-05-18,-0.5565
2017-05-19,0.4305
2017-05-22,-0.5358
2017-05-23,3.4044
2017-05-24,2.1046
2017-05-25,-0.2653
2017-05-26,0.2455
2017-05-30,0.0
2017-05-31,0.0408
2017-06-01,-0.0408
2017-06-02,-0.0816
2017-06-05,-0.5312
2017-06-06,0.0205
2017-06-07,-2.2382
2017-06-08,2.2054
2017-06-09,-2.8155
2017-06-12,1.5436999999999999
2017-06-13,1.6867999999999999
2017-06-14,-0.9011
2017-06-15,0.31
2017-06-16,0.0618
2017-06-19,0.8236
2017-06-20,-0.6126
2017-06-21,1.4383
2017-06-22,0.4456
2017-06-23,0.7864
2017-06-26,-0.6803
2017-06-27,-0.3425
2017-06-28,2.83
2017-06-29,-2.0837
2017-06-30,0.2811
2017-07-03,-1.4815
2017-07-05,0.1422
2017-07-06,-1.2784
2017-07-07,1.3361
2017-07-10,0.284
2017-07-11,-0.3439
2017-07-12,2.3747
2017-07-13,1.1102
2017-07-14,-16.3137
2017-07-17,-0.656
2017-07-18,-0.1651
2017-07-19,0.567
2017-07-20,-0.0235
2017-07-21,-0.4934
2017-07-24,0.3306
2017-07-25,1.6945000000000001
2017-07-26,-0.9951
2017-07-27,-0.3039
2017-07-28,-1.0551
2017-07-31,-1.2322
2017-08-01,1.1036
2017-08-02,-4.5325
2017-08-03,1.218
2017-08-04,-0.0982
2017-08-07,0.0737
2017-08-08,-1.2528000000000001
2017-08-09,0.2488
2017-08-10,-0.2233
2017-08-11,-0.3482
2017-08-14,1.3227
2017-08-15,-0.5665
2017-08-16,0.3716
2017-08-17,-1.1106
2017-08-18,0.025
2017-08-21,0.499
2017-08-22,0.2731
2017-08-23,-1.6588
2017-08-24,0.7301
2017-08-25,0.025
2017-08-28,0.05
2017-08-29,0.3746
2017-08-30,-1.7417
2017-08-31,1.3168
2017-09-01,3.5991
2017-09-05,-1.9542000000000002
2017-09-06,1.1565
2017-09-07,-0.5838
2017-09-08,1.5904
2017-09-11,1.3728
2017-09-12,0.8316
2017-09-13,-1.2724
2017-09-14,-1.0979
2017-09-15,0.5792
2017-09-18,1.7753999999999999
2017-09-19,-0.7779
2017-09-20,0.4752
2017-09-21,-0.3074
2017-09-22,1.6366
2017-09-25,-2.007
2017-09-26,1.2384
2017-09-27,-1.4114
2017-09-28,-2.052
2017-09-29,-0.1218
2017-10-02,0.2683
2017-10-03,1.4595
2017-10-04,0.7432
2017-10-05,0.8091
2017-10-06,0.6846
2017-10-09,-0.0469
2017-10-10,-0.8679
2017-10-11,-0.3549
2017-10-12,-0.19
2017-10-13,0.9041
2017-10-16,-0.0943
2017-10-17,0.4956
2017-10-18,0.9394
2017-10-19,1.9777
2017-10-20,-0.3879
2017-10-23,-0.3436
2017-10-24,-0.0919
2017-10-25,-0.138
2017-10-26,0.3916
2017-10-27,-1.1244
2017-10-30,-2.7617000000000003
2017-10-31,1.1217
2017-11-01,-2.1241
2017-11-02,11.1406
2017-11-03,-3.2111
2017-11-06,-0.269
2017-11-07,0.1349
2017-11-08,1.8182
2017-11-09,-2.5353
2017-11-10,1.425
2017-11-13,-1.1374
2017-11-14,0.1579
2017-11-15,-1.1486
2017-11-16,1.9139
2017-11-17,0.8272
2017-11-20,1.6851
2017-11-21,2.5294
2017-11-22,0.3615
2017-11-24,-0.551
2017-11-27,0.2131
2017-11-28,0.7761
2017-11-29,-1.5297
2017-11-30,0.8357
2017-12-01,-1.2325
2017-12-04,-3.6574999999999998
2017-12-05,-0.5806
2017-12-06,-1.0108
2017-12-07,0.1361
2017-12-08,-0.2493
2017-12-11,-0.2726
2017-12-12,-0.9112
2017-12-13,-0.023
2017-12-14,-1.1267
2017-12-15,1.3953
2017-12-18,0.8486
2017-12-19,-0.3184
2017-12-20,-2.2815
2017-12-21,-1.3308
2017-12-22,-0.7572
2017-12-26,-0.1907
2017-12-27,0.5495
2017-12-28,-0.8316
2017-12-29,-0.8385
2018-01-02,0.4832
2018-01-03,1.7311999999999999
2018-01-04,-3.6398
2018-01-05,2.5018000000000002
2018-01-08,1.1486
2018-01-09,0.6624
2018-01-10,0.188
2018-01-11,1.5716999999999999
2018-01-12,0.2771
2018-01-16,-2.3722
2018-01-17,-1.1323
2018-01-18,1.3839000000000001
2018-01-19,0.8237
2018-01-22,1.1905000000000001
2018-01-23,-0.2768
2018-01-24,1.2029
2018-01-25,-0.2971
2018-01-26,-0.298
2018-01-29,0.138
2018-01-30,-2.1355
2018-01-31,1.5486
2018-02-01,1.7328999999999999
2018-02-02,0.4997
2018-02-05,-3.209
2018-02-06,-1.9379
2018-02-07,-0.3095
2018-02-08,0.8837
2018-02-09,4.285
2018-02-12,-1.1124
2018-02-13,2.5712
2018-02-14,1.4996
2018-02-15,7.7178
2018-02-16,-1.9447
2018-02-20,2.9228
2018-02-21,-0.284
2018-02-22,1.2612
2018-02-23,0.3616
2018-02-26,-0.4804
2018-02-27,-2.313
2018-02-28,1.9354
2018-03-01,-0.1616
2018-03-02,1.6791
2018-03-05,-0.9948
2018-03-06,-0.9847
2018-03-07,1.5628
2018-03-08,0.5396
2018-03-09,1.3516
2018-03-12,0.6276
2018-03-13,1.4227
2018-03-14,-0.1729
2018-03-15,-0.308
2018-03-16,-0.7144
2018-03-19,-0.8363
2018-03-20,0.8237
2018-03-21,0.2918
2018-03-22,-1.5128
2018-03-23,-3.3281
2018-03-26,1.8944999999999999
2018-03-27,0.02
2018-03-28,-0.06
2018-03-29,2.04
2018-04-02,-1.9012
2018-04-03,-0.6793
2018-04-04,3.1181
2018-04-05,1.9703
2018-04-06,-2.8506
2018-04-09,-0.1378
2018-04-10,1.0254
2018-04-11,0.7613
2018-04-12,0.3293
2018-04-13,-0.2124
2018-04-16,0.6772
2018-04-17,2.9791
2018-04-18,-1.0265
2018-04-19,0.5469
2018-04-20,-1.7254
2018-04-23,0.1527
2018-04-24,1.6387
2018-04-25,-0.1125
2018-04-26,2.027
2018-04-27,0.8462
2018-04-30,0.2554
2018-05-01,0.1092
2018-05-02,1.0178
2018-05-03,-0.9176
2018-05-04,4.5397
2018-05-07,-0.8859
2018-05-08,2.5237
2018-05-09,1.7607
2018-05-10,-0.0504
2018-05-11,-1.2101
2018-05-14,-0.8847
2018-05-15,1.0814
2018-05-16,0.1358
2018-05-17,0.0848
2018-05-18,0.0
2018-05-21,0.9488
2018-05-22,0.2685
2018-05-23,0.0837
2018-05-24,0.7526
2018-05-25,-0.0664
2018-05-29,-0.3488
2018-05-30,1.6336
2018-05-31,-0.1968
2018-06-01,1.857
2018-06-04,0.7099
2018-06-05,0.0
2018-06-06,3.0599
2018-06-07,-0.6062
2018-06-08,1.1104
2018-06-11,0.0773
2018-06-12,1.3292
2018-06-13,0.1678
2018-06-14,0.8832
2018-06-15,-1.3887
2018-06-18,0.4898
2018-06-19,0.9749
2018-06-20,0.347
2018-06-21,-4.2995
2018-06-22,-0.3299
2018-06-25,-1.0402
2018-06-26,1.4811
2018-06-27,-2.7778
2018-06-28,1.4043999999999999
2018-06-29,0.2229
2018-07-02,1.7313
2018-07-03,0.1405
2018-07-05,0.078
2018-07-06,1.2619
2018-07-09,1.1385
2018-07-10,0.0304
2018-07-11,0.4714
2018-07-12,2.4368
2018-07-13,-0.4285
2018-07-16,-2.3
2018-07-17,4.0857
2018-07-18,1.5175999999999998
2018-07-19,-1.4661
2018-07-20,0.8753
2018-07-23,-0.8532
2018-07-24,-3.3401
2018-07-25,1.9466
2018-07-26,-0.1628
2018-07-27,-5.2187
2018-07-30,-4.2234
2018-07-31,-0.8493
2018-08-01,0.2141
2018-08-02,1.1177
2018-08-03,1.0403
2018-08-06,1.7534999999999998
2018-08-07,-2.3399
2018-08-08,11.7371
2018-08-09,1.2605
2018-08-10,1.8028
2018-08-13,-0.506
2018-08-14,0.1836
2018-08-15,1.2267000000000001
2018-08-16,-0.195
2018-08-17,1.5072999999999999
2018-08-20,-1.1825
2018-08-21,0.7096
2018-08-22,0.6079
2018-08-23,0.5493
2018-08-24,1.3384
2018-08-27,-0.6604
2018-08-28,-0.0678
2018-08-29,0.1358
2018-08-30,-0.2711
2018-08-31,2.5285
2018-09-04,0.7425
2018-09-05,-1.9346999999999999
2018-09-06,1.1945000000000001
2018-09-07,0.6897
2018-09-10,0.764
2018-09-11,0.6536
2018-09-12,0.4935
2018-09-13,-2.0419
2018-09-14,-0.7388
2018-09-17,-2.8308999999999997
2018-09-18,0.5471
2018-09-19,-1.0611
2018-09-20,-0.6875
2018-09-21,0.4015
2018-09-24,0.5378
2018-09-25,0.1234
2018-09-26,0.6712
2018-09-27,7.171
2018-09-28,1.3713
2018-10-01,-3.5195
2018-10-02,-3.9725
2018-10-03,1.3925
2018-10-04,-1.4667
2018-10-05,0.433
2018-10-08,-5.5106
2018-10-09,0.385
2018-10-10,-3.196
2018-10-11,-0.6603
2018-10-12,3.1019
2018-10-15,0.8309
2018-10-16,1.9182000000000001
2018-10-17,-1.0177
2018-10-18,-1.3239
2018-10-19,0.314
2018-10-22,2.1628
2018-10-23,-0.0975
2018-10-24,-5.2837
2018-10-25,1.5896
2018-10-26,-1.7966
2018-10-29,0.1328
2018-10-30,-1.5323
2018-10-31,2.1398
2018-11-01,1.2892000000000001
2018-11-02,-1.7501
2018-11-05,-0.6772
2018-11-06,0.5039
2018-11-07,5.7366
2018-11-08,8.7866
2018-11-09,-0.859
2018-11-12,-3.5174
2018-11-13,0.7238
2018-11-14,-0.1597
2018-11-15,-0.6264
2018-11-16,0.228
2018-11-19,-9.6213
2018-11-20,-4.2345
2018-11-21,2.0099
2018-11-23,0.6366
2018-11-26,3.509
2018-11-27,-1.9788000000000001
2018-11-28,5.0913
2018-11-29,1.5537
2018-11-30,3.1154
2018-12-03,1.0656
2018-12-04,-2.8293
2018-12-06,4.6148
2018-12-07,-2.1662
2018-12-10,1.6237
2018-12-11,1.4261
2018-12-12,1.0546
2018-12-13,-0.992
2018-12-14,-3.7476000000000003
2018-12-17,-5.5428
2018-12-18,1.9178
2018-12-19,-0.1966
2018-12-20,-2.392
2018-12-21,-2.6236
2018-12-24,-2.0281
2018-12-26,5.7117
2018-12-27,3.5592
2018-12-28,1.1318
2018-12-31,1.1874
2019-01-02,-1.2139
2019-01-03,-4.5466999999999995
2019-01-04,-0.7009
2019-01-07,4.8401
2019-01-08,6.8013
2019-01-09,-0.5275
2019-01-10,1.6296
2019-01-11,-0.8399
2019-01-14,-1.078
2019-01-15,3.3083
2019-01-16,-3.0265
2019-01-17,1.0101
2019-01-18,0.6667
2019-01-22,-3.6806
2019-01-23,1.8115
2019-01-24,0.5714
2019-01-25,3.4995
2019-01-28,4.9657
2019-01-29,-0.7132
2019-01-30,4.0105
2019-01-31,1.0129
2019-02-01,0.8204
2019-02-04,-0.0452
2019-02-05,1.3115999999999999
2019-02-06,-1.8527
2019-02-07,-1.194
2019-02-08,2.3938
2019-02-11,0.3035
2019-02-12,-1.9722
