ticker,CNCC US Equity
2017-10-16,3.9734
2017-10-20,-0.3304
2017-10-23,-61.326
2017-10-24,28.5714
2017-10-25,27.7778
2017-10-30,-26.087
2017-10-31,-29.4118
2017-11-01,33.3333
2017-11-02,10.0
2017-11-07,-34.0909
2017-11-08,89.6552
2017-11-13,-9.0909
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,20.0
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,12.6
2017-11-22,14.4464
2017-11-24,68.1324
2017-11-27,-30.7692
2017-11-28,22.2222
2017-11-29,-9.1818
2017-11-30,10.1101
2017-12-01,0.0
2017-12-04,-36.2727
2017-12-05,-14.408
2017-12-06,-65.0
2017-12-07,97.5095
2017-12-08,20.5487
2017-12-11,-30.904
2017-12-12,8.544599999999999
2017-12-13,-20.0
2017-12-14,2233.3333
2017-12-15,-41.2857
2017-12-18,-14.8418
2017-12-19,11.4286
2017-12-20,12.7949
2017-12-21,-29.5294
2017-12-22,3.2258
2017-12-26,-18.75
2017-12-27,19.2308
2017-12-28,-9.6774
2017-12-29,-17.8571
2018-01-02,10.3478
2018-01-03,10.2837
2018-01-04,-12.4687
2018-01-05,-21.6327
2018-01-08,32.8125
2018-01-09,-1.9607999999999999
2018-01-10,12.0
2018-01-11,7.1429
2018-01-12,-6.6667
2018-01-16,3.5714
2018-01-17,5.1724
2018-01-18,31.1475
2018-01-19,25.0
2018-01-22,-6.0
2018-01-23,25.5106
2018-01-24,-5.0687
2018-01-25,-7.1429
2018-01-26,5.7692
2018-01-29,14.5273
2018-01-30,14.2721
2018-01-31,-7.6132
2018-02-01,-25.5789
2018-02-02,14.9222
2018-02-05,-5.0901
2018-02-06,9.2997
2018-02-07,3.7288
2018-02-08,1.2745
2018-02-09,-16.102
2018-02-12,10.8096
2018-02-13,-19.3003
2018-02-14,-1.0753
2018-02-15,-4.3478
2018-02-16,-4.4705
2018-02-20,-14.6147
2018-02-21,-3.8729
2018-02-22,-2.6667
2018-02-23,25.0744
2018-02-26,7.1429
2018-02-27,-13.3333
2018-02-28,10.2564
2018-03-01,-11.8767
2018-03-02,-11.7462
2018-03-05,-4.3119
2018-03-06,-9.8125
2018-03-07,-6.4449
2018-03-08,0.0
2018-03-09,-1.8519
2018-03-12,-2.1132
2018-03-13,2.1588
2018-03-14,20.717
2018-03-15,-7.7837
2018-03-16,-8.4915
2018-03-19,-7.6866
2018-03-20,0.7223
2018-03-21,-8.3665
2018-03-22,-10.2609
2018-03-23,-3.1008
2018-03-26,0.0
2018-03-27,15.0
2018-03-28,6.5217
2018-03-29,2.0408
2018-04-02,-16.0
2018-04-03,8.5714
2018-04-04,0.8772
2018-04-05,-7.8261
2018-04-06,29.8349
2018-04-09,6.4487
2018-04-10,-15.0171
2018-04-11,-13.6546
2018-04-12,6.0465
2018-04-13,-3.0263
2018-04-16,-8.322
2018-04-17,-11.1988
2018-04-18,-13.6111
2018-04-19,2.8939
2018-04-20,-0.0625
2018-04-23,-9.3183
2018-04-25,-7.5172
2018-04-26,-14.616
2018-04-27,4.8035
2018-04-30,-12.5833
2018-05-01,-4.6711
2018-05-02,-10.0
2018-05-03,33.3333
2018-05-04,6.25
2018-05-07,-13.7255
2018-05-08,40.9091
2018-05-09,-6.4516
2018-05-10,3.1034
2018-05-11,3.01
2018-05-14,3.961
2018-05-15,-0.0625
2018-05-16,-6.25
2018-05-17,7.6667
2018-05-18,0.0
2018-05-21,-12.0743
2018-05-22,0.0704
2018-05-23,26.6714
2018-05-24,-16.1111
2018-05-25,1.3907
2018-05-29,14.5003
2018-05-30,25.4991
2018-05-31,47.7273
2018-06-01,7.6923
2018-06-04,4.2857
2018-06-05,-17.8082
2018-06-06,-13.3333
2018-06-07,1.9231
2018-06-08,-0.566
2018-06-11,11.9545
2018-06-12,-8.4746
2018-06-13,-1.1111
2018-06-14,8.6142
2018-06-15,0.0
2018-06-18,3.4483
2018-06-19,-9.5833
2018-06-20,-11.1521
2018-06-21,3.7759
2018-06-22,3.1587
2018-06-25,-18.6047
2018-06-26,26.1905
2018-06-28,13.2075
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,-1.6667
2018-07-05,1.6949
2018-07-06,-3.7333
2018-07-10,3.8781
2018-07-11,0.0
2018-07-16,-12.5
2018-07-17,-4.7619
2018-07-18,-4.0
2018-07-19,-16.625
2018-07-20,4.9475
2018-07-23,13.8095
2018-07-24,-6.2552
2018-07-25,-0.0223
2018-07-26,-10.669599999999999
2018-07-27,-15.0425
2018-07-30,26.4706
2018-08-01,-4.7907
2018-08-02,-2.296
2018-08-03,7.5
2018-08-06,21.3023
2018-08-07,20.7822
2018-08-08,-3.1746
2018-08-09,1.6393
2018-08-10,0.0
2018-08-13,1.6129
2018-08-14,-25.3968
2018-08-15,29.7872
2018-08-16,-34.4262
2018-08-17,0.0
2018-08-20,0.0
2018-08-21,27.14
2018-08-22,4.4518
2018-08-23,1.6566
2018-08-24,1.8519
2018-08-27,1.8182
2018-08-28,-1.7143000000000002
2018-08-29,-12.7907
2018-08-30,-16.6667
2018-08-31,23.75
2018-09-04,0.0
2018-09-05,5.0505
2018-09-06,0.0
2018-09-07,3.8077
2018-09-10,-13.3012
2018-09-11,4.7009
2018-09-12,-8.1633
2018-09-14,11.1111
2018-09-17,0.0
2018-09-18,-20.0
2018-09-19,2.5
2018-09-20,-11.5854
2018-09-21,11.7241
2018-09-24,-11.0864
2018-09-25,11.0803
2018-09-26,5.0
2018-09-27,7.1429
2018-09-28,6.6667
2018-10-01,-7.0417
2018-10-02,7.5751
2018-10-03,6.25
2018-10-04,-5.8824
2018-10-05,-2.0833
2018-10-08,0.0
2018-10-09,-6.3404
2018-10-10,-0.0454
2018-10-11,1.3182
2018-10-15,8.9726
2018-10-16,2.923
2018-10-17,0.0
2018-10-18,-8.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,30.4348
2018-10-25,-33.3333
2018-10-26,-5.0
2018-10-29,-5.2105
2018-10-30,-25.0416
2018-10-31,4.6296
2018-11-01,-0.885
2018-11-02,-0.25
2018-11-05,-10.4905
2018-11-06,60.0
2018-11-07,-29.5
2018-11-08,-21.383
2018-11-09,21.7862
2018-11-12,-5.3333
2018-11-13,-21.3615
2018-11-14,-19.403
2018-11-15,23.4568
2018-11-16,9.5
2018-11-19,-5.0228
2018-11-21,-0.9615
2018-11-23,0.0
2018-11-26,-0.0971
2018-11-28,-0.0972
2018-11-30,0.0
2018-12-03,-30.8366
2018-12-04,-1.1252
2018-12-06,-0.1422
2018-12-07,-0.1425
2018-12-10,-0.1427
2018-12-11,38.5714
2018-12-12,-37.0103
2018-12-13,58.4288
2018-12-17,-36.8802
2018-12-19,14.5663
2018-12-20,-10.7143
2018-12-21,0.0
2018-12-24,-18.4
2018-12-26,56.6667
2018-12-27,-37.4218
2018-12-28,0.0
2018-12-31,-17.8
2019-01-02,-0.9732
2019-01-03,47.4201
2019-01-04,0.1667
2019-01-07,16.4725
2019-01-09,-14.1429
2019-01-11,-12.9368
2019-01-15,-13.6168
2019-01-16,49.3363
2019-01-17,-25.9259
2019-01-18,60.0
2019-01-22,0.0
2019-01-23,-3.9063
2019-01-25,26.8293
2019-01-28,0.0
2019-01-29,-0.1026
2019-01-30,0.1027
2019-01-31,5.641
2019-02-01,1.9417
2019-02-04,-4.7619
2019-02-06,5.0
2019-02-07,33.3333
2019-02-08,0.0
2019-02-11,-38.75
2019-02-12,16.6181
2019-02-13,0.0
2019-02-14,-17.125
2019-02-15,13.1222
2019-02-19,6.7733
2019-02-26,-0.0999
2019-02-27,-16.0
2019-02-28,-3.5714
2019-03-01,0.0
2019-03-07,1.0802
2019-03-08,-14.5038
2019-03-11,42.8571
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-21,0.0
2019-03-22,-49.9
2019-03-25,130.9381
2019-03-27,18.8418
2019-03-29,-27.2727
2019-04-01,50.0
2019-04-02,0.0
2019-04-03,9.0667
2019-04-05,-8.313
2019-04-08,6.6667
2019-04-10,-43.75
2019-04-12,-27.6667
2019-04-15,130.4147
2019-04-16,-20.0
2019-04-23,-48.1667
2019-04-25,4.5016
2019-04-26,0.3077
2019-04-30,130.0613
2019-05-01,-52.3
2019-05-03,15.5835
2019-05-07,-8.7062
2019-05-09,94.9669
2019-05-10,-55.5707
2019-05-13,7.0336
2019-05-14,14.2857
2019-05-15,6.25
2019-05-16,68.9412
2019-05-28,-51.1142
2019-05-29,4.5798
2019-05-30,63.4543
2019-05-31,-8.3333
2019-06-03,36.3636
2019-06-04,5.0
2019-06-05,12.5714
2019-06-06,28.3136
2019-06-07,14.2857
2019-06-10,14.3077
2019-06-11,0.9421
2019-06-12,0.0
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,-6.6667
2019-06-19,19.6429
2019-06-20,-19.403
2019-06-21,-21.1111
2019-06-24,49.2958
2019-06-26,-23.7736
2019-06-28,3.1353
2019-07-01,8.96
2019-07-02,-22.9075
2019-07-03,36.7619
2019-07-05,-2.507
2019-07-08,-12.5
2019-07-09,33.551
2019-07-10,-8.313
2019-07-15,-0.6667
2019-07-16,-2.6846
2019-07-17,12.069
2019-07-18,-21.5385
2019-07-22,17.647100000000002
2019-07-23,-12.2667
2019-07-24,-1.2158
2019-07-25,-61.5385
2019-07-26,-40.0
2019-07-29,0.0
2019-07-30,-25.0
2019-07-31,28.8889
2019-08-01,25.8621
2019-08-02,-4.1096
2019-08-05,20.0
2019-08-06,-27.381
2019-08-07,-16.3934
2019-08-08,27.451
2019-08-09,-0.1538
2019-08-12,-7.5501000000000005
2019-08-16,-13.3333
2019-08-20,25.0
2019-08-22,3.7692
2019-08-23,-1.8532
2019-08-26,-21.4502
2019-08-28,-1.9231
2019-08-29,0.0
2019-08-30,-31.3725
2019-09-03,68.5714
2019-09-04,-19.4915
2019-09-06,24.2105
2019-09-09,1.6949
2019-09-10,0.0
2019-09-12,-1.6667
2019-09-17,-37.2881
2019-09-26,0.0
2019-09-30,27.1622
2019-10-03,-25.3985
2019-10-08,0.0
2019-10-14,0.2849
2019-10-16,64.7727
2019-10-17,-34.4828
2019-10-18,55.2632
2019-10-23,-35.5932
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,5.2632
2019-11-05,0.0
2019-11-06,-5.0
2019-11-12,0.0
2019-11-13,31.5789
2019-11-18,16.0
2019-11-19,-34.4828
2019-11-22,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-10,0.0
2019-12-16,26.3158
2019-12-17,18.75
2019-12-18,-33.3333
2019-12-20,42.1053
2019-12-23,-35.0
2019-12-30,-17.094
2020-01-15,0.0
2020-01-23,41.0653
2020-01-24,-29.1108
2020-02-03,78.6942
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,-1.7538
2020-02-10,-31.4908
2020-02-12,0.0
2020-02-13,0.0
2020-02-19,14.2857
2020-02-20,-5.0
2020-02-21,0.0
2020-02-25,-7.8947
2020-02-26,21.4286
2020-03-02,-17.647100000000002
2020-03-04,0.0
2020-03-10,7.1429
2020-03-11,-6.6667
2020-03-12,0.0
2020-03-16,0.0
2020-03-17,40.0
2020-03-18,-28.5714
2020-03-25,0.0
2020-03-30,40.0
2020-04-01,0.0
2020-04-02,2.0408
2020-04-03,-30.0
2020-04-06,0.0
2020-04-13,0.0
2020-04-20,0.0
2020-04-24,0.0
2020-04-27,-1.4285999999999999
2020-04-28,30.4348
2020-04-29,-22.2222
2020-05-01,14.2857
2020-05-07,-12.5
2020-05-14,-2.8571
2020-05-18,2.9412000000000003
2020-05-19,14.2857
2020-05-20,12.5
2020-05-21,-22.2222
2020-05-22,28.5714
2020-05-26,55.5556
2020-05-27,-32.1429
2020-05-29,-28.4211
2020-06-01,0.0
2020-06-03,50.0
2020-06-04,-33.3333
2020-06-05,0.0
2020-06-08,70.5882
2020-06-09,-13.7931
2020-06-10,-32.0
2020-06-11,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-26,0.0
2020-06-29,-41.1765
2020-06-30,0.0
2020-07-01,20.0
2020-07-06,4.1667
2020-07-10,-20.0
2020-07-20,0.0
2020-07-22,50.0
2020-07-29,-66.6667
2020-07-31,200.0
