ticker,GNRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-11,-1.2308
2010-02-12,4.4393
2010-02-16,-0.6711
2010-02-17,-0.1502
2010-02-18,-2.0301
2010-02-19,1.5349
2010-02-22,-1.0582
2010-02-23,-0.1528
2010-02-24,-0.153
2010-02-25,1.1494
2010-02-26,1.7424
2010-03-01,-1.3403
2010-03-02,-0.1509
2010-03-03,-0.6803
2010-03-04,0.8371
2010-03-05,-1.1320999999999999
2010-03-08,2.9008000000000003
2010-03-09,0.7418
2010-03-10,1.2518
2010-03-11,1.7455
2010-03-12,1.1437
2010-03-15,5.9364
2010-03-16,2.2682
2010-03-17,0.4566
2010-03-18,-0.0649
2010-03-19,0.065
2010-03-22,-1.8831
2010-03-23,0.2647
2010-03-24,0.198
2010-03-25,-1.054
2010-03-26,-1.7976
2010-03-29,-2.2373
2010-03-30,-1.9417
2010-03-31,-0.9194
2010-04-01,2.07
2010-04-05,0.6993
2010-04-06,2.7083
2010-04-07,0.7437
2010-04-08,3.2215
2010-04-09,-0.4551
2010-04-12,-0.4572
2010-04-13,-0.1312
2010-04-14,0.0657
2010-04-15,0.4596
2010-04-16,-0.0654
2010-04-19,-0.2616
2010-04-20,-0.3934
2010-04-21,0.79
2010-04-22,0.5879
2010-04-23,-0.3247
2010-04-26,-0.7818
2010-04-27,-0.1313
2010-04-28,0.0
2010-04-29,0.263
2010-04-30,-1.0492
2010-05-03,0.5964
2010-05-04,-2.4374000000000002
2010-05-05,-0.8103
2010-05-06,-4.0163
2010-05-07,-4.1135
2010-05-10,0.8876
2010-05-11,3.5191
2010-05-12,0.0
2010-05-13,-2.4788
2010-05-14,-2.106
2010-05-17,-2.7448
2010-05-18,-1.5255999999999998
2010-05-19,0.5422
2010-05-20,-7.2419
2010-05-21,-1.8272
2010-05-24,-4.4839
2010-05-25,-3.8973
2010-05-26,0.2765
2010-05-27,1.1949
2010-05-28,-0.1817
2010-06-01,-3.0937
2010-06-02,12.0188
2010-06-03,8.7175
2010-06-04,-4.1635
2010-06-07,0.5632
2010-06-08,2.16
2010-06-09,-1.4096
2010-06-10,1.9857
2010-06-11,2.1807
2010-06-14,2.1341
2010-06-15,3.3582
2010-06-16,-2.2383
2010-06-17,0.9601
2010-06-18,0.951
2010-06-21,0.7971
2010-06-22,-0.647
2010-06-23,0.0724
2010-06-24,0.2892
2010-06-25,9.2286
2010-06-28,0.396
2010-06-29,-2.0381
2010-06-30,-5.9732
2010-07-01,1.9272
2010-07-02,-0.07
