ticker,BAYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-11-27,2.5
2000-12-01,-17.0732
2000-12-08,5.8824
2001-02-27,-11.1111
2001-03-09,1.5625
2001-03-13,0.0
2001-03-14,0.0
2001-04-25,-13.8462
2001-04-30,-13.5714
2001-05-15,1.6529
2001-05-17,21.9512
2001-05-23,1.3333
2001-06-07,-1.3158
2001-06-13,2.6667
2001-06-14,0.0
2001-07-02,-18.1818
2001-07-05,2.6984
2001-07-06,19.0108
2001-07-23,0.6494
2001-07-25,-6.4516
2001-07-27,-3.4483
2001-08-15,6.2857
2001-08-17,-6.586
2001-09-18,-5.036
2001-09-21,6.0606
2001-09-25,-5.7143
2001-11-07,7.5758
2001-11-28,1.4085
2001-11-29,-5.5556
2001-11-30,7.7206
2001-12-03,9.215
2001-12-05,-16.25
2001-12-07,4.4776
2001-12-13,-4.2857
2001-12-14,8.209
2001-12-17,-2.069
2001-12-18,-0.7042
2002-01-15,3.5461
2002-02-05,-4.1096
2002-03-12,0.0
2002-03-28,0.7143
2002-04-08,-3.5461
2002-04-09,2.9412000000000003
2002-04-12,-2.8571
2002-04-25,6.6176
2002-04-29,-3.4483
2002-04-30,2.1429
2002-05-14,1.3986
2002-05-23,0.0
2002-05-24,0.0
2002-05-31,-6.8966
2002-06-03,5.1852
2002-06-19,-5.493
2002-06-27,4.3219
2002-06-28,0.0
2002-07-03,-2.8571
2002-07-08,2.9412000000000003
2002-07-15,-2.1429
2002-07-22,-2.1898
2002-07-25,8.9552
2002-07-30,-5.2055
2002-09-18,8.3815
2002-09-23,-6.6667
2002-09-27,2.8571
2002-09-30,0.0
2002-10-04,6.25
2002-10-08,4.5752
2002-10-21,-12.5
2002-10-30,5.7143
2002-11-11,4.7297
2002-11-13,0.0
2002-11-21,4.5161
2002-11-22,6.1728
2002-12-20,-5.814
2003-01-02,0.0
2003-01-17,4.9383
2003-01-21,-5.2941
2003-01-23,8.6957
2003-01-31,2.8571
2003-02-21,-10.5556
2003-02-27,4.3478
2003-02-28,3.5714
2003-03-06,3.4483
2003-03-10,-10.0
2003-03-18,0.0
2003-03-19,0.0
2003-03-20,0.0
2003-03-24,11.1111
2003-03-25,-2.7778
2003-04-14,2.8571
2003-04-28,8.3333
2003-05-08,-5.1282
2003-05-09,0.0
2003-05-16,18.9189
2003-05-19,-6.8182
2003-05-29,-9.7561
2003-06-05,13.5135
2003-06-06,0.0
2003-06-11,0.0
2003-07-07,-7.1429
2003-07-24,-4.6154
