ticker,DION US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-06,-30.0
2000-01-10,42.8571
2000-01-13,-5.6
2000-01-14,0.0
2000-01-18,-23.7288
2000-01-20,37.7778
2000-01-21,0.8065
2000-01-24,50.0
2000-01-25,56.6667
2000-01-26,19.1489
2000-01-27,-42.8571
2000-01-28,-12.5
2000-01-31,-7.1429
2000-02-02,0.0
2000-02-03,-7.6923
2000-02-07,25.0
2000-02-08,0.0
2000-02-10,-6.6667
2000-02-11,7.1429
2000-02-14,0.0
2000-02-15,-13.3333
2000-02-16,15.3846
2000-02-17,0.0
2000-02-22,26.6667
2000-02-23,47.3684
2000-02-24,-21.4286
2000-02-25,-4.5455
2000-02-28,19.0476
2000-02-29,-4.0
2000-03-01,-4.1667
2000-03-02,4.3478
2000-03-03,13.3333
2000-03-06,2.9412000000000003
2000-03-07,0.0
2000-03-08,-17.8571
2000-03-09,4.3478
2000-03-10,0.0
2000-03-13,-4.1667
2000-03-14,-4.3478
2000-03-15,-4.5455
2000-03-16,9.5238
2000-03-17,0.0
2000-03-20,4.3478
2000-03-21,0.0
2000-03-22,-20.8333
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,5.2632
2000-03-29,-17.5
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,-3.0303
2000-04-05,-18.75
2000-04-06,-7.6923
2000-04-07,0.0
2000-04-10,2.6667
2000-04-11,-2.5974
2000-04-12,0.0
2000-04-13,-33.3333
2000-04-17,-50.0
2000-04-26,0.0
2000-05-02,150.0
2000-05-03,0.0
2000-05-10,-30.0
2000-05-12,0.0
2000-05-15,7.1429
2000-05-17,38.6667
2000-05-18,-7.6923
2000-05-23,-8.3333
2000-06-02,-1.8182
2000-06-05,0.0
2000-06-07,-35.1852
2000-06-12,54.2857
2000-06-15,-30.5556
2000-06-16,0.0
2000-06-19,46.6667
2000-06-20,0.0
2000-06-22,-9.0909
2000-06-26,-25.0
2000-06-30,66.6667
2000-07-03,-40.0
2000-07-06,66.6667
2000-07-10,0.0
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-19,-36.0
2000-07-20,37.5
2000-07-21,-27.2727
2000-07-24,-6.25
2000-07-25,0.0
2000-07-27,0.0
2000-07-31,0.0
2000-08-01,30.6667
2000-08-02,-23.4694
2000-08-03,-25.0
2000-08-08,-11.1111
2000-08-09,12.0
2000-08-10,71.4286
2000-08-15,-37.5
