ticker,PERI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-31,13.4667
2006-02-01,1.5276
2006-02-02,0.1157
2006-02-03,-3.5838
2006-02-06,-3.1175
2006-02-07,-2.3515
2006-02-08,4.8162
2006-02-09,-0.2418
2006-02-10,-1.3273
2006-02-13,1.3451
2006-02-14,2.4242
2006-02-15,0.8284
2006-02-16,-1.6432
2006-02-17,-1.9093
2006-02-21,-2.0681
2006-02-22,-0.6211
2006-02-23,-2.25
2006-02-24,0.8951
2006-02-27,-1.0139
2006-02-28,0.5122
2006-03-01,-0.6369
2006-03-02,0.641
2006-03-03,1.6561
2006-03-06,-1.5038
2006-03-07,-0.1272
2006-03-08,-0.5096
2006-03-09,-0.128
2006-03-10,0.641
2006-03-13,-0.6369
2006-03-14,-0.641
2006-03-15,-0.6452
2006-03-16,7.1429
2006-03-17,0.6061
2006-03-20,-2.4096
2006-03-21,-1.2346
2006-03-22,1.25
2006-03-23,4.5679
2006-03-24,1.2987
2006-03-27,-4.4289
2006-03-28,0.4878
2006-03-29,0.2427
2006-03-30,-4.8426
2006-03-31,4.3257
2006-04-03,3.6585
2006-04-04,-17.5294
2006-04-05,2.7104
2006-04-06,0.1389
2006-04-07,0.5548
2006-04-10,0.0
2006-04-11,-3.7241
2006-04-12,-1.1461000000000001
2006-04-13,1.5941999999999998
2006-04-17,-0.1427
2006-04-18,-3.5714
2006-04-19,0.4444
2006-04-20,0.6932
2006-04-21,1.0693
2006-04-24,-3.6231999999999998
2006-04-25,-3.0075
2006-04-26,5.5814
2006-04-27,-1.6153
2006-04-28,4.4776
2006-05-01,-2.8571
2006-05-02,-2.2059
2006-05-03,-0.3008
2006-05-04,4.6757
2006-05-05,0.4323
2006-05-08,-1.1478
2006-05-09,-3.0479
2006-05-10,0.5988
2006-05-11,0.1488
2006-05-12,-0.8915
2006-05-15,0.1499
2006-05-16,-1.6467
2006-05-17,-3.653
2006-05-18,-5.2133
2006-05-19,-2.6667
2006-05-22,-0.6849
2006-05-23,3.9655
2006-05-24,-3.8143000000000002
2006-05-25,-0.8621
2006-05-26,0.5217
2006-05-30,2.0761
2006-05-31,3.3898
2006-06-01,-1.6393
2006-06-02,-2.1667
2006-06-05,-3.7479
2006-06-06,-5.6637
2006-06-07,-1.5009000000000001
2006-06-08,-0.1905
2006-06-09,1.145
2006-06-12,-2.2641999999999998
2006-06-13,-7.9151
2006-06-14,-5.6604
2006-06-15,8.0
2006-06-16,-4.1152
2006-06-19,-0.2146
