ticker,AMCIU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-23,0.05
2018-11-26,-0.1249
2018-11-27,-0.025
2018-11-28,0.0
2018-11-29,0.1001
2018-11-30,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,-0.1
2018-12-10,0.0
2018-12-11,-0.0901
2018-12-13,0.1904
2018-12-17,-0.5
2018-12-20,0.0503
2018-12-21,-0.0502
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-07,-0.1005
2019-01-10,-0.3018
2019-01-11,0.439
2019-01-14,-0.1356
2019-01-18,0.4024
2019-01-22,0.3006
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,-0.0999
2019-01-28,0.0
2019-01-29,0.0
2019-01-31,0.0
2019-02-01,0.1
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.3996
2019-02-07,-0.0846
2019-02-11,-0.0149
2019-02-20,-0.0996
2019-02-22,-0.0997
2019-02-25,0.0
2019-02-26,0.2994
2019-02-28,0.0
2019-03-01,0.2985
2019-03-07,-0.496
2019-03-11,0.0
2019-03-12,0.2991
2019-03-14,0.0994
2019-03-15,0.0993
2019-03-18,-0.2976
2019-03-19,0.2985
2019-03-21,-0.0992
2019-03-22,0.7944
2019-03-25,0.0
2019-03-26,-0.197
2019-03-28,-0.0987
2019-04-04,0.1976
2019-04-08,-0.0986
2019-04-09,0.0
2019-04-11,0.0987
2019-04-12,0.0986
2019-04-16,0.0
2019-04-18,0.2936
2019-04-22,0.11
2019-04-23,-0.0589
2019-04-26,0.1473
2019-04-29,-0.0627
2019-04-30,-0.0353
2019-05-03,0.0981
2019-05-08,-0.1961
2019-05-13,0.0
2019-05-14,-0.4912
2019-05-15,0.691
2019-05-17,0.0
2019-05-20,0.1127
2019-05-24,-0.1126
2019-05-31,0.0
2019-06-03,0.0
2019-06-18,-0.2941
2019-06-19,0.0
2019-07-02,0.0
2019-07-10,0.7866
2019-07-19,0.0976
2019-07-24,-0.1949
2019-08-05,0.0
2019-08-06,-0.1953
2019-08-07,-0.4892
2019-08-08,0.0
2019-08-09,0.0
2019-08-14,0.9833
2019-08-15,-0.1947
2019-08-26,0.3902
2019-08-30,0.0
2019-09-13,0.3887
2019-09-17,-0.7744
2019-09-19,0.2917
2019-09-24,0.6819
2019-09-25,0.0
2019-09-30,0.0
2019-10-11,0.0
2019-10-16,-0.0966
2019-10-31,0.0
2019-11-07,0.0967
2019-11-08,0.1932
2019-11-20,-0.0482
2019-11-21,0.0482
2019-11-29,-0.0964
2019-12-03,0.6757
2019-12-17,-0.2876
2019-12-24,-0.7692
2019-12-30,0.6783
2020-01-07,2.0212
2020-01-08,0.0
2020-01-09,-0.283
2020-01-21,0.473
2020-02-27,0.1883
2020-02-28,0.094
2020-03-02,-0.3756
2020-03-03,0.6598
2020-03-04,-0.7491
2020-03-05,-0.1415
2020-03-11,-0.7085
2020-03-19,-5.2598
2020-03-20,1.4341
2020-03-23,-0.5941
2020-03-24,1.3576
2020-03-26,1.2156
2020-04-14,-0.9709
2020-04-20,0.9804
2020-04-21,-0.1942
2020-04-27,-0.501
2020-04-28,0.2102
2020-04-29,2.7317
2020-05-04,1.6143999999999998
2020-05-22,2.4299
2020-05-26,-3.2847
2020-06-10,0.0
2020-06-15,-0.4717
2020-06-19,5.2085
2020-06-25,-0.9145
2020-06-26,-4.2553
2020-06-29,-0.2849
2020-06-30,0.4762
2020-07-07,1.4218
2020-07-08,0.0
2020-07-10,0.9346
2020-07-14,0.0
2020-07-15,-1.8519
2020-07-16,1.8868
2020-07-27,-0.8333
2020-07-30,0.8403
2020-07-31,-0.463
